ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2418NI0001,Count,PERSONS,"All categories: Tenure, All categories: Religion"
DC2418NI0002,Count,PERSONS,"All categories: Tenure, Catholic"
DC2418NI0003,Count,PERSONS,"All categories: Tenure, Protestant and other Christian: Total"
DC2418NI0004,Count,PERSONS,"All categories: Tenure, Protestant and other Christian: Presbyterian Church in Ireland"
DC2418NI0005,Count,PERSONS,"All categories: Tenure, Protestant and other Christian: Church of Ireland"
DC2418NI0006,Count,PERSONS,"All categories: Tenure, Protestant and other Christian: Methodist Church in Ireland"
DC2418NI0007,Count,PERSONS,"All categories: Tenure, Protestant and other Christian: Other Christian (including Christian related)"
DC2418NI0008,Count,PERSONS,"All categories: Tenure, Other religions "
DC2418NI0009,Count,PERSONS,"All categories: Tenure, No religion"
DC2418NI0010,Count,PERSONS,"All categories: Tenure, Not stated"
DC2418NI0011,Count,PERSONS,"Owner occupied, All categories: Religion"
DC2418NI0012,Count,PERSONS,"Owner occupied, Catholic"
DC2418NI0013,Count,PERSONS,"Owner occupied, Protestant and other Christian: Total"
DC2418NI0014,Count,PERSONS,"Owner occupied, Protestant and other Christian: Presbyterian Church in Ireland"
DC2418NI0015,Count,PERSONS,"Owner occupied, Protestant and other Christian: Church of Ireland"
DC2418NI0016,Count,PERSONS,"Owner occupied, Protestant and other Christian: Methodist Church in Ireland"
DC2418NI0017,Count,PERSONS,"Owner occupied, Protestant and other Christian: Other Christian (including Christian related)"
DC2418NI0018,Count,PERSONS,"Owner occupied, Other religions "
DC2418NI0019,Count,PERSONS,"Owner occupied, No religion"
DC2418NI0020,Count,PERSONS,"Owner occupied, Not stated"
DC2418NI0021,Count,PERSONS,"Owner occupied: Owns outright, All categories: Religion"
DC2418NI0022,Count,PERSONS,"Owner occupied: Owns outright, Catholic"
DC2418NI0023,Count,PERSONS,"Owner occupied: Owns outright, Protestant and other Christian: Total"
DC2418NI0024,Count,PERSONS,"Owner occupied: Owns outright, Protestant and other Christian: Presbyterian Church in Ireland"
DC2418NI0025,Count,PERSONS,"Owner occupied: Owns outright, Protestant and other Christian: Church of Ireland"
DC2418NI0026,Count,PERSONS,"Owner occupied: Owns outright, Protestant and other Christian: Methodist Church in Ireland"
DC2418NI0027,Count,PERSONS,"Owner occupied: Owns outright, Protestant and other Christian: Other Christian (including Christian related)"
DC2418NI0028,Count,PERSONS,"Owner occupied: Owns outright, Other religions "
DC2418NI0029,Count,PERSONS,"Owner occupied: Owns outright, No religion"
DC2418NI0030,Count,PERSONS,"Owner occupied: Owns outright, Not stated"
DC2418NI0031,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, All categories: Religion"
DC2418NI0032,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Catholic"
DC2418NI0033,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Protestant and other Christian: Total"
DC2418NI0034,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Protestant and other Christian: Presbyterian Church in Ireland"
DC2418NI0035,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Protestant and other Christian: Church of Ireland"
DC2418NI0036,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Protestant and other Christian: Methodist Church in Ireland"
DC2418NI0037,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Protestant and other Christian: Other Christian (including Christian related)"
DC2418NI0038,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Other religions "
DC2418NI0039,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, No religion"
DC2418NI0040,Count,PERSONS,"Owner occupied: Owns with a mortgage or loan, Not stated"
DC2418NI0041,Count,PERSONS,"Shared ownership, All categories: Religion"
DC2418NI0042,Count,PERSONS,"Shared ownership, Catholic"
DC2418NI0043,Count,PERSONS,"Shared ownership, Protestant and other Christian: Total"
