DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC4402NI","DWELLING TYPE BY ACCOMMODATION TYPE BY TENURE - HOUSEHOLDS","All occupied household spaces","1. 'Shared ownership' is pays part rent and part mortgage.; 2. 'Unshared dwelling' - a household's accommodation is defined as an unshared dwelling if all the rooms are behind a door that only that household can use.; 3. 'In a commercial building' includes in an office building, or hotel, or over a shop.; "
