GeographyCode,DC2252NI0001,DC2252NI0002,DC2252NI0003,DC2252NI0004,DC2252NI0005,DC2252NI0006,DC2252NI0007,DC2252NI0008,DC2252NI0009,DC2252NI0010,DC2252NI0011,DC2252NI0012,DC2252NI0013,DC2252NI0014,DC2252NI0015,DC2252NI0016,DC2252NI0017,DC2252NI0018,DC2252NI0019,DC2252NI0020,DC2252NI0021,DC2252NI0022,DC2252NI0023,DC2252NI0024,DC2252NI0025,DC2252NI0026,DC2252NI0027,DC2252NI0028,DC2252NI0029,DC2252NI0030,DC2252NI0031,DC2252NI0032,DC2252NI0033,DC2252NI0034,DC2252NI0035,DC2252NI0036,DC2252NI0037,DC2252NI0038,DC2252NI0039,DC2252NI0040,DC2252NI0041,DC2252NI0042,DC2252NI0043,DC2252NI0044,DC2252NI0045
95GG13,4722,1801,2559,56,306,655,143,455,3,54,2953,699,2013,37,204,870,794,48,3,25,100,76,20,1,3,11,8,2,0,1,7,4,1,1,1,81,53,12,2,14,45,24,8,9,4
95GG14,4820,2754,1817,42,207,434,211,184,2,37,2850,1152,1543,27,128,1335,1248,57,2,28,129,107,19,1,2,5,1,1,1,2,12,10,0,1,1,33,23,4,2,4,22,2,9,6,5
95GG15,5920,856,4456,50,558,719,63,568,5,83,4515,462,3620,29,404,347,206,108,3,30,157,39,110,2,6,30,4,16,3,7,5,2,1,0,2,90,68,8,0,14,57,12,25,8,12
95GG16,5452,4053,938,86,375,819,577,157,5,80,2526,1605,689,35,197,1749,1643,39,14,53,135,115,14,1,5,21,10,1,7,3,8,2,5,0,1,118,70,22,3,23,76,31,11,21,13
95GG17,5330,3785,1258,36,251,967,635,274,2,56,2635,1558,938,11,128,1524,1456,30,6,32,85,70,10,0,5,10,5,1,1,3,7,7,0,0,0,67,42,2,2,21,35,12,3,14,6
95GG18,4975,4500,316,32,127,1123,1027,62,5,29,1796,1502,220,12,62,1806,1777,15,2,12,75,71,3,0,1,10,5,1,1,3,4,4,0,0,0,90,68,7,1,14,71,46,8,11,6
95GG19,4582,519,3770,25,268,1196,128,992,7,69,3090,195,2705,15,175,212,163,43,1,5,26,9,17,0,0,1,0,0,0,1,0,0,0,0,0,44,23,7,2,12,13,1,6,0,6
95GG20,4901,1155,3131,110,505,1099,183,785,14,117,2886,395,2194,37,260,482,378,71,8,25,66,35,27,1,3,6,3,0,0,3,4,1,2,0,1,232,134,30,4,64,126,26,22,46,32
95GG21,5184,4539,390,120,135,1271,1188,63,1,19,1883,1526,288,15,54,1738,1702,16,8,12,54,49,1,1,3,7,2,0,3,2,5,4,0,0,1,83,49,8,0,26,143,19,14,92,18
95GG22,5343,5044,175,39,85,845,796,19,8,22,1634,1461,126,17,30,2661,2623,20,2,16,115,111,1,2,1,7,5,2,0,0,9,7,0,0,2,29,22,2,1,4,43,19,5,9,10
95GG23,4555,2240,1942,120,253,419,149,233,10,27,2613,831,1569,51,162,1221,1130,67,4,20,144,97,41,0,6,28,9,7,9,3,3,0,1,1,1,33,9,7,4,13,94,15,17,41,21
95GG24,4561,1883,2296,53,329,647,186,399,5,57,2808,782,1785,39,202,815,741,43,3,28,94,63,25,0,6,17,7,5,0,5,4,3,0,0,1,102,61,14,1,26,74,40,25,5,4
95GG25,5573,5302,181,29,61,1016,963,38,3,12,1729,1559,132,13,25,2656,2622,10,6,18,115,115,0,0,0,1,1,0,0,0,6,5,0,1,0,16,10,1,1,4,34,27,0,5,2
95GG26,3749,655,2832,32,230,768,106,599,6,57,2554,230,2159,17,148,343,285,47,1,10,28,15,12,1,0,3,0,2,1,0,1,0,0,0,1,33,18,5,0,10,19,1,8,6,4
95GG27,6498,6053,332,13,100,1145,997,108,1,39,2191,1953,198,4,36,2981,2947,12,1,21,119,114,5,0,0,4,3,1,0,0,12,9,1,2,0,30,21,5,0,4,16,9,2,5,0
95GG28,5651,536,4667,50,398,881,57,718,3,103,4336,213,3838,29,256,292,222,54,2,14,38,10,26,1,1,9,0,6,2,1,5,1,2,2,0,68,31,5,9,23,22,2,18,2,0
95GG29,5014,696,3499,228,591,843,54,685,4,100,3301,238,2626,62,375,240,150,67,4,19,67,13,43,2,9,13,0,8,2,3,3,1,2,0,0,301,209,34,4,54,246,31,34,150,31
95GG30,4827,441,3845,59,482,588,40,468,8,72,3780,231,3161,31,357,263,126,114,6,17,107,15,75,1,16,9,1,5,0,3,10,1,6,1,2,38,25,4,2,7,32,2,12,10,8
95GG31,6519,5561,713,42,203,984,790,145,5,44,2484,1820,530,12,122,2820,2758,24,10,28,130,125,5,0,0,10,6,2,2,0,12,10,0,2,0,55,46,2,0,7,24,6,5,11,2
95GG32,6409,3092,2910,49,358,1236,591,549,3,93,3835,1432,2194,27,182,998,883,81,7,27,92,58,30,0,4,17,3,10,1,3,4,3,1,0,0,142,87,18,0,37,85,35,27,11,12
95GG33,5555,3398,1682,127,348,270,131,119,2,18,3134,1494,1335,66,239,1662,1535,87,6,34,262,149,98,2,13,29,8,9,3,9,14,10,3,0,1,69,46,7,7,9,115,25,24,41,25
95GG34,4927,2984,1623,83,237,523,213,268,6,36,2539,1115,1241,33,150,1519,1443,49,9,18,136,107,27,1,1,22,13,8,1,0,2,1,0,0,1,81,49,9,3,20,105,43,21,30,11
95GG35,4950,4417,378,43,112,1205,1113,65,10,17,2099,1765,258,8,68,1427,1391,24,3,9,80,62,16,1,1,10,4,5,0,1,1,1,0,0,0,86,64,7,4,11,42,17,3,17,5
95GG36,5619,619,4324,81,595,714,52,543,14,105,4329,266,3587,53,423,274,166,78,3,27,109,19,81,1,8,27,5,16,1,5,5,2,1,1,1,131,101,11,1,18,30,8,7,7,8
95GG37,6041,2395,2833,121,692,612,160,354,6,92,3671,915,2271,58,427,1136,946,99,19,72,134,84,43,0,7,42,15,18,2,7,20,12,3,2,3,340,249,21,5,65,86,14,24,29,19
95GG38,6564,3873,2008,134,549,680,330,283,18,49,3369,1487,1476,73,333,1903,1725,109,10,59,266,186,64,3,13,43,10,16,3,14,37,22,9,0,6,156,97,15,3,41,110,16,36,24,34
95GG39,7214,2547,3414,485,768,1173,362,685,28,98,3963,1009,2455,57,442,1055,869,129,23,34,134,72,52,2,8,27,7,6,3,11,10,5,2,2,1,254,162,28,10,54,598,61,57,360,120
95GG40,3816,300,3225,26,265,970,100,779,8,83,2638,97,2367,14,160,122,76,38,0,8,28,9,19,0,0,5,0,4,0,1,1,0,0,0,1,39,18,14,1,6,13,0,4,3,6
95GG41,5548,718,4196,71,563,458,51,360,9,38,4405,411,3520,44,430,375,194,132,9,40,184,31,137,1,15,27,7,11,2,7,13,4,8,0,1,28,12,6,1,9,58,8,22,5,23
95GG42,8139,3850,3147,248,894,451,203,177,11,60,4705,1488,2582,97,538,2094,1794,185,17,98,354,213,105,9,27,49,14,16,4,15,40,24,11,1,4,141,79,22,5,35,305,35,49,104,117
95GG43,4874,483,3704,88,599,754,68,600,2,84,3592,163,2950,47,432,207,115,70,5,17,58,11,41,0,6,17,3,6,6,2,5,2,1,0,2,160,106,12,2,40,81,15,24,26,16
95GG44,5591,902,3820,71,798,1269,140,907,7,215,3428,232,2738,24,434,247,153,71,5,18,62,14,38,0,10,19,3,11,5,0,6,4,2,0,0,455,328,27,6,94,105,28,26,24,27
95GG45,4841,1422,2907,122,390,628,81,465,3,79,3180,590,2264,85,241,675,591,61,2,21,190,85,88,7,10,14,3,5,3,3,2,1,0,1,0,74,47,13,0,14,78,24,11,21,22
95GG46,5250,4909,241,17,83,1180,1118,45,1,16,1835,1614,172,7,42,2111,2082,15,2,12,82,77,4,0,1,3,2,0,0,1,0,0,0,0,0,17,6,1,0,10,22,10,4,7,1
95GG47,5829,5108,413,52,256,1360,1229,74,6,51,2394,1991,269,24,110,1707,1623,37,9,38,104,95,6,0,3,12,7,1,0,4,12,10,1,0,1,160,117,10,3,30,80,36,15,10,19
95GG48,5694,5302,270,17,105,1506,1438,48,2,18,1978,1722,185,9,62,2100,2057,21,2,20,66,60,4,0,2,5,4,1,0,0,3,2,0,0,1,20,12,7,0,1,16,7,4,4,1
95GG49,8141,3389,3316,472,964,634,207,340,19,68,4389,1287,2498,96,508,1739,1398,227,19,95,211,127,74,1,9,56,7,22,9,18,23,11,4,4,4,432,266,40,15,111,657,86,111,309,151
95GG50,5445,1055,3447,153,790,1105,92,810,13,190,3221,301,2433,63,424,370,258,71,4,37,69,29,34,0,6,21,3,6,3,9,10,2,6,1,1,464,326,38,13,87,185,44,49,56,36
95GG51,4088,246,3555,24,263,1003,60,862,6,75,2903,102,2617,16,168,100,54,39,0,7,20,2,17,0,1,10,2,5,0,3,0,0,0,0,0,41,24,8,0,9,11,2,7,2,0
95HH01,2059,306,1478,15,260,351,56,239,3,53,1515,186,1144,6,179,108,39,45,3,21,50,7,39,1,3,8,2,4,0,2,4,3,0,1,0,14,11,2,0,1,9,2,5,1,1
95HH02,2962,196,2459,19,288,297,25,241,0,31,2527,130,2138,13,246,48,16,28,0,4,44,7,36,0,1,17,6,10,1,0,0,0,0,0,0,7,6,1,0,0,22,6,5,5,6
95HH03,1663,184,1358,7,114,192,26,150,2,14,1315,106,1123,3,83,86,36,42,0,8,36,9,25,0,2,8,0,4,1,3,1,0,1,0,0,10,2,5,0,3,15,5,8,1,1
95HH04,3067,215,2567,28,257,277,23,211,0,43,2648,150,2271,21,206,78,27,41,5,5,37,4,33,0,0,4,0,2,1,1,1,0,0,1,0,18,11,6,0,1,4,0,3,0,1
95HH05,2171,127,1772,8,264,430,22,332,1,75,1619,61,1381,3,174,54,11,34,2,7,10,0,10,0,0,6,0,2,1,3,0,0,0,0,0,45,31,10,0,4,7,2,3,1,1
95HH06,4797,334,3953,48,462,606,57,452,1,96,3988,215,3390,39,344,111,37,61,0,13,37,4,29,2,2,10,1,4,4,1,3,3,0,0,0,24,11,9,0,4,18,6,8,2,2
95HH07,1493,102,1214,15,162,288,18,225,0,45,1129,63,951,13,102,32,11,20,0,1,11,2,8,0,1,2,0,1,0,1,1,0,0,0,1,17,7,0,0,10,13,1,9,2,1
95HH08,2619,396,1940,22,261,330,35,253,1,41,2014,216,1583,14,201,147,93,42,5,7,55,14,37,0,4,10,1,9,0,0,3,2,0,1,0,37,29,7,0,1,23,6,9,1,7
95HH09,2620,403,1891,44,282,491,69,363,6,53,1841,186,1435,26,194,130,74,44,2,10,31,8,21,0,2,15,2,5,1,7,2,0,2,0,0,70,48,14,0,8,40,16,7,9,8
95HH10,2489,261,1954,24,250,210,29,152,0,29,2061,159,1693,23,186,121,51,56,0,14,63,13,45,0,5,11,0,6,0,5,3,1,0,1,1,11,6,1,0,4,9,2,1,0,6
95HH11,1417,86,1141,13,177,372,25,290,2,55,960,43,797,8,112,55,17,34,1,3,17,0,14,1,2,1,0,0,0,1,1,0,1,0,0,6,1,3,0,2,5,0,2,1,2
95HH12,1552,83,1242,12,215,259,10,185,4,60,1209,55,1009,7,138,48,14,29,0,5,11,0,8,0,3,5,0,4,0,1,1,0,0,0,1,9,4,0,0,5,10,0,7,1,2
95HH13,1407,71,1150,5,181,400,17,323,2,58,971,48,806,2,115,15,2,8,1,4,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,6,0,6,0,0
95HH14,1530,147,1215,11,157,327,24,268,2,33,1133,94,917,8,114,35,12,19,0,4,11,3,8,0,0,2,0,2,0,0,1,1,0,0,0,15,10,0,0,5,6,3,1,1,1
95HH15,2630,262,2091,35,242,413,35,333,4,41,2073,182,1686,23,182,74,30,33,1,10,21,5,14,2,0,14,2,9,1,2,1,0,0,1,0,12,4,5,0,3,22,4,11,3,4
95HH16,2159,415,1462,35,247,269,63,165,1,40,1644,226,1195,28,195,140,78,54,1,7,41,6,32,1,2,14,3,10,1,0,2,0,0,1,1,19,15,3,0,1,30,24,3,2,1
95HH17,2479,150,2118,16,195,386,11,338,0,37,1984,100,1722,13,149,53,21,26,1,5,23,4,17,0,2,5,0,5,0,0,1,0,1,0,0,18,13,4,0,1,9,1,5,2,1
95II01,3084,149,2654,34,247,293,5,247,3,38,2576,90,2283,17,186,84,20,56,1,7,58,5,49,0,4,19,1,12,6,0,2,2,0,0,0,25,11,5,1,8,27,15,2,6,4
95II02,4961,1675,2793,103,390,671,176,433,4,58,3304,759,2199,61,285,702,596,80,5,21,127,80,39,5,3,29,8,11,4,6,11,7,1,2,1,53,27,11,1,14,64,22,19,21,2
95II03,3523,1634,1545,62,282,256,112,116,2,26,2387,824,1329,21,213,675,603,47,5,20,89,59,27,1,2,26,9,11,6,0,3,1,1,1,0,32,18,6,3,5,55,8,8,23,16
95II04,4317,196,3652,43,426,491,16,401,8,66,3624,124,3136,24,340,88,26,54,1,7,50,5,42,0,3,9,1,6,2,0,1,0,0,1,0,23,12,5,0,6,31,12,8,7,4
95II05,3546,1732,1554,51,209,475,173,264,3,35,2240,867,1197,35,141,658,589,53,0,16,82,53,22,1,6,16,6,8,0,2,3,3,0,0,0,21,14,1,0,6,51,27,9,12,3
95II06,3398,1639,1452,45,262,312,126,155,1,30,2262,840,1193,37,192,652,580,50,1,21,88,53,31,0,4,9,2,5,0,2,14,9,4,1,0,34,20,5,1,8,27,9,9,4,5
95II07,2090,177,1649,22,242,456,26,372,4,54,1501,81,1236,11,173,69,36,24,3,6,19,12,6,0,1,3,0,2,1,0,3,2,0,1,0,25,19,2,0,4,14,1,7,2,4
95II08,2417,262,1893,20,242,322,25,254,2,41,1876,121,1560,13,182,122,70,44,1,7,23,5,17,0,1,8,2,6,0,0,3,3,0,0,0,47,34,3,0,10,16,2,9,4,1
95II09,3363,293,2699,44,327,359,18,295,4,42,2711,159,2281,25,246,129,56,59,5,9,41,8,28,1,4,17,5,7,0,5,2,1,0,1,0,37,17,6,1,13,67,29,23,7,8
95II10,2592,88,2200,23,281,460,6,387,1,66,1998,38,1750,19,191,56,21,27,0,8,30,3,23,1,3,9,0,4,0,5,4,1,2,0,1,18,11,4,0,3,17,8,3,2,4
95II11,2567,1203,1146,30,188,249,92,127,5,25,1657,585,939,12,121,504,450,39,0,15,74,35,33,2,4,9,1,3,2,3,2,2,0,0,0,38,22,3,0,13,34,16,2,9,7
95II12,2512,233,2040,27,212,218,18,175,1,24,2057,118,1761,23,155,141,66,59,1,15,36,6,25,0,5,16,1,12,1,2,2,0,1,1,0,32,20,2,0,10,10,4,5,0,1
95II13,2702,182,2183,47,290,438,18,355,3,62,2072,102,1742,28,200,82,16,51,0,15,18,1,12,0,5,6,0,1,5,0,0,0,0,0,0,26,14,4,1,7,60,31,18,10,1
95II14,2561,732,1636,21,172,204,60,125,2,17,1887,325,1414,10,138,341,278,49,5,9,72,34,36,0,2,2,1,1,0,0,4,4,0,0,0,36,27,5,0,4,15,3,6,4,2
95II15,3357,1577,1437,45,298,270,117,108,1,44,2162,717,1224,18,203,705,606,59,8,32,127,83,38,1,5,4,3,1,0,0,8,7,0,1,0,49,38,4,2,5,32,6,3,14,9
95II16,2126,113,1824,19,170,284,7,246,5,26,1726,70,1517,10,129,60,22,30,2,6,30,4,24,1,1,5,3,2,0,0,1,0,1,0,0,15,7,2,1,5,5,0,2,0,3
95II17,2493,119,2095,47,232,326,11,275,2,38,2020,70,1736,38,176,72,21,40,1,10,42,7,30,0,5,10,0,6,4,0,0,0,0,0,0,15,10,2,0,3,8,0,6,2,0
95II18,2226,176,1848,39,163,408,21,354,3,30,1635,79,1421,21,114,84,38,36,3,7,26,8,14,1,3,6,2,3,0,1,0,0,0,0,0,23,17,2,0,4,44,11,18,11,4
95II19,3770,458,3056,33,223,417,24,360,3,30,2972,220,2551,29,172,262,186,67,1,8,61,13,44,0,4,16,1,13,0,2,3,1,2,0,0,19,11,3,0,5,20,2,16,0,2
95II20,2780,1097,1384,41,258,288,91,161,4,32,1817,501,1131,25,160,448,369,49,4,26,77,47,26,1,3,10,4,4,0,2,2,1,0,0,1,69,60,2,1,6,69,24,11,6,28
95II21,2419,87,2075,9,248,451,14,366,0,71,1867,41,1655,7,164,53,22,29,0,2,15,0,13,1,1,5,0,5,0,0,3,1,0,0,2,17,9,2,0,6,8,0,5,1,2
95II22,2248,143,1884,6,215,298,11,259,1,27,1788,67,1554,5,162,79,27,41,0,11,28,4,21,0,3,4,1,3,0,0,1,0,0,0,1,39,29,3,0,7,11,4,3,0,4
95II23,2190,990,970,31,199,294,91,170,0,33,1324,435,735,16,138,428,373,39,3,13,69,47,19,0,3,10,4,2,3,1,6,3,1,1,1,44,34,1,0,9,15,3,3,8,1
95JJ01,2499,588,1792,16,103,541,144,363,2,32,1684,224,1379,14,67,222,191,28,0,3,23,11,11,0,1,2,0,2,0,0,1,0,1,0,0,7,6,1,0,0,19,12,7,0,0
95JJ02,2374,733,1451,15,175,409,101,266,3,39,1546,325,1101,8,112,293,230,47,2,14,53,26,23,1,3,8,4,3,0,1,0,0,0,0,0,55,46,4,0,5,10,1,7,1,1
95JJ03,2470,322,1888,22,238,818,83,638,8,89,1555,187,1221,11,136,58,38,12,1,7,11,2,9,0,0,6,2,2,1,1,2,0,0,0,2,12,7,3,1,1,8,3,3,0,2
95JJ04,3111,525,2418,32,136,617,114,477,0,26,2219,286,1821,16,96,157,98,49,4,6,65,12,48,4,1,10,0,9,0,1,1,1,0,0,0,24,11,7,3,3,18,3,7,5,3
95JJ05,1835,519,1165,7,144,555,141,374,1,39,1036,215,739,1,81,89,57,29,1,2,16,4,11,0,1,7,2,3,0,2,1,1,0,0,0,107,98,4,0,5,24,1,5,4,14
95JJ06,2472,1001,1301,22,148,715,272,390,3,50,1423,462,869,16,76,152,126,24,1,1,21,12,9,0,0,3,1,0,1,1,1,0,0,0,1,143,124,6,0,13,14,4,3,1,6
95JJ07,2665,585,1893,21,166,854,163,613,4,74,1629,300,1235,13,81,89,60,26,0,3,9,3,6,0,0,5,3,1,0,1,4,2,1,0,1,62,51,6,0,5,13,3,5,4,1
95JJ08,3276,793,2233,26,224,566,104,421,1,40,2246,386,1691,20,149,328,253,55,2,18,68,22,44,0,2,11,1,9,1,0,6,3,2,0,1,26,12,3,0,11,25,12,8,2,3
95JJ09,1990,121,1775,14,80,479,11,450,2,16,1374,77,1243,6,48,80,18,54,0,8,28,8,18,0,2,7,0,5,0,2,2,0,2,0,0,9,6,0,0,3,11,1,3,6,1
95JJ10,2795,1322,1395,12,66,732,333,385,2,12,1492,480,966,7,39,502,474,24,0,4,24,10,13,1,0,6,2,4,0,0,1,0,1,0,0,31,21,0,0,10,7,2,2,2,1
95JJ11,3770,838,2652,30,250,562,112,390,4,56,2752,496,2085,17,154,268,140,105,4,19,73,25,43,1,4,18,3,11,3,1,3,1,2,0,0,71,59,5,0,7,23,2,11,1,9
95JJ12,2724,1828,811,9,76,730,479,225,3,23,1255,686,532,4,33,601,544,46,1,10,36,30,5,0,1,0,0,0,0,0,1,1,0,0,0,81,74,2,0,5,20,14,1,1,4
95JJ13,3895,709,2888,52,246,530,98,385,3,44,2993,407,2370,25,191,192,102,74,9,7,60,18,40,2,0,8,3,3,2,0,6,4,0,2,0,79,63,12,2,2,27,14,4,7,2
95JJ14,2325,256,1960,14,95,563,64,477,1,21,1609,120,1409,9,71,107,66,37,1,3,23,2,21,0,0,8,0,8,0,0,2,0,2,0,0,6,4,2,0,0,7,0,4,3,0
95JJ15,1879,590,1154,25,110,367,117,235,1,14,1152,249,826,6,71,170,124,29,10,7,46,10,36,0,0,18,4,8,4,2,5,2,2,1,0,87,73,6,0,8,34,11,12,3,8
95JJ16,1799,582,1046,24,147,398,106,254,2,36,1085,262,724,11,88,232,180,38,1,13,31,13,18,0,0,4,1,1,2,0,0,0,0,0,0,27,17,2,0,8,22,3,9,8,2
95JJ17,2455,1222,1134,14,85,674,360,289,1,24,1313,446,801,9,57,405,380,21,1,3,37,20,17,0,0,4,2,0,2,0,1,0,1,0,0,17,11,4,1,1,4,3,1,0,0
95JJ18,2032,565,1283,13,171,470,119,321,0,30,1310,294,896,11,109,127,77,39,0,11,31,10,18,0,3,4,1,2,0,1,2,1,0,1,0,72,56,5,1,10,16,7,2,0,7
95JJ19,2942,1184,1588,37,133,290,87,171,11,21,1891,501,1282,13,95,593,504,75,2,12,87,50,34,0,3,11,3,6,0,2,6,6,0,0,0,33,22,6,5,0,31,11,14,6,0
95JJ20,4092,884,2966,33,209,691,150,494,5,42,2994,493,2348,22,131,277,181,81,2,13,43,19,24,0,0,12,1,8,1,2,3,1,0,2,0,59,35,9,0,15,13,4,2,1,6
95JJ21,2873,696,1901,48,228,607,143,410,4,50,1803,298,1363,19,123,285,213,61,3,8,24,3,18,1,2,10,0,7,0,3,4,3,1,0,0,35,26,5,2,2,105,10,36,19,40
95JJ22,2794,689,1866,55,184,340,95,213,1,31,2046,351,1523,41,131,243,159,74,2,8,58,19,35,0,4,10,1,8,1,0,1,0,1,0,0,71,57,8,0,6,25,7,4,10,4
95KK01,2578,2449,118,4,7,743,713,29,0,1,945,868,72,1,4,834,815,16,2,1,34,34,0,0,0,2,2,0,0,0,2,2,0,0,0,8,8,0,0,0,10,7,1,1,1
95KK02,2029,709,1229,26,65,524,194,300,8,22,1223,287,893,12,31,224,192,25,3,4,21,15,6,0,0,6,0,3,3,0,0,0,0,0,0,26,19,1,0,6,5,2,1,0,2
95KK03,2357,2168,170,5,14,606,557,42,3,4,838,710,120,0,8,846,841,5,0,0,49,46,2,0,1,3,3,0,0,0,0,0,0,0,0,11,10,0,0,1,4,1,1,2,0
95KK04,2787,2144,492,17,134,620,499,91,2,28,1174,771,357,7,39,681,656,17,2,6,48,41,7,0,0,4,1,0,1,2,7,7,0,0,0,242,165,19,2,56,11,4,1,3,3
95KK05,2616,2223,361,8,24,616,546,63,0,7,1168,866,279,7,16,761,745,14,1,1,49,47,2,0,0,5,4,1,0,0,0,0,0,0,0,7,7,0,0,0,10,8,2,0,0
95KK06,1885,1025,780,11,69,399,191,183,4,21,1015,417,577,3,18,347,329,10,0,8,18,10,6,0,2,1,1,0,0,0,0,0,0,0,0,102,76,4,3,19,3,1,0,1,1
95KK07,2045,875,1138,10,22,562,216,340,0,6,1104,318,763,7,16,347,324,23,0,0,15,10,3,2,0,2,0,2,0,0,3,3,0,0,0,12,4,7,1,0,0,0,0,0,0
95KK08,2646,1076,1482,23,65,687,283,386,1,17,1519,411,1054,12,42,338,313,22,0,3,34,25,9,0,0,2,0,1,1,0,4,2,2,0,0,41,36,5,0,0,21,6,3,9,3
95KK09,2187,902,1161,11,113,475,187,259,4,25,1216,325,841,4,46,185,157,24,2,2,21,14,7,0,0,2,2,0,0,0,2,2,0,0,0,271,210,26,1,34,15,5,4,0,6
95KK10,2181,924,1210,13,34,559,229,318,2,10,1240,350,859,10,21,347,322,22,0,3,30,19,11,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0
95KK11,2373,748,1487,11,127,554,133,385,0,36,1439,304,1065,8,62,221,194,16,2,9,28,16,12,0,0,1,0,1,0,0,1,1,0,0,0,117,97,3,0,17,12,3,5,1,3
95KK12,2309,1858,421,2,28,590,458,122,0,10,811,544,261,0,6,763,731,28,0,4,47,38,8,0,1,3,3,0,0,0,1,1,0,0,0,79,71,2,0,6,15,12,0,2,1
95KK13,1817,315,1435,17,50,360,58,290,1,11,1245,142,1063,11,29,174,102,59,5,8,29,11,18,0,0,3,0,3,0,0,0,0,0,0,0,4,1,1,0,2,2,1,1,0,0
95KK14,2041,931,1089,2,19,543,216,317,2,8,1137,380,746,0,11,323,304,19,0,0,23,20,3,0,0,3,1,2,0,0,0,0,0,0,0,4,4,0,0,0,8,6,2,0,0
95KK15,2946,1962,928,9,47,750,472,252,5,21,1456,788,644,4,20,670,652,15,0,3,44,32,12,0,0,4,1,3,0,0,6,6,0,0,0,10,8,0,0,2,6,3,2,0,1
95KK16,2216,1624,481,8,103,421,282,119,0,20,1017,640,330,8,39,556,534,16,0,6,49,41,7,0,1,15,11,1,0,3,5,5,0,0,0,146,108,8,0,30,7,3,0,0,4
95LL01,4931,4143,595,29,164,869,749,85,0,35,2158,1576,452,20,110,1726,1684,31,3,8,96,74,17,1,4,12,3,6,2,1,7,7,0,0,0,55,46,3,0,6,8,4,1,3,0
95LL02,3042,788,1973,49,232,541,109,378,5,49,1792,198,1492,16,86,160,96,52,0,12,27,9,18,0,0,12,4,4,1,3,5,5,0,0,0,437,351,19,4,63,68,16,10,23,19
95LL03,2436,251,1986,21,178,610,50,500,8,52,1528,53,1400,11,64,105,66,34,0,5,19,0,19,0,0,6,2,3,0,1,1,0,1,0,0,142,72,16,0,54,25,8,13,2,2
95LL04,2985,2382,526,7,70,640,491,123,0,26,1304,911,364,7,22,834,804,25,0,5,41,35,6,0,0,8,6,2,0,0,2,1,1,0,0,138,119,2,0,17,18,15,3,0,0
95LL05,4119,821,3011,85,202,523,127,341,4,51,3118,359,2575,59,125,329,281,42,1,5,55,20,26,9,0,8,0,4,4,0,1,0,0,1,0,46,21,9,0,16,39,13,14,7,5
95LL06,3372,427,2702,30,213,671,62,553,5,51,2271,115,2040,12,104,156,75,68,2,11,36,7,20,8,1,9,0,8,0,1,1,1,0,0,0,210,161,7,1,41,18,6,6,2,4
95LL07,2131,300,1620,25,186,572,43,470,1,58,1250,63,1081,16,90,84,29,50,0,5,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,204,160,13,2,29,15,5,1,6,3
95LL08,3320,2644,447,21,208,658,537,86,1,34,1140,769,327,12,32,889,847,18,0,24,41,38,2,1,0,2,2,0,0,0,2,2,0,0,0,560,434,11,1,114,28,15,3,6,4
95LL09,3150,2643,385,22,100,852,682,135,6,29,1160,897,219,5,39,893,872,8,7,6,48,41,7,0,0,3,2,1,0,0,5,5,0,0,0,167,131,11,1,24,22,13,4,3,2
95LL10,5475,4833,556,13,73,869,733,121,2,13,2088,1665,377,3,43,2260,2217,32,0,11,114,94,19,0,1,7,4,2,1,0,12,12,0,0,0,114,101,2,6,5,11,7,3,1,0
95LL11,3989,370,3322,38,259,693,71,533,4,85,3028,185,2662,27,154,138,80,46,3,9,65,17,45,0,3,13,0,12,0,1,1,1,0,0,0,15,7,2,0,6,36,9,22,4,1
95LL12,4212,3608,355,49,200,1087,944,87,3,53,1651,1303,238,23,87,1190,1143,17,8,22,49,43,5,1,0,0,0,0,0,0,5,5,0,0,0,201,162,6,2,31,29,8,2,12,7
95LL13,2745,1674,798,47,226,540,302,194,4,40,1354,663,546,32,113,474,414,28,6,26,49,36,11,1,1,2,0,2,0,0,3,2,0,0,1,311,249,15,3,44,12,8,2,1,1
95LL14,2651,2507,104,15,25,556,524,27,0,5,878,783,71,13,11,1131,1123,5,0,3,42,42,0,0,0,3,1,0,1,1,7,7,0,0,0,30,24,0,1,5,4,3,1,0,0
95LL15,3048,268,2538,45,197,562,30,479,7,46,2114,65,1932,23,94,102,35,55,1,11,42,3,39,0,0,11,4,4,0,3,2,0,0,1,1,164,113,15,4,32,51,18,14,9,10
95LL16,6107,1457,4067,73,510,822,172,583,2,65,4163,546,3273,44,300,394,284,89,1,20,82,18,62,0,2,9,1,5,3,0,8,3,2,1,2,542,408,37,1,96,87,25,16,21,25
95LL17,2539,238,2101,24,176,446,14,401,1,30,1781,81,1596,13,91,75,14,51,0,10,32,3,28,0,1,12,0,8,2,2,0,0,0,0,0,136,91,9,0,36,57,35,8,8,6
95LL18,3351,208,2896,33,214,533,34,424,3,72,2544,80,2322,20,122,91,23,60,2,6,58,7,51,0,0,18,2,14,2,0,1,0,1,0,0,89,59,17,0,13,17,3,7,6,1
95LL19,5148,1239,3581,51,277,747,209,489,1,48,3658,501,2925,38,194,520,405,94,5,16,85,29,44,5,7,13,2,8,0,3,1,0,1,0,0,106,91,7,1,7,18,2,13,1,2
