DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2251NI","PASSPORTS HELD (CLASSIFICATION 2) BY RELIGION","All usual residents","1. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 2. 'EEA' is the European Economic Area and is as defined on Census day (27 March 2011).; 3. ‘Other’ includes British Overseas Territories.; 4. ‘Religion’ indicates religion, religious denomination or body.; 5. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; "
