GeographyCode,DC2248NI0001,DC2248NI0002,DC2248NI0003,DC2248NI0004,DC2248NI0005,DC2248NI0006,DC2248NI0007,DC2248NI0008,DC2248NI0009,DC2248NI0010,DC2248NI0011,DC2248NI0012,DC2248NI0013,DC2248NI0014,DC2248NI0015,DC2248NI0016,DC2248NI0017,DC2248NI0018,DC2248NI0019,DC2248NI0020,DC2248NI0021,DC2248NI0022,DC2248NI0023,DC2248NI0024,DC2248NI0025,DC2248NI0026,DC2248NI0027,DC2248NI0028,DC2248NI0029,DC2248NI0030,DC2248NI0031,DC2248NI0032,DC2248NI0033,DC2248NI0034,DC2248NI0035,DC2248NI0036,DC2248NI0037,DC2248NI0038,DC2248NI0039,DC2248NI0040,DC2248NI0041,DC2248NI0042,DC2248NI0043,DC2248NI0044,DC2248NI0045,DC2248NI0046,DC2248NI0047,DC2248NI0048,DC2248NI0049,DC2248NI0050,DC2248NI0051,DC2248NI0052,DC2248NI0053,DC2248NI0054,DC2248NI0055,DC2248NI0056,DC2248NI0057,DC2248NI0058,DC2248NI0059,DC2248NI0060,DC2248NI0061,DC2248NI0062,DC2248NI0063,DC2248NI0064,DC2248NI0065,DC2248NI0066,DC2248NI0067,DC2248NI0068,DC2248NI0069,DC2248NI0070,DC2248NI0071,DC2248NI0072,DC2248NI0073,DC2248NI0074,DC2248NI0075,DC2248NI0076,DC2248NI0077,DC2248NI0078,DC2248NI0079,DC2248NI0080
95AA11,5364,2085,2738,62,479,5186,1998,2722,28,438,5174,1988,2721,28,437,12,10,1,0,1,147,76,6,30,35,31,2,0,5,24,59,28,6,21,4,9,1,0,1,7,0,0,0,0,0,48,45,0,3,0,5,2,3,0,0,0,0,0,0,0,4,2,2,0,0,1,0,1,0,0,22,8,6,4,4,4,1,1,0,2
95AA12,2775,197,2395,23,160,2768,197,2392,23,156,2768,197,2392,23,156,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0
95AA13,3307,2282,868,10,147,3277,2273,862,10,132,3275,2272,861,10,132,2,1,1,0,0,15,4,0,0,11,13,2,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,13,5,5,0,3,0,0,0,0,0
95AA14,2349,872,1373,13,91,2338,871,1363,13,91,2338,871,1363,13,91,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15,4186,1756,1878,106,446,3921,1647,1825,29,420,3921,1647,1825,29,420,0,0,0,0,0,221,90,43,70,18,18,0,3,3,12,156,61,28,63,4,3,0,0,3,0,0,0,0,0,0,44,29,12,1,2,10,2,3,5,0,3,1,2,0,0,7,1,1,5,0,0,0,0,0,0,32,15,7,2,8,2,2,0,0,0
95AA16,1807,344,1276,14,173,1765,338,1252,7,168,1765,338,1252,7,168,0,0,0,0,0,23,1,11,6,5,8,0,3,0,5,6,0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,1,7,0,0,11,5,5,1,0,2,0,2,0,0,9,5,3,1,0,0,0,0,0,0,7,0,7,0,0,1,0,1,0,0
95AA17,2142,813,1067,27,235,2086,791,1049,19,227,2086,791,1049,19,227,0,0,0,0,0,41,22,5,8,6,6,0,0,0,6,34,22,4,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,12,0,10,0,2,0,0,0,0,0
95AA18,2439,341,1891,37,170,2392,341,1875,17,159,2390,341,1873,17,159,2,0,2,0,0,35,0,6,18,11,8,0,0,0,8,15,0,3,12,0,3,0,0,1,2,0,0,0,0,0,9,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,1,0,1,0,0,1,0
95AA19,2687,2410,231,6,40,2663,2394,228,5,36,2663,2394,228,5,36,0,0,0,0,0,18,15,2,1,0,0,0,0,0,0,18,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,0,0
95BB01,3609,405,2894,25,285,3576,403,2872,21,280,3576,403,2872,21,280,0,0,0,0,0,9,2,3,1,3,5,0,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,9,0,7,2,0,1,0,1,0,0,1,0,0,1,0,7,0,6,1,0,13,0,12,1,0,2,0,0,0,2
95BB02,2347,224,1881,33,209,2329,222,1880,19,208,2328,222,1879,19,208,1,0,1,0,0,15,0,0,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
95BB03,4219,233,3563,53,370,4192,232,3550,44,366,4192,232,3550,44,366,0,0,0,0,0,14,0,3,8,3,3,0,0,0,3,3,0,2,1,0,0,0,0,0,0,5,0,0,5,0,3,0,1,2,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,0,2,1,1,7,0,7,0,0
95BB04,3048,227,2538,24,259,3022,226,2533,11,252,3022,226,2533,11,252,0,0,0,0,0,20,0,3,12,5,9,0,3,1,5,3,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,4,0,1,1,2,0,0,0,0,0
95BB05,3401,111,2947,54,289,3353,109,2933,42,269,3353,109,2933,42,269,0,0,0,0,0,18,2,0,9,7,6,0,0,1,5,9,2,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,25,0,11,2,12,3,0,1,1,1
95BB06,2870,335,2173,61,301,2800,332,2155,25,288,2800,332,2155,25,288,0,0,0,0,0,53,2,11,30,10,14,0,4,0,10,3,0,3,0,0,5,2,0,3,0,21,0,0,21,0,10,0,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,5,4,2,4,0,1,2,1
95BB07,2953,118,2521,33,281,2914,114,2505,19,276,2914,114,2505,19,276,0,0,0,0,0,23,3,6,13,1,1,0,0,0,1,0,0,0,0,0,5,0,0,5,0,7,0,0,7,0,10,3,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0,6,0,4,5,1,4,0,0
95BB08,2625,159,2203,35,228,2588,155,2197,29,207,2588,155,2197,29,207,0,0,0,0,0,26,4,2,3,17,17,0,1,0,16,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,2,0,1,0,1
95BB09,2943,130,2513,15,285,2918,123,2502,13,280,2918,123,2502,13,280,0,0,0,0,0,16,7,3,2,4,5,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,1,0,1,0,0
95BB10,3327,250,2726,44,307,3248,203,2703,42,300,3246,203,2702,42,299,2,0,1,0,1,55,47,6,2,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,45,39,5,1,0,5,0,5,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,0,0,14,0,9,0,5,5,0,3,0,2
95BB11,2955,140,2533,40,242,2927,138,2525,26,238,2926,138,2524,26,238,1,0,1,0,0,22,2,5,14,1,0,0,0,0,0,4,0,0,3,1,1,0,1,0,0,9,0,0,9,0,8,2,4,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,3,0,1,1,0,0,0,1
95BB12,2776,233,2146,55,342,2727,228,2141,32,326,2727,228,2141,32,326,0,0,0,0,0,36,1,1,23,11,12,0,1,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,5,2,1,1,0,0
95BB13,4444,311,3601,53,479,4399,307,3581,32,479,4399,307,3581,32,479,0,0,0,0,0,32,4,7,21,0,7,4,3,0,0,3,0,2,1,0,0,0,0,0,0,20,0,0,20,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,0,11,0,0,1,0,1,0,0
95BB14,3116,208,2607,30,271,3094,204,2601,26,263,3094,204,2601,26,263,0,0,0,0,0,7,2,0,3,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,2,0,4,6,0,3,1,2
95BB15,3489,2017,1252,23,197,3466,2002,1247,21,196,3464,2000,1247,21,196,2,2,0,0,0,15,14,0,1,0,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,4,1,3,0,0,1,0,1,0,0
95BB16,3136,175,2666,31,264,3126,175,2661,27,263,3126,175,2661,27,263,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,4,2,1,1,0,0,1,0
95BB17,3556,232,2815,26,483,3535,230,2813,24,468,3534,230,2813,24,467,1,0,0,0,1,11,0,0,0,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,5,1,1,2,1
95BB18,4279,198,3550,28,503,4259,196,3542,26,495,4259,196,3542,26,495,0,0,0,0,0,12,2,3,1,6,7,0,2,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,3,1,2,1,0,1,0,0
95BB19,4788,410,3826,48,504,4703,402,3800,26,475,4703,402,3800,26,475,0,0,0,0,0,60,7,3,21,29,31,0,2,0,29,5,5,0,0,0,0,0,0,0,0,19,0,0,19,0,5,2,1,2,0,5,1,4,0,0,0,0,0,0,0,4,0,4,0,0,1,1,0,0,0,18,0,17,1,0,2,0,2,0,0
95BB20,3413,2701,570,9,133,3396,2694,570,7,125,3395,2693,570,7,125,1,1,0,0,0,9,4,0,0,5,7,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,1,2,3,1,0,1,1
95BB21,4719,588,3679,44,408,4703,588,3672,39,404,4703,588,3672,39,404,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1,3,7,0,3,3,1
95BB22,3040,167,2449,14,410,3020,167,2442,14,397,3020,167,2442,14,397,0,0,0,0,0,12,0,3,0,9,10,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,3,0,1,0,2
95BB23,3025,332,2401,41,251,2983,326,2393,27,237,2980,326,2393,27,234,3,0,0,0,3,28,4,1,12,11,11,0,1,0,10,6,4,0,1,1,0,0,0,0,0,7,0,0,7,0,4,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10,0,6,1,3,2,1,0,1,0
95CC01,2558,2244,250,18,46,2522,2234,243,13,32,2522,2234,243,13,32,0,0,0,0,0,31,9,6,5,11,13,0,2,1,10,17,8,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3
95CC02,2725,1908,773,3,41,2706,1900,762,3,41,2705,1900,761,3,41,1,0,1,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,7,2,5,0,0
95CC03,2817,2417,233,27,140,2749,2390,227,15,117,2698,2339,227,15,117,51,51,0,0,0,61,24,4,12,21,36,9,1,5,21,17,14,3,0,0,6,0,0,6,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,2,1,1,0,0
95CC04,2440,1715,689,5,31,2432,1712,689,4,27,2431,1712,689,4,26,1,0,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,4
95CC05,2774,1814,878,18,64,2750,1797,876,13,64,2750,1797,876,13,64,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,1,0,1,0,0
95CC06,2776,1542,1120,26,88,2741,1530,1116,19,76,2736,1525,1116,19,76,5,5,0,0,0,18,0,3,7,8,11,0,3,1,7,3,0,0,2,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,14,10,0,0,4,1,1,0,0,0
95CC07,3475,2819,611,10,35,3471,2817,611,8,35,3469,2815,611,8,35,2,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
95CC08,2565,2331,182,8,44,2538,2318,174,5,41,2537,2317,174,5,41,1,1,0,0,0,22,8,8,3,3,2,0,0,0,2,16,7,8,0,1,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,3,0,0,0
95CC09,3354,297,2901,32,124,3338,296,2893,30,119,3337,296,2892,30,119,1,0,1,0,0,7,0,4,2,1,2,0,1,0,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,4,0,0,0,0,0
95CC10,2577,498,1976,17,86,2553,498,1956,15,84,2553,498,1956,15,84,0,0,0,0,0,6,0,4,1,1,5,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,15,0,13,1,1,0,0,0,0,0
95CC11,1795,1631,134,0,30,1791,1627,134,0,30,1788,1624,134,0,30,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0
95CC12,2785,1325,1395,11,54,2765,1309,1395,7,54,2764,1308,1395,7,54,1,1,0,0,0,11,8,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,8,0,0,0
95CC13,2474,1288,1130,15,41,2468,1287,1126,15,40,2467,1286,1126,15,40,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,1,1,0,1
95CC14,3035,313,2538,34,150,3025,313,2536,29,147,3023,312,2535,29,147,2,1,1,0,0,6,0,1,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0
95CC15,2903,1135,1667,17,84,2889,1126,1664,17,82,2889,1126,1664,17,82,0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,1,1,0,1,0,0
95CC16,2820,425,2260,14,121,2811,422,2255,13,121,2811,422,2255,13,121,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,0,0,2,0,1,1,0
95CC17,2730,1860,808,20,42,2722,1856,808,16,42,2718,1852,808,16,42,4,4,0,0,0,4,3,0,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,1,0
95CC18,2342,1206,1024,28,84,2302,1195,1021,12,74,2300,1193,1021,12,74,2,2,0,0,0,35,7,3,16,9,14,1,2,4,7,17,4,1,12,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0
95CC19,2720,950,1669,7,94,2708,944,1663,7,94,2708,944,1663,7,94,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,4,3,1,0,0
95CC20,3010,202,2649,19,140,3000,201,2645,16,138,3000,201,2645,16,138,0,0,0,0,0,6,1,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,1
95CC21,2925,380,2368,11,166,2910,379,2362,11,158,2910,379,2362,11,158,0,0,0,0,0,10,1,1,0,8,9,1,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,0,0
95CC22,1740,398,1231,16,95,1698,391,1215,12,80,1698,391,1215,12,80,0,0,0,0,0,33,7,9,3,14,18,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,5,1,1,1,0,1,0,0
95DD01,2099,334,1648,21,96,2056,320,1630,13,93,2054,320,1628,13,93,2,0,2,0,0,36,12,13,8,3,6,1,4,0,1,20,9,5,5,1,1,1,0,0,0,0,0,0,0,0,9,1,4,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,0,0,3,0,3,0,0
95DD02,3888,229,3465,27,167,3847,217,3445,25,160,3847,217,3445,25,160,0,0,0,0,0,21,12,3,1,5,8,0,3,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,1,8,0,6,1,1
95DD03,3503,590,2601,46,266,3450,577,2596,24,253,3449,576,2596,24,253,1,1,0,0,0,43,8,4,21,10,10,0,2,1,7,10,1,1,7,1,9,0,0,9,0,0,0,0,0,0,14,7,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,5,1,1,2,0,0,0,0,0
95DD04,1926,128,1635,22,141,1918,128,1635,20,135,1918,128,1635,20,135,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,4
95DD05,1739,100,1479,30,130,1710,98,1474,8,130,1710,98,1474,8,130,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,1,0,0,1,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,4,9,0,0,0,0,0,0,13,0,4,9,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0
95DD06,2588,536,1889,22,141,2565,535,1888,20,122,2565,535,1888,20,122,0,0,0,0,0,19,0,0,2,17,18,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1
95DD07,3363,183,2974,12,194,3346,183,2967,11,185,3345,182,2967,11,185,1,1,0,0,0,5,0,4,0,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,5,4,0,1,0,3
95DD08,2126,823,1123,29,151,2070,798,1117,18,137,2068,796,1117,18,137,2,2,0,0,0,46,24,2,7,13,16,1,0,2,13,18,12,2,4,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,4,1
95DD09,2590,169,2295,18,108,2583,169,2293,17,104,2583,169,2293,17,104,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0
