GeographyCode,DC6202NI0001,DC6202NI0002,DC6202NI0003,DC6202NI0004,DC6202NI0005,DC6202NI0006,DC6202NI0007,DC6202NI0008,DC6202NI0009,DC6202NI0010,DC6202NI0011,DC6202NI0012,DC6202NI0013,DC6202NI0014,DC6202NI0015
95PP02,2029,333,1696,1708,281,1427,270,46,224,14,1,13,37,5,32
95PP03,2026,330,1696,1455,227,1228,527,97,430,7,1,6,37,5,32
95PP04,2460,477,1983,1336,262,1074,1064,207,857,13,1,12,47,7,40
95PP05,1865,292,1573,762,100,662,1061,183,878,7,1,6,35,8,27
95PP06,3059,521,2538,1567,272,1295,1362,229,1133,21,8,13,109,12,97
95PP07,2205,420,1785,1334,232,1102,792,178,614,23,0,23,56,10,46
95PP08,2108,326,1782,1721,255,1466,354,60,294,16,7,9,17,4,13
95PP09,1437,189,1248,1147,139,1008,254,46,208,13,2,11,23,2,21
95PP10,1884,278,1606,1459,206,1253,398,66,332,7,3,4,20,3,17
95PP11,2072,350,1722,1482,235,1247,528,107,421,18,2,16,44,6,38
95PP12,2046,375,1671,1369,242,1127,654,129,525,2,1,1,21,3,18
95PP13,1980,279,1701,1453,202,1251,481,67,414,15,2,13,31,8,23
95PP14,2850,472,2378,1070,167,903,1716,296,1420,23,2,21,41,7,34
95PP15,2385,459,1926,723,125,598,1588,316,1272,10,3,7,64,15,49
95PP16,1555,297,1258,478,76,402,1036,215,821,11,2,9,30,4,26
95PP17,2071,290,1781,1539,218,1321,501,67,434,6,2,4,25,3,22
95PP18,2452,387,2065,1021,164,857,1366,212,1154,10,1,9,55,10,45
95PP19,1927,267,1660,1486,192,1294,413,71,342,5,0,5,23,4,19
95PP20,2529,443,2086,1437,244,1193,963,181,782,27,4,23,102,14,88
95PP21,1722,257,1465,1436,218,1218,266,35,231,4,2,2,16,2,14
95PP22,1977,381,1596,1106,215,891,799,149,650,20,11,9,52,6,46
95PP23,2027,349,1678,993,158,835,999,186,813,13,5,8,22,0,22
95QQ01,1227,117,1110,283,19,264,879,97,782,4,0,4,61,1,60
95QQ02,2044,319,1725,94,9,85,1805,292,1513,20,1,19,125,17,108
95QQ03,870,65,805,193,10,183,629,50,579,4,1,3,44,4,40
95QQ04,1302,184,1118,332,35,297,910,132,778,11,6,5,49,11,38
95QQ05,2345,434,1911,651,96,555,1591,316,1275,13,4,9,90,18,72
95QQ06,1603,212,1391,1203,151,1052,372,58,314,2,0,2,26,3,23
95QQ07,1594,199,1395,458,53,405,1043,136,907,20,4,16,73,6,67
95QQ08,1238,98,1140,333,28,305,845,64,781,7,0,7,53,6,47
95QQ09,1669,227,1442,565,64,501,1033,153,880,4,1,3,67,9,58
95QQ10,1449,237,1212,591,93,498,813,136,677,10,4,6,35,4,31
95QQ11,1621,246,1375,117,14,103,1416,226,1190,8,1,7,80,5,75
95QQ12,1524,218,1306,309,45,264,1140,164,976,5,0,5,70,9,61
95QQ13,2093,380,1713,105,16,89,1783,329,1454,17,3,14,188,32,156
95QQ14,4081,576,3505,696,81,615,3134,476,2658,26,4,22,225,15,210
95QQ15,1339,129,1210,441,39,402,833,83,750,9,1,8,56,6,50
95RR01,3200,442,2758,1266,139,1127,1843,293,1550,13,2,11,78,8,70
95RR02,1420,185,1235,687,80,607,703,99,604,8,3,5,22,3,19
95RR03,1154,87,1067,729,62,667,394,24,370,4,1,3,27,0,27
95RR04,1597,225,1372,1509,209,1300,70,13,57,1,0,1,17,3,14
95RR05,1942,232,1710,742,101,641,1118,120,998,10,2,8,72,9,63
95RR06,1697,208,1489,1473,181,1292,214,26,188,2,1,1,8,0,8
95RR07,1923,226,1697,973,104,869,896,116,780,6,1,5,48,5,43
95RR08,1648,223,1425,1029,123,906,583,92,491,5,1,4,31,7,24
95RR09,2796,325,2471,2109,218,1891,611,88,523,10,5,5,66,14,52
95RR10,1055,78,977,531,42,489,496,35,461,3,0,3,25,1,24
95RR11,2037,241,1796,1098,109,989,885,122,763,11,3,8,43,7,36
95RR12,1257,201,1056,455,64,391,783,130,653,3,1,2,16,6,10
95RR13,1242,146,1096,484,58,426,721,87,634,7,0,7,30,1,29
95RR14,1510,223,1287,720,115,605,766,105,661,8,1,7,16,2,14
95RR15,1815,321,1494,1526,267,1259,280,53,227,3,0,3,6,1,5
95SS01,4073,723,3350,868,133,735,2972,556,2416,31,6,25,202,28,174
95SS02,3343,650,2693,692,110,582,2474,520,1954,35,2,33,142,18,124
95SS03,2743,649,2094,231,40,191,2378,582,1796,23,4,19,111,23,88
95SS04,5754,807,4947,1074,128,946,4211,619,3592,39,8,31,430,52,378
95SS05,2830,479,2351,448,67,381,2162,384,1778,37,6,31,183,22,161
95SS06,4021,342,3679,3724,295,3429,228,38,190,15,3,12,54,6,48
95SS07,6692,859,5833,4552,610,3942,1836,211,1625,51,10,41,253,28,225
95SS08,3660,697,2963,449,65,384,3022,607,2415,35,4,31,154,21,133
95SS09,2732,613,2119,499,95,404,2066,482,1584,23,8,15,144,28,116
95SS10,3488,637,2851,2756,486,2270,598,119,479,27,4,23,107,28,79
95SS11,4212,717,3495,2420,388,2032,1643,306,1337,26,4,22,123,19,104
95SS12,2515,436,2079,714,106,608,1653,308,1345,24,8,16,124,14,110
95SS13,2383,232,2151,602,38,564,1575,173,1402,33,3,30,173,18,155
95SS14,2314,299,2015,253,30,223,1885,251,1634,24,2,22,152,16,136
95SS15,3103,652,2451,317,52,265,2646,576,2070,29,5,24,111,19,92
95SS16,2519,305,2214,2329,284,2045,142,17,125,9,1,8,39,3,36
95SS17,3425,331,3094,789,61,728,2358,238,2120,26,7,19,252,25,227
95SS18,2460,283,2177,487,61,426,1791,203,1588,29,5,24,153,14,139
95SS19,2221,264,1957,211,26,185,1813,208,1605,40,9,31,157,21,136
95SS20,2234,375,1859,323,45,278,1750,311,1439,21,2,19,140,17,123
95SS21,3622,615,3007,422,47,375,2968,539,2429,28,6,22,204,23,181
95SS22,2605,479,2126,682,135,547,1673,307,1366,30,9,21,220,28,192
95SS23,3051,548,2503,255,29,226,2551,476,2075,37,11,26,208,32,176
95SS24,3966,713,3253,732,106,626,3003,566,2437,42,9,33,189,32,157
95SS25,1907,136,1771,506,33,473,1222,93,1129,20,0,20,159,10,149
95SS26,2791,255,2536,2612,231,2381,135,20,115,2,0,2,42,4,38
95SS27,2106,300,1806,226,43,183,1724,234,1490,41,13,28,115,10,105
95SS28,2068,195,1873,808,77,731,1123,104,1019,10,0,10,127,14,113
95SS29,1956,133,1823,1760,109,1651,158,22,136,3,1,2,35,1,34
95SS30,2831,552,2279,565,101,464,1999,413,1586,26,3,23,241,35,206
95TT01,2064,341,1723,1567,253,1314,467,84,383,5,0,5,25,4,21
95TT02,2020,277,1743,1639,209,1430,362,66,296,0,0,0,19,2,17
95TT03,2513,345,2168,1305,177,1128,1141,154,987,18,4,14,49,10,39
95TT04,2215,321,1894,2054,302,1752,134,17,117,6,0,6,21,2,19
95TT05,2412,378,2034,1595,249,1346,758,124,634,25,4,21,34,1,33
95TT06,2048,295,1753,1357,200,1157,662,93,569,4,0,4,25,2,23
95TT07,2141,339,1802,1030,165,865,1061,170,891,14,1,13,36,3,33
95TT08,2130,347,1783,995,171,824,1084,169,915,15,5,10,36,2,34
95TT09,2264,355,1909,2097,334,1763,153,18,135,4,2,2,10,1,9
95TT10,2234,225,2009,1733,168,1565,447,53,394,5,0,5,49,4,45
95TT11,2447,442,2005,2126,393,1733,307,48,259,2,0,2,12,1,11
95TT12,1996,286,1710,722,88,634,1232,190,1042,18,3,15,24,5,19
95TT13,2269,269,2000,1195,147,1048,962,104,858,25,5,20,87,13,74
95TT14,1760,234,1526,929,117,812,766,106,660,25,6,19,40,5,35
95TT15,1858,235,1623,573,73,500,1246,156,1090,8,0,8,31,6,25
95TT16,2090,287,1803,1452,177,1275,616,107,509,1,0,1,21,3,18
95UU01,848,112,736,369,49,320,440,56,384,2,2,0,37,5,32
95UU02,819,83,736,36,5,31,756,75,681,3,1,2,24,2,22
95UU03,774,197,577,499,123,376,246,64,182,11,5,6,18,5,13
95UU04,596,78,518,36,7,29,544,67,477,4,2,2,12,2,10
95UU05,767,125,642,51,6,45,692,118,574,3,1,2,21,0,21
95UU06,1180,214,966,943,171,772,197,41,156,6,0,6,34,2,32
95UU07,674,127,547,76,9,67,568,112,456,12,2,10,18,4,14
95UU08,988,172,816,916,154,762,59,17,42,3,0,3,10,1,9
95UU09,1282,233,1049,1160,211,949,100,18,82,7,2,5,15,2,13
95UU10,989,172,817,917,162,755,62,8,54,2,2,0,8,0,8
95UU11,805,145,660,731,131,600,64,13,51,2,0,2,8,1,7
95UU12,1036,131,905,813,97,716,191,24,167,5,2,3,27,8,19
95UU13,727,131,596,317,63,254,394,63,331,0,0,0,16,5,11
95UU14,1357,166,1191,1024,110,914,300,49,251,8,0,8,25,7,18
95UU15,761,102,659,131,26,105,595,73,522,1,1,0,34,2,32
95VV01,2519,405,2114,1077,147,930,1359,251,1108,17,2,15,66,5,61
95VV02,1763,190,1573,1576,168,1408,110,13,97,29,6,23,48,3,45
95VV03,1990,196,1794,1286,126,1160,647,64,583,10,1,9,47,5,42
95VV04,2369,371,1998,1081,137,944,1242,228,1014,15,3,12,31,3,28
95VV05,3214,596,2618,2942,551,2391,226,40,186,9,2,7,37,3,34
95VV06,2565,384,2181,2455,369,2086,76,10,66,5,1,4,29,4,25
95VV07,3362,549,2813,2939,480,2459,352,63,289,9,2,7,62,4,58
95VV08,2291,332,1959,2145,309,1836,129,20,109,1,0,1,16,3,13
95VV09,2097,268,1829,2008,262,1746,74,5,69,1,0,1,14,1,13
95VV10,2419,300,2119,2248,267,1981,95,20,75,22,3,19,54,10,44
95VV11,3366,605,2761,2941,523,2418,366,67,299,16,8,8,43,7,36
95VV12,2413,268,2145,2153,233,1920,213,30,183,11,2,9,36,3,33
95VV13,2555,441,2114,1618,285,1333,892,141,751,12,5,7,33,10,23
95VV14,2680,402,2278,2469,377,2092,133,22,111,17,2,15,61,1,60
95VV15,2436,260,2176,2119,226,1893,240,27,213,20,1,19,57,6,51
95VV16,2431,333,2098,2325,315,2010,81,14,67,4,1,3,21,3,18
95VV17,3166,495,2671,2995,471,2524,129,18,111,8,0,8,34,6,28
95VV18,2936,434,2502,764,69,695,2036,344,1692,24,5,19,112,16,96
95VV19,2315,309,2006,1289,147,1142,968,155,813,9,1,8,49,6,43
95VV20,2277,411,1866,1454,260,1194,769,142,627,11,3,8,43,6,37
95VV21,2921,452,2469,2426,365,2061,436,84,352,8,1,7,51,2,49
95VV22,2096,326,1770,1303,183,1120,741,130,611,13,4,9,39,9,30
95VV23,2312,398,1914,1989,317,1672,237,65,172,17,2,15,69,14,55
95VV24,2504,392,2112,2120,322,1798,308,61,247,8,0,8,68,9,59
95VV25,2703,448,2255,2548,424,2124,107,15,92,13,2,11,35,7,28
95VV26,2630,427,2203,2200,377,1823,403,46,357,2,1,1,25,3,22
95VV27,1905,205,1700,1737,178,1559,118,22,96,10,0,10,40,5,35
95VV28,2824,362,2462,2501,317,2184,248,36,212,11,0,11,64,9,55
95VV29,2442,378,2064,1406,223,1183,1003,151,852,9,1,8,24,3,21
95VV30,2461,391,2070,1809,294,1515,558,84,474,34,3,31,60,10,50
95WW01,2339,330,2009,487,77,410,1616,223,1393,43,11,32,193,19,174
95WW02,2990,401,2589,140,25,115,2670,356,2314,20,5,15,160,15,145
95WW03,2892,323,2569,189,21,168,2480,281,2199,17,2,15,206,19,187
95WW04,2237,262,1975,245,22,223,1804,223,1581,13,1,12,175,16,159
95WW05,2281,298,1983,642,79,563,1480,196,1284,39,4,35,120,19,101
95WW06,2527,491,2036,111,19,92,2279,449,1830,17,7,10,120,16,104
95WW07,3386,609,2777,167,34,133,3024,541,2483,20,3,17,175,31,144
95WW08,2085,289,1796,389,51,338,1556,227,1329,20,2,18,120,9,111
95WW09,2096,267,1829,274,42,232,1679,216,1463,27,3,24,116,6,110
95WW10,2284,298,1986,186,28,158,1924,253,1671,21,3,18,153,14,139
95WW11,2439,403,2036,1823,286,1537,528,104,424,16,7,9,72,6,66
95WW12,1923,159,1764,78,8,70,1665,141,1524,18,0,18,162,10,152
95WW13,2894,472,2422,91,14,77,2604,430,2174,16,3,13,183,25,158
95WW14,1791,114,1677,54,4,50,1572,104,1468,13,0,13,152,6,146
95WW15,2625,351,2274,1608,208,1400,863,130,733,35,4,31,119,9,110
95WW16,2374,251,2123,988,118,870,1233,115,1118,15,4,11,138,14,124
95WW17,1886,247,1639,168,14,154,1597,224,1373,13,1,12,108,8,100
95WW18,1845,250,1595,564,82,482,1160,158,1002,25,2,23,96,8,88
95WW19,4777,978,3799,644,126,518,3721,782,2939,61,14,47,351,56,295
95WW20,6289,956,5333,2685,352,2333,3208,541,2667,88,24,64,308,39,269
95WW21,2682,329,2353,252,41,211,2152,254,1898,39,12,27,239,22,217
95WW22,2357,305,2052,173,25,148,1991,267,1724,31,0,31,162,13,149
95WW23,4231,995,3236,1388,321,1067,2277,562,1715,152,25,127,414,87,327
95WW24,2794,285,2509,1375,121,1254,1253,138,1115,19,4,15,147,22,125
95WW25,1768,178,1590,99,10,89,1516,155,1361,24,4,20,129,9,120
95XX01,4122,704,3418,395,66,329,3366,588,2778,47,6,41,314,44,270
95XX02,2154,519,1635,248,53,195,1722,428,1294,15,6,9,169,32,137
95XX03,2240,393,1847,207,37,170,1830,321,1509,31,6,25,172,29,143
95XX04,2932,457,2475,324,50,274,2342,367,1975,29,5,24,237,35,202
95XX05,2274,370,1904,234,35,199,1801,300,1501,22,3,19,217,32,185
95XX06,2916,405,2511,262,46,216,2303,319,1984,22,7,15,329,33,296
95XX07,2409,476,1933,263,50,213,1935,393,1542,16,5,11,195,28,167
95XX08,2221,389,1832,636,144,492,1449,221,1228,21,5,16,115,19,96
95XX09,2378,401,1977,248,52,196,1976,326,1650,14,3,11,140,20,120
95XX10,3597,491,3106,343,43,300,2855,398,2457,34,6,28,365,44,321
95XX11,4796,652,4144,387,58,329,3776,526,3250,51,12,39,582,56,526
95XX12,2157,587,1570,296,67,229,1653,468,1185,20,9,11,188,43,145
95XX13,2312,505,1807,254,53,201,1850,407,1443,29,9,20,179,36,143
95XX14,2060,502,1558,431,103,328,1467,365,1102,38,10,28,124,24,100
95XX15,2048,218,1830,163,16,147,1676,187,1489,19,3,16,190,12,178
95XX16,2646,434,2212,194,31,163,2261,369,1892,29,3,26,162,31,131
95XX17,2548,414,2134,549,73,476,1584,276,1308,58,16,42,357,49,308
95XX18,2536,510,2026,723,149,574,1493,301,1192,31,7,24,289,53,236
95XX19,2173,567,1606,456,110,346,1544,415,1129,17,5,12,156,37,119
95XX20,2722,358,2364,521,68,453,1787,247,1540,62,8,54,352,35,317
95XX21,2410,569,1841,408,89,319,1787,448,1339,36,9,27,179,23,156
95XX22,1887,252,1635,227,27,200,1484,195,1289,19,1,18,157,29,128
95XX23,2633,321,2312,425,50,375,1917,239,1678,35,8,27,256,24,232
95XX24,2270,377,1893,280,38,242,1805,309,1496,27,2,25,158,28,130
95XX25,1981,216,1765,240,32,208,1499,162,1337,22,6,16,220,16,204
95YY01,1879,383,1496,835,168,667,997,211,786,15,1,14,32,3,29
95YY02,1873,295,1578,1022,154,868,777,129,648,25,8,17,49,4,45
95YY03,2336,406,1930,1484,260,1224,800,135,665,16,5,11,36,6,30
95YY04,2654,392,2262,2228,354,1874,358,30,328,14,2,12,54,6,48
95YY05,1421,237,1184,882,146,736,482,79,403,15,6,9,42,6,36
95YY06,1839,249,1590,1480,197,1283,321,50,271,12,1,11,26,1,25
95YY07,2174,373,1801,1750,298,1452,406,73,333,2,0,2,16,2,14
95YY08,1712,258,1454,1174,165,1009,513,89,424,5,1,4,20,3,17
95YY09,1982,364,1618,470,70,400,1423,284,1139,31,5,26,58,5,53
95YY10,1718,379,1339,774,168,606,924,208,716,1,0,1,19,3,16
95YY11,1637,227,1410,1147,153,994,466,71,395,7,0,7,17,3,14
95YY12,2125,443,1682,1148,247,901,941,188,753,10,2,8,26,6,20
95YY13,2197,247,1950,1986,220,1766,180,25,155,2,0,2,29,2,27
95YY14,2338,354,1984,2063,317,1746,228,32,196,17,3,14,30,2,28
95YY15,1530,184,1346,1139,120,1019,350,61,289,3,0,3,38,3,35
95YY16,1838,350,1488,1171,230,941,650,118,532,5,1,4,12,1,11
95YY17,1770,330,1440,1601,302,1299,149,26,123,2,0,2,18,2,16
95YY18,1755,302,1453,1344,241,1103,397,57,340,2,1,1,12,3,9
95YY19,1259,163,1096,924,120,804,304,41,263,4,2,2,27,0,27
95YY20,1815,340,1475,1736,329,1407,68,10,58,1,1,0,10,0,10
95YY21,1837,290,1547,1235,191,1044,578,97,481,12,0,12,12,2,10
95ZZ01,2140,303,1837,945,139,806,1155,155,1000,16,1,15,24,8,16
95ZZ02,1440,157,1283,1355,146,1209,77,11,66,2,0,2,6,0,6
95ZZ03,1724,184,1540,1054,111,943,658,73,585,1,0,1,11,0,11
95ZZ04,2099,291,1808,563,66,497,1517,223,1294,11,2,9,8,0,8
95ZZ05,1699,244,1455,796,131,665,891,111,780,3,0,3,9,2,7
95ZZ06,1363,144,1219,1282,131,1151,69,11,58,4,1,3,8,1,7
95ZZ07,2154,268,1886,1547,156,1391,583,109,474,1,1,0,23,2,21
95ZZ08,2022,236,1786,1405,171,1234,598,65,533,5,0,5,14,0,14
95ZZ09,1779,249,1530,798,103,695,961,146,815,2,0,2,18,0,18
95ZZ10,2443,296,2147,2122,248,1874,286,46,240,12,1,11,23,1,22
95ZZ11,1726,344,1382,1171,250,921,540,92,448,4,1,3,11,1,10
95ZZ12,1730,196,1534,1031,116,915,686,77,609,2,0,2,11,3,8
95ZZ13,1970,280,1690,394,38,356,1535,237,1298,5,0,5,36,5,31
95ZZ14,2491,316,2175,2298,289,2009,169,21,148,7,1,6,17,5,12
95ZZ15,1798,241,1557,898,99,799,875,134,741,7,5,2,18,3,15
95ZZ16,2442,241,2201,2201,216,1985,207,21,186,10,4,6,24,0,24
