ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC3401NI0001,Count,PERSONS,"All categories: Long-term condition, All categories: Tenure"
DC3401NI0002,Count,PERSONS,"All categories: Long-term condition, Owner occupied"
DC3401NI0003,Count,PERSONS,"All categories: Long-term condition, Social rented"
DC3401NI0004,Count,PERSONS,"All categories: Long-term condition, Private rented"
DC3401NI0005,Count,PERSONS,"Deafness or partial hearing loss, All categories: Tenure"
DC3401NI0006,Count,PERSONS,"Deafness or partial hearing loss, Owner occupied"
DC3401NI0007,Count,PERSONS,"Deafness or partial hearing loss, Social rented"
DC3401NI0008,Count,PERSONS,"Deafness or partial hearing loss, Private rented"
DC3401NI0009,Count,PERSONS,"Blindness or partial sight loss, All categories: Tenure"
DC3401NI0010,Count,PERSONS,"Blindness or partial sight loss, Owner occupied"
DC3401NI0011,Count,PERSONS,"Blindness or partial sight loss, Social rented"
DC3401NI0012,Count,PERSONS,"Blindness or partial sight loss, Private rented"
DC3401NI0013,Count,PERSONS,"Communication difficulty, All categories: Tenure"
DC3401NI0014,Count,PERSONS,"Communication difficulty, Owner occupied"
DC3401NI0015,Count,PERSONS,"Communication difficulty, Social rented"
DC3401NI0016,Count,PERSONS,"Communication difficulty, Private rented"
DC3401NI0017,Count,PERSONS,"A mobility or dexterity difficulty, All categories: Tenure"
DC3401NI0018,Count,PERSONS,"A mobility or dexterity difficulty, Owner occupied"
DC3401NI0019,Count,PERSONS,"A mobility or dexterity difficulty, Social rented"
DC3401NI0020,Count,PERSONS,"A mobility or dexterity difficulty, Private rented"
DC3401NI0021,Count,PERSONS,"A learning, intellectual or social or behavioural difficulty, All categories: Tenure"
DC3401NI0022,Count,PERSONS,"A learning, intellectual or social or behavioural difficulty, Owner occupied"
DC3401NI0023,Count,PERSONS,"A learning, intellectual or social or behavioural difficulty, Social rented"
DC3401NI0024,Count,PERSONS,"A learning, intellectual or social or behavioural difficulty, Private rented"
DC3401NI0025,Count,PERSONS,"An emotional, psychological or mental health condition, All categories: Tenure"
DC3401NI0026,Count,PERSONS,"An emotional, psychological or mental health condition, Owner occupied"
DC3401NI0027,Count,PERSONS,"An emotional, psychological or mental health condition, Social rented"
DC3401NI0028,Count,PERSONS,"An emotional, psychological or mental health condition, Private rented"
DC3401NI0029,Count,PERSONS,"Long-term pain or discomfort, All categories: Tenure"
DC3401NI0030,Count,PERSONS,"Long-term pain or discomfort, Owner occupied"
DC3401NI0031,Count,PERSONS,"Long-term pain or discomfort, Social rented"
DC3401NI0032,Count,PERSONS,"Long-term pain or discomfort, Private rented"
DC3401NI0033,Count,PERSONS,"Shortness of breath or difficulty breathing, All categories: Tenure"
DC3401NI0034,Count,PERSONS,"Shortness of breath or difficulty breathing, Owner occupied"
DC3401NI0035,Count,PERSONS,"Shortness of breath or difficulty breathing, Social rented"
DC3401NI0036,Count,PERSONS,"Shortness of breath or difficulty breathing, Private rented"
DC3401NI0037,Count,PERSONS,"Frequent periods of confusion or memory loss, All categories: Tenure"
DC3401NI0038,Count,PERSONS,"Frequent periods of confusion or memory loss, Owner occupied"
DC3401NI0039,Count,PERSONS,"Frequent periods of confusion or memory loss, Social rented"
DC3401NI0040,Count,PERSONS,"Frequent periods of confusion or memory loss, Private rented"
DC3401NI0041,Count,PERSONS,"A chronic illness, All categories: Tenure"
DC3401NI0042,Count,PERSONS,"A chronic illness, Owner occupied"
DC3401NI0043,Count,PERSONS,"A chronic illness, Social rented"
DC3401NI0044,Count,PERSONS,"A chronic illness, Private rented"
DC3401NI0045,Count,PERSONS,"Other condition, All categories: Tenure"
DC3401NI0046,Count,PERSONS,"Other condition, Owner occupied"
DC3401NI0047,Count,PERSONS,"Other condition, Social rented"
DC3401NI0048,Count,PERSONS,"Other condition, Private rented"
DC3401NI0049,Count,PERSONS,"No condition, All categories: Tenure"
DC3401NI0050,Count,PERSONS,"No condition, Owner occupied"
DC3401NI0051,Count,PERSONS,"No condition, Social rented"
DC3401NI0052,Count,PERSONS,"No condition, Private rented"
