ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC3606NI0001,Count,PERSONS,"All categories: Long-term conditions, All categories: Economic Activity"
DC3606NI0002,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Total"
DC3606NI0003,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Employee Part-time"
DC3606NI0004,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Employee Full-time"
DC3606NI0005,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Self-employed Part-time"
DC3606NI0006,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Self-employed Full-time"
DC3606NI0007,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Unemployed"
DC3606NI0008,Count,PERSONS,"All categories: Long-term conditions, Economically Active: Full-time student"
DC3606NI0009,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Total"
DC3606NI0010,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Retired"
DC3606NI0011,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Student (including full-time students)"
DC3606NI0012,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Looking after home/family"
DC3606NI0013,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Long-term sick/disabled"
DC3606NI0014,Count,PERSONS,"All categories: Long-term conditions, Economically inactive: Other"
DC3606NI0015,Count,PERSONS,"Deafness or partial hearing loss, All categories: Economic Activity"
DC3606NI0016,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Total"
DC3606NI0017,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Employee Part-time"
DC3606NI0018,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Employee Full-time"
DC3606NI0019,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Self-employed Part-time"
DC3606NI0020,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Self-employed Full-time"
DC3606NI0021,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Unemployed"
DC3606NI0022,Count,PERSONS,"Deafness or partial hearing loss, Economically Active: Full-time student"
DC3606NI0023,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Total"
DC3606NI0024,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Retired"
DC3606NI0025,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Student (including full-time students)"
DC3606NI0026,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Looking after home/family"
DC3606NI0027,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Long-term sick/disabled"
DC3606NI0028,Count,PERSONS,"Deafness or partial hearing loss, Economically inactive: Other"
DC3606NI0029,Count,PERSONS,"Blindness or partial sight loss, All categories: Economic Activity"
DC3606NI0030,Count,PERSONS,"Blindness or partial sight loss, Economically Active: Total"
DC3606NI0031,Count,PERSONS,"Blindness or partial sight loss, Economically Active: Employee Part-time"
DC3606NI0032,Count,PERSONS,"Blindness or partial sight loss, Economically Active: Employee Full-time"
DC3606NI0033,Count,PERSONS,"Blindness or partial sight loss, Economically Active: Self-employed Part-time"
DC3606NI0034,Count,PERSONS,"Blindness or partial sight loss, Economically Active: Self-employed Full-time"
