ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2416NI0001,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, All categories: Religion"
DC2416NI0002,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Catholic"
DC2416NI0003,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Protestant and other Christian: Total"
DC2416NI0004,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Protestant and other Christian: Presbyterian Church in Ireland"
DC2416NI0005,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Protestant and other Christian: Church of Ireland"
DC2416NI0006,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Protestant and other Christian: Methodist Church in Ireland"
DC2416NI0007,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Protestant and other Christian: Other Christian (including Christian related)"
DC2416NI0008,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Other religions "
DC2416NI0009,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, No religion"
DC2416NI0010,Count,PERSONS,"All categories: Tenure, All categories: Occupancy Rating, Not stated"
DC2416NI0011,Count,PERSONS,"All categories: Tenure, +2 or more, All categories: Religion"
DC2416NI0012,Count,PERSONS,"All categories: Tenure, +2 or more, Catholic"
DC2416NI0013,Count,PERSONS,"All categories: Tenure, +2 or more, Protestant and other Christian: Total"
DC2416NI0014,Count,PERSONS,"All categories: Tenure, +2 or more, Protestant and other Christian: Presbyterian Church in Ireland"
DC2416NI0015,Count,PERSONS,"All categories: Tenure, +2 or more, Protestant and other Christian: Church of Ireland"
DC2416NI0016,Count,PERSONS,"All categories: Tenure, +2 or more, Protestant and other Christian: Methodist Church in Ireland"
DC2416NI0017,Count,PERSONS,"All categories: Tenure, +2 or more, Protestant and other Christian: Other Christian (including Christian related)"
DC2416NI0018,Count,PERSONS,"All categories: Tenure, +2 or more, Other religions "
DC2416NI0019,Count,PERSONS,"All categories: Tenure, +2 or more, No religion"
DC2416NI0020,Count,PERSONS,"All categories: Tenure, +2 or more, Not stated"
DC2416NI0021,Count,PERSONS,"All categories: Tenure, +1, All categories: Religion"
DC2416NI0022,Count,PERSONS,"All categories: Tenure, +1, Catholic"
DC2416NI0023,Count,PERSONS,"All categories: Tenure, +1, Protestant and other Christian: Total"
DC2416NI0024,Count,PERSONS,"All categories: Tenure, +1, Protestant and other Christian: Presbyterian Church in Ireland"
DC2416NI0025,Count,PERSONS,"All categories: Tenure, +1, Protestant and other Christian: Church of Ireland"
DC2416NI0026,Count,PERSONS,"All categories: Tenure, +1, Protestant and other Christian: Methodist Church in Ireland"
DC2416NI0027,Count,PERSONS,"All categories: Tenure, +1, Protestant and other Christian: Other Christian (including Christian related)"
DC2416NI0028,Count,PERSONS,"All categories: Tenure, +1, Other religions "
DC2416NI0029,Count,PERSONS,"All categories: Tenure, +1, No religion"
