GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95CC20,1127,124,455,418,94,36,275,74,194,5,1,1,114,44,69,1,0,0,161,30,125,4,1,1,798,47,240,394,84,33,68,8,35,25,0,0,190,6,68,106,7,3,316,8,74,191,29,14,114,2,9,45,44,14,70,16,40,10,2,2,40,7,14,17,2,0,54,3,21,19,9,2,26,1,8,10,6,1,0,0,0,0,0,0,1,0,1,0,0,0,27,2,12,9,3,1
95CC21,1167,179,494,372,81,41,307,113,190,1,2,1,119,52,66,0,0,1,188,61,124,1,2,0,810,55,283,357,79,36,91,4,62,22,3,0,204,10,69,111,10,4,270,9,58,168,21,14,101,1,17,31,35,17,89,25,51,11,2,0,55,6,26,14,8,1,50,11,21,14,0,4,18,3,7,6,0,2,0,0,0,0,0,0,3,2,1,0,0,0,29,6,13,8,0,2
95CC22,842,249,410,153,25,5,370,167,194,7,1,1,166,83,81,1,1,0,204,84,113,6,0,1,427,61,204,135,23,4,52,3,34,15,0,0,92,11,50,30,1,0,103,5,41,49,7,1,48,1,14,19,11,3,69,27,39,3,0,0,63,14,26,19,4,0,45,21,12,11,1,0,10,3,3,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,33,17,8,8,0,0
95DD01,836,116,334,289,81,16,196,70,113,10,3,0,111,43,67,1,0,0,85,27,46,9,3,0,593,39,197,268,75,14,129,7,77,41,4,0,154,5,49,83,16,1,166,7,32,100,21,6,85,4,13,34,29,5,29,7,16,3,2,1,30,9,10,7,3,1,47,7,24,11,3,2,14,1,6,4,2,1,0,0,0,0,0,0,3,0,1,2,0,0,30,6,17,5,1,1
95DD02,1490,168,602,551,118,51,345,106,224,11,0,4,147,64,80,2,0,1,198,42,144,9,0,3,1080,53,363,516,106,42,90,5,68,16,0,1,251,3,95,139,12,2,422,6,93,272,38,13,138,2,12,53,46,25,102,25,60,13,3,1,77,12,35,23,7,0,65,9,15,24,12,5,30,4,6,11,8,1,0,0,0,0,0,0,3,1,1,1,0,0,32,4,8,12,4,4
95DD03,1389,110,628,531,99,21,305,59,238,5,3,0,142,46,95,1,0,0,163,13,143,4,3,0,994,39,359,494,85,17,145,10,77,56,2,0,253,4,88,151,7,3,332,4,74,215,32,7,101,3,18,37,36,7,110,13,83,10,4,0,53,5,19,25,4,0,90,12,31,32,11,4,26,7,2,11,4,2,1,1,0,0,0,0,5,1,3,1,0,0,58,3,26,20,7,2
95DD04,859,388,370,83,13,5,303,204,96,3,0,0,127,92,35,0,0,0,176,112,61,3,0,0,508,168,257,67,11,5,42,12,29,1,0,0,106,28,60,15,2,1,121,27,66,24,3,1,40,6,16,12,3,3,130,78,45,6,1,0,69,17,41,9,2,0,48,16,17,13,2,0,20,8,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,7,11,7,2,0
95DD05,685,254,290,112,21,8,174,103,64,7,0,0,51,34,17,0,0,0,123,69,47,7,0,0,475,139,210,101,18,7,27,4,21,2,0,0,94,10,54,28,2,0,120,20,59,35,5,1,61,8,20,18,10,5,123,82,36,5,0,0,50,15,20,13,1,1,36,12,16,4,3,1,16,5,7,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,19,7,8,3,1,0
95DD06,944,79,403,353,82,27,187,49,132,6,0,0,109,40,68,1,0,0,78,9,64,5,0,0,708,26,255,326,77,24,129,5,86,36,2,0,180,2,71,98,8,1,202,8,42,114,30,8,121,3,18,52,33,15,34,4,22,8,0,0,42,4,16,18,4,0,49,4,16,21,5,3,21,1,6,9,3,2,0,0,0,0,0,0,9,0,7,1,1,0,19,3,3,11,1,1
95DD07,1412,196,652,420,108,36,397,136,244,11,3,3,208,93,111,2,0,2,189,43,133,9,3,1,947,53,380,391,94,29,155,12,110,29,3,1,210,3,82,112,9,4,306,8,70,183,32,13,121,0,24,44,43,10,93,18,64,8,3,0,62,12,30,15,4,1,68,7,28,18,11,4,25,1,6,10,6,2,0,0,0,0,0,0,14,3,9,1,1,0,29,3,13,7,4,2
95DD08,1041,488,455,85,10,3,485,307,176,2,0,0,218,157,61,0,0,0,267,150,115,2,0,0,440,137,232,61,8,2,46,11,33,2,0,0,108,30,63,14,0,1,99,20,58,17,3,1,47,7,17,18,5,0,73,40,31,2,0,0,67,29,30,8,0,0,116,44,47,22,2,1,26,8,10,7,1,0,2,1,1,0,0,0,7,6,1,0,0,0,81,29,35,15,1,1
95DD09,929,43,293,396,137,60,164,27,120,17,0,0,78,18,57,3,0,0,86,9,63,14,0,0,705,13,159,357,124,52,87,3,40,40,4,0,163,1,30,105,22,5,260,1,41,153,46,19,116,0,8,39,45,24,36,4,22,7,2,1,43,4,18,13,5,3,60,3,14,22,13,8,15,0,0,7,3,5,0,0,0,0,0,0,11,2,2,5,1,1,34,1,12,10,9,2
95DD10,1180,226,515,345,68,26,361,154,197,10,0,0,195,92,101,2,0,0,166,62,96,8,0,0,760,63,297,312,62,26,87,4,62,21,0,0,166,8,56,93,8,1,222,5,72,118,19,8,127,1,27,48,34,17,93,32,50,10,1,0,65,13,30,22,0,0,59,9,21,23,6,0,22,4,5,10,3,0,0,0,0,0,0,0,2,1,1,0,0,0,35,4,15,13,3,0
95DD11,955,336,449,144,19,7,301,161,135,3,1,1,102,59,40,3,0,0,199,102,95,0,1,1,574,151,274,128,15,6,35,7,26,1,1,0,103,12,54,34,2,1,178,33,77,55,10,3,43,4,13,22,2,2,153,79,68,6,0,0,62,16,36,10,0,0,80,24,40,13,3,0,37,9,21,6,1,0,0,0,0,0,0,0,2,1,1,0,0,0,41,14,18,7,2,0
95DD12,890,49,282,368,109,82,163,35,106,15,4,3,82,29,50,2,0,1,81,6,56,13,4,2,675,11,169,333,91,71,83,4,55,20,3,1,139,2,34,86,13,4,272,1,39,159,39,34,112,1,10,38,32,31,33,2,20,9,1,1,36,1,11,21,3,0,52,3,7,20,14,8,24,1,0,11,7,5,0,0,0,0,0,0,4,2,0,2,0,0,24,0,7,7,7,3
95DD13,741,231,358,121,20,11,272,143,126,3,0,0,114,73,40,1,0,0,158,70,86,2,0,0,392,71,198,98,18,7,43,9,27,7,0,0,69,10,39,18,1,1,110,8,51,42,7,2,56,4,19,20,10,3,71,28,36,6,0,1,43,12,26,5,0,0,77,17,34,20,2,4,33,5,12,14,1,1,0,0,0,0,0,0,7,3,4,0,0,0,37,9,18,6,1,3
95DD14,1233,94,474,490,132,43,259,65,181,11,2,0,116,44,70,2,0,0,143,21,111,9,2,0,914,23,279,453,119,40,120,7,66,38,7,2,211,0,64,133,12,2,340,3,58,212,53,14,122,0,18,43,40,21,74,10,55,8,1,0,47,3,18,19,6,1,60,6,14,26,11,3,27,0,6,14,6,1,0,0,0,0,0,0,6,2,1,3,0,0,27,4,7,9,5,2
95DD15,1174,81,426,450,133,84,239,51,167,18,3,0,93,28,60,5,0,0,146,23,107,13,3,0,867,26,240,410,118,73,66,2,42,19,3,0,145,2,41,82,15,5,365,3,70,226,41,25,154,2,13,52,46,41,71,13,47,5,5,1,66,4,27,26,8,1,68,4,19,22,12,11,29,1,9,7,7,5,0,0,0,0,0,0,8,2,5,1,0,0,31,1,5,14,5,6
95DD16,1019,55,296,432,153,83,197,40,132,21,3,1,93,26,60,6,1,0,104,14,72,15,2,1,758,13,151,386,136,72,65,1,41,22,1,0,165,1,31,111,15,7,290,2,30,185,49,24,164,3,15,48,61,37,34,4,22,6,1,1,40,2,12,14,9,3,64,2,13,25,14,10,31,1,5,11,6,8,0,0,0,0,0,0,8,1,1,6,0,0,25,0,7,8,8,2
95DD17,1148,70,344,489,156,89,192,50,131,10,0,1,93,37,50,6,0,0,99,13,81,4,0,1,883,17,196,455,140,75,83,2,52,28,1,0,178,2,42,111,19,4,382,3,45,249,60,25,153,2,11,44,53,43,44,4,28,8,4,0,43,4,18,15,3,3,73,3,17,24,16,13,35,1,6,12,9,7,0,0,0,0,0,0,14,0,7,3,3,1,24,2,4,9,4,5
95DD18,873,259,418,151,33,12,311,154,148,8,1,0,118,55,61,1,1,0,193,99,87,7,0,0,513,88,253,133,27,12,85,8,66,10,1,0,142,28,58,52,2,2,101,10,51,33,5,2,69,3,23,19,17,7,59,24,31,3,1,0,57,15,24,16,1,1,49,17,17,10,5,0,13,2,4,4,3,0,1,1,0,0,0,0,3,1,2,0,0,0,32,13,11,6,2,0
95DD19,1275,165,479,461,125,45,297,108,173,15,1,0,123,66,55,2,0,0,174,42,118,13,1,0,918,53,287,426,112,40,102,10,63,26,3,0,213,3,61,133,12,4,328,4,69,197,43,15,124,4,14,39,47,20,98,22,59,13,3,1,53,10,21,18,4,0,60,4,19,20,12,5,23,1,7,4,8,3,0,0,0,0,0,0,3,2,0,1,0,0,34,1,12,15,4,2
95DD20,826,327,402,82,10,5,330,190,135,2,0,3,101,56,43,1,0,1,229,134,92,1,0,2,442,116,246,71,7,2,65,14,49,2,0,0,84,20,50,14,0,0,85,21,43,18,2,1,51,9,21,19,2,0,87,34,45,8,0,0,70,18,38,10,3,1,54,21,21,9,3,0,22,4,12,4,2,0,0,0,0,0,0,0,4,4,0,0,0,0,28,13,9,5,1,0
95DD21,891,191,413,240,38,9,242,97,137,8,0,0,108,55,51,2,0,0,134,42,86,6,0,0,578,81,240,214,34,9,76,12,44,18,2,0,141,11,61,64,4,1,153,10,51,78,9,5,68,3,16,30,17,2,96,41,42,12,1,0,44,4,26,12,1,1,71,13,36,18,4,0,24,2,19,1,2,0,0,0,0,0,0,0,3,0,2,1,0,0,44,11,15,16,2,0
95DD22,1156,174,419,367,131,65,309,115,179,6,7,2,146,69,71,3,2,1,163,46,108,3,5,1,773,51,226,338,106,52,76,6,55,13,2,0,159,5,52,93,7,2,292,8,47,173,41,23,129,1,17,37,48,26,62,22,30,8,1,1,55,9,25,14,7,0,74,8,14,23,18,11,34,4,2,10,9,9,0,0,0,0,0,0,8,1,4,3,0,0,32,3,8,10,9,2
95DD23,881,40,285,354,135,67,154,28,104,16,6,0,81,19,54,8,0,0,73,9,50,8,6,0,670,12,169,317,111,61,85,4,48,29,3,1,130,1,39,80,7,3,262,3,36,152,46,25,116,0,9,27,48,32,29,2,20,7,0,0,48,2,17,22,7,0,57,0,12,21,18,6,23,0,2,8,10,3,0,0,0,0,0,0,9,0,5,3,1,0,25,0,5,10,7,3
95DD24,990,144,450,295,80,21,198,84,108,4,2,0,93,49,43,1,0,0,105,35,65,3,2,0,720,53,313,264,71,19,75,7,52,13,3,0,140,2,73,53,12,0,249,11,79,132,19,8,111,8,25,39,30,9,85,21,55,5,4,0,60,4,29,22,3,2,72,7,29,27,7,2,28,2,12,12,2,0,0,0,0,0,0,0,2,0,2,0,0,0,42,5,15,15,5,2
95EE01,592,52,243,201,68,28,93,27,59,7,0,0,35,14,19,2,0,0,58,13,40,5,0,0,444,24,161,176,59,24,37,1,29,5,1,1,73,2,35,32,4,0,204,3,57,107,25,12,75,3,16,22,23,11,30,12,14,2,2,0,25,3,10,8,4,0,55,1,23,18,9,4,26,0,8,10,5,3,0,0,0,0,0,0,7,0,5,2,0,0,22,1,10,6,4,1
95EE02,790,117,337,250,63,23,186,67,108,10,1,0,71,29,41,1,0,0,115,38,67,9,1,0,562,43,213,223,60,23,35,3,27,5,0,0,141,8,54,76,3,0,209,6,66,102,27,8,86,2,19,24,28,13,38,12,23,1,0,2,53,12,24,15,2,0,42,7,16,17,2,0,19,1,8,9,1,0,0,0,0,0,0,0,2,1,1,0,0,0,21,5,7,8,1,0
95EE03,808,187,343,226,37,15,231,105,121,5,0,0,85,41,43,1,0,0,146,64,78,4,0,0,530,70,209,204,34,13,62,4,41,17,0,0,109,12,46,47,4,0,185,13,49,104,13,6,65,3,17,22,16,7,60,23,34,3,0,0,49,15,22,11,1,0,47,12,13,17,3,2,19,3,8,6,1,1,1,0,0,1,0,0,3,1,0,0,2,0,24,8,5,10,0,1
95EE04,736,90,307,247,65,27,168,52,99,16,1,0,75,28,43,4,0,0,93,24,56,12,1,0,509,31,188,214,54,22,55,5,44,5,1,0,117,5,32,72,7,1,174,3,46,93,24,8,83,1,20,32,18,12,44,7,33,3,1,0,36,10,13,9,3,1,59,7,20,17,10,5,24,2,5,7,6,4,0,0,0,0,0,0,5,1,4,0,0,0,30,4,11,10,4,1
95EE05,577,67,212,212,65,21,135,45,74,11,5,0,64,26,35,2,1,0,71,19,39,9,4,0,406,20,127,188,52,19,49,2,35,11,1,0,110,4,37,59,6,4,135,4,24,78,21,8,56,1,9,19,20,7,16,3,9,4,0,0,40,6,13,17,4,0,36,2,11,13,8,2,17,1,1,8,5,2,0,0,0,0,0,0,2,0,2,0,0,0,17,1,8,5,3,0
95EE06,692,77,270,248,54,43,123,41,80,2,0,0,72,29,42,1,0,0,51,12,38,1,0,0,502,28,172,220,47,35,35,6,21,7,1,0,56,1,32,21,2,0,262,5,76,140,28,13,87,0,13,38,15,21,41,11,21,7,1,1,21,5,9,7,0,0,67,8,18,26,7,8,32,1,8,12,4,7,0,0,0,0,0,0,10,4,4,2,0,0,25,3,6,12,3,1
95EE07,740,149,362,176,40,13,207,86,117,3,1,0,107,55,51,1,0,0,100,31,66,2,1,0,487,56,229,156,35,11,79,6,64,7,0,2,94,4,48,35,6,1,163,7,61,77,16,2,51,2,9,22,12,6,65,32,28,5,0,0,35,5,19,10,1,0,46,7,16,17,4,2,24,2,9,10,2,1,0,0,0,0,0,0,5,1,2,1,0,1,17,4,5,6,2,0
95EE08,711,134,324,206,36,11,224,85,135,4,0,0,94,33,60,1,0,0,130,52,75,3,0,0,450,41,175,195,29,10,69,4,35,28,1,1,116,11,43,59,2,1,114,3,34,66,8,3,70,3,14,31,17,5,43,12,27,4,0,0,38,8,22,7,1,0,37,8,14,7,7,1,14,1,4,3,6,0,0,0,0,0,0,0,2,1,1,0,0,0,21,6,9,4,1,1
95EE09,605,67,208,221,67,42,95,38,52,4,1,0,40,23,17,0,0,0,55,15,35,4,1,0,455,24,141,198,53,39,40,5,23,12,0,0,77,3,24,36,12,2,192,4,49,103,15,21,84,1,16,28,23,16,23,5,11,6,1,0,39,6,18,13,2,0,55,5,15,19,13,3,24,0,3,13,6,2,1,0,0,0,0,1,4,2,1,0,1,0,26,3,11,6,6,0
95EE10,598,67,234,192,62,43,116,39,69,4,3,1,48,21,25,1,0,1,68,18,44,3,3,0,406,17,139,172,48,30,34,0,24,9,0,1,82,2,32,40,7,1,169,7,48,85,17,12,74,1,13,27,19,14,21,5,9,3,3,1,26,2,13,8,2,1,76,11,26,16,11,12,39,9,6,12,7,5,0,0,0,0,0,0,11,1,9,0,0,1,26,1,11,4,4,6
95EE11,551,38,186,213,72,42,82,24,51,6,1,0,46,15,29,1,1,0,36,9,22,5,0,0,419,13,117,193,58,38,46,2,32,11,1,0,78,0,24,47,3,4,155,0,27,85,25,18,86,0,11,32,29,14,16,3,7,6,0,0,38,8,16,12,0,2,50,1,18,14,13,4,21,0,5,3,11,2,0,0,0,0,0,0,8,1,6,1,0,0,21,0,7,10,2,2
95EE12,1059,272,496,255,29,7,310,162,142,6,0,0,88,63,24,1,0,0,222,99,118,5,0,0,680,90,323,234,26,7,44,7,33,4,0,0,171,10,83,73,3,2,219,15,88,110,6,0,62,2,16,25,14,5,128,44,74,9,1,0,56,12,29,13,2,0,69,20,31,15,3,0,24,6,8,7,3,0,0,0,0,0,0,0,3,1,2,0,0,0,42,13,21,8,0,0
95EE13,718,233,286,152,34,13,297,167,126,4,0,0,155,92,61,2,0,0,142,75,65,2,0,0,381,52,142,140,34,13,71,9,43,16,3,0,74,8,26,35,3,2,109,9,32,50,17,1,54,4,11,19,10,10,34,13,16,5,0,0,39,9,14,15,1,0,40,14,18,8,0,0,8,2,3,3,0,0,0,0,0,0,0,0,5,2,3,0,0,0,27,10,12,5,0,0
95EE14,1016,119,426,367,76,28,213,56,143,14,0,0,99,33,62,4,0,0,114,23,81,10,0,0,749,52,266,338,67,26,81,9,52,14,6,0,168,7,54,94,7,6,299,9,86,162,33,9,76,1,10,39,16,10,66,18,36,11,1,0,59,8,28,18,4,1,54,11,17,15,9,2,18,3,6,7,1,1,0,0,0,0,0,0,5,1,3,1,0,0,31,7,8,7,8,1
95EE15,606,60,229,219,53,45,129,37,84,8,0,0,61,25,36,0,0,0,68,12,48,8,0,0,429,18,134,195,43,39,37,1,21,12,3,0,93,3,23,58,8,1,176,4,42,98,13,19,77,0,21,22,17,17,18,5,13,0,0,0,28,5,14,5,2,2,48,5,11,16,10,6,23,2,2,9,6,4,0,0,0,0,0,0,8,3,4,1,0,0,17,0,5,6,4,2
95EE16,709,49,268,264,90,38,132,33,91,8,0,0,52,18,32,2,0,0,80,15,59,6,0,0,522,12,160,237,81,32,45,2,28,12,2,1,106,0,38,56,11,1,230,3,49,128,41,9,85,0,13,29,23,20,26,4,19,3,0,0,30,3,13,9,4,1,55,4,17,19,9,6,30,1,8,12,4,5,0,0,0,0,0,0,6,2,3,1,0,0,19,1,6,6,5,1
95FF01,1740,123,695,712,158,52,335,54,256,23,1,1,119,30,88,1,0,0,216,24,168,22,1,1,1333,59,417,658,153,46,122,5,85,28,4,0,300,8,92,177,20,3,551,9,103,358,64,17,158,2,20,60,53,23,152,28,99,20,5,0,50,7,18,15,7,3,72,10,22,31,4,5,25,2,9,10,3,1,0,0,0,0,0,0,3,0,3,0,0,0,44,8,10,21,1,4
95FF02,923,56,286,400,122,59,190,39,126,18,5,2,90,24,59,5,1,1,100,15,67,13,4,1,674,12,151,359,105,47,49,4,25,19,1,0,125,2,35,74,12,2,316,1,40,210,48,17,108,1,10,36,36,25,33,3,25,4,1,0,43,1,16,16,7,3,59,5,9,23,12,10,24,1,4,12,4,3,0,0,0,0,0,0,4,2,1,1,0,0,31,2,4,10,8,7
95FF03,1169,157,579,360,52,21,268,81,174,13,0,0,88,38,49,1,0,0,180,43,125,12,0,0,842,69,375,327,50,21,58,4,45,9,0,0,192,8,76,104,3,1,298,5,116,148,19,10,97,4,21,42,21,9,150,42,94,10,4,0,47,6,23,14,3,1,59,7,30,20,2,0,19,2,8,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,39,5,21,12,1,0
95FF04,862,50,245,369,132,66,136,38,83,9,5,1,77,28,45,2,2,0,59,10,38,7,3,1,659,8,151,334,113,53,62,5,35,20,2,0,127,0,34,83,9,1,288,1,35,176,54,22,114,0,8,34,42,30,24,1,19,1,3,0,44,1,20,20,3,0,67,4,11,26,14,12,23,0,3,11,3,6,0,0,0,0,0,0,9,3,4,2,0,0,35,1,4,13,11,6
95FF05,1119,244,485,317,52,21,367,156,202,9,0,0,145,94,51,0,0,0,222,62,151,9,0,0,695,77,263,287,48,20,93,9,60,22,2,0,154,7,55,81,7,4,216,5,68,125,14,4,80,7,10,31,23,9,101,41,50,9,0,1,51,8,20,19,2,2,57,11,20,21,4,1,20,1,7,10,2,0,0,0,0,0,0,0,11,3,5,2,1,0,26,7,8,9,1,1
95FF06,1540,161,615,615,103,46,354,99,238,14,2,1,123,52,69,2,0,0,231,47,169,12,2,1,1105,53,352,568,93,39,99,8,68,20,1,2,281,7,91,166,12,5,483,5,96,322,45,15,83,1,10,26,30,16,107,25,67,15,0,0,52,7,20,19,5,1,81,9,25,33,8,6,28,2,9,9,4,4,0,0,0,0,0,0,11,6,5,0,0,0,42,1,11,24,4,2
95FF07,1154,343,522,228,55,6,363,188,165,8,2,0,111,73,37,0,1,0,252,115,128,8,1,0,730,145,329,199,52,5,54,9,43,1,1,0,126,17,62,41,6,0,226,17,80,108,19,2,70,6,18,24,20,2,173,73,86,12,1,1,81,23,40,13,5,0,61,10,28,21,1,1,26,7,7,10,1,1,0,0,0,0,0,0,3,0,3,0,0,0,32,3,18,11,0,0
95FF08,993,245,417,249,63,19,351,177,165,6,3,0,184,106,77,1,0,0,167,71,88,5,3,0,607,57,242,233,56,19,84,9,57,17,1,0,119,8,54,51,4,2,218,10,61,110,28,9,87,2,17,39,21,8,63,18,39,6,0,0,36,10,14,10,2,0,35,11,10,10,4,0,12,2,2,5,3,0,0,0,0,0,0,0,5,3,1,1,0,0,18,6,7,4,1,0
95FF09,1000,209,441,262,63,25,300,114,173,13,0,0,111,58,51,2,0,0,189,56,122,11,0,0,640,73,252,234,59,22,57,9,38,9,0,1,138,12,55,60,9,2,251,8,86,118,29,10,79,3,21,28,19,8,78,30,40,6,1,1,37,11,12,13,1,0,60,22,16,15,4,3,17,4,3,7,3,0,0,0,0,0,0,0,9,6,2,1,0,0,34,12,11,7,1,3
95FF10,1216,60,378,544,161,73,228,44,159,21,3,1,69,25,43,1,0,0,159,19,116,20,3,1,935,14,205,502,145,69,75,3,36,31,3,2,208,3,39,139,23,4,410,0,61,267,51,31,121,0,9,29,56,27,64,5,42,13,2,2,57,3,18,23,10,3,53,2,14,21,13,3,21,1,3,9,5,3,0,0,0,0,0,0,4,0,3,1,0,0,28,1,8,11,8,0
95FF11,873,48,268,384,111,62,157,37,104,11,4,1,85,32,50,2,1,0,72,5,54,9,3,1,665,10,152,355,99,49,53,1,36,14,2,0,139,1,39,84,12,3,287,2,38,195,33,19,110,0,8,34,45,23,22,4,16,2,0,0,54,2,15,26,7,4,51,1,12,18,8,12,17,0,1,8,3,5,0,0,0,0,0,0,7,1,4,1,1,0,27,0,7,9,4,7
95FF12,1018,109,410,372,86,41,229,70,146,11,2,0,86,38,46,2,0,0,143,32,100,9,2,0,728,33,242,337,78,38,59,1,43,14,1,0,165,5,53,92,13,2,254,4,54,158,26,12,123,0,19,51,32,21,67,13,43,8,2,1,60,10,30,14,4,2,61,6,22,24,6,3,24,2,5,9,5,3,0,0,0,0,0,0,6,1,5,0,0,0,31,3,12,15,1,0
95FF13,977,90,356,363,118,50,218,66,134,17,1,0,89,48,38,3,0,0,129,18,96,14,1,0,707,22,204,327,113,41,68,3,41,23,1,0,153,3,45,85,18,2,266,2,52,153,42,17,122,1,14,39,48,20,53,7,37,8,0,1,45,6,15,19,4,1,52,2,18,19,4,9,20,0,5,11,2,2,0,0,0,0,0,0,2,0,1,1,0,0,30,2,12,7,2,7
95FF14,862,43,244,388,126,61,149,30,102,16,1,0,68,22,43,3,0,0,81,8,59,13,1,0,665,12,131,351,118,53,76,1,41,32,2,0,157,4,34,96,18,5,268,0,27,174,49,18,112,0,5,33,46,28,16,3,10,3,0,0,36,4,14,13,3,2,48,1,11,21,7,8,7,0,1,1,2,3,0,0,0,0,0,0,8,0,5,2,0,1,33,1,5,18,5,4
95FF15,1073,222,457,306,66,22,335,154,174,7,0,0,170,103,66,1,0,0,165,51,108,6,0,0,672,55,261,276,60,20,58,3,39,14,2,0,124,6,48,64,6,0,232,4,61,140,20,7,89,1,18,33,26,11,100,31,60,5,3,1,69,10,35,20,3,1,66,13,22,23,6,2,26,4,9,9,3,1,0,0,0,0,0,0,7,4,3,0,0,0,33,5,10,14,3,1
95FF16,927,134,337,351,82,23,255,89,151,11,4,0,104,42,57,4,1,0,151,47,94,7,3,0,632,38,173,328,71,22,86,5,52,26,2,1,128,3,33,81,11,0,223,4,33,160,22,4,98,1,8,39,34,16,60,20,32,7,1,0,37,5,15,15,1,1,40,7,13,12,7,1,15,3,5,6,1,0,0,0,0,0,0,0,4,2,1,1,0,0,21,2,7,5,6,1
95FF17,857,302,403,129,20,3,378,212,162,4,0,0,143,94,47,2,0,0,235,118,115,2,0,0,443,82,222,117,19,3,58,11,42,5,0,0,114,18,56,37,3,0,114,11,51,40,11,1,46,2,17,21,4,2,67,31,33,3,0,0,44,9,23,11,1,0,36,8,19,8,1,0,6,2,3,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,26,4,14,7,1,0
95GG01,2004,725,940,270,52,17,649,412,231,4,0,2,340,235,102,2,0,1,309,177,129,2,0,1,1163,265,616,223,44,15,163,43,111,9,0,0,133,21,87,25,0,0,246,28,123,77,14,4,226,23,92,76,25,10,202,81,106,13,1,1,193,69,97,23,4,0,192,48,93,43,8,0,78,11,35,28,4,0,2,0,2,0,0,0,23,9,13,1,0,0,89,28,43,14,4,0
95GG02,2568,1679,772,102,12,3,885,678,201,3,2,1,307,254,49,2,1,1,578,424,152,1,1,0,1390,834,466,79,9,2,74,39,32,3,0,0,119,50,59,9,1,0,192,65,99,23,4,1,113,30,57,21,4,1,686,510,164,12,0,0,206,140,55,11,0,0,293,167,105,20,1,0,129,71,49,8,1,0,2,1,1,0,0,0,16,16,0,0,0,0,146,79,55,12,0,0
95GG03,2667,569,1312,655,111,20,979,384,567,25,2,1,358,210,144,4,0,0,621,174,423,21,2,1,1491,149,656,575,94,17,171,19,123,29,0,0,417,35,185,182,15,0,506,24,178,262,34,8,154,4,37,60,44,9,143,43,87,13,0,0,100,24,46,29,1,0,197,36,89,55,15,2,41,7,19,12,2,1,2,2,0,0,0,0,20,11,7,2,0,0,134,16,63,41,13,1
95GG04,2297,1309,842,126,9,11,960,683,268,6,1,2,323,261,59,2,1,0,637,422,209,4,0,2,1138,529,497,98,8,6,71,39,30,2,0,0,160,53,85,21,0,1,204,63,105,29,5,2,102,23,50,24,2,3,425,262,154,9,0,0,176,89,73,13,1,0,199,97,77,22,0,3,79,36,34,8,0,1,1,0,1,0,0,0,10,7,3,0,0,0,109,54,39,14,0,2
95GG05,2800,1041,1299,413,39,8,1078,528,533,15,2,0,225,165,60,0,0,0,853,363,473,15,2,0,1165,329,569,246,19,2,52,22,28,2,0,0,364,72,199,90,3,0,342,69,168,99,6,0,91,15,38,28,8,2,210,108,92,10,0,0,106,43,44,17,2,0,557,184,197,152,18,6,53,21,18,11,2,1,16,7,4,3,2,0,9,5,3,1,0,0,479,151,172,137,14,5
95GG06,2381,819,1127,374,55,6,723,410,300,13,0,0,289,206,82,1,0,0,434,204,218,12,0,0,1508,359,761,334,48,6,144,31,105,8,0,0,286,47,173,65,1,0,431,34,209,163,20,5,162,21,54,60,26,1,322,171,137,14,0,0,163,55,83,24,1,0,150,50,66,27,7,0,55,18,24,9,4,0,1,0,1,0,0,0,10,6,3,1,0,0,84,26,38,17,3,0
