GeographyCode,DC2108NI0001,DC2108NI0002,DC2108NI0003,DC2108NI0004,DC2108NI0005,DC2108NI0006,DC2108NI0007,DC2108NI0008,DC2108NI0009,DC2108NI0010,DC2108NI0011,DC2108NI0012,DC2108NI0013,DC2108NI0014,DC2108NI0015,DC2108NI0016,DC2108NI0017,DC2108NI0018,DC2108NI0019,DC2108NI0020,DC2108NI0021,DC2108NI0022,DC2108NI0023,DC2108NI0024,DC2108NI0025,DC2108NI0026,DC2108NI0027,DC2108NI0028,DC2108NI0029,DC2108NI0030,DC2108NI0031,DC2108NI0032,DC2108NI0033,DC2108NI0034,DC2108NI0035,DC2108NI0036,DC2108NI0037,DC2108NI0038,DC2108NI0039,DC2108NI0040,DC2108NI0041,DC2108NI0042,DC2108NI0043,DC2108NI0044,DC2108NI0045,DC2108NI0046,DC2108NI0047,DC2108NI0048,DC2108NI0049,DC2108NI0050,DC2108NI0051,DC2108NI0052,DC2108NI0053,DC2108NI0054,DC2108NI0055,DC2108NI0056,DC2108NI0057,DC2108NI0058,DC2108NI0059,DC2108NI0060,DC2108NI0061,DC2108NI0062,DC2108NI0063,DC2108NI0064,DC2108NI0065,DC2108NI0066,DC2108NI0067,DC2108NI0068,DC2108NI0069,DC2108NI0070,DC2108NI0071,DC2108NI0072,DC2108NI0073,DC2108NI0074,DC2108NI0075,DC2108NI0076,DC2108NI0077,DC2108NI0078,DC2108NI0079,DC2108NI0080,DC2108NI0081,DC2108NI0082,DC2108NI0083,DC2108NI0084,DC2108NI0085,DC2108NI0086,DC2108NI0087,DC2108NI0088,DC2108NI0089,DC2108NI0090
95AA11,3917,3184,214,62,9,50,28,235,135,2482,1992,155,40,8,36,17,135,99,2116,1734,133,32,6,31,11,79,90,366,258,22,8,2,5,6,56,9,1435,1192,59,22,1,14,11,100,36,956,797,34,12,0,7,8,76,22,34,23,4,0,1,0,0,3,3,123,99,8,3,0,3,3,4,3,142,109,7,4,0,2,0,16,4,180,164,6,3,0,2,0,1,4
95AA12,2162,1993,84,12,5,32,11,2,23,1438,1308,66,10,3,25,7,1,18,1350,1232,58,10,2,24,6,0,18,88,76,8,0,1,1,1,1,0,724,685,18,2,2,7,4,1,5,509,491,10,1,0,0,3,0,4,15,14,1,0,0,0,0,0,0,27,24,0,0,0,2,1,0,0,50,41,4,0,0,4,0,1,0,123,115,3,1,2,1,0,0,1
95AA13,2490,2139,115,27,4,46,19,104,36,1399,1185,68,16,3,33,8,64,22,1210,1040,57,15,2,30,5,41,20,189,145,11,1,1,3,3,23,2,1091,954,47,11,1,13,11,40,14,728,650,32,6,1,3,6,24,6,26,9,4,0,0,2,0,8,3,92,87,3,0,0,0,1,0,1,119,101,4,1,0,2,3,7,1,126,107,4,4,0,6,1,1,3
95AA14,1805,1665,68,18,2,19,4,3,26,1146,1043,48,12,1,19,1,2,20,1098,1008,41,12,1,17,1,0,18,48,35,7,0,0,2,0,2,2,659,622,20,6,1,0,3,1,6,474,450,13,4,1,0,2,1,3,18,16,1,1,0,0,0,0,0,30,29,0,0,0,0,1,0,0,32,30,1,0,0,0,0,0,1,105,97,5,1,0,0,0,0,2
95AA15,3066,2337,171,42,9,35,34,254,184,1792,1315,116,25,5,22,17,146,146,1446,1069,94,21,5,15,13,91,138,346,246,22,4,0,7,4,55,8,1274,1022,55,17,4,13,17,108,38,850,700,27,5,1,11,9,77,20,35,16,0,1,0,0,0,11,7,126,97,15,2,2,0,2,3,5,175,135,10,5,1,0,6,15,3,88,74,3,4,0,2,0,2,3
95AA16,1463,1183,81,28,5,15,10,107,34,728,554,43,15,4,12,4,75,21,592,464,36,11,1,11,3,48,18,136,90,7,4,3,1,1,27,3,735,629,38,13,1,3,6,32,13,444,376,20,8,0,0,4,25,11,9,4,0,1,0,0,0,4,0,68,58,6,0,0,1,0,2,1,116,101,9,2,1,0,1,1,1,98,90,3,2,0,2,1,0,0
95AA17,1669,1413,102,20,2,26,18,51,37,880,735,61,9,0,12,7,26,30,738,619,48,8,0,12,6,16,29,142,116,13,1,0,0,1,10,1,789,678,41,11,2,14,11,25,7,500,437,22,5,0,4,9,21,2,14,9,1,1,0,0,1,1,1,65,54,6,0,1,2,0,1,1,125,103,8,4,1,3,1,2,3,85,75,4,1,0,5,0,0,0
95AA18,1997,1780,77,23,1,36,10,15,55,1314,1165,53,13,1,27,10,10,35,1202,1083,45,12,0,21,6,6,29,112,82,8,1,1,6,4,4,6,683,615,24,10,0,9,0,5,20,430,401,11,1,0,5,0,2,10,19,11,2,0,0,1,0,3,2,40,35,1,1,0,0,0,0,3,64,55,5,3,0,0,0,0,1,130,113,5,5,0,3,0,0,4
95AA19,1964,1852,32,10,0,28,3,17,22,1034,960,24,7,0,17,1,7,18,994,927,21,6,0,16,1,6,17,40,33,3,1,0,1,0,1,1,930,892,8,3,0,11,2,10,4,702,678,4,2,0,6,1,8,3,22,18,0,0,0,1,0,2,1,51,50,0,0,0,1,0,0,0,45,41,3,0,0,0,1,0,0,110,105,1,1,0,3,0,0,0
95BB01,2837,2646,84,29,3,22,11,7,35,1806,1668,55,23,3,15,9,5,28,1658,1543,50,18,3,13,3,2,26,148,125,5,5,0,2,6,3,2,1031,978,29,6,0,7,2,2,7,716,697,12,1,0,0,2,0,4,19,17,1,0,0,0,0,1,0,63,54,6,0,0,0,0,1,2,96,89,2,2,0,3,0,0,0,137,121,8,3,0,4,0,0,1
95BB02,2007,1801,66,22,9,38,11,34,26,980,873,32,9,7,19,7,19,14,844,756,25,8,6,18,4,13,14,136,117,7,1,1,1,3,6,0,1027,928,34,13,2,19,4,15,12,547,492,17,8,0,10,2,10,8,13,10,0,1,0,0,0,1,1,89,81,3,2,1,1,0,1,0,151,135,10,0,1,0,1,3,1,227,210,4,2,0,8,1,0,2
95BB03,3400,2998,224,59,11,35,23,15,35,2124,1862,145,37,9,26,14,4,27,1832,1614,123,30,8,24,10,4,19,292,248,22,7,1,2,4,0,8,1276,1136,79,22,2,9,9,11,8,732,665,37,13,0,3,4,7,3,41,29,5,2,0,0,0,4,1,91,82,4,1,1,0,3,0,0,172,143,18,4,0,2,2,0,3,240,217,15,2,1,4,0,0,1
95BB04,2578,2330,116,20,5,38,15,14,40,1626,1452,87,15,4,24,8,10,26,1500,1348,78,13,3,23,4,5,26,126,104,9,2,1,1,4,5,0,952,878,29,5,1,14,7,4,14,576,538,16,2,1,8,4,2,5,23,20,0,0,0,0,0,0,3,55,48,2,1,0,3,0,0,1,118,105,4,1,0,0,3,2,3,180,167,7,1,0,3,0,0,2
95BB05,2759,2478,136,25,5,44,13,5,53,1804,1608,103,14,3,26,11,4,35,1644,1470,93,12,2,26,9,1,31,160,138,10,2,1,0,2,3,4,955,870,33,11,2,18,2,1,18,617,585,15,2,2,3,1,1,8,29,26,1,2,0,0,0,0,0,63,50,4,4,0,2,1,0,2,95,82,4,2,0,3,0,0,4,151,127,9,1,0,10,0,0,4
95BB06,2484,2211,88,23,3,22,15,48,74,1094,948,48,12,2,11,4,28,41,864,763,34,9,1,7,3,11,36,230,185,14,3,1,4,1,17,5,1390,1263,40,11,1,11,11,20,33,765,691,24,6,1,5,5,15,18,24,21,0,0,0,0,0,1,2,111,96,6,2,0,2,1,0,4,220,197,6,2,0,3,1,4,7,270,258,4,1,0,1,4,0,2
95BB07,2388,2154,85,27,7,31,7,32,45,1336,1189,60,17,6,16,4,11,33,1110,1008,42,10,3,11,2,5,29,226,181,18,7,3,5,2,6,4,1052,965,25,10,1,15,3,21,12,587,544,14,2,1,3,0,15,8,19,11,0,1,0,1,0,5,1,89,82,2,0,0,0,2,0,3,151,141,6,1,0,3,0,0,0,206,187,3,6,0,8,1,1,0
95BB08,2102,1915,72,26,1,21,8,25,34,1272,1139,56,18,1,11,6,17,24,1150,1038,44,17,1,8,5,14,23,122,101,12,1,0,3,1,3,1,830,776,16,8,0,10,2,8,10,499,468,7,4,0,5,2,6,7,11,10,0,1,0,0,0,0,0,54,52,0,0,0,1,0,1,0,124,112,5,2,0,2,0,0,3,142,134,4,1,0,2,0,1,0
95BB09,2473,2229,92,31,6,27,13,30,45,1562,1401,69,24,5,16,8,9,30,1412,1278,59,19,4,16,7,3,26,150,123,10,5,1,0,1,6,4,911,828,23,7,1,11,5,21,15,554,512,9,2,1,3,4,16,7,28,23,2,0,0,0,0,2,1,51,43,2,1,0,1,0,1,3,126,107,5,3,0,4,1,2,4,152,143,5,1,0,3,0,0,0
95BB10,2780,2408,170,46,11,51,10,9,75,1666,1411,122,27,10,34,7,5,50,1482,1257,107,24,10,31,5,2,46,184,154,15,3,0,3,2,3,4,1114,997,48,19,1,17,3,4,25,624,570,20,7,1,8,2,3,13,35,25,1,2,0,4,0,0,3,88,79,5,2,0,0,0,0,2,162,141,12,3,0,0,1,1,4,205,182,10,5,0,5,0,0,3
95BB11,2428,2158,131,32,8,35,11,10,43,1306,1148,79,20,5,19,4,5,26,1170,1026,68,18,5,18,4,5,26,136,122,11,2,0,1,0,0,0,1122,1010,52,12,3,16,7,5,17,615,582,18,2,0,2,3,5,3,29,22,0,0,1,1,1,0,4,85,71,8,2,0,1,0,0,3,186,155,15,3,1,3,3,0,6,207,180,11,5,1,9,0,0,1
95BB12,2177,1930,101,25,10,24,12,19,56,1244,1078,68,17,6,17,7,8,43,1064,926,58,15,6,16,4,5,34,180,152,10,2,0,1,3,3,9,933,852,33,8,4,7,5,11,13,596,550,20,5,3,2,2,8,6,16,11,0,0,0,0,1,1,3,65,56,1,2,1,1,2,1,1,137,124,9,1,0,0,0,1,2,119,111,3,0,0,4,0,0,1
95BB13,3442,3110,159,36,12,26,30,26,43,2178,1946,115,24,9,18,18,17,31,1930,1737,99,19,7,16,14,9,29,248,209,16,5,2,2,4,8,2,1264,1164,44,12,3,8,12,9,12,838,778,27,6,3,4,10,6,4,23,20,2,0,0,0,0,0,1,86,76,3,1,0,2,1,1,2,160,142,9,2,0,1,1,1,4,157,148,3,3,0,1,0,1,1
95BB14,2505,2199,144,32,5,34,9,43,39,1624,1404,112,22,4,27,8,16,31,1476,1285,101,17,4,24,7,9,29,148,119,11,5,0,3,1,7,2,881,795,32,10,1,7,1,27,8,572,529,11,4,1,2,0,23,2,19,13,1,0,0,0,0,4,1,38,33,3,1,0,1,0,0,0,88,80,5,2,0,0,0,0,1,164,140,12,3,0,4,1,0,4
95BB15,2699,2474,91,33,4,37,8,19,33,1574,1425,64,21,2,20,7,16,19,1408,1283,57,16,2,19,3,12,16,166,142,7,5,0,1,4,4,3,1125,1049,27,12,2,17,1,3,14,751,721,9,4,2,5,1,2,7,32,24,0,2,0,2,0,1,3,74,68,4,0,0,1,0,0,1,108,98,5,3,0,1,0,0,1,160,138,9,3,0,8,0,0,2
95BB16,2568,2370,98,16,3,41,5,11,24,1706,1556,76,15,3,32,3,3,18,1610,1470,71,13,3,30,3,3,17,96,86,5,2,0,2,0,0,1,862,814,22,1,0,9,2,8,6,588,562,13,1,0,2,1,3,6,22,18,0,0,0,1,0,3,0,38,36,2,0,0,0,0,0,0,66,61,2,0,0,1,0,2,0,148,137,5,0,0,5,1,0,0
95BB17,2690,2401,146,37,5,24,24,17,36,1630,1438,95,24,4,20,17,10,22,1410,1252,78,23,3,19,12,7,16,220,186,17,1,1,1,5,3,6,1060,963,51,13,1,4,7,7,14,630,588,21,5,0,1,6,4,5,14,12,1,0,0,0,0,0,1,105,92,5,3,0,0,1,2,2,155,135,12,2,1,0,0,1,4,156,136,12,3,0,3,0,0,2
95BB18,3241,2920,191,35,9,21,20,6,39,2100,1878,135,24,4,16,9,5,29,1852,1665,114,16,4,13,7,5,28,248,213,21,8,0,3,2,0,1,1141,1042,56,11,5,5,11,1,10,683,641,23,5,0,1,8,1,4,17,15,1,0,0,0,0,0,1,107,93,10,1,2,0,0,0,1,149,133,8,1,3,0,1,0,3,185,160,14,4,0,4,2,0,1
95BB19,3656,3334,139,37,10,22,19,23,72,2422,2177,99,29,10,17,12,21,57,2212,2004,86,25,10,17,8,10,52,210,173,13,4,0,0,4,11,5,1234,1157,40,8,0,5,7,2,15,845,798,22,5,0,2,7,2,9,15,14,0,0,0,0,0,0,1,80,74,2,3,0,0,0,0,1,125,118,5,0,0,0,0,0,2,169,153,11,0,0,3,0,0,2
95BB20,2684,2436,122,19,4,48,9,15,31,1454,1293,77,16,3,30,3,8,24,1326,1195,63,15,2,26,2,5,18,128,98,14,1,1,4,1,3,6,1230,1143,45,3,1,18,6,7,7,857,811,28,1,0,8,4,3,2,17,13,0,0,0,1,0,3,0,78,72,2,1,0,2,1,0,0,98,86,7,0,0,2,1,0,2,180,161,8,1,1,5,0,1,3
95BB21,3651,3268,191,55,8,29,17,42,41,2306,2051,133,40,6,17,8,22,29,2094,1881,113,35,6,14,7,14,24,212,170,20,5,0,3,1,8,5,1345,1217,58,15,2,12,9,20,12,849,783,27,6,1,2,7,14,9,34,29,3,0,0,0,1,1,0,93,82,5,1,0,1,0,2,2,149,126,16,2,1,2,0,1,1,220,197,7,6,0,7,1,2,0
95BB22,2191,1949,115,31,2,18,25,17,34,1155,1004,65,17,1,16,13,12,27,960,836,54,15,1,13,10,8,23,195,168,11,2,0,3,3,4,4,1036,945,50,14,1,2,12,5,7,645,599,26,6,1,0,9,2,2,14,13,0,0,0,0,0,0,1,107,92,8,3,0,0,1,1,2,164,146,11,1,0,1,2,2,1,106,95,5,4,0,1,0,0,1
95BB23,2482,2240,78,27,6,39,11,31,50,1617,1440,58,23,6,27,7,19,37,1522,1363,53,21,5,27,6,11,36,95,77,5,2,1,0,1,8,1,865,800,20,4,0,12,4,12,13,581,542,11,3,0,4,2,10,9,24,20,1,0,0,2,0,1,0,45,43,0,1,0,0,0,1,0,80,75,1,0,0,0,1,0,3,135,120,7,0,0,6,1,0,1
95CC01,1864,1526,72,13,1,83,9,122,38,887,697,36,7,1,41,7,74,24,784,636,29,7,1,40,6,45,20,103,61,7,0,0,1,1,29,4,977,829,36,6,0,42,2,48,14,660,569,27,3,0,20,1,27,13,16,11,0,0,0,0,0,5,0,86,76,4,0,0,3,0,3,0,93,70,3,2,0,6,1,10,1,122,103,2,1,0,13,0,3,0
95CC02,2108,1945,52,7,4,62,3,17,18,1200,1090,31,6,4,48,2,8,11,1106,1011,30,5,4,44,2,0,10,94,79,1,1,0,4,0,8,1,908,855,21,1,0,14,1,9,7,698,665,13,0,0,8,0,6,6,22,19,0,0,0,1,0,2,0,47,40,4,1,0,1,0,1,0,41,38,3,0,0,0,0,0,0,100,93,1,0,0,4,1,0,1
95CC03,2115,1595,64,13,0,110,11,260,62,886,609,18,6,0,42,8,160,43,696,513,15,5,0,35,5,86,37,190,96,3,1,0,7,3,74,6,1229,986,46,7,0,68,3,100,19,791,645,22,6,0,39,2,63,14,28,15,0,0,0,0,0,11,2,138,110,4,0,0,10,1,12,1,120,88,14,0,0,8,0,10,0,152,128,6,1,0,11,0,4,2
95CC04,1824,1597,42,6,1,126,3,35,14,982,828,25,4,0,94,2,22,7,916,785,19,3,0,87,1,14,7,66,43,6,1,0,7,1,8,0,842,769,17,2,1,32,1,13,7,633,590,12,1,1,12,1,10,6,25,20,0,0,0,3,0,2,0,42,36,3,0,0,3,0,0,0,36,31,1,1,0,1,0,1,1,106,92,1,0,0,13,0,0,0
95CC05,2087,1863,57,6,4,43,8,86,20,1163,1022,39,3,1,24,6,58,10,1090,981,36,3,1,21,5,33,10,73,41,3,0,0,3,1,25,0,924,841,18,3,3,19,2,28,10,640,595,12,1,0,8,0,16,8,29,20,2,0,0,1,0,5,1,64,59,3,0,0,0,0,2,0,57,48,0,0,2,3,0,4,0,134,119,1,2,1,7,2,1,1
95CC06,2160,1818,80,16,6,104,8,88,40,1270,1057,53,9,5,57,6,53,30,1148,975,43,8,5,52,6,36,23,122,82,10,1,0,5,0,17,7,890,761,27,7,1,47,2,35,10,585,509,17,5,0,18,1,27,8,18,13,1,0,0,1,0,3,0,53,44,2,0,1,4,0,1,1,79,66,5,1,0,3,1,2,1,155,129,2,1,0,21,0,2,0
95CC07,2554,2165,92,13,2,217,4,40,21,1363,1113,57,7,0,152,1,20,13,1266,1041,51,7,0,139,1,15,12,97,72,6,0,0,13,0,5,1,1191,1052,35,6,2,65,3,20,8,904,815,27,4,2,32,3,14,7,41,26,1,0,0,9,0,4,1,63,54,4,1,0,4,0,0,0,63,57,2,0,0,3,0,1,0,120,100,1,1,0,17,0,1,0
95CC08,1934,1656,71,7,1,68,2,100,29,945,770,36,5,1,38,2,74,19,822,687,33,4,1,34,2,46,15,123,83,3,1,0,4,0,28,4,989,886,35,2,0,30,0,26,10,703,638,26,1,0,14,0,19,5,15,5,0,0,0,2,0,4,4,83,76,2,0,0,4,0,0,1,68,62,2,1,0,1,0,2,0,120,105,5,0,0,9,0,1,0
95CC09,2599,2381,72,12,9,43,7,53,22,1650,1507,50,6,8,37,5,26,11,1532,1411,43,5,4,34,4,20,11,118,96,7,1,4,3,1,6,0,949,874,22,6,1,6,2,27,11,688,645,17,4,1,1,2,10,8,33,20,1,0,0,0,0,11,1,51,48,1,0,0,1,0,1,0,53,48,1,1,0,0,0,3,0,124,113,2,1,0,4,0,2,2
95CC10,2019,1830,61,10,1,44,7,42,24,1214,1096,44,8,1,27,3,19,16,1132,1028,42,7,1,25,3,11,15,82,68,2,1,0,2,0,8,1,805,734,17,2,0,17,4,23,8,567,528,10,1,0,4,2,17,5,17,13,0,0,0,1,0,1,2,32,28,0,0,0,1,0,3,0,58,51,1,0,0,3,1,2,0,131,114,6,1,0,8,1,0,1
95CC11,1474,1188,62,7,2,107,4,97,7,664,506,32,5,0,63,3,50,5,596,467,30,5,0,61,3,25,5,68,39,2,0,0,2,0,25,0,810,682,30,2,2,44,1,47,2,522,455,15,1,0,17,1,31,2,22,15,1,0,0,2,0,4,0,65,52,5,0,1,6,0,1,0,72,52,3,1,1,6,0,9,0,129,108,6,0,0,13,0,2,0
95CC12,2085,1944,33,13,2,54,5,17,17,1202,1101,24,10,1,44,3,7,12,1150,1057,21,10,1,43,3,4,11,52,44,3,0,0,1,0,3,1,883,843,9,3,1,10,2,10,5,645,624,5,2,0,1,2,6,5,32,31,0,0,0,0,0,1,0,47,44,1,0,0,1,0,1,0,52,46,1,1,1,1,0,2,0,107,98,2,0,0,7,0,0,0
95CC13,1923,1693,43,8,1,130,6,24,18,1098,935,29,7,0,95,5,18,9,1046,906,25,6,0,90,5,5,9,52,29,4,1,0,5,0,13,0,825,758,14,1,1,35,1,6,9,616,576,8,1,1,19,0,4,7,28,25,1,0,0,0,0,1,1,39,35,1,0,0,3,0,0,0,43,37,0,0,0,4,0,1,1,99,85,4,0,0,9,1,0,0
95CC14,2310,2092,99,22,5,38,10,21,23,1484,1323,78,18,5,26,7,10,17,1348,1206,71,14,5,25,5,7,15,136,117,7,4,0,1,2,3,2,826,769,21,4,0,12,3,11,6,540,506,13,2,0,5,2,9,3,16,15,0,0,0,1,0,0,0,65,63,0,0,0,1,0,0,1,78,69,5,1,0,0,0,1,2,127,116,3,1,0,5,1,1,0
95CC15,2218,2030,52,14,0,33,9,63,17,1292,1170,40,8,0,24,7,36,7,1190,1086,35,7,0,24,7,25,6,102,84,5,1,0,0,0,11,1,926,860,12,6,0,9,2,27,10,647,610,5,3,0,6,2,18,3,27,24,0,0,0,0,0,3,0,51,41,3,1,0,0,0,3,3,54,50,1,1,0,0,0,1,1,147,135,3,1,0,3,0,2,3
95CC16,2136,1922,79,10,3,39,14,52,17,1206,1062,51,5,3,35,12,24,14,1106,982,46,5,3,33,9,15,13,100,80,5,0,0,2,3,9,1,930,860,28,5,0,4,2,28,3,601,571,12,1,0,1,1,14,1,18,13,0,0,0,0,0,5,0,64,48,7,0,0,1,0,7,1,93,83,5,3,0,0,1,1,0,154,145,4,1,0,2,0,1,1
95CC17,2111,1895,53,8,0,96,2,37,20,1206,1063,33,7,0,74,2,18,9,1134,1002,31,7,0,72,2,11,9,72,61,2,0,0,2,0,7,0,905,832,20,1,0,22,0,19,11,682,642,11,1,0,6,0,11,11,27,16,4,0,0,3,0,4,0,37,30,3,0,0,3,0,1,0,49,41,1,0,0,4,0,3,0,110,103,1,0,0,6,0,0,0
95CC18,1866,1474,76,23,14,84,7,138,50,992,765,44,16,5,52,6,76,28,872,704,37,11,5,46,3,40,26,120,61,7,5,0,6,3,36,2,874,709,32,7,9,32,1,62,22,537,449,19,4,6,13,1,33,12,37,18,2,0,1,3,0,8,5,60,46,2,2,0,1,0,7,2,93,70,3,0,2,5,0,10,3,147,126,6,1,0,10,0,4,0
95CC19,2070,1890,60,11,3,47,7,26,26,1218,1104,43,8,0,29,4,9,21,1148,1045,40,8,0,27,4,6,18,70,59,3,0,0,2,0,3,3,852,786,17,3,3,18,3,17,5,594,558,10,1,1,7,1,12,4,14,9,1,0,0,1,0,3,0,38,34,1,0,0,2,1,0,0,79,66,3,1,2,3,1,2,1,127,119,2,1,0,5,0,0,0
95CC20,2298,1981,102,24,12,38,12,99,30,1436,1212,67,20,10,27,8,68,24,1276,1104,58,15,7,25,5,38,24,160,108,9,5,3,2,3,30,0,862,769,35,4,2,11,4,31,6,544,503,13,2,0,5,1,17,3,19,11,2,0,0,0,0,6,0,54,47,4,0,1,0,0,2,0,98,82,6,1,1,2,1,4,1,147,126,10,1,0,4,2,2,2
95CC21,2289,2032,113,31,1,41,4,40,27,1378,1209,78,22,0,27,2,22,18,1216,1076,66,18,0,25,1,14,16,162,133,12,4,0,2,1,8,2,911,823,35,9,1,14,2,18,9,577,541,13,4,0,7,2,10,0,18,12,0,0,0,0,0,4,2,58,48,5,0,0,1,0,2,2,113,97,8,3,0,1,0,2,2,145,125,9,2,1,5,0,0,3
95CC22,1457,1158,68,15,2,44,13,124,33,622,473,30,8,2,24,2,57,26,526,406,27,7,2,22,2,35,25,96,67,3,1,0,2,0,22,1,835,685,38,7,0,20,11,67,7,465,380,23,2,0,5,10,42,3,14,3,0,0,0,0,0,9,2,68,56,3,1,0,3,0,4,1,113,94,7,2,0,1,0,9,0,175,152,5,2,0,11,1,3,1
