GeographyCode,DC1102NI0001,DC1102NI0002,DC1102NI0003,DC1102NI0004,DC1102NI0005,DC1102NI0006,DC1102NI0007,DC1102NI0008,DC1102NI0009,DC1102NI0010,DC1102NI0011,DC1102NI0012,DC1102NI0013,DC1102NI0014,DC1102NI0015,DC1102NI0016,DC1102NI0017,DC1102NI0018,DC1102NI0019,DC1102NI0020,DC1102NI0021,DC1102NI0022,DC1102NI0023,DC1102NI0024,DC1102NI0025,DC1102NI0026,DC1102NI0027,DC1102NI0028,DC1102NI0029,DC1102NI0030,DC1102NI0031,DC1102NI0032,DC1102NI0033,DC1102NI0034,DC1102NI0035,DC1102NI0036,DC1102NI0037,DC1102NI0038,DC1102NI0039,DC1102NI0040,DC1102NI0041,DC1102NI0042,DC1102NI0043,DC1102NI0044,DC1102NI0045,DC1102NI0046,DC1102NI0047,DC1102NI0048
95GG09,77,1,4,3,1,1,0,5,13,17,10,12,5,3,2,0,39,1,2,1,0,1,0,1,6,9,5,6,3,3,1,0,38,0,2,2,1,0,0,4,7,8,5,6,2,0,1,0
95GG10,13,8,0,0,0,0,0,0,1,2,1,0,0,0,1,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0
95GG11,32,1,0,0,0,1,0,3,5,7,8,2,1,2,2,0,13,1,0,0,0,0,0,0,3,3,3,1,1,1,0,0,19,0,0,0,0,1,0,3,2,4,5,1,0,1,2,0
95GG12,77,1,0,0,1,0,2,2,8,18,19,13,9,0,4,0,35,1,0,0,1,0,0,2,2,9,7,4,5,0,4,0,42,0,0,0,0,0,2,0,6,9,12,9,4,0,0,0
95GG13,49,1,0,1,0,1,0,3,12,10,4,6,4,4,2,1,23,1,0,0,0,1,0,1,6,4,2,3,1,3,1,0,26,0,0,1,0,0,0,2,6,6,2,3,3,1,1,1
95GG14,74,2,1,0,1,0,0,6,9,23,12,10,3,3,4,0,36,1,0,0,0,0,0,1,5,13,6,2,2,3,3,0,38,1,1,0,1,0,0,5,4,10,6,8,1,0,1,0
95GG15,88,3,0,0,0,1,0,3,14,23,25,12,2,3,2,0,50,2,0,0,0,0,0,0,6,14,17,7,2,1,1,0,38,1,0,0,0,1,0,3,8,9,8,5,0,2,1,0
95GG16,42,0,0,0,0,1,0,1,8,8,11,7,3,2,1,0,18,0,0,0,0,1,0,1,2,5,5,3,0,1,0,0,24,0,0,0,0,0,0,0,6,3,6,4,3,1,1,0
95GG17,28,2,0,1,0,0,0,2,8,3,4,4,0,2,2,0,14,1,0,1,0,0,0,2,4,0,2,2,0,1,1,0,14,1,0,0,0,0,0,0,4,3,2,2,0,1,1,0
95GG18,14,0,1,3,0,0,0,3,1,2,2,1,1,0,0,0,9,0,1,2,0,0,0,3,0,1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
95GG19,5,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
95GG20,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
95GG21,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
95GG22,36,2,0,1,1,2,1,2,3,12,2,3,2,1,1,3,19,0,0,1,1,1,1,1,1,7,2,1,1,0,1,1,17,2,0,0,0,1,0,1,2,5,0,2,1,1,0,2
95GG23,69,1,1,1,1,0,0,3,11,18,9,10,5,2,7,0,34,0,1,1,1,0,0,2,5,7,5,4,2,2,4,0,35,1,0,0,0,0,0,1,6,11,4,6,3,0,3,0
95GG24,39,2,0,2,0,0,0,2,10,6,5,4,4,3,1,0,17,1,0,2,0,0,0,0,3,3,2,2,3,1,0,0,22,1,0,0,0,0,0,2,7,3,3,2,1,2,1,0
95GG25,20,1,0,0,1,0,0,1,4,1,4,3,4,0,0,1,7,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,13,0,0,0,1,0,0,1,3,1,3,2,2,0,0,0
95GG26,8,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
95GG27,30,1,0,2,0,1,0,4,7,6,3,3,1,1,1,0,18,1,0,2,0,0,0,2,6,3,1,2,1,0,0,0,12,0,0,0,0,1,0,2,1,3,2,1,0,1,1,0
95GG28,25,1,0,1,0,0,1,3,3,9,3,2,0,1,1,0,8,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,17,1,0,1,0,0,1,3,3,6,2,0,0,0,0,0
95GG29,13,0,0,0,0,0,1,2,5,0,2,0,2,0,0,1,9,0,0,0,0,0,1,1,4,0,1,0,1,0,0,1,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
95GG30,46,0,0,0,1,0,2,1,6,13,9,7,2,1,2,2,24,0,0,0,0,0,2,0,5,5,4,4,2,1,1,0,22,0,0,0,1,0,0,1,1,8,5,3,0,0,1,2
95GG31,52,0,0,1,0,1,0,1,7,14,14,7,3,0,4,0,21,0,0,0,0,1,0,0,3,4,6,3,1,0,3,0,31,0,0,1,0,0,0,1,4,10,8,4,2,0,1,0
95GG32,23,6,2,0,0,0,0,1,5,1,4,1,1,1,1,0,11,3,2,0,0,0,0,0,2,0,1,0,1,1,1,0,12,3,0,0,0,0,0,1,3,1,3,1,0,0,0,0
95GG33,186,2,2,1,1,0,2,12,26,46,32,22,21,9,10,0,94,0,0,0,1,0,1,8,12,20,18,13,12,3,6,0,92,2,2,1,0,0,1,4,14,26,14,9,9,6,4,0
95GG34,43,0,1,1,1,0,0,2,7,8,6,4,4,3,5,1,27,0,1,0,1,0,0,0,5,6,3,2,3,2,3,1,16,0,0,1,0,0,0,2,2,2,3,2,1,1,2,0
95GG35,7,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
95GG36,31,0,0,0,0,0,0,0,12,7,2,3,3,1,3,0,17,0,0,0,0,0,0,0,5,5,0,3,1,1,2,0,14,0,0,0,0,0,0,0,7,2,2,0,2,0,1,0
95GG37,68,1,0,0,0,1,0,5,16,14,16,7,2,2,4,0,32,1,0,0,0,0,0,1,9,9,6,4,0,1,1,0,36,0,0,0,0,1,0,4,7,5,10,3,2,1,3,0
95GG38,88,3,0,0,0,0,0,6,17,18,21,12,3,4,4,0,43,1,0,0,0,0,0,4,8,8,7,9,2,2,2,0,45,2,0,0,0,0,0,2,9,10,14,3,1,2,2,0
95GG39,23,3,0,0,1,0,0,2,2,4,2,4,1,1,2,1,15,1,0,0,1,0,0,0,1,4,1,4,1,0,1,1,8,2,0,0,0,0,0,2,1,0,1,0,0,1,1,0
95GG40,5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
95GG41,110,0,0,0,0,1,0,5,18,27,26,14,6,5,8,0,60,0,0,0,0,1,0,2,7,16,15,8,3,2,6,0,50,0,0,0,0,0,0,3,11,11,11,6,3,3,2,0
95GG42,172,0,0,0,0,2,0,12,43,39,19,20,20,4,13,0,82,0,0,0,0,2,0,6,22,17,6,10,8,3,8,0,90,0,0,0,0,0,0,6,21,22,13,10,12,1,5,0
95GG43,10,0,0,0,0,0,0,0,3,2,1,0,2,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0
95GG44,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
95GG45,72,3,0,1,1,0,3,7,14,9,12,8,2,3,9,0,37,1,0,1,1,0,1,4,4,6,7,4,1,1,6,0,35,2,0,0,0,0,2,3,10,3,5,4,1,2,3,0
95GG46,11,0,0,0,0,0,0,0,2,3,2,1,1,0,2,0,6,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
95GG47,22,2,1,0,1,0,1,1,3,4,2,4,0,3,0,0,15,2,0,0,1,0,1,1,1,3,0,3,0,3,0,0,7,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0
95GG48,17,1,0,1,0,0,0,1,5,3,4,1,0,0,1,0,10,1,0,0,0,0,0,1,5,1,0,1,0,0,1,0,7,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0
95GG49,76,2,1,3,2,0,0,5,11,14,20,7,5,1,4,1,41,0,0,1,2,0,0,2,7,7,11,6,3,0,1,1,35,2,1,2,0,0,0,3,4,7,9,1,2,1,3,0
95GG50,11,3,1,0,0,0,0,0,3,0,0,0,2,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1
95GG51,10,1,0,0,0,0,0,0,4,0,2,1,1,0,0,1,6,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
95HH01,23,0,0,1,0,0,0,2,7,1,6,3,1,1,1,0,9,0,0,1,0,0,0,1,1,1,3,1,0,1,0,0,14,0,0,0,0,0,0,1,6,0,3,2,1,0,1,0
95HH02,27,0,0,0,0,0,1,2,6,9,4,2,1,1,1,0,11,0,0,0,0,0,0,1,2,5,1,1,0,1,0,0,16,0,0,0,0,0,1,1,4,4,3,1,1,0,1,0
95HH03,17,1,0,0,0,2,0,1,2,5,3,3,0,0,0,0,6,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,11,1,0,0,0,0,0,0,1,4,3,2,0,0,0,0
95HH04,53,0,0,0,1,1,1,2,8,14,12,8,4,0,1,1,21,0,0,0,1,1,0,1,3,4,4,4,2,0,0,1,32,0,0,0,0,0,1,1,5,10,8,4,2,0,1,0
95HH05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95HH06,41,3,2,3,0,1,0,3,8,8,4,2,3,1,3,0,21,3,2,1,0,1,0,2,3,4,1,1,1,1,1,0,20,0,0,2,0,0,0,1,5,4,3,1,2,0,2,0
95HH07,11,2,0,0,0,1,0,2,2,0,1,2,0,1,0,0,5,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0
95HH08,26,1,0,0,0,0,0,0,5,6,3,3,4,1,3,0,8,0,0,0,0,0,0,0,1,2,2,0,0,0,3,0,18,1,0,0,0,0,0,0,4,4,1,3,4,1,0,0
95HH09,11,1,0,2,0,0,0,0,3,2,0,3,0,0,0,0,6,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0
95HH10,37,0,1,0,0,0,1,4,6,12,9,3,0,0,1,0,15,0,1,0,0,0,1,1,1,5,5,1,0,0,0,0,22,0,0,0,0,0,0,3,5,7,4,2,0,0,1,0
95HH11,7,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
95HH12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95HH14,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
95HH15,30,1,0,0,1,0,0,2,5,10,4,3,1,2,1,0,11,1,0,0,0,0,0,1,1,4,1,2,0,1,0,0,19,0,0,0,1,0,0,1,4,6,3,1,1,1,1,0
95HH16,35,0,0,0,0,0,0,1,6,10,7,1,5,2,3,0,17,0,0,0,0,0,0,1,3,3,3,0,3,2,2,0,18,0,0,0,0,0,0,0,3,7,4,1,2,0,1,0
95HH17,14,1,0,0,0,0,0,1,2,2,5,3,0,0,0,0,7,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0
95II01,38,0,0,1,0,0,0,1,9,15,7,5,0,0,0,0,17,0,0,1,0,0,0,0,7,4,3,2,0,0,0,0,21,0,0,0,0,0,0,1,2,11,4,3,0,0,0,0
95II02,73,0,1,0,0,0,0,4,22,14,14,8,3,2,4,1,28,0,1,0,0,0,0,2,7,7,5,3,0,1,1,1,45,0,0,0,0,0,0,2,15,7,9,5,3,1,3,0
95II03,46,1,0,0,0,0,0,2,8,18,10,3,1,1,2,0,20,0,0,0,0,0,0,0,3,10,3,2,1,0,1,0,26,1,0,0,0,0,0,2,5,8,7,1,0,1,1,0
95II04,22,0,0,0,1,0,0,1,4,4,5,4,1,1,1,0,12,0,0,0,1,0,0,0,2,2,4,3,0,0,0,0,10,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0
95II05,59,3,1,0,0,0,1,5,14,10,14,9,2,0,0,0,30,2,1,0,0,0,1,2,10,4,6,3,1,0,0,0,29,1,0,0,0,0,0,3,4,6,8,6,1,0,0,0
95II06,51,2,0,0,0,0,0,2,15,12,11,6,2,0,1,0,28,2,0,0,0,0,0,0,9,7,3,4,2,0,1,0,23,0,0,0,0,0,0,2,6,5,8,2,0,0,0,0
95II07,14,2,1,1,2,0,0,2,2,2,0,1,0,0,1,0,6,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,8,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
95II08,7,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
95II09,25,0,0,0,0,0,0,3,4,11,3,2,0,2,0,0,13,0,0,0,0,0,0,2,1,5,2,1,0,2,0,0,12,0,0,0,0,0,0,1,3,6,1,1,0,0,0,0
95II10,11,1,0,0,0,0,0,0,1,4,1,0,1,1,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
95II11,50,1,0,1,0,0,0,4,10,11,7,11,2,2,1,0,18,0,0,0,0,0,0,3,3,3,2,5,1,0,1,0,32,1,0,1,0,0,0,1,7,8,5,6,1,2,0,0
95II12,44,0,0,0,0,0,1,1,7,15,3,13,0,2,2,0,22,0,0,0,0,0,0,0,3,10,1,5,0,2,1,0,22,0,0,0,0,0,1,1,4,5,2,8,0,0,1,0
95II13,12,1,0,1,0,0,0,1,3,5,1,0,0,0,0,0,8,1,0,1,0,0,0,1,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
95II14,25,0,0,0,0,0,0,0,5,3,7,6,2,1,1,0,15,0,0,0,0,0,0,0,4,3,3,3,1,0,1,0,10,0,0,0,0,0,0,0,1,0,4,3,1,1,0,0
95II15,49,0,1,0,0,0,0,3,7,11,15,5,3,2,2,0,25,0,0,0,0,0,0,1,2,8,5,3,2,2,2,0,24,0,1,0,0,0,0,2,5,3,10,2,1,0,0,0
95II16,7,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,5,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95II17,23,0,0,2,0,1,0,4,1,8,2,1,2,1,1,0,12,0,0,2,0,0,0,3,0,2,1,1,1,1,1,0,11,0,0,0,0,1,0,1,1,6,1,0,1,0,0,0
95II18,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
95II19,68,0,0,1,0,0,0,3,17,18,14,6,4,2,3,0,31,0,0,1,0,0,0,1,7,10,7,1,1,1,2,0,37,0,0,0,0,0,0,2,10,8,7,5,3,1,1,0
95II20,34,1,0,0,0,0,1,1,4,9,5,10,2,1,0,0,17,1,0,0,0,0,1,0,2,5,3,3,1,1,0,0,17,0,0,0,0,0,0,1,2,4,2,7,1,0,0,0
95II21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95II22,13,0,0,1,0,0,0,2,4,4,2,0,0,0,0,0,6,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,7,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0
95II23,27,0,0,0,1,0,0,4,5,8,2,4,0,1,2,0,13,0,0,0,0,0,0,3,3,3,1,1,0,0,2,0,14,0,0,0,1,0,0,1,2,5,1,3,0,1,0,0
95JJ01,42,0,1,0,0,0,1,3,10,11,5,7,3,0,1,0,20,0,1,0,0,0,1,2,3,5,4,1,2,0,1,0,22,0,0,0,0,0,0,1,7,6,1,6,1,0,0,0
95JJ02,55,7,2,6,0,0,0,4,4,18,7,3,2,0,2,0,22,3,0,2,0,0,0,1,1,8,4,2,1,0,0,0,33,4,2,4,0,0,0,3,3,10,3,1,1,0,2,0
95JJ03,9,0,0,0,0,0,0,1,3,2,1,1,0,0,1,0,5,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
95JJ04,31,0,0,0,0,0,0,3,8,7,11,1,0,0,1,0,12,0,0,0,0,0,0,0,3,3,5,0,0,0,1,0,19,0,0,0,0,0,0,3,5,4,6,1,0,0,0,0
95JJ05,11,0,1,0,0,0,0,0,1,4,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,7,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0
95JJ06,11,0,0,0,0,0,0,1,3,2,4,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0
95JJ07,8,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,6,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95JJ08,45,4,2,1,0,0,0,1,4,12,12,4,3,0,2,0,22,2,2,1,0,0,0,0,1,4,4,3,3,0,2,0,23,2,0,0,0,0,0,1,3,8,8,1,0,0,0,0
95JJ09,38,1,1,1,0,0,0,3,5,11,7,2,4,3,0,0,20,1,1,1,0,0,0,1,0,5,5,2,2,2,0,0,18,0,0,0,0,0,0,2,5,6,2,0,2,1,0,0
95JJ10,27,0,0,0,0,0,0,3,7,5,5,3,1,2,1,0,7,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,20,0,0,0,0,0,0,3,4,4,4,2,0,2,1,0
95JJ11,69,4,0,0,1,0,2,5,10,20,10,7,3,1,6,0,28,3,0,0,1,0,0,2,2,6,4,4,1,1,4,0,41,1,0,0,0,0,2,3,8,14,6,3,2,0,2,0
95JJ12,33,0,0,0,0,0,0,2,7,8,4,7,2,2,1,0,22,0,0,0,0,0,0,0,5,4,3,5,2,2,1,0,11,0,0,0,0,0,0,2,2,4,1,2,0,0,0,0
95JJ13,73,0,0,0,0,1,0,4,12,16,16,14,5,2,3,0,43,0,0,0,0,1,0,2,7,7,11,9,4,1,1,0,30,0,0,0,0,0,0,2,5,9,5,5,1,1,2,0
95JJ14,39,0,0,0,0,0,0,2,9,8,10,6,1,2,1,0,21,0,0,0,0,0,0,2,4,4,5,3,1,1,1,0,18,0,0,0,0,0,0,0,5,4,5,3,0,1,0,0
95JJ15,30,0,0,0,0,0,0,0,6,3,10,4,1,1,3,2,6,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,24,0,0,0,0,0,0,0,4,2,9,3,1,1,3,1
95JJ16,27,1,0,0,0,1,1,1,1,6,6,5,0,2,2,1,13,1,0,0,0,1,0,0,0,3,3,4,0,0,0,1,14,0,0,0,0,0,1,1,1,3,3,1,0,2,2,0
95JJ17,42,0,0,0,0,0,1,2,11,10,7,4,2,1,4,0,19,0,0,0,0,0,1,0,4,3,3,2,2,1,3,0,23,0,0,0,0,0,0,2,7,7,4,2,0,0,1,0
95JJ18,28,0,0,0,0,0,1,1,6,8,8,4,0,0,0,0,14,0,0,0,0,0,1,0,5,2,2,4,0,0,0,0,14,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0
95JJ19,70,0,1,1,0,0,0,3,12,17,14,11,5,4,2,0,38,0,0,0,0,0,0,1,6,8,7,9,3,4,0,0,32,0,1,1,0,0,0,2,6,9,7,2,2,0,2,0
95JJ20,53,0,1,1,1,1,0,4,9,7,15,8,4,1,1,0,21,0,0,0,0,0,0,2,3,5,7,2,1,0,1,0,32,0,1,1,1,1,0,2,6,2,8,6,3,1,0,0
95JJ21,43,0,0,1,0,0,0,2,7,11,10,8,1,0,3,0,11,0,0,0,0,0,0,1,4,1,2,1,0,0,2,0,32,0,0,1,0,0,0,1,3,10,8,7,1,0,1,0
95JJ22,74,0,0,1,0,0,0,5,15,20,14,9,5,1,4,0,39,0,0,0,0,0,0,1,8,8,11,5,4,1,1,0,35,0,0,1,0,0,0,4,7,12,3,4,1,0,3,0
95KK01,19,0,0,0,0,0,0,2,5,5,2,4,0,0,1,0,9,0,0,0,0,0,0,0,2,3,1,2,0,0,1,0,10,0,0,0,0,0,0,2,3,2,1,2,0,0,0,0
95KK02,30,1,0,1,0,1,0,3,6,6,6,1,3,0,2,0,10,1,0,1,0,0,0,0,2,1,2,0,2,0,1,0,20,0,0,0,0,1,0,3,4,5,4,1,1,0,1,0
95KK03,31,0,1,0,0,0,2,0,10,6,4,7,0,0,1,0,12,0,0,0,0,0,2,0,6,1,1,2,0,0,0,0,19,0,1,0,0,0,0,0,4,5,3,5,0,0,1,0
95KK04,27,0,0,0,0,0,0,2,6,8,6,3,0,1,1,0,8,0,0,0,0,0,0,1,1,4,0,1,0,1,0,0,19,0,0,0,0,0,0,1,5,4,6,2,0,0,1,0
95KK05,47,2,2,1,0,0,0,0,11,9,12,7,1,2,0,0,23,2,1,1,0,0,0,0,2,6,5,4,1,1,0,0,24,0,1,0,0,0,0,0,9,3,7,3,0,1,0,0
95KK06,18,0,0,0,0,0,0,1,5,5,3,2,0,2,0,0,11,0,0,0,0,0,0,1,3,2,3,1,0,1,0,0,7,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0
95KK07,35,0,0,0,0,0,1,1,13,5,5,5,1,1,3,0,16,0,0,0,0,0,1,0,4,2,3,4,1,1,0,0,19,0,0,0,0,0,0,1,9,3,2,1,0,0,3,0
95KK08,21,1,0,0,0,0,0,1,7,3,3,3,2,1,0,0,9,1,0,0,0,0,0,0,1,1,1,2,2,1,0,0,12,0,0,0,0,0,0,1,6,2,2,1,0,0,0,0
95KK09,25,0,2,0,0,0,0,2,9,3,2,3,2,1,1,0,15,0,2,0,0,0,0,1,5,2,1,2,0,1,1,0,10,0,0,0,0,0,0,1,4,1,1,1,2,0,0,0
95KK10,38,1,0,0,0,0,0,4,9,5,9,7,1,0,2,0,18,1,0,0,0,0,0,2,5,2,3,3,1,0,1,0,20,0,0,0,0,0,0,2,4,3,6,4,0,0,1,0
95KK11,27,0,0,1,0,0,1,3,6,4,4,6,2,0,0,0,13,0,0,0,0,0,0,1,3,2,2,4,1,0,0,0,14,0,0,1,0,0,1,2,3,2,2,2,1,0,0,0
95KK12,42,1,0,1,0,0,0,6,6,10,8,4,4,2,0,0,22,1,0,1,0,0,0,4,4,3,5,2,1,1,0,0,20,0,0,0,0,0,0,2,2,7,3,2,3,1,0,0
95KK13,35,0,0,0,0,0,1,3,9,7,7,3,0,1,4,0,18,0,0,0,0,0,0,0,4,3,5,1,0,1,4,0,17,0,0,0,0,0,1,3,5,4,2,2,0,0,0,0
95KK14,37,0,1,1,0,0,0,4,8,2,6,8,3,2,2,0,19,0,1,0,0,0,0,3,1,2,4,4,2,2,0,0,18,0,0,1,0,0,0,1,7,0,2,4,1,0,2,0
95KK15,28,0,0,0,0,1,0,3,9,6,4,2,2,1,0,0,13,0,0,0,0,1,0,0,5,3,1,1,1,1,0,0,15,0,0,0,0,0,0,3,4,3,3,1,1,0,0,0
95KK16,36,0,0,0,0,0,0,4,9,6,6,9,2,0,0,0,20,0,0,0,0,0,0,2,5,4,4,4,1,0,0,0,16,0,0,0,0,0,0,2,4,2,2,5,1,0,0,0
95LL01,68,0,1,1,1,0,1,5,11,15,14,12,3,2,2,0,33,0,0,0,1,0,1,2,10,6,3,6,1,1,2,0,35,0,1,1,0,0,0,3,1,9,11,6,2,1,0,0
95LL02,20,2,0,1,0,1,0,0,8,3,2,2,1,0,0,0,12,2,0,1,0,1,0,0,4,1,0,2,1,0,0,0,8,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0
95LL03,15,3,0,0,0,0,0,1,3,3,2,0,0,0,3,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10,1,0,0,0,0,0,1,2,2,2,0,0,0,2,0
95LL04,32,0,0,0,0,0,1,1,7,5,9,5,3,0,1,0,17,0,0,0,0,0,1,1,4,3,3,3,1,0,1,0,15,0,0,0,0,0,0,0,3,2,6,2,2,0,0,0
95LL05,75,0,0,0,0,0,0,9,16,19,17,9,3,1,1,0,41,0,0,0,0,0,0,3,9,11,7,6,3,1,1,0,34,0,0,0,0,0,0,6,7,8,10,3,0,0,0,0
95LL06,39,4,0,1,0,1,1,3,7,10,6,4,1,1,0,0,16,2,0,0,0,0,1,1,2,3,4,2,0,1,0,0,23,2,0,1,0,1,0,2,5,7,2,2,1,0,0,0
95LL07,7,0,1,0,0,0,0,1,2,0,2,0,1,0,0,0,6,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95LL08,22,4,1,1,0,0,0,2,6,3,1,1,1,0,2,0,10,1,1,1,0,0,0,0,1,1,1,1,1,0,2,0,12,3,0,0,0,0,0,2,5,2,0,0,0,0,0,0
95LL09,32,5,1,1,0,0,1,3,8,4,6,1,1,0,1,0,19,4,1,1,0,0,1,1,2,3,3,1,1,0,1,0,13,1,0,0,0,0,0,2,6,1,3,0,0,0,0,0
95LL10,64,2,1,0,0,0,0,4,14,16,8,10,3,4,2,0,37,1,0,0,0,0,0,3,9,12,3,5,0,3,1,0,27,1,1,0,0,0,0,1,5,4,5,5,3,1,1,0
95LL11,60,2,0,0,0,0,1,3,15,17,10,7,2,0,1,2,32,2,0,0,0,0,1,1,12,7,4,4,0,0,0,1,28,0,0,0,0,0,0,2,3,10,6,3,2,0,1,1
95LL12,31,1,1,0,0,0,0,1,11,7,3,2,3,0,2,0,17,0,1,0,0,0,0,0,7,3,2,1,2,0,1,0,14,1,0,0,0,0,0,1,4,4,1,1,1,0,1,0
95LL13,18,2,1,2,0,0,0,1,3,3,3,0,2,0,1,0,11,0,1,2,0,0,0,0,1,3,2,0,1,0,1,0,7,2,0,0,0,0,0,1,2,0,1,0,1,0,0,0
