GeographyCode,DC4402NI0001,DC4402NI0002,DC4402NI0003,DC4402NI0004,DC4402NI0005,DC4402NI0006,DC4402NI0007,DC4402NI0008,DC4402NI0009,DC4402NI0010,DC4402NI0011,DC4402NI0012,DC4402NI0013,DC4402NI0014,DC4402NI0015,DC4402NI0016,DC4402NI0017,DC4402NI0018,DC4402NI0019,DC4402NI0020,DC4402NI0021,DC4402NI0022,DC4402NI0023,DC4402NI0024,DC4402NI0025,DC4402NI0026,DC4402NI0027,DC4402NI0028,DC4402NI0029,DC4402NI0030,DC4402NI0031,DC4402NI0032,DC4402NI0033,DC4402NI0034,DC4402NI0035,DC4402NI0036,DC4402NI0037,DC4402NI0038,DC4402NI0039,DC4402NI0040,DC4402NI0041,DC4402NI0042,DC4402NI0043,DC4402NI0044,DC4402NI0045,DC4402NI0046,DC4402NI0047,DC4402NI0048,DC4402NI0049,DC4402NI0050,DC4402NI0051,DC4402NI0052,DC4402NI0053,DC4402NI0054,DC4402NI0055,DC4402NI0056,DC4402NI0057,DC4402NI0058,DC4402NI0059,DC4402NI0060,DC4402NI0061,DC4402NI0062,DC4402NI0063,DC4402NI0064,DC4402NI0065,DC4402NI0066,DC4402NI0067,DC4402NI0068,DC4402NI0069,DC4402NI0070,DC4402NI0071,DC4402NI0072,DC4402NI0073,DC4402NI0074,DC4402NI0075,DC4402NI0076,DC4402NI0077,DC4402NI0078,DC4402NI0079,DC4402NI0080,DC4402NI0081,DC4402NI0082,DC4402NI0083,DC4402NI0084,DC4402NI0085,DC4402NI0086,DC4402NI0087,DC4402NI0088,DC4402NI0089,DC4402NI0090,DC4402NI0091,DC4402NI0092,DC4402NI0093,DC4402NI0094,DC4402NI0095,DC4402NI0096,DC4402NI0097,DC4402NI0098,DC4402NI0099,DC4402NI0100,DC4402NI0101,DC4402NI0102,DC4402NI0103,DC4402NI0104,DC4402NI0105,DC4402NI0106,DC4402NI0107,DC4402NI0108,DC4402NI0109,DC4402NI0110,DC4402NI0111,DC4402NI0112,DC4402NI0113,DC4402NI0114,DC4402NI0115,DC4402NI0116,DC4402NI0117,DC4402NI0118,DC4402NI0119,DC4402NI0120,DC4402NI0121,DC4402NI0122,DC4402NI0123,DC4402NI0124,DC4402NI0125,DC4402NI0126,DC4402NI0127,DC4402NI0128,DC4402NI0129,DC4402NI0130,DC4402NI0131,DC4402NI0132
95AA11,1993,478,1053,14,63,37,283,2,17,6,40,1993,478,1053,14,63,37,283,2,17,6,40,1877,472,1036,14,55,12,228,2,15,3,40,757,267,422,0,8,0,39,2,2,0,17,618,104,393,5,9,4,89,0,7,0,7,502,101,221,9,38,8,100,0,6,3,16,116,6,17,0,8,25,55,0,2,3,0,103,5,15,0,7,24,47,0,2,3,0,10,0,1,0,1,0,8,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA12,971,420,417,1,22,11,56,0,8,0,36,971,420,417,1,22,11,56,0,8,0,36,965,419,417,1,22,11,52,0,8,0,35,787,376,347,0,1,0,34,0,4,0,25,128,35,53,0,10,9,11,0,2,0,8,50,8,17,1,11,2,7,0,2,0,2,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95AA13,1239,342,503,5,57,59,222,0,16,6,29,1238,342,503,5,57,59,221,0,16,6,29,1146,337,498,5,43,35,182,0,15,3,28,474,176,239,1,2,5,35,0,6,1,9,469,104,215,3,17,21,93,0,6,1,9,203,57,44,1,24,9,54,0,3,1,10,92,5,5,0,14,24,39,0,1,3,1,66,2,4,0,11,24,21,0,1,2,1,8,1,1,0,3,0,2,0,0,1,0,18,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
95AA14,779,425,281,1,3,1,42,0,5,2,19,779,425,281,1,3,1,42,0,5,2,19,772,420,281,1,3,0,42,0,5,2,18,701,379,265,1,0,0,34,0,4,1,17,50,30,11,0,2,0,5,0,1,1,0,21,11,5,0,1,0,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15,1595,230,743,24,279,1,262,5,18,1,32,1595,230,743,24,279,1,262,5,18,1,32,1428,218,707,19,203,1,231,5,16,1,27,262,57,159,1,10,0,28,2,1,1,3,615,117,305,13,40,0,125,1,6,0,8,551,44,243,5,153,1,78,2,9,0,16,167,12,36,5,76,0,31,0,2,0,5,161,12,36,5,75,0,27,0,1,0,5,6,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA16,832,183,264,6,204,3,139,2,6,1,24,832,183,264,6,204,3,139,2,6,1,24,687,176,247,6,115,2,114,2,6,1,18,52,10,17,0,12,0,12,0,0,0,1,136,38,41,1,20,2,29,0,2,0,3,499,128,189,5,83,0,73,2,4,1,14,145,7,17,0,89,1,25,0,0,0,6,143,7,17,0,89,1,23,0,0,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA17,855,195,388,15,141,17,70,1,5,2,21,855,195,388,15,141,17,70,1,5,2,21,793,193,386,15,106,0,67,1,5,1,19,146,56,68,1,8,0,8,0,2,1,2,324,79,183,8,13,0,33,1,2,0,5,323,58,135,6,85,0,26,0,1,0,12,62,2,2,0,35,17,3,0,0,1,2,57,2,2,0,34,15,2,0,0,1,1,5,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA18,1004,519,321,2,8,2,109,3,15,1,24,1004,519,321,2,8,2,109,3,15,1,24,922,507,307,1,8,1,62,2,12,0,22,635,408,188,0,0,1,20,0,4,0,14,158,56,68,1,1,0,22,2,4,0,4,129,43,51,0,7,0,20,0,4,0,4,82,12,14,1,0,1,47,1,3,1,2,76,12,12,1,0,1,45,0,2,1,2,5,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA19,832,339,264,1,99,11,71,4,14,3,26,832,339,264,1,99,11,71,4,14,3,26,817,335,263,1,98,11,66,0,14,3,26,528,271,192,1,10,1,30,0,5,1,17,181,45,51,0,37,10,30,0,4,1,3,108,19,20,0,51,0,6,0,5,1,6,11,1,0,0,1,0,5,4,0,0,0,10,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB01,1307,488,657,3,68,2,59,0,4,1,25,1307,488,657,3,68,2,59,0,4,1,25,1275,483,643,3,66,1,50,0,4,1,24,588,262,293,0,5,0,15,0,2,0,11,478,156,265,2,24,0,21,0,1,1,8,209,65,85,1,37,1,14,0,1,0,5,32,5,14,0,2,1,9,0,0,0,1,28,2,14,0,2,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB02,1126,330,258,12,267,78,99,1,17,10,54,1126,330,258,12,267,78,99,1,17,10,54,809,308,226,9,119,26,73,1,15,3,29,210,109,70,0,6,4,12,1,1,1,6,349,124,98,3,60,12,30,0,5,1,16,250,75,58,6,53,10,31,0,9,1,7,317,22,32,3,148,52,26,0,2,7,25,306,21,31,3,144,52,23,0,2,6,24,11,1,1,0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03,1776,657,603,22,183,38,200,2,21,4,46,1776,657,603,22,183,38,200,2,21,4,46,1696,613,602,22,175,28,189,2,21,4,40,808,410,302,1,14,3,51,1,4,1,21,424,91,156,12,50,19,74,0,7,3,12,464,112,144,9,111,6,64,1,10,0,7,38,3,1,0,8,10,11,0,0,0,5,29,3,1,0,8,10,2,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,42,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95BB04,1307,598,421,8,90,27,114,0,11,4,34,1307,598,421,8,90,27,114,0,11,4,34,1245,591,416,8,75,4,104,0,11,3,33,583,333,207,2,4,0,19,0,2,1,15,374,181,115,5,21,2,35,0,4,2,9,288,77,94,1,50,2,50,0,5,0,9,62,7,5,0,15,23,10,0,0,1,1,52,7,4,0,15,23,1,0,0,1,1,7,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB05,1318,521,524,7,96,12,108,0,9,1,40,1318,521,524,7,96,12,108,0,9,1,40,1301,520,521,7,96,12,97,0,9,1,38,800,404,306,0,17,2,46,0,2,0,23,263,71,103,5,38,9,24,0,4,1,8,238,45,112,2,41,1,27,0,3,0,7,17,1,3,0,0,0,11,0,0,0,2,9,1,1,0,0,0,6,0,0,0,1,7,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB06,1518,338,337,23,288,132,324,1,25,2,48,1518,338,337,23,288,132,324,1,25,2,48,1066,312,280,15,177,41,192,0,17,0,32,68,12,17,0,12,9,11,0,1,0,6,225,73,66,0,24,12,41,0,4,0,5,773,227,197,15,141,20,140,0,12,0,21,452,26,57,8,111,91,132,1,8,2,16,418,21,52,6,108,90,118,1,7,2,13,18,1,4,2,1,1,9,0,0,0,0,16,4,1,0,2,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB07,1315,408,387,8,126,150,170,3,9,4,50,1315,408,387,8,126,150,170,3,9,4,50,1133,387,362,8,123,75,123,3,7,2,43,294,165,96,0,4,2,15,0,3,0,9,421,129,145,3,43,49,32,1,1,2,16,418,93,121,5,76,24,76,2,3,0,18,181,20,25,0,3,75,47,0,2,2,7,161,18,20,0,3,73,37,0,1,2,7,11,2,1,0,0,1,6,0,1,0,0,9,0,4,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08,1068,291,425,11,209,2,76,1,8,0,45,1068,291,425,11,209,2,76,1,8,0,45,1044,290,421,11,197,2,71,1,8,0,43,157,61,70,1,8,0,9,0,3,0,5,638,167,241,7,143,2,47,1,3,0,27,249,62,110,3,46,0,15,0,2,0,11,24,1,4,0,12,0,5,0,0,0,2,23,1,4,0,12,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB09,1253,529,480,6,19,16,159,7,15,0,22,1253,529,480,6,19,16,159,7,15,0,22,1169,512,449,6,19,5,140,7,11,0,20,531,299,205,1,0,0,14,1,3,0,8,353,141,158,1,4,2,34,3,3,0,7,285,72,86,4,15,3,92,3,5,0,5,83,17,31,0,0,11,19,0,4,0,1,69,12,25,0,0,11,18,0,2,0,1,14,5,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95BB10,1509,599,480,8,123,51,195,2,16,1,34,1509,599,480,8,123,51,195,2,16,1,34,1262,547,452,5,84,1,138,1,9,1,24,599,342,218,0,4,0,27,0,1,1,6,198,68,85,2,19,0,22,0,0,0,2,465,137,149,3,61,1,89,1,8,0,16,246,52,27,3,39,50,57,1,7,0,10,219,48,26,3,39,48,38,1,7,0,9,12,2,0,0,0,2,8,0,0,0,0,15,2,1,0,0,0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB11,1338,453,466,11,250,30,80,1,12,1,34,1338,453,466,11,250,30,80,1,12,1,34,1213,426,460,11,174,26,75,0,11,0,30,330,168,139,2,6,0,8,0,1,0,6,420,150,156,0,58,17,24,0,2,0,13,463,108,165,9,110,9,43,0,8,0,11,125,27,6,0,76,4,5,1,1,1,4,124,26,6,0,76,4,5,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB12,1130,367,336,12,250,14,114,3,9,1,24,1130,367,336,12,250,14,114,3,9,1,24,1082,367,330,11,241,12,84,3,9,1,24,427,231,159,1,15,0,10,1,3,0,7,120,29,30,2,34,4,14,0,1,0,6,535,107,141,8,192,8,60,2,5,1,11,48,0,6,1,9,2,30,0,0,0,0,41,0,5,1,8,1,26,0,0,0,0,6,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB13,1687,511,729,17,256,28,95,2,6,2,41,1687,511,729,17,256,28,95,2,6,2,41,1646,508,719,14,240,28,88,2,6,1,40,550,229,289,0,7,0,18,1,0,0,6,736,204,318,9,120,21,41,1,3,1,18,360,75,112,5,113,7,29,0,3,0,16,41,3,10,3,16,0,7,0,0,1,1,35,3,8,3,15,0,6,0,0,0,0,5,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB14,1172,561,463,2,29,1,81,1,7,0,27,1172,561,463,2,29,1,81,1,7,0,27,1165,557,463,2,29,1,79,1,6,0,27,909,483,345,0,5,0,51,1,5,0,19,133,42,63,1,10,1,12,0,1,0,3,123,32,55,1,14,0,16,0,0,0,5,6,3,0,0,0,0,2,0,1,0,0,5,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB15,1287,456,490,3,121,1,159,0,22,2,33,1287,456,490,3,121,1,159,0,22,2,33,1274,453,487,3,120,1,154,0,22,2,32,688,305,300,0,14,0,39,0,9,1,20,281,65,103,1,57,1,42,0,3,0,9,305,83,84,2,49,0,73,0,10,1,3,10,2,2,0,1,0,5,0,0,0,0,7,1,1,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95BB16,1176,636,418,4,29,1,69,1,8,0,10,1176,636,418,4,29,1,69,1,8,0,10,1167,631,416,4,28,1,69,1,8,0,9,921,535,327,2,2,1,43,0,4,0,7,150,64,62,1,11,0,7,0,3,0,2,96,32,27,1,15,0,19,1,1,0,0,9,5,2,0,1,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB17,1399,403,640,27,176,4,120,0,9,0,20,1399,403,640,27,176,4,120,0,9,0,20,1384,402,636,26,172,4,115,0,9,0,20,421,225,148,0,14,0,26,0,2,0,6,653,147,358,19,57,3,56,0,7,0,6,310,30,130,7,101,1,33,0,0,0,8,15,1,4,1,4,0,5,0,0,0,0,11,0,3,1,4,0,3,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB18,1638,528,749,7,120,24,167,0,11,4,28,1638,528,749,7,120,24,167,0,11,4,28,1604,522,745,7,112,18,160,0,10,4,26,709,283,352,1,12,0,41,0,5,2,13,588,181,292,4,32,10,58,0,3,0,8,307,58,101,2,68,8,61,0,2,2,5,32,5,4,0,8,6,7,0,1,0,1,22,3,2,0,7,6,3,0,0,0,1,7,2,1,0,1,0,2,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95BB19,1724,508,1006,13,49,1,114,0,20,0,13,1724,508,1006,13,49,1,114,0,20,0,13,1685,503,1001,11,36,1,102,0,18,0,13,696,277,375,3,3,0,30,0,2,0,6,816,184,548,7,6,1,55,0,11,0,4,173,42,78,1,27,0,17,0,5,0,3,39,5,5,2,13,0,12,0,2,0,0,38,4,5,2,13,0,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB20,1290,418,440,6,162,28,166,0,20,3,47,1290,418,440,6,162,28,166,0,20,3,47,1241,409,437,6,154,19,154,0,18,3,41,462,211,164,1,21,4,48,0,2,1,10,300,56,138,5,36,5,40,0,6,2,12,479,142,135,0,97,10,66,0,10,0,19,49,9,3,0,8,9,12,0,2,0,6,36,6,2,0,8,9,4,0,1,0,6,2,0,0,0,0,0,1,0,1,0,0,11,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB21,1821,618,829,15,108,6,177,1,31,3,33,1821,618,829,15,108,6,177,1,31,3,33,1775,606,818,15,100,6,163,1,30,3,33,891,379,422,2,8,2,46,1,13,2,16,558,142,286,9,30,2,70,0,10,0,9,326,85,110,4,62,2,47,0,7,1,8,45,11,11,0,8,0,14,0,1,0,0,41,11,10,0,7,0,12,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB22,1194,167,481,7,410,11,91,0,5,0,22,1194,167,481,7,410,11,91,0,5,0,22,1000,162,470,7,249,7,81,0,4,0,20,155,39,85,0,18,0,8,0,0,0,5,352,51,201,1,58,1,30,0,3,0,7,493,72,184,6,173,6,43,0,1,0,8,194,5,11,0,161,4,10,0,1,0,2,194,5,11,0,161,4,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB23,1161,572,488,7,7,1,69,0,5,1,11,1161,572,488,7,7,1,69,0,5,1,11,1144,569,484,7,5,1,62,0,5,0,11,694,395,269,0,0,0,22,0,2,0,6,403,158,200,7,1,0,30,0,2,0,5,47,16,15,0,4,1,10,0,1,0,0,17,3,4,0,2,0,7,0,0,1,0,16,3,4,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
