GeographyCode,DC2122NI0001,DC2122NI0002,DC2122NI0003,DC2122NI0004,DC2122NI0005,DC2122NI0006,DC2122NI0007,DC2122NI0008,DC2122NI0009,DC2122NI0010,DC2122NI0011,DC2122NI0012,DC2122NI0013,DC2122NI0014,DC2122NI0015,DC2122NI0016,DC2122NI0017,DC2122NI0018,DC2122NI0019,DC2122NI0020,DC2122NI0021,DC2122NI0022,DC2122NI0023,DC2122NI0024,DC2122NI0025,DC2122NI0026,DC2122NI0027,DC2122NI0028,DC2122NI0029,DC2122NI0030,DC2122NI0031,DC2122NI0032,DC2122NI0033,DC2122NI0034,DC2122NI0035,DC2122NI0036,DC2122NI0037,DC2122NI0038,DC2122NI0039,DC2122NI0040,DC2122NI0041,DC2122NI0042,DC2122NI0043,DC2122NI0044,DC2122NI0045,DC2122NI0046,DC2122NI0047,DC2122NI0048,DC2122NI0049,DC2122NI0050,DC2122NI0051,DC2122NI0052,DC2122NI0053,DC2122NI0054,DC2122NI0055,DC2122NI0056,DC2122NI0057,DC2122NI0058,DC2122NI0059,DC2122NI0060,DC2122NI0061,DC2122NI0062,DC2122NI0063,DC2122NI0064,DC2122NI0065,DC2122NI0066,DC2122NI0067,DC2122NI0068,DC2122NI0069,DC2122NI0070,DC2122NI0071,DC2122NI0072,DC2122NI0073,DC2122NI0074,DC2122NI0075,DC2122NI0076,DC2122NI0077,DC2122NI0078,DC2122NI0079,DC2122NI0080,DC2122NI0081,DC2122NI0082,DC2122NI0083,DC2122NI0084,DC2122NI0085,DC2122NI0086,DC2122NI0087,DC2122NI0088,DC2122NI0089,DC2122NI0090,DC2122NI0091,DC2122NI0092,DC2122NI0093,DC2122NI0094,DC2122NI0095,DC2122NI0096,DC2122NI0097,DC2122NI0098,DC2122NI0099,DC2122NI0100,DC2122NI0101,DC2122NI0102,DC2122NI0103,DC2122NI0104,DC2122NI0105,DC2122NI0106,DC2122NI0107,DC2122NI0108,DC2122NI0109,DC2122NI0110,DC2122NI0111,DC2122NI0112,DC2122NI0113,DC2122NI0114,DC2122NI0115,DC2122NI0116,DC2122NI0117,DC2122NI0118,DC2122NI0119,DC2122NI0120,DC2122NI0121,DC2122NI0122,DC2122NI0123,DC2122NI0124,DC2122NI0125,DC2122NI0126,DC2122NI0127,DC2122NI0128,DC2122NI0129,DC2122NI0130,DC2122NI0131,DC2122NI0132,DC2122NI0133,DC2122NI0134,DC2122NI0135,DC2122NI0136,DC2122NI0137,DC2122NI0138,DC2122NI0139,DC2122NI0140,DC2122NI0141,DC2122NI0142,DC2122NI0143,DC2122NI0144,DC2122NI0145,DC2122NI0146,DC2122NI0147,DC2122NI0148,DC2122NI0149,DC2122NI0150
95FF04,2038,725,1240,14,59,1018,354,621,6,37,1020,371,619,8,22,1286,439,811,10,26,641,218,404,3,16,645,221,407,7,10,1214,415,772,10,17,605,208,384,3,10,609,207,388,7,7,72,24,39,0,9,36,10,20,0,6,36,14,19,0,3,752,286,429,4,33,377,136,217,3,21,375,150,212,1,12,568,213,327,0,28,317,114,185,0,18,251,99,142,0,10,18,7,11,0,0,8,3,5,0,0,10,4,6,0,0,25,10,13,1,1,9,5,2,1,1,16,5,11,0,0,33,9,20,1,3,18,4,11,1,2,15,5,9,0,1,108,47,58,2,1,25,10,14,1,0,83,37,44,1,1
95FF05,2045,380,1544,25,96,969,170,735,9,55,1076,210,809,16,41,1116,196,863,15,42,555,94,427,7,27,561,102,436,8,15,978,159,776,15,28,488,76,386,7,19,490,83,390,8,9,138,37,87,0,14,67,18,41,0,8,71,19,46,0,6,929,184,681,10,54,414,76,308,2,28,515,108,373,8,26,554,127,376,5,46,300,64,209,1,26,254,63,167,4,20,20,8,12,0,0,9,2,7,0,0,11,6,5,0,0,88,19,65,1,3,35,7,26,1,1,53,12,39,0,2,108,15,88,2,3,38,2,35,0,1,70,13,53,2,2,159,15,140,2,2,32,1,31,0,0,127,14,109,2,2
95FF06,3031,437,2393,34,167,1486,215,1168,19,84,1545,222,1225,15,83,1958,274,1579,19,86,977,125,798,12,42,981,149,781,7,44,1750,222,1443,19,66,876,106,726,12,32,874,116,717,7,34,208,52,136,0,20,101,19,72,0,10,107,33,64,0,10,1073,163,814,15,81,509,90,370,7,42,564,73,444,8,39,709,119,516,10,64,385,72,274,5,34,324,47,242,5,30,36,8,25,1,2,15,7,5,1,2,21,1,20,0,0,73,9,61,0,3,26,4,20,0,2,47,5,41,0,1,125,13,102,0,10,56,4,48,0,4,69,9,54,0,6,130,14,110,4,2,27,3,23,1,0,103,11,87,3,2
95FF07,2085,991,1001,9,84,958,434,475,3,46,1127,557,526,6,38,999,454,507,3,35,495,213,262,1,19,504,241,245,2,16,844,384,436,3,21,422,182,228,1,11,422,202,208,2,10,155,70,71,0,14,73,31,34,0,8,82,39,37,0,6,1086,537,494,6,49,463,221,213,2,27,623,316,281,4,22,675,352,285,1,37,323,160,143,0,20,352,192,142,1,17,15,11,4,0,0,9,6,3,0,0,6,5,1,0,0,93,51,37,0,5,32,16,13,0,3,61,35,24,0,2,182,70,103,3,6,74,31,37,2,4,108,39,66,1,2,121,53,65,2,1,25,8,17,0,0,96,45,48,2,1
95FF08,1905,539,1291,10,65,917,256,614,5,42,988,283,677,5,23,1034,278,719,5,32,517,132,362,2,21,517,146,357,3,11,916,250,647,4,15,458,118,329,2,9,458,132,318,2,6,118,28,72,1,17,59,14,33,0,12,59,14,39,1,5,871,261,572,5,33,400,124,252,3,21,471,137,320,2,12,526,162,334,2,28,282,90,170,2,20,244,72,164,0,8,22,10,12,0,0,15,7,8,0,0,7,3,4,0,0,54,19,33,0,2,26,8,18,0,0,28,11,15,0,2,103,24,75,2,2,47,11,34,1,1,56,13,41,1,1,166,46,118,1,1,30,8,22,0,0,136,38,96,1,1
95FF09,1934,747,1093,19,75,961,364,548,9,40,973,383,545,10,35,1102,397,661,11,33,555,186,344,6,19,547,211,317,5,14,952,335,587,11,19,476,152,307,6,11,476,183,280,5,8,150,62,74,0,14,79,34,37,0,8,71,28,37,0,6,832,350,432,8,42,406,178,204,3,21,426,172,228,5,21,533,234,263,5,31,285,126,140,2,17,248,108,123,3,14,15,10,4,0,1,10,7,2,0,1,5,3,2,0,0,74,37,32,2,3,37,19,17,1,0,37,18,15,1,3,96,34,54,1,7,44,18,23,0,3,52,16,31,1,4,114,35,79,0,0,30,8,22,0,0,84,27,57,0,0
95FF10,2625,369,2118,13,125,1317,162,1074,8,73,1308,207,1044,5,52,1698,216,1397,10,75,851,96,703,5,47,847,120,694,5,28,1508,185,1265,10,48,754,82,637,5,30,754,103,628,5,18,190,31,132,0,27,97,14,66,0,17,93,17,66,0,10,927,153,721,3,50,466,66,371,3,26,461,87,350,0,24,687,117,523,1,46,378,54,297,1,26,309,63,226,0,20,19,4,14,1,0,10,1,8,1,0,9,3,6,0,0,49,9,37,0,3,26,5,21,0,0,23,4,16,0,3,70,7,61,1,1,26,3,22,1,0,44,4,39,0,1,102,16,86,0,0,26,3,23,0,0,76,13,63,0,0
95FF11,2014,587,1344,21,62,1037,310,682,11,34,977,277,662,10,28,1268,336,886,11,35,630,163,447,4,16,638,173,439,7,19,1202,315,851,9,27,600,153,429,4,14,602,162,422,5,13,66,21,35,2,8,30,10,18,0,2,36,11,17,2,6,746,251,458,10,27,407,147,235,7,18,339,104,223,3,9,555,197,327,9,22,338,133,184,7,14,217,64,143,2,8,12,4,7,0,1,6,0,5,0,1,6,4,2,0,0,26,8,17,0,1,12,3,9,0,0,14,5,8,0,1,38,10,25,0,3,19,4,12,0,3,19,6,13,0,0,115,32,82,1,0,32,7,25,0,0,83,25,57,1,0
95FF12,2181,1161,946,19,55,1084,562,472,12,38,1097,599,474,7,17,1258,665,556,13,24,625,321,282,8,14,633,344,274,5,10,1132,598,504,13,17,566,292,257,8,9,566,306,247,5,8,126,67,52,0,7,59,29,25,0,5,67,38,27,0,2,923,496,390,6,31,459,241,190,4,24,464,255,200,2,7,664,370,265,1,28,369,197,149,1,22,295,173,116,0,6,16,10,6,0,0,12,8,4,0,0,4,2,2,0,0,53,24,24,2,3,22,8,11,1,2,31,16,13,1,1,66,36,30,0,0,29,15,14,0,0,37,21,16,0,0,124,56,65,3,0,27,13,12,2,0,97,43,53,1,0
95FF13,2087,709,1303,11,64,1029,341,643,8,37,1058,368,660,3,27,1282,413,833,5,31,639,198,419,4,18,643,215,414,1,13,1168,369,773,5,21,584,179,388,4,13,584,190,385,1,8,114,44,60,0,10,55,19,31,0,5,59,25,29,0,5,805,296,470,6,33,390,143,224,4,19,415,153,246,2,14,546,207,310,4,25,310,118,175,3,14,236,89,135,1,11,25,12,12,1,0,12,4,7,1,0,13,8,5,0,0,36,14,19,0,3,15,6,7,0,2,21,8,12,0,1,82,25,53,0,4,38,12,23,0,3,44,13,30,0,1,116,38,76,1,1,15,3,12,0,0,101,35,64,1,1
95FF14,1898,258,1549,20,71,978,118,806,13,41,920,140,743,7,30,1276,147,1076,11,42,642,64,546,6,26,634,83,530,5,16,1206,128,1034,11,33,604,57,520,6,21,602,71,514,5,12,70,19,42,0,9,38,7,26,0,5,32,12,16,0,4,622,111,473,9,29,336,54,260,7,15,286,57,213,2,14,438,72,335,6,25,259,38,202,5,14,179,34,133,1,11,14,4,9,0,1,6,1,5,0,0,8,3,4,0,1,22,4,18,0,0,12,2,10,0,0,10,2,8,0,0,44,11,30,1,2,22,4,16,1,1,22,7,14,0,1,104,20,81,2,1,37,9,27,1,0,67,11,54,1,1
95FF15,2084,776,1229,17,62,1018,405,568,8,37,1066,371,661,9,25,1074,408,639,6,21,530,208,308,3,11,544,200,331,3,10,934,334,579,6,15,467,171,285,3,8,467,163,294,3,7,140,74,60,0,6,63,37,23,0,3,77,37,37,0,3,1010,368,590,11,41,488,197,260,5,26,522,171,330,6,15,624,240,345,4,35,352,149,178,2,23,272,91,167,2,12,12,5,6,1,0,6,3,3,0,0,6,2,3,1,0,88,34,49,2,3,44,18,23,2,1,44,16,26,0,2,118,41,71,3,3,57,19,35,1,2,61,22,36,2,1,168,48,119,1,0,29,8,21,0,0,139,40,98,1,0
95FF16,1853,404,1371,10,68,954,212,692,9,41,899,192,679,1,27,1106,230,846,5,25,553,109,427,4,13,553,121,419,1,12,1032,200,806,5,21,516,94,407,4,11,516,106,399,1,10,74,30,40,0,4,37,15,20,0,2,37,15,20,0,2,747,174,525,5,43,401,103,265,5,28,346,71,260,0,15,476,125,314,2,35,293,78,189,2,24,183,47,125,0,11,12,2,9,0,1,5,1,3,0,1,7,1,6,0,0,55,12,41,2,0,27,5,20,2,0,28,7,21,0,0,87,13,68,1,5,45,10,31,1,3,42,3,37,0,2,117,22,93,0,2,31,9,22,0,0,86,13,71,0,2
95FF17,1427,510,832,16,69,667,222,396,7,42,760,288,436,9,27,680,220,420,9,31,340,98,216,5,21,340,122,204,4,10,552,187,344,6,15,276,84,178,4,10,276,103,166,2,5,128,33,76,3,16,64,14,38,1,11,64,19,38,2,5,747,290,412,7,38,327,124,180,2,21,420,166,232,5,17,427,184,215,4,24,218,91,112,2,13,209,93,103,2,11,12,5,4,0,3,7,2,2,0,3,5,3,2,0,0,75,28,45,0,2,36,11,24,0,1,39,17,21,0,1,103,33,63,0,7,41,13,24,0,4,62,20,39,0,3,130,40,85,3,2,25,7,18,0,0,105,33,67,3,2
95GG01,4089,3890,144,9,46,1865,1764,74,4,23,2224,2126,70,5,23,1682,1610,61,4,7,844,807,31,2,4,838,803,30,2,3,1532,1475,48,4,5,766,737,25,2,2,766,738,23,2,3,150,135,13,0,2,78,70,6,0,2,72,65,7,0,0,2407,2280,83,5,39,1021,957,43,2,19,1386,1323,40,3,20,1534,1437,58,4,35,778,720,38,2,18,756,717,20,2,17,45,43,2,0,0,17,17,0,0,0,28,26,2,0,0,207,198,6,0,3,68,68,0,0,0,139,130,6,0,3,175,163,10,1,1,62,58,3,0,1,113,105,7,1,0,446,439,7,0,0,96,94,2,0,0,350,345,5,0,0
95GG02,4454,4127,238,13,76,2004,1830,118,8,48,2450,2297,120,5,28,1118,1027,67,4,20,560,510,35,3,12,558,517,32,1,8,888,833,44,3,8,443,415,21,3,4,445,418,23,0,4,230,194,23,1,12,117,95,14,0,8,113,99,9,1,4,3336,3100,171,9,56,1444,1320,83,5,36,1892,1780,88,4,20,2182,2017,114,8,43,1052,951,66,5,30,1130,1066,48,3,13,51,47,3,1,0,24,21,3,0,0,27,26,0,1,0,433,405,21,0,7,154,143,7,0,4,279,262,14,0,3,295,272,18,0,5,132,126,4,0,2,163,146,14,0,3,375,359,15,0,1,82,79,3,0,0,293,280,12,0,1
95GG03,4815,807,3452,91,465,2267,324,1625,54,264,2548,483,1827,37,201,2615,451,1899,49,216,1314,181,975,29,129,1301,270,924,20,87,2208,354,1673,42,139,1107,139,858,22,88,1101,215,815,20,51,407,97,226,7,77,207,42,117,7,41,200,55,109,0,36,2200,356,1553,42,249,953,143,650,25,135,1247,213,903,17,114,1412,241,933,26,212,711,115,459,17,120,701,126,474,9,92,54,15,27,6,6,24,5,13,4,2,30,10,14,2,4,146,21,107,5,13,74,7,57,3,7,72,14,50,2,6,255,33,211,2,9,86,10,71,1,4,169,23,140,1,5,333,46,275,3,9,58,6,50,0,2,275,40,225,3,7
95GG04,3862,1893,1713,55,201,1808,873,798,29,108,2054,1020,915,26,93,1182,531,535,37,79,594,265,272,17,40,588,266,263,20,39,910,440,392,32,46,456,218,199,15,24,454,222,193,17,22,272,91,143,5,33,138,47,73,2,16,134,44,70,3,17,2680,1362,1178,18,122,1214,608,526,12,68,1466,754,652,6,54,1690,931,647,11,101,849,462,320,8,59,841,469,327,3,42,58,34,19,1,4,30,18,10,1,1,28,16,9,0,3,292,161,123,4,4,104,47,53,2,2,188,114,70,2,2,312,99,200,2,11,145,43,95,1,6,167,56,105,1,5,328,137,189,0,2,86,38,48,0,0,242,99,141,0,2
95GG05,5007,2903,1428,128,548,2532,1378,756,71,327,2475,1525,672,57,221,1834,1064,510,81,179,931,529,265,39,98,903,535,245,42,81,1196,681,344,64,107,597,333,177,31,56,599,348,167,33,51,638,383,166,17,72,334,196,88,8,42,304,187,78,9,30,3173,1839,918,47,369,1601,849,491,32,229,1572,990,427,15,140,2488,1484,661,25,318,1319,701,392,20,206,1169,783,269,5,112,80,37,17,9,17,52,25,10,7,10,28,12,7,2,7,168,97,54,6,11,76,41,28,3,4,92,56,26,3,7,233,130,77,6,20,109,61,38,2,8,124,69,39,4,12,204,91,109,1,3,45,21,23,0,1,159,70,86,1,2
95GG06,4444,322,3816,51,255,2049,153,1736,27,133,2395,169,2080,24,122,2130,154,1855,36,85,1077,77,927,18,55,1053,77,928,18,30,1782,104,1590,31,57,891,46,794,15,36,891,58,796,16,21,348,50,265,5,28,186,31,133,3,19,162,19,132,2,9,2314,168,1961,15,170,972,76,809,9,78,1342,92,1152,6,92,1495,125,1224,4,142,715,64,583,2,66,780,61,641,2,76,42,5,31,4,2,20,3,11,4,2,22,2,20,0,0,172,8,153,1,10,52,2,44,1,5,120,6,109,0,5,250,17,219,4,10,93,5,85,1,2,157,12,134,3,8,355,13,334,2,6,92,2,86,1,3,263,11,248,1,3
95GG07,4224,3856,264,27,77,1899,1706,136,17,40,2325,2150,128,10,37,1408,1272,89,11,36,706,627,53,7,19,702,645,36,4,17,1170,1089,55,10,16,584,536,32,6,10,586,553,23,4,6,238,183,34,1,20,122,91,21,1,9,116,92,13,0,11,2816,2584,175,16,41,1193,1079,83,10,21,1623,1505,92,6,20,1929,1762,126,7,34,902,814,68,3,17,1027,948,58,4,17,48,42,2,3,1,23,17,2,3,1,25,25,0,0,0,329,315,8,3,3,101,97,0,2,2,228,218,8,1,1,229,207,18,2,2,100,90,9,1,0,129,117,9,1,2,281,258,21,1,1,67,61,4,1,1,214,197,17,0,0
95GG08,3870,2451,1203,49,167,1844,1172,556,31,85,2026,1279,647,18,82,1816,1191,542,23,60,908,583,278,15,32,908,608,264,8,28,1478,969,456,18,35,736,468,236,11,21,742,501,220,7,14,338,222,86,5,25,172,115,42,4,11,166,107,44,1,14,2054,1260,661,26,107,936,589,278,16,53,1118,671,383,10,54,1354,868,388,15,83,676,450,174,7,45,678,418,214,8,38,29,19,7,1,2,12,5,5,1,1,17,14,2,0,1,204,129,63,6,6,76,44,26,5,1,128,85,37,1,5,219,118,91,2,8,93,51,38,1,3,126,67,53,1,5,248,126,112,2,8,79,39,35,2,3,169,87,77,0,5
95GG09,4914,428,4074,42,370,2312,200,1880,23,209,2602,228,2194,19,161,2726,230,2293,25,178,1365,104,1143,14,104,1361,126,1150,11,74,2362,162,2060,21,119,1180,73,1028,11,68,1182,89,1032,10,51,364,68,233,4,59,185,31,115,3,36,179,37,118,1,23,2188,198,1781,17,192,947,96,737,9,105,1241,102,1044,8,87,1375,150,1067,7,151,690,73,525,4,88,685,77,542,3,63,42,7,27,5,3,19,2,13,3,1,23,5,14,2,2,143,12,116,2,13,50,6,35,2,7,93,6,81,0,6,263,16,228,1,18,99,10,82,0,7,164,6,146,1,11,365,13,343,2,7,89,5,82,0,2,276,8,261,2,5
95GG10,3387,487,2478,66,356,1707,269,1196,42,200,1680,218,1282,24,156,1164,177,839,25,123,590,90,423,13,64,574,87,416,12,59,746,80,615,15,36,373,37,307,8,21,373,43,308,7,15,418,97,224,10,87,217,53,116,5,43,201,44,108,5,44,2223,310,1639,41,233,1117,179,773,29,136,1106,131,866,12,97,1566,247,1103,25,191,841,140,567,17,117,725,107,536,8,74,40,11,22,5,2,22,7,10,5,0,18,4,12,0,2,157,22,119,4,12,75,16,50,3,6,82,6,69,1,6,245,26,188,6,25,122,15,91,3,13,123,11,97,3,12,215,4,207,1,3,57,1,55,1,0,158,3,152,0,3
95GG11,4484,727,3248,71,438,2173,345,1537,39,252,2311,382,1711,32,186,2012,372,1413,37,190,1019,172,723,15,109,993,200,690,22,81,1478,224,1133,31,90,741,100,578,14,49,737,124,555,17,41,534,148,280,6,100,278,72,145,1,60,256,76,135,5,40,2472,355,1835,34,248,1154,173,814,24,143,1318,182,1021,10,105,1615,268,1113,25,209,848,133,571,19,125,767,135,542,6,84,47,23,20,1,3,28,15,10,1,2,19,8,10,0,1,176,18,144,4,10,81,7,67,3,4,95,11,77,1,6,321,37,261,3,20,135,18,108,1,8,186,19,153,2,12,313,9,297,1,6,62,0,58,0,4,251,9,239,1,2
95GG12,7855,4823,1894,271,867,4052,2321,1004,188,539,3803,2502,890,83,328,1337,757,333,87,160,673,353,187,47,86,664,404,146,40,74,736,403,184,73,76,365,190,96,38,41,371,213,88,35,35,601,354,149,14,84,308,163,91,9,45,293,191,58,5,39,6518,4066,1561,184,707,3379,1968,817,141,453,3139,2098,744,43,254,5854,3669,1403,131,651,3079,1821,740,101,417,2775,1848,663,30,234,96,28,19,22,27,56,11,8,20,17,40,17,11,2,10,171,122,31,10,8,82,53,18,7,4,89,69,13,3,4,247,146,66,17,18,119,62,31,12,14,128,84,35,5,4,150,101,42,4,3,43,21,20,1,1,107,80,22,3,2
95GG13,3795,1374,2181,54,186,1751,615,1003,27,106,2044,759,1178,27,80,1818,745,966,26,81,908,355,488,17,48,910,390,478,9,33,1580,680,819,21,60,792,326,418,13,35,788,354,401,8,25,238,65,147,5,21,116,29,70,4,13,122,36,77,1,8,1977,629,1215,28,105,843,260,515,10,58,1134,369,700,18,47,1218,446,677,10,85,589,204,333,5,47,629,242,344,5,38,35,11,20,1,3,16,5,8,0,3,19,6,12,1,0,161,31,121,4,5,70,16,49,2,3,91,15,72,2,2,231,57,161,3,10,91,16,70,1,4,140,41,91,2,6,332,84,236,10,2,77,19,55,2,1,255,65,181,8,1
95GG14,3890,2137,1591,38,124,1844,986,762,18,78,2046,1151,829,20,46,2246,1205,956,22,63,1123,592,482,10,39,1123,613,474,12,24,2094,1131,892,21,50,1047,556,449,10,32,1047,575,443,11,18,152,74,64,1,13,76,36,33,0,7,76,38,31,1,6,1644,932,635,16,61,721,394,280,8,39,923,538,355,8,22,1150,694,399,5,52,587,337,213,4,33,563,357,186,1,19,37,19,15,2,1,17,8,7,1,1,20,11,8,1,0,97,59,33,0,5,22,12,8,0,2,75,47,25,0,3,113,62,46,3,2,39,19,16,2,2,74,43,30,1,0,247,98,142,6,1,56,18,36,1,1,191,80,106,5,0
95GG15,4671,644,3660,41,326,2103,274,1632,17,180,2568,370,2028,24,146,2760,399,2177,25,159,1382,180,1095,13,94,1378,219,1082,12,65,2442,322,1993,21,106,1223,144,1002,13,64,1219,178,991,8,42,318,77,184,4,53,159,36,93,0,30,159,41,91,4,23,1911,245,1483,16,167,721,94,537,4,86,1190,151,946,12,81,1118,164,809,4,141,520,81,365,1,73,598,83,444,3,68,46,4,34,2,6,20,0,14,2,4,26,4,20,0,2,101,15,81,0,5,39,7,32,0,0,62,8,49,0,5,249,31,201,5,12,77,5,64,1,7,172,26,137,4,5,397,31,358,5,3,65,1,62,0,2,332,30,296,5,1
95GG16,4259,3189,768,67,235,2093,1548,372,30,143,2166,1641,396,37,92,1799,1347,328,27,97,910,667,176,13,54,889,680,152,14,43,1490,1143,259,26,62,751,567,139,13,32,739,576,120,13,30,309,204,69,1,35,159,100,37,0,22,150,104,32,1,13,2460,1842,440,40,138,1183,881,196,17,89,1277,961,244,23,49,1698,1297,273,18,110,905,678,147,7,73,793,619,126,11,37,53,38,10,2,3,26,20,3,2,1,27,18,7,0,2,226,176,36,6,8,90,69,14,4,3,136,107,22,2,5,220,149,47,13,11,98,71,16,4,7,122,78,31,9,4,263,182,74,1,6,64,43,16,0,5,199,139,58,1,1
95GG17,4048,2857,1027,29,135,1893,1306,500,17,70,2155,1551,527,12,65,1726,1263,396,16,51,860,621,204,11,24,866,642,192,5,27,1510,1127,327,16,40,756,559,167,11,19,754,568,160,5,21,216,136,69,0,11,104,62,37,0,5,112,74,32,0,6,2322,1594,631,13,84,1033,685,296,6,46,1289,909,335,7,38,1540,1128,342,5,65,779,540,197,5,37,761,588,145,0,28,43,22,17,1,3,28,13,13,0,2,15,9,4,1,1,237,162,63,5,7,81,51,25,1,4,156,111,38,4,3,203,113,81,2,7,72,40,29,0,3,131,73,52,2,4,299,169,128,0,2,73,41,32,0,0,226,128,96,0,2
95GG18,3841,3484,251,28,78,1803,1613,127,14,49,2038,1871,124,14,29,1040,915,84,10,31,517,448,43,5,21,523,467,41,5,10,778,706,49,7,16,388,349,25,4,10,390,357,24,3,6,262,209,35,3,15,129,99,18,1,11,133,110,17,2,4,2801,2569,167,18,47,1286,1165,84,9,28,1515,1404,83,9,19,1876,1717,113,7,39,944,854,63,3,24,932,863,50,4,15,56,47,4,4,1,30,24,2,3,1,26,23,2,1,0,333,315,11,5,2,136,130,3,2,1,197,185,8,3,1,261,233,22,1,5,106,93,11,0,2,155,140,11,1,3,275,257,17,1,0,70,64,5,1,0,205,193,12,0,0
95GG19,3561,344,3032,23,162,1598,159,1336,17,86,1963,185,1696,6,76,1168,89,1018,9,52,582,44,502,6,30,586,45,516,3,22,936,60,845,6,25,469,28,423,4,14,467,32,422,2,11,232,29,173,3,27,113,16,79,2,16,119,13,94,1,11,2393,255,2014,14,110,1016,115,834,11,56,1377,140,1180,3,54,1379,192,1084,9,94,670,94,520,7,49,709,98,564,2,45,31,4,26,1,0,15,2,12,1,0,16,2,14,0,0,272,23,240,2,7,104,4,96,2,2,168,19,144,0,5,305,20,280,0,5,118,8,108,0,2,187,12,172,0,3,406,16,384,2,4,109,7,98,1,3,297,9,286,1,1
95GG20,3883,860,2603,87,333,1945,449,1248,45,203,1938,411,1355,42,130,1344,308,891,34,111,683,153,451,18,61,661,155,440,16,50,946,162,695,28,61,474,81,346,16,31,472,81,349,12,30,398,146,196,6,50,209,72,105,2,30,189,74,91,4,20,2539,552,1712,53,222,1262,296,797,27,142,1277,256,915,26,80,1641,434,994,36,177,893,240,520,17,116,748,194,474,19,61,66,16,32,7,11,48,13,22,5,8,18,3,10,2,3,227,47,162,7,11,98,20,68,4,6,129,27,94,3,5,296,37,238,2,19,136,17,108,1,10,160,20,130,1,9,309,18,286,1,4,87,6,79,0,2,222,12,207,1,2
95GG21,4048,3560,297,95,96,1920,1671,135,59,55,2128,1889,162,36,41,983,816,74,57,36,491,405,37,29,20,492,411,37,28,16,740,622,41,54,23,370,308,21,28,13,370,314,20,26,10,243,194,33,3,13,121,97,16,1,7,122,97,17,2,6,3065,2744,223,38,60,1429,1266,98,30,35,1636,1478,125,8,25,2062,1826,159,29,48,1043,920,73,22,28,1019,906,86,7,20,51,35,7,5,4,26,18,1,5,2,25,17,6,0,2,359,347,9,2,1,138,133,4,1,0,221,214,5,1,1,265,238,20,2,5,126,113,8,2,3,139,125,12,0,2,328,298,28,0,2,96,82,12,0,2,232,216,16,0,0
95GG22,4347,4117,149,29,52,1993,1872,85,15,21,2354,2245,64,14,31,1786,1690,64,11,21,892,838,38,8,8,894,852,26,3,13,1614,1541,47,11,15,808,767,27,8,6,806,774,20,3,9,172,149,17,0,6,84,71,11,0,2,88,78,6,0,4,2561,2427,85,18,31,1101,1034,47,7,13,1460,1393,38,11,18,1643,1563,51,4,25,826,780,32,3,11,817,783,19,1,14,72,64,5,3,0,37,30,4,3,0,35,34,1,0,0,261,250,9,0,2,94,90,3,0,1,167,160,6,0,1,186,170,8,5,3,62,56,4,1,1,124,114,4,4,2,399,380,12,6,1,82,78,4,0,0,317,302,8,6,1
95GG23,3710,1763,1704,77,166,1719,837,749,40,93,1991,926,955,37,73,2188,1040,1001,58,89,1095,508,507,29,51,1093,532,494,29,38,2004,956,926,54,68,1002,465,470,26,41,1002,491,456,28,27,184,84,75,4,21,93,43,37,3,10,91,41,38,1,11,1522,723,703,19,77,624,329,242,11,42,898,394,461,8,35,1044,577,403,11,53,490,289,167,6,28,554,288,236,5,25,35,14,15,2,4,18,6,7,2,3,17,8,8,0,1,76,27,40,3,6,26,8,12,2,4,50,19,28,1,2,99,35,58,3,3,30,11,17,1,1,69,24,41,2,2,268,70,187,0,11,60,15,39,0,6,208,55,148,0,5
95GG24,3559,1422,1893,40,204,1602,621,845,20,116,1957,801,1048,20,88,1824,735,970,20,99,916,356,490,14,56,908,379,480,6,43,1542,603,865,18,56,773,297,434,12,30,769,306,431,6,26,282,132,105,2,43,143,59,56,2,26,139,73,49,0,17,1735,687,923,20,105,686,265,355,6,60,1049,422,568,14,45,1120,461,559,12,88,508,206,244,5,53,612,255,315,7,35,33,14,17,1,1,14,6,8,0,0,19,8,9,1,1,117,28,81,2,6,40,9,28,1,2,77,19,53,1,4,167,63,98,2,4,64,22,38,0,4,103,41,60,2,0,298,121,168,3,6,60,22,37,0,1,238,99,131,3,5
95GG25,4443,4247,126,25,45,2113,1998,69,15,31,2330,2249,57,10,14,1630,1563,47,9,11,817,777,29,4,7,813,786,18,5,4,1458,1412,31,8,7,728,700,20,4,4,730,712,11,4,3,172,151,16,1,4,89,77,9,0,3,83,74,7,1,1,2813,2684,79,16,34,1296,1221,40,11,24,1517,1463,39,5,10,1824,1733,54,9,28,945,889,29,6,21,879,844,25,3,7,62,57,3,1,1,33,28,3,1,1,29,29,0,0,0,249,242,6,1,0,103,101,1,1,0,146,141,5,0,0,253,239,7,4,3,107,98,5,3,1,146,141,2,1,2,425,413,9,1,2,108,105,2,0,1,317,308,7,1,1
