GeographyCode,DC4401NI0001,DC4401NI0002,DC4401NI0003,DC4401NI0004,DC4401NI0005,DC4401NI0006,DC4401NI0007,DC4401NI0008,DC4401NI0009,DC4401NI0010,DC4401NI0011,DC4401NI0012,DC4401NI0013,DC4401NI0014,DC4401NI0015,DC4401NI0016,DC4401NI0017,DC4401NI0018,DC4401NI0019,DC4401NI0020,DC4401NI0021,DC4401NI0022,DC4401NI0023,DC4401NI0024,DC4401NI0025,DC4401NI0026,DC4401NI0027,DC4401NI0028,DC4401NI0029,DC4401NI0030,DC4401NI0031,DC4401NI0032,DC4401NI0033,DC4401NI0034,DC4401NI0035,DC4401NI0036
95OO04,932,877,55,932,877,55,904,855,49,599,566,33,199,189,10,106,100,6,22,17,5,10,8,2,5,5,0,7,4,3,6,5,1,0,0,0
95OO05,1068,1021,47,1068,1021,47,955,918,37,177,172,5,319,315,4,459,431,28,112,102,10,105,95,10,6,6,0,1,1,0,1,1,0,0,0,0
95OO06,992,941,51,992,941,51,973,927,46,655,621,34,189,183,6,129,123,6,19,14,5,15,11,4,3,2,1,1,1,0,0,0,0,0,0,0
95OO07,902,854,48,902,854,48,897,849,48,643,612,31,170,161,9,84,76,8,4,4,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0
95OO08,926,887,39,926,887,39,914,877,37,660,637,23,215,205,10,39,35,4,8,7,1,3,3,0,2,2,0,3,2,1,4,3,1,0,0,0
95OO09,805,744,61,805,744,61,771,717,54,563,519,44,146,139,7,62,59,3,22,18,4,17,15,2,2,2,0,3,1,2,12,9,3,0,0,0
95OO10,1210,1163,47,1210,1163,47,1176,1129,47,459,446,13,627,596,31,90,87,3,19,19,0,15,15,0,3,3,0,1,1,0,15,15,0,0,0,0
95OO11,1024,956,68,1024,956,68,929,882,47,201,195,6,351,341,10,377,346,31,88,67,21,73,53,20,8,7,1,7,7,0,7,7,0,0,0,0
95OO12,1049,999,50,1049,999,50,1036,986,50,467,448,19,444,415,29,125,123,2,11,11,0,9,9,0,2,2,0,0,0,0,2,2,0,0,0,0
95OO13,1017,976,41,1017,976,41,968,940,28,337,325,12,495,485,10,136,130,6,49,36,13,39,26,13,9,9,0,1,1,0,0,0,0,0,0,0
95OO14,909,866,43,909,866,43,900,859,41,601,579,22,177,172,5,122,108,14,4,2,2,2,0,2,2,2,0,0,0,0,5,5,0,0,0,0
95OO15,892,870,22,892,870,22,828,810,18,220,214,6,311,305,6,297,291,6,64,60,4,54,50,4,10,10,0,0,0,0,0,0,0,0,0,0
95OO16,911,853,58,911,853,58,852,808,44,462,432,30,221,219,2,169,157,12,58,44,14,37,34,3,7,5,2,14,5,9,1,1,0,0,0,0
95OO17,1026,978,48,1026,978,48,1009,966,43,694,672,22,235,217,18,80,77,3,11,7,4,10,7,3,0,0,0,1,0,1,6,5,1,0,0,0
95OO18,1163,1099,64,1163,1099,64,1017,976,41,382,365,17,407,404,3,228,207,21,145,122,23,121,103,18,18,15,3,6,4,2,1,1,0,0,0,0
95OO19,1128,1046,82,1128,1046,82,1063,1003,60,603,585,18,349,327,22,111,91,20,59,38,21,22,22,0,24,10,14,13,6,7,6,5,1,0,0,0
95OO20,887,854,33,887,854,33,861,831,30,289,282,7,355,348,7,217,201,16,26,23,3,21,18,3,5,5,0,0,0,0,0,0,0,0,0,0
95OO21,948,904,44,948,904,44,783,757,26,305,294,11,330,323,7,148,140,8,165,147,18,139,130,9,8,8,0,18,9,9,0,0,0,0,0,0
95OO22,1003,956,47,1003,956,47,992,947,45,781,757,24,194,175,19,17,15,2,4,4,0,3,3,0,1,1,0,0,0,0,7,5,2,0,0,0
95PP01,995,950,45,995,950,45,989,946,43,742,715,27,191,182,9,56,49,7,4,3,1,2,2,0,0,0,0,2,1,1,2,1,1,0,0,0
95PP02,1040,933,107,1040,933,107,1020,918,102,833,747,86,130,121,9,57,50,7,18,13,5,5,3,2,5,5,0,8,5,3,2,2,0,0,0,0
95PP03,1190,971,219,1190,971,219,1166,956,210,871,696,175,213,188,25,82,72,10,17,9,8,4,4,0,0,0,0,13,5,8,7,6,1,0,0,0
95PP04,1174,1081,93,1174,1081,93,1147,1070,77,915,868,47,167,151,16,65,51,14,27,11,16,23,8,15,3,2,1,1,1,0,0,0,0,0,0,0
95PP05,914,822,92,914,822,92,902,817,85,731,661,70,96,92,4,75,64,11,6,2,4,4,0,4,1,1,0,1,1,0,6,3,3,0,0,0
95PP06,1665,1554,111,1665,1554,111,1515,1446,69,551,534,17,678,645,33,286,267,19,150,108,42,137,97,40,10,8,2,3,3,0,0,0,0,0,0,0
95PP07,1092,987,105,1092,987,105,1073,971,102,785,723,62,143,133,10,145,115,30,16,13,3,4,4,0,8,7,1,4,2,2,3,3,0,0,0,0
95PP08,1073,960,113,1073,960,113,1053,946,107,846,757,89,155,139,16,52,50,2,13,8,5,5,5,0,3,3,0,5,0,5,7,6,1,0,0,0
95PP09,820,757,63,820,757,63,664,618,46,62,59,3,204,194,10,398,365,33,155,138,17,128,123,5,12,10,2,15,5,10,1,1,0,0,0,0
95PP10,847,798,49,847,798,49,839,790,49,720,671,49,81,81,0,38,38,0,3,3,0,1,1,0,1,1,0,1,1,0,5,5,0,0,0,0
95PP11,1098,1040,58,1098,1040,58,1008,971,37,388,375,13,306,303,3,314,293,21,89,68,21,82,62,20,7,6,1,0,0,0,1,1,0,0,0,0
95PP12,964,891,73,964,891,73,957,885,72,838,776,62,98,89,9,21,20,1,6,5,1,2,2,0,4,3,1,0,0,0,1,1,0,0,0,0
95PP13,1122,1060,62,1122,1060,62,1044,995,49,420,404,16,353,338,15,271,253,18,77,64,13,63,58,5,4,2,2,10,4,6,1,1,0,0,0,0
95PP14,1506,1347,159,1506,1347,159,1477,1326,151,975,885,90,340,305,35,162,136,26,26,19,7,11,8,3,6,6,0,9,5,4,3,2,1,0,0,0
95PP15,1151,1089,62,1151,1089,62,1142,1082,60,777,753,24,264,243,21,101,86,15,9,7,2,5,4,1,2,1,1,2,2,0,0,0,0,0,0,0
95PP16,766,705,61,766,705,61,750,690,60,647,597,50,77,70,7,26,23,3,13,12,1,13,12,1,0,0,0,0,0,0,3,3,0,0,0,0
95PP17,1105,1028,77,1105,1028,77,1052,992,60,416,386,30,346,335,11,290,271,19,53,36,17,19,18,1,22,9,13,12,9,3,0,0,0,0,0,0
95PP18,1168,1093,75,1168,1093,75,1151,1082,69,779,730,49,290,274,16,82,78,4,13,7,6,3,3,0,4,4,0,6,0,6,4,4,0,0,0,0
95PP19,1030,933,97,1030,933,97,1008,915,93,641,585,56,205,191,14,162,139,23,17,15,2,11,9,2,5,5,0,1,1,0,5,3,2,0,0,0
95PP20,1582,1379,203,1582,1379,203,1276,1160,116,446,426,20,392,364,28,438,370,68,305,218,87,245,187,58,26,18,8,34,13,21,1,1,0,0,0,0
95PP21,833,783,50,833,783,50,811,765,46,616,578,38,91,90,1,104,97,7,12,8,4,5,5,0,5,1,4,2,2,0,10,10,0,0,0,0
95PP22,1086,1010,76,1084,1008,76,1035,966,69,568,529,39,311,293,18,156,144,12,48,41,7,47,40,7,0,0,0,1,1,0,1,1,0,2,2,0
95PP23,945,898,47,945,898,47,920,875,45,714,683,31,132,126,6,74,66,8,25,23,2,11,11,0,2,2,0,12,10,2,0,0,0,0,0,0
95QQ01,765,707,58,765,707,58,707,655,52,153,149,4,92,90,2,462,416,46,58,52,6,56,50,6,2,2,0,0,0,0,0,0,0,0,0,0
95QQ02,1095,996,99,1095,996,99,1063,972,91,572,519,53,319,300,19,172,153,19,30,22,8,28,21,7,1,0,1,1,1,0,2,2,0,0,0,0
95QQ03,532,507,25,532,507,25,439,420,19,23,23,0,96,92,4,320,305,15,93,87,6,91,85,6,2,2,0,0,0,0,0,0,0,0,0,0
95QQ04,706,692,14,706,692,14,686,673,13,138,135,3,135,133,2,413,405,8,20,19,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0
95QQ05,1177,1127,50,1175,1125,50,1120,1087,33,774,750,24,302,295,7,44,42,2,55,38,17,53,38,15,2,0,2,0,0,0,0,0,0,2,2,0
95QQ06,874,754,120,874,754,120,832,729,103,342,294,48,274,245,29,216,190,26,35,23,12,21,14,7,8,6,2,6,3,3,7,2,5,0,0,0
95QQ07,1031,919,112,1031,919,112,695,645,50,158,149,9,114,113,1,423,383,40,335,273,62,275,231,44,36,28,8,24,14,10,1,1,0,0,0,0
95QQ08,719,698,21,719,698,21,558,546,12,26,26,0,192,186,6,340,334,6,161,152,9,159,150,9,1,1,0,1,1,0,0,0,0,0,0,0
95QQ09,879,838,41,876,835,41,811,770,41,353,334,19,227,223,4,231,213,18,65,65,0,60,60,0,5,5,0,0,0,0,0,0,0,3,3,0
95QQ10,807,688,119,807,688,119,765,654,111,488,435,53,106,94,12,171,125,46,36,28,8,21,17,4,11,8,3,4,3,1,6,6,0,0,0,0
95QQ11,818,776,42,818,776,42,785,749,36,462,441,21,187,181,6,136,127,9,32,26,6,29,25,4,2,0,2,1,1,0,1,1,0,0,0,0
95QQ12,847,758,89,847,758,89,712,664,48,154,140,14,140,134,6,418,390,28,134,93,41,122,88,34,12,5,7,0,0,0,1,1,0,0,0,0
95QQ13,1141,1031,110,1141,1031,110,1122,1017,105,637,590,47,329,313,16,156,114,42,14,12,2,9,8,1,3,2,1,2,2,0,5,2,3,0,0,0
95QQ14,2143,2045,98,2143,2045,98,2045,1955,90,989,955,34,821,787,34,235,213,22,94,86,8,89,82,7,3,2,1,2,2,0,4,4,0,0,0,0
95QQ15,816,761,55,816,761,55,743,694,49,63,63,0,243,236,7,437,395,42,73,67,6,64,62,2,8,4,4,1,1,0,0,0,0,0,0,0
95RR01,1531,1502,29,1531,1502,29,1512,1484,28,1085,1060,25,359,357,2,68,67,1,18,17,1,13,13,0,4,4,0,1,0,1,1,1,0,0,0,0
95RR02,666,647,19,666,647,19,653,635,18,266,257,9,293,287,6,94,91,3,13,12,1,11,11,0,1,0,1,1,1,0,0,0,0,0,0,0
95RR03,655,617,38,655,617,38,567,533,34,79,78,1,153,151,2,335,304,31,88,84,4,81,77,4,5,5,0,2,2,0,0,0,0,0,0,0
95RR04,816,752,64,816,752,64,737,698,39,277,267,10,235,231,4,225,200,25,79,54,25,49,39,10,13,5,8,17,10,7,0,0,0,0,0,0
95RR05,988,966,22,988,966,22,954,935,19,339,334,5,436,429,7,179,172,7,34,31,3,34,31,3,0,0,0,0,0,0,0,0,0,0,0,0
95RR06,739,708,31,739,708,31,729,700,29,484,462,22,161,155,6,84,83,1,7,5,2,4,2,2,0,0,0,3,3,0,3,3,0,0,0,0
95RR07,878,859,19,878,859,19,874,855,19,443,436,7,387,376,11,44,43,1,2,2,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0
95RR08,741,713,28,741,713,28,736,710,26,568,548,20,129,123,6,39,39,0,1,0,1,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0
95RR09,1565,1381,184,1565,1381,184,1556,1373,183,567,553,14,515,482,33,474,338,136,9,8,1,5,4,1,3,3,0,1,1,0,0,0,0,0,0,0
95RR10,646,582,64,646,582,64,612,557,55,72,72,0,215,212,3,325,273,52,34,25,9,31,23,8,1,1,0,2,1,1,0,0,0,0,0,0
95RR11,682,652,30,682,652,30,679,650,29,430,409,21,161,154,7,88,87,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
95RR12,628,606,22,628,606,22,593,572,21,290,283,7,196,189,7,107,100,7,33,32,1,32,32,0,1,0,1,0,0,0,2,2,0,0,0,0
95RR13,699,657,42,699,657,42,565,540,25,212,203,9,108,105,3,245,232,13,134,117,17,110,103,7,12,5,7,12,9,3,0,0,0,0,0,0
95RR14,670,654,16,670,654,16,669,653,16,470,460,10,148,144,4,51,49,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95RR15,825,802,23,825,802,23,817,795,22,592,574,18,149,148,1,76,73,3,5,4,1,5,4,1,0,0,0,0,0,0,3,3,0,0,0,0
95SS01,1735,1681,54,1735,1681,54,1705,1652,53,1210,1169,41,397,391,6,98,92,6,20,20,0,15,15,0,2,2,0,3,3,0,10,9,1,0,0,0
95SS02,1571,1530,41,1571,1530,41,1547,1508,39,936,918,18,450,430,20,161,160,1,24,22,2,23,21,2,1,1,0,0,0,0,0,0,0,0,0,0
95SS03,1231,1189,42,1231,1189,42,1213,1172,41,1122,1089,33,64,61,3,27,22,5,11,11,0,3,3,0,3,3,0,5,5,0,7,6,1,0,0,0
95SS04,3049,2935,114,3049,2935,114,2740,2659,81,754,734,20,1383,1350,33,603,575,28,307,275,32,297,265,32,10,10,0,0,0,0,2,1,1,0,0,0
95SS05,1504,1441,63,1504,1441,63,1402,1349,53,514,502,12,424,410,14,464,437,27,102,92,10,98,88,10,1,1,0,3,3,0,0,0,0,0,0,0
95SS06,2015,1935,80,2015,1935,80,1892,1824,68,270,266,4,902,872,30,720,686,34,123,111,12,117,105,12,4,4,0,2,2,0,0,0,0,0,0,0
95SS07,3579,3406,173,3579,3406,173,2997,2902,95,752,746,6,1662,1615,47,583,541,42,581,503,78,574,497,77,5,4,1,2,2,0,1,1,0,0,0,0
95SS08,1766,1670,96,1766,1670,96,1743,1652,91,1277,1216,61,279,267,12,187,169,18,14,11,3,5,5,0,3,3,0,6,3,3,9,7,2,0,0,0
95SS09,1402,1334,68,1402,1334,68,1360,1295,65,933,900,33,205,194,11,222,201,21,39,36,3,35,32,3,4,4,0,0,0,0,3,3,0,0,0,0
95SS10,1706,1607,99,1706,1607,99,1395,1353,42,500,497,3,510,498,12,385,358,27,311,254,57,296,243,53,5,5,0,10,6,4,0,0,0,0,0,0
95SS11,1965,1863,102,1965,1863,102,1937,1837,100,1317,1260,57,457,426,31,163,151,12,18,16,2,12,11,1,3,3,0,3,2,1,10,10,0,0,0,0
95SS12,1288,1251,37,1286,1250,36,1142,1115,27,503,494,9,339,335,4,300,286,14,144,135,9,138,130,8,6,5,1,0,0,0,0,0,0,2,1,1
95SS13,1447,1336,111,1447,1336,111,1110,1049,61,80,79,1,259,251,8,771,719,52,337,287,50,284,258,26,30,17,13,23,12,11,0,0,0,0,0,0
95SS14,1310,1246,64,1310,1246,64,1226,1171,55,332,322,10,302,287,15,592,562,30,84,75,9,82,74,8,0,0,0,2,1,1,0,0,0,0,0,0
95SS15,1615,1516,99,1615,1516,99,1505,1416,89,974,927,47,250,240,10,281,249,32,109,99,10,95,90,5,7,6,1,7,3,4,1,1,0,0,0,0
95SS16,1184,1152,32,1184,1152,32,996,974,22,189,188,1,403,399,4,404,387,17,188,178,10,176,168,8,9,9,0,3,1,2,0,0,0,0,0,0
95SS17,1831,1749,82,1831,1749,82,1644,1596,48,260,246,14,699,683,16,685,667,18,187,153,34,184,150,34,3,3,0,0,0,0,0,0,0,0,0,0
95SS18,1395,1342,53,1395,1342,53,1090,1049,41,172,166,6,389,371,18,529,512,17,305,293,12,299,289,10,4,4,0,2,0,2,0,0,0,0,0,0
95SS19,1290,1236,54,1290,1236,54,1086,1042,44,123,121,2,197,191,6,766,730,36,203,193,10,185,179,6,18,14,4,0,0,0,1,1,0,0,0,0
95SS20,1133,1096,37,1133,1096,37,1115,1080,35,472,465,7,537,515,22,106,100,6,18,16,2,15,13,2,3,3,0,0,0,0,0,0,0,0,0,0
95SS21,1715,1656,59,1715,1656,59,1700,1647,53,1152,1116,36,428,414,14,120,117,3,9,6,3,4,4,0,4,2,2,1,0,1,6,3,3,0,0,0
95SS22,1297,1254,43,1297,1254,43,1268,1226,42,554,540,14,597,576,21,117,110,7,29,28,1,24,24,0,0,0,0,5,4,1,0,0,0,0,0,0
95SS23,1591,1532,59,1591,1532,59,1509,1461,48,762,738,24,491,476,15,256,247,9,79,68,11,75,65,10,3,3,0,1,0,1,3,3,0,0,0,0
95SS24,2032,1914,118,2032,1914,118,1904,1799,105,1124,1094,30,520,463,57,260,242,18,127,114,13,121,109,12,4,3,1,2,2,0,1,1,0,0,0,0
95SS25,1163,1117,46,1163,1117,46,964,931,33,61,60,1,204,204,0,699,667,32,197,184,13,193,180,13,3,3,0,1,1,0,2,2,0,0,0,0
95SS26,1363,1314,49,1363,1314,49,1275,1239,36,294,291,3,466,456,10,515,492,23,88,75,13,83,70,13,2,2,0,3,3,0,0,0,0,0,0,0
95SS27,1249,1194,55,1249,1194,55,908,874,34,81,80,1,347,337,10,480,457,23,341,320,21,324,303,21,12,12,0,5,5,0,0,0,0,0,0,0
95SS28,1133,1071,62,1133,1071,62,1017,970,47,75,72,3,372,361,11,570,537,33,116,101,15,105,93,12,4,4,0,7,4,3,0,0,0,0,0,0
95SS29,1093,1031,62,1093,1031,62,858,843,15,37,37,0,118,118,0,703,688,15,235,188,47,229,182,47,5,5,0,1,1,0,0,0,0,0,0,0
95SS30,1172,1125,47,1168,1121,47,1097,1056,41,605,582,23,451,441,10,41,33,8,71,65,6,67,62,5,4,3,1,0,0,0,0,0,0,4,4,0
95TT01,868,838,30,868,838,30,860,830,30,727,701,26,99,97,2,34,32,2,4,4,0,1,1,0,2,2,0,1,1,0,4,4,0,0,0,0
95TT02,909,857,52,909,857,52,895,848,47,530,514,16,206,199,7,159,135,24,11,6,5,4,4,0,3,1,2,4,1,3,3,3,0,0,0,0
95TT03,1228,1175,53,1228,1175,53,1202,1152,50,514,497,17,451,441,10,237,214,23,24,21,3,11,11,0,5,4,1,8,6,2,2,2,0,0,0,0
95TT04,1074,1018,56,1074,1018,56,987,950,37,512,497,15,276,264,12,199,189,10,85,66,19,76,61,15,5,2,3,4,3,1,2,2,0,0,0,0
95TT05,1168,1129,39,1168,1129,39,1075,1044,31,420,410,10,362,358,4,293,276,17,93,85,8,71,70,1,6,6,0,16,9,7,0,0,0,0,0,0
95TT06,920,886,34,920,886,34,906,874,32,616,593,23,185,180,5,105,101,4,12,11,1,10,10,0,1,0,1,1,1,0,2,1,1,0,0,0
95TT07,901,874,27,901,874,27,894,867,27,723,702,21,117,113,4,54,52,2,1,1,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0
95TT08,880,851,29,880,851,29,858,830,28,709,688,21,107,103,4,42,39,3,10,9,1,7,6,1,0,0,0,3,3,0,12,12,0,0,0,0
95TT09,902,874,28,902,874,28,894,866,28,744,722,22,113,109,4,37,35,2,3,3,0,1,1,0,2,2,0,0,0,0,5,5,0,0,0,0
95TT10,1086,1056,30,1086,1056,30,1035,1008,27,285,275,10,400,399,1,350,334,16,51,48,3,40,39,1,2,2,0,9,7,2,0,0,0,0,0,0
95TT11,962,945,17,962,945,17,957,940,17,750,736,14,142,141,1,65,63,2,2,2,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0
95TT12,936,898,38,936,898,38,922,886,36,638,613,25,208,206,2,76,67,9,11,9,2,8,6,2,1,1,0,2,2,0,3,3,0,0,0,0
95TT13,1123,1107,16,1123,1107,16,1077,1069,8,403,401,2,361,358,3,313,310,3,46,38,8,34,33,1,4,4,0,8,1,7,0,0,0,0,0,0
95TT14,858,830,28,858,830,28,789,769,20,307,298,9,261,255,6,221,216,5,68,60,8,57,54,3,3,3,0,8,3,5,1,1,0,0,0,0
95TT15,856,833,23,856,833,23,849,828,21,558,543,15,150,147,3,141,138,3,5,3,2,3,3,0,0,0,0,2,0,2,2,2,0,0,0,0
95TT16,895,866,29,895,866,29,879,852,27,598,579,19,175,171,4,106,102,4,11,10,1,2,2,0,7,7,0,2,1,1,5,4,1,0,0,0
95UU01,408,384,24,408,384,24,403,382,21,231,221,10,111,101,10,61,60,1,4,1,3,0,0,0,1,1,0,3,0,3,1,1,0,0,0,0
95UU02,576,439,137,576,439,137,572,435,137,241,181,60,261,205,56,70,49,21,3,3,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0
95UU03,540,381,159,540,381,159,419,318,101,276,223,53,103,72,31,40,23,17,121,63,58,80,43,37,12,3,9,29,17,12,0,0,0,0,0,0
95UU04,530,350,180,530,350,180,456,321,135,114,98,16,128,93,35,214,130,84,74,29,45,44,25,19,17,3,14,13,1,12,0,0,0,0,0,0
95UU05,391,373,18,391,373,18,390,372,18,236,224,12,130,126,4,24,22,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95UU06,672,569,103,669,568,101,653,557,96,432,361,71,133,120,13,88,76,12,16,11,5,9,6,3,6,4,2,1,1,0,0,0,0,3,1,2
95UU07,452,307,145,452,307,145,444,303,141,279,213,66,120,77,43,45,13,32,7,3,4,4,2,2,1,1,0,2,0,2,1,1,0,0,0,0
95UU08,573,461,112,573,461,112,509,421,88,265,216,49,150,137,13,94,68,26,64,40,24,52,32,20,5,4,1,7,4,3,0,0,0,0,0,0
95UU09,712,594,118,712,594,118,707,593,114,426,355,71,177,155,22,104,83,21,5,1,4,2,0,2,2,1,1,1,0,1,0,0,0,0,0,0
95UU10,538,420,118,538,420,118,485,407,78,319,279,40,133,103,30,33,25,8,53,13,40,49,9,40,3,3,0,1,1,0,0,0,0,0,0,0
95UU11,393,355,38,393,355,38,387,349,38,300,269,31,85,78,7,2,2,0,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0
95UU12,658,564,94,658,564,94,603,521,82,186,167,19,202,187,15,215,167,48,55,43,12,36,32,4,9,6,3,10,5,5,0,0,0,0,0,0
95UU13,398,333,65,398,333,65,392,327,65,252,208,44,110,98,12,30,21,9,4,4,0,1,1,0,3,3,0,0,0,0,2,2,0,0,0,0
95UU14,772,718,54,772,718,54,747,694,53,331,299,32,269,253,16,147,142,5,24,24,0,21,21,0,2,2,0,1,1,0,1,0,1,0,0,0
95UU15,395,360,35,395,360,35,392,357,35,235,217,18,118,110,8,39,30,9,2,2,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
95VV01,1304,1171,133,1304,1171,133,1280,1152,128,687,613,74,395,370,25,198,169,29,19,14,5,12,8,4,2,2,0,5,4,1,5,5,0,0,0,0
95VV02,1015,985,30,1015,985,30,851,830,21,81,79,2,269,265,4,501,486,15,164,155,9,139,138,1,19,12,7,6,5,1,0,0,0,0,0,0
95VV03,1021,996,25,1021,996,25,1002,977,25,226,219,7,461,450,11,315,308,7,17,17,0,10,10,0,5,5,0,2,2,0,2,2,0,0,0,0
95VV04,1125,1052,73,1125,1052,73,1110,1037,73,846,789,57,236,229,7,28,19,9,4,4,0,2,2,0,2,2,0,0,0,0,11,11,0,0,0,0
95VV05,1432,1364,68,1432,1364,68,1384,1322,62,1043,986,57,278,273,5,63,63,0,44,38,6,34,29,5,8,7,1,2,2,0,4,4,0,0,0,0
95VV06,1205,1153,52,1205,1153,52,1172,1123,49,695,655,40,386,378,8,91,90,1,26,25,1,18,18,0,4,3,1,4,4,0,7,5,2,0,0,0
95VV07,1720,1657,63,1720,1657,63,1558,1520,38,674,657,17,552,545,7,332,318,14,162,137,25,119,103,16,33,27,6,10,7,3,0,0,0,0,0,0
95VV08,1120,1006,114,1120,1006,114,1111,997,114,806,710,96,251,237,14,54,50,4,7,7,0,6,6,0,1,1,0,0,0,0,2,2,0,0,0,0
95VV09,1054,967,87,1054,967,87,998,926,72,438,384,54,412,399,13,148,143,5,53,39,14,36,31,5,4,3,1,13,5,8,3,2,1,0,0,0
95VV10,1221,1186,35,1215,1186,29,1125,1104,21,158,155,3,492,490,2,475,459,16,90,82,8,71,67,4,12,10,2,7,5,2,0,0,0,6,0,6
95VV11,1527,1484,43,1527,1484,43,1509,1466,43,780,752,28,626,611,15,103,103,0,15,15,0,14,14,0,1,1,0,0,0,0,3,3,0,0,0,0
95VV12,1201,1164,37,1201,1164,37,1174,1138,36,254,247,7,603,587,16,317,304,13,25,25,0,19,19,0,5,5,0,1,1,0,2,1,1,0,0,0
95VV13,1090,1054,36,1090,1054,36,1077,1046,31,914,884,30,157,156,1,6,6,0,4,2,2,2,2,0,1,0,1,1,0,1,9,6,3,0,0,0
95VV14,1327,1287,40,1327,1287,40,1166,1133,33,470,459,11,400,386,14,296,288,8,161,154,7,145,140,5,11,9,2,5,5,0,0,0,0,0,0,0
95VV15,1162,1140,22,1162,1140,22,1103,1082,21,221,220,1,475,467,8,407,395,12,58,57,1,50,49,1,8,8,0,0,0,0,1,1,0,0,0,0
95VV16,1101,1043,58,1101,1043,58,1066,1009,57,630,581,49,393,387,6,43,41,2,30,29,1,24,24,0,6,5,1,0,0,0,5,5,0,0,0,0
95VV17,1512,1410,102,1512,1410,102,1502,1402,100,906,826,80,500,489,11,96,87,9,6,4,2,2,2,0,1,1,0,3,1,2,4,4,0,0,0,0
95VV18,1455,1402,53,1455,1402,53,1352,1307,45,579,564,15,488,475,13,285,268,17,100,92,8,78,75,3,7,6,1,15,11,4,3,3,0,0,0,0
95VV19,1220,1172,48,1220,1172,48,1166,1123,43,503,477,26,495,483,12,168,163,5,53,49,4,45,42,3,6,5,1,2,2,0,1,0,1,0,0,0
95VV20,1048,925,123,1048,925,123,1023,903,120,812,725,87,185,155,30,26,23,3,7,6,1,2,2,0,5,4,1,0,0,0,18,16,2,0,0,0
95VV21,1306,1253,53,1306,1253,53,1288,1237,51,931,887,44,291,288,3,66,62,4,6,6,0,4,4,0,2,2,0,0,0,0,12,10,2,0,0,0
95VV22,1034,956,78,1034,956,78,1015,943,72,627,579,48,230,221,9,158,143,15,10,8,2,2,2,0,3,2,1,5,4,1,9,5,4,0,0,0
95VV23,1231,1123,108,1231,1123,108,1017,946,71,491,451,40,361,347,14,165,148,17,214,177,37,198,165,33,7,6,1,9,6,3,0,0,0,0,0,0
95VV24,1368,1258,110,1368,1258,110,1109,1058,51,410,392,18,351,334,17,348,332,16,258,199,59,223,179,44,31,17,14,4,3,1,1,1,0,0,0,0
95VV25,1350,1227,123,1350,1227,123,1338,1219,119,969,862,107,323,313,10,46,44,2,9,6,3,8,6,2,0,0,0,1,0,1,3,2,1,0,0,0
95VV26,1240,1172,68,1240,1172,68,1222,1154,68,745,695,50,404,388,16,73,71,2,13,13,0,5,5,0,4,4,0,4,4,0,5,5,0,0,0,0
95VV27,928,912,16,928,912,16,853,838,15,121,121,0,271,270,1,461,447,14,75,74,1,62,62,0,10,10,0,3,2,1,0,0,0,0,0,0
95VV28,1379,1343,36,1379,1343,36,1193,1159,34,363,360,3,350,345,5,480,454,26,186,184,2,163,162,1,19,18,1,4,4,0,0,0,0,0,0,0
95VV29,1123,1071,52,1123,1071,52,1108,1058,50,772,731,41,246,239,7,90,88,2,5,5,0,2,2,0,3,3,0,0,0,0,10,8,2,0,0,0
95VV30,1126,1098,28,1126,1098,28,1010,985,25,340,333,7,588,576,12,82,76,6,116,113,3,112,109,3,4,4,0,0,0,0,0,0,0,0,0,0
95WW01,1329,1257,72,1329,1257,72,1111,1064,47,182,176,6,360,350,10,569,538,31,218,193,25,208,184,24,6,6,0,4,3,1,0,0,0,0,0,0
95WW02,1589,1533,56,1589,1533,56,1398,1352,46,674,662,12,350,336,14,374,354,20,191,181,10,184,177,7,3,3,0,4,1,3,0,0,0,0,0,0
95WW03,1648,1583,65,1648,1583,65,1410,1356,54,378,372,6,449,432,17,583,552,31,238,227,11,225,217,8,6,5,1,7,5,2,0,0,0,0,0,0
95WW04,1112,1098,14,1112,1098,14,1096,1085,11,201,199,2,599,593,6,296,293,3,16,13,3,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0
95WW05,1208,1157,51,1208,1157,51,1069,1034,35,317,307,10,577,562,15,175,165,10,139,123,16,132,119,13,6,4,2,1,0,1,0,0,0,0,0,0
95WW06,1269,1198,71,1269,1198,71,1203,1144,59,819,783,36,246,236,10,138,125,13,63,51,12,62,50,12,1,1,0,0,0,0,3,3,0,0,0,0
95WW07,1668,1602,66,1668,1602,66,1635,1571,64,824,787,37,625,613,12,186,171,15,29,28,1,26,25,1,1,1,0,2,2,0,4,3,1,0,0,0
