ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6111NI0001,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, All categories: Household Composition"
DC6111NI0002,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One person households: Total"
DC6111NI0003,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One person households: Aged 65 and over"
DC6111NI0004,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One person households: Other"
DC6111NI0005,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Total"
DC6111NI0006,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: All aged 65 and over"
DC6111NI0007,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Couple family households: No children"
DC6111NI0008,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Couple family households: With one dependent child"
DC6111NI0009,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Couple family households: With two or more dependent children"
DC6111NI0010,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Couple family households: All children non-dependent"
DC6111NI0011,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Lone parent family households: With one dependent child"
DC6111NI0012,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Lone parent family households: With two or more dependent children"
DC6111NI0013,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, One family and no other people: Lone parent family households: All children non-dependent"
DC6111NI0014,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: Total"
DC6111NI0015,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: With one dependent child"
DC6111NI0016,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: With two or more dependent children"
DC6111NI0017,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: All full-time students"
DC6111NI0018,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: All aged 65 and over"
DC6111NI0019,Count,PERSONS,"All categories: Sex, All categories: NS-SEC, Other household types: Other"
DC6111NI0020,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, All categories: Household Composition"
DC6111NI0021,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, One person households: Total"
DC6111NI0022,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, One person households: Aged 65 and over"
DC6111NI0023,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, One person households: Other"
DC6111NI0024,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, One family and no other people: Total"
DC6111NI0025,Count,PERSONS,"All categories: Sex, 1. Higher managerial, administrative and professional occupations: Total, One family and no other people: All aged 65 and over"
