GeographyCode,DC2250NI0001,DC2250NI0002,DC2250NI0003,DC2250NI0004,DC2250NI0005,DC2250NI0006,DC2250NI0007,DC2250NI0008,DC2250NI0009,DC2250NI0010,DC2250NI0011,DC2250NI0012,DC2250NI0013,DC2250NI0014,DC2250NI0015,DC2250NI0016,DC2250NI0017,DC2250NI0018,DC2250NI0019,DC2250NI0020,DC2250NI0021,DC2250NI0022,DC2250NI0023,DC2250NI0024,DC2250NI0025,DC2250NI0026,DC2250NI0027,DC2250NI0028,DC2250NI0029,DC2250NI0030,DC2250NI0031,DC2250NI0032,DC2250NI0033,DC2250NI0034,DC2250NI0035,DC2250NI0036,DC2250NI0037,DC2250NI0038,DC2250NI0039,DC2250NI0040,DC2250NI0041,DC2250NI0042,DC2250NI0043,DC2250NI0044,DC2250NI0045
95GG10,3998,600,2859,73,466,738,74,546,6,112,3263,537,2333,49,344,2681,208,2209,34,230,284,151,96,6,31,156,138,6,1,11,15,9,1,0,5,127,31,21,8,67,102,17,37,25,23
95GG11,5453,878,3802,92,681,976,107,729,10,130,4517,788,3116,69,544,3757,328,2934,46,449,430,235,145,14,36,210,183,1,5,21,3,3,0,0,0,117,39,36,4,38,87,19,27,19,22
95GG12,8945,5441,2080,349,1075,987,669,187,36,95,7699,4835,1888,168,808,4215,1953,1620,111,531,3069,2656,211,44,158,143,124,1,3,15,7,7,0,0,0,265,95,56,10,104,531,109,50,165,207
95GG13,4722,1801,2559,56,306,655,143,455,3,54,4127,1714,2116,46,251,3065,784,2035,38,208,978,875,69,5,29,50,38,7,0,5,0,0,0,0,0,34,17,5,3,9,60,34,11,9,6
95GG14,4820,2754,1817,42,207,434,211,184,2,37,4495,2648,1643,37,167,2985,1260,1563,30,132,1477,1365,76,5,31,10,9,0,0,1,0,0,0,0,0,23,14,4,2,3,39,13,10,8,8
95GG15,5920,856,4456,50,558,719,63,568,5,83,5307,820,3973,39,475,4705,505,3746,34,420,512,247,219,5,41,35,31,1,0,3,16,11,0,0,5,39,26,7,0,6,92,18,42,11,21
95GG16,5452,4053,938,86,375,819,577,157,5,80,4701,3564,789,61,287,2684,1731,705,43,205,1894,1761,59,15,59,63,48,10,0,5,4,4,0,0,0,56,20,15,3,18,100,41,14,28,17
95GG17,5330,3785,1258,36,251,967,635,274,2,56,4416,3209,991,22,194,2731,1633,949,13,136,1617,1533,40,7,37,25,20,0,2,3,3,3,0,0,0,40,20,2,0,18,51,23,4,15,9
95GG18,4975,4500,316,32,127,1123,1027,62,5,29,3858,3500,249,16,93,1882,1579,224,13,66,1886,1853,18,2,13,54,47,2,1,4,7,7,0,0,0,29,14,5,0,10,85,55,9,12,9
95GG19,4582,519,3770,25,268,1196,128,992,7,69,3399,399,2789,18,193,3117,204,2722,15,176,238,172,60,1,5,27,17,5,2,3,2,1,1,0,0,15,5,1,0,9,14,1,6,0,7
95GG20,4901,1155,3131,110,505,1099,183,785,14,117,3744,983,2351,51,359,2959,434,2221,38,266,553,415,100,9,29,134,103,11,2,18,8,5,2,0,1,90,26,17,2,45,136,30,24,46,36
95GG21,5184,4539,390,120,135,1271,1188,63,1,19,3827,3383,314,29,101,1945,1578,289,19,59,1798,1756,17,9,16,25,24,0,0,1,6,6,0,0,0,53,19,8,1,25,154,25,14,94,21
95GG22,5343,5044,175,39,85,845,796,19,8,22,4570,4340,152,24,54,1756,1577,129,19,31,2785,2741,21,4,19,14,10,1,1,2,4,4,0,0,0,11,8,1,0,2,59,31,7,9,12
95GG23,4555,2240,1942,120,253,419,149,233,10,27,4192,2173,1739,69,211,2786,937,1618,60,171,1369,1227,110,5,27,2,1,0,1,0,0,0,0,0,0,35,8,11,3,13,121,24,21,51,25
95GG24,4561,1883,2296,53,329,647,186,399,5,57,3936,1721,1898,43,274,2919,852,1815,39,213,913,807,68,3,35,63,48,7,0,8,11,3,0,0,8,30,11,8,1,10,93,49,29,5,10
95GG25,5573,5302,181,29,61,1016,963,38,3,12,4639,4428,143,21,47,1845,1675,132,13,25,2777,2742,10,7,18,8,8,0,0,0,2,0,0,0,2,7,3,1,1,2,40,32,0,6,2
95GG26,3749,655,2832,32,230,768,106,599,6,57,2990,563,2237,21,169,2585,245,2173,19,148,372,300,59,2,11,16,13,0,0,3,2,2,0,0,0,15,3,5,0,7,23,1,10,7,5
95GG27,6498,6053,332,13,100,1145,997,108,1,39,5456,5161,227,7,61,2314,2070,204,4,36,3112,3070,18,3,21,15,14,1,0,0,0,0,0,0,0,15,7,4,0,4,32,21,4,7,0
95GG28,5651,536,4667,50,398,881,57,718,3,103,4788,487,3959,46,296,4384,223,3871,32,258,336,233,83,5,15,37,28,0,0,9,2,0,0,0,2,29,3,5,9,12,36,3,26,6,1
95GG29,5014,696,3499,228,591,843,54,685,4,100,4001,624,2824,76,477,3386,251,2677,66,392,313,164,112,6,31,201,180,8,1,12,1,0,0,0,1,100,29,27,3,41,259,32,43,152,32
95GG30,4827,441,3845,59,482,588,40,468,8,72,4318,414,3443,42,419,3897,247,3242,32,376,381,142,196,8,35,20,20,0,0,0,3,0,0,0,3,17,5,5,2,5,49,4,22,11,12
95GG31,6519,5561,713,42,203,984,790,145,5,44,5642,4891,568,26,157,2624,1951,537,14,122,2962,2893,29,12,28,37,36,0,0,1,0,0,0,0,0,19,11,2,0,6,45,21,7,15,2
95GG32,6409,3092,2910,49,358,1236,591,549,3,93,5183,2525,2366,35,257,3945,1493,2235,28,189,1095,944,113,7,31,74,57,8,0,9,5,5,0,0,0,64,26,10,0,28,105,40,38,12,15
95GG33,5555,3398,1682,127,348,270,131,119,2,18,5441,3395,1638,86,322,3429,1653,1442,71,263,1941,1696,188,8,49,34,26,0,3,5,2,2,0,0,0,35,18,8,4,5,154,43,34,44,33
95GG34,4927,2984,1623,83,237,523,213,268,6,36,4438,2835,1364,48,191,2697,1235,1276,35,151,1657,1551,76,10,20,19,17,0,0,2,3,3,0,0,0,62,29,12,3,18,126,57,26,31,12
95GG35,4950,4417,378,43,112,1205,1113,65,10,17,3784,3349,326,17,92,2189,1831,279,9,70,1508,1454,40,4,10,54,49,1,3,1,3,1,2,0,0,30,14,4,1,11,52,22,8,17,5
95GG36,5619,619,4324,81,595,714,52,543,14,105,4988,580,3857,61,490,4465,290,3684,55,436,388,187,160,5,36,82,78,1,0,3,5,4,0,0,1,48,21,12,1,14,58,13,22,9,14
95GG37,6041,2395,2833,121,692,612,160,354,6,92,5491,2310,2505,86,590,3850,1015,2333,60,442,1293,1043,146,21,83,218,204,1,4,9,4,4,0,0,0,126,44,25,1,56,140,38,40,33,29
95GG38,6564,3873,2008,134,549,680,330,283,18,49,6055,3719,1758,95,483,3680,1683,1557,79,361,2208,1933,183,13,79,76,64,2,2,8,0,0,0,0,0,91,39,16,1,35,178,42,57,27,52
95GG39,7214,2547,3414,485,768,1173,362,685,28,98,5593,2199,2731,102,561,4129,1088,2515,63,463,1202,946,185,28,43,115,99,3,1,12,11,8,2,0,1,136,58,26,10,42,625,70,62,364,129
95GG40,3816,300,3225,26,265,970,100,779,8,83,2864,209,2464,15,176,2672,106,2391,14,161,152,85,58,0,9,23,16,5,1,1,4,1,3,0,0,13,1,7,0,5,18,0,7,3,8
95GG41,5548,718,4196,71,563,458,51,360,9,38,5224,696,3953,58,517,4619,451,3669,47,452,575,231,278,10,56,4,2,0,0,2,1,1,0,0,0,25,11,6,1,7,96,17,41,7,31
95GG42,8139,3850,3147,248,894,451,203,177,11,60,7767,3833,3041,143,750,5116,1718,2707,110,581,2496,2034,305,27,130,43,40,1,0,2,6,5,0,0,1,106,36,28,6,36,380,71,69,108,132
95GG43,4874,483,3704,88,599,754,68,600,2,84,4097,411,3121,60,505,3667,177,2997,53,440,270,128,112,5,25,97,80,1,1,15,18,13,1,1,3,45,13,10,0,22,103,20,31,32,20
95GG44,5591,902,3820,71,798,1269,140,907,7,215,4279,748,2925,40,566,3509,249,2787,29,444,315,171,111,5,28,296,273,4,2,17,21,12,1,0,8,138,43,22,4,69,130,35,39,29,27
95GG45,4841,1422,2907,122,390,628,81,465,3,79,4328,1403,2519,105,301,3385,678,2357,95,255,868,677,149,10,32,28,23,1,0,4,2,2,0,0,0,45,23,12,0,10,93,27,16,25,25
95GG46,5250,4909,241,17,83,1180,1118,45,1,16,4130,3858,196,9,67,1920,1693,176,7,44,2193,2159,19,2,13,5,5,0,0,0,0,0,0,0,0,12,1,1,0,10,25,12,4,7,2
95GG47,5829,5108,413,52,256,1360,1229,74,6,51,4498,3941,330,36,191,2511,2094,276,24,117,1824,1729,44,9,42,97,78,3,0,16,6,4,1,0,1,60,36,6,3,15,101,52,17,10,22
95GG48,5694,5302,270,17,105,1506,1438,48,2,18,4241,3920,222,11,88,2050,1787,190,9,64,2170,2120,25,2,23,6,6,0,0,0,0,0,0,0,0,15,7,7,0,1,23,12,5,4,2
95GG49,8141,3389,3316,472,964,634,207,340,19,68,7086,3231,2948,145,762,4659,1421,2595,106,537,1974,1536,306,24,108,167,142,2,4,19,29,24,0,0,5,257,108,45,11,93,713,96,130,322,165
95GG50,5445,1055,3447,153,790,1105,92,810,13,190,4232,951,2624,86,571,3313,334,2473,67,439,451,290,111,6,44,304,284,5,0,15,17,9,0,0,8,147,34,35,13,65,212,48,59,60,45
95GG51,4088,246,3555,24,263,1003,60,862,6,75,3096,186,2705,16,189,2933,106,2639,16,172,120,56,56,0,8,23,19,3,0,1,2,2,0,0,0,18,3,7,0,8,19,4,10,2,3
95HH01,2059,306,1478,15,260,351,56,239,3,53,1751,256,1274,12,209,1573,195,1187,7,184,162,49,84,5,24,13,12,1,0,0,0,0,0,0,0,3,0,2,0,1,19,6,8,2,3
95HH02,2962,196,2459,19,288,297,25,241,0,31,2687,172,2249,14,252,2588,143,2184,14,247,92,23,64,0,5,4,4,0,0,0,0,0,0,0,0,3,2,1,0,0,39,12,15,6,6
95HH03,1663,184,1358,7,114,192,26,150,2,14,1496,162,1227,6,101,1361,115,1153,5,88,125,45,69,1,10,0,0,0,0,0,0,0,0,0,0,10,2,5,0,3,24,5,13,2,4
95HH04,3067,215,2567,28,257,277,23,211,0,43,2823,196,2386,28,213,2689,154,2306,22,207,116,31,74,6,5,7,7,0,0,0,0,0,0,0,0,11,4,6,0,1,9,0,5,2,2
95HH05,2171,127,1772,8,264,430,22,332,1,75,1746,103,1447,8,188,1636,61,1393,5,177,65,11,44,3,7,33,27,6,0,0,6,4,2,0,0,6,0,2,0,4,13,2,5,2,4
95HH06,4797,334,3953,48,462,606,57,452,1,96,4217,277,3527,47,366,4038,221,3425,45,347,154,45,92,2,15,3,3,0,0,0,0,0,0,0,0,22,8,10,0,4,30,10,11,6,3
95HH07,1493,102,1214,15,162,288,18,225,0,45,1203,85,988,13,117,1142,65,960,13,104,44,13,28,0,3,9,4,0,0,5,0,0,0,0,0,8,3,0,0,5,16,1,10,2,3
95HH08,2619,396,1940,22,261,330,35,253,1,41,2322,369,1716,20,217,2079,231,1629,14,205,205,109,79,6,11,18,18,0,0,0,7,6,1,0,0,13,5,7,0,1,35,9,17,2,7
95HH09,2620,403,1891,44,282,491,69,363,6,53,2122,328,1542,29,223,1887,196,1461,27,203,163,82,67,2,12,40,38,0,0,2,2,2,0,0,0,30,10,14,0,6,55,16,14,10,15
95HH10,2489,261,1954,24,250,210,29,152,0,29,2338,243,1849,24,222,2136,172,1744,23,197,188,65,101,1,21,3,2,0,0,1,0,0,0,0,0,11,4,4,0,3,20,3,4,1,12
95HH11,1417,86,1141,13,177,372,25,290,2,55,1061,61,865,11,124,980,43,812,9,116,75,17,50,2,6,1,1,0,0,0,0,0,0,0,0,5,0,3,0,2,7,0,3,1,3
95HH12,1552,83,1242,12,215,259,10,185,4,60,1294,73,1058,7,156,1225,55,1021,7,142,60,14,37,0,9,6,4,0,0,2,0,0,0,0,0,3,0,0,0,3,16,0,11,1,4
95HH13,1407,71,1150,5,181,400,17,323,2,58,1010,56,828,3,123,980,50,813,2,115,24,4,15,1,4,2,1,0,0,1,0,0,0,0,0,4,1,0,0,3,6,0,6,0,0
95HH14,1530,147,1215,11,157,327,24,268,2,33,1208,123,954,8,123,1146,97,927,8,114,47,16,27,0,4,10,8,0,0,2,0,0,0,0,0,5,2,0,0,3,9,4,3,1,1
95HH15,2630,262,2091,35,242,413,35,333,4,41,2216,228,1761,30,197,2108,189,1709,26,184,96,35,47,4,10,5,1,4,0,0,0,0,0,0,0,7,3,1,0,3,37,6,20,5,6
95HH16,2159,415,1462,35,247,269,63,165,1,40,1902,335,1326,33,208,1699,235,1237,30,197,183,84,86,3,10,10,10,0,0,0,0,0,0,0,0,10,6,3,0,1,45,26,13,4,2
95HH17,2479,150,2118,16,195,386,11,338,0,37,2107,142,1792,14,159,2012,104,1744,13,151,77,25,44,1,7,5,5,0,0,0,5,5,0,0,0,8,3,4,0,1,15,1,11,2,1
95II01,3084,149,2654,34,247,293,5,247,3,38,2825,134,2457,25,209,2653,96,2344,23,190,144,27,105,1,11,12,9,0,0,3,2,0,0,0,2,14,2,8,1,3,45,18,11,12,4
95II02,4961,1675,2793,103,390,671,176,433,4,58,4361,1561,2384,83,333,3463,849,2250,70,294,843,685,121,12,25,31,20,6,0,5,3,0,1,0,2,21,7,6,1,7,102,37,29,27,9
95II03,3523,1634,1545,62,282,256,112,116,2,26,3310,1578,1452,38,242,2504,894,1367,28,215,769,665,75,7,22,13,12,0,0,1,6,4,1,1,0,18,3,9,2,4,79,17,16,30,16
95II04,4317,196,3652,43,426,491,16,401,8,66,3845,173,3285,28,359,3683,130,3184,26,343,139,31,96,2,10,10,7,2,0,1,2,0,1,0,1,11,5,2,0,4,41,13,14,10,4
95II05,3546,1732,1554,51,209,475,173,264,3,35,3103,1585,1304,37,177,2338,926,1227,36,149,743,645,75,1,22,11,11,0,0,0,3,1,0,0,2,8,2,2,0,4,69,36,16,12,5
95II06,3398,1639,1452,45,262,312,126,155,1,30,3150,1560,1319,40,231,2359,895,1229,37,198,754,642,85,2,25,12,5,4,0,3,3,3,0,0,0,22,15,1,1,5,47,17,18,5,7
95II07,2090,177,1649,22,242,456,26,372,4,54,1639,162,1276,16,185,1523,93,1244,12,174,91,50,30,4,7,17,16,0,0,1,0,0,0,0,0,8,3,2,0,3,20,3,9,4,4
95II08,2417,262,1893,20,242,322,25,254,2,41,2104,242,1647,14,201,1907,128,1583,13,183,148,78,61,1,8,35,28,0,0,7,0,0,0,0,0,14,8,3,0,3,25,5,15,4,1
95II09,3363,293,2699,44,327,359,18,295,4,42,2982,254,2411,36,281,2771,172,2317,27,255,174,65,88,8,13,15,12,1,0,2,1,1,0,0,0,21,4,5,1,11,86,35,30,8,13
95II10,2592,88,2200,23,281,460,6,387,1,66,2147,77,1835,21,214,2037,41,1777,20,199,90,25,52,1,12,8,8,0,0,0,0,0,0,0,0,12,3,6,0,3,28,9,7,2,10
95II11,2567,1203,1146,30,188,249,92,127,5,25,2364,1133,1050,18,163,1741,622,975,16,128,581,488,72,2,19,16,15,0,0,1,0,0,0,0,0,26,8,3,0,15,41,18,5,11,7
95II12,2512,233,2040,27,212,218,18,175,1,24,2320,217,1885,26,192,2109,125,1798,24,162,179,72,85,2,20,9,9,0,0,0,6,6,0,0,0,17,5,2,0,10,28,5,18,2,3
95II13,2702,182,2183,47,290,438,18,355,3,62,2222,134,1822,34,232,2096,103,1755,33,205,100,17,63,0,20,7,4,1,1,1,8,7,0,0,1,11,3,3,0,5,66,31,19,15,1
95II14,2561,732,1636,21,172,204,60,125,2,17,2418,704,1544,15,155,1962,360,1452,10,140,418,316,86,5,11,23,21,0,0,2,0,0,0,0,0,15,7,6,0,2,19,7,6,4,2
95II15,3357,1577,1437,45,298,270,117,108,1,44,3186,1539,1364,31,252,2294,803,1263,19,209,841,696,97,10,38,31,28,0,1,2,1,1,0,0,0,19,11,4,1,3,42,14,4,15,9
95II16,2126,113,1824,19,170,284,7,246,5,26,1869,112,1600,15,142,1761,77,1543,11,130,91,26,55,3,7,11,8,0,1,2,0,0,0,0,0,6,1,2,0,3,9,1,5,0,3
95II17,2493,119,2095,47,232,326,11,275,2,38,2202,115,1845,43,199,2072,77,1772,42,181,114,28,70,1,15,9,9,0,0,0,0,0,0,0,0,7,1,3,0,3,17,0,11,6,0
95II18,2226,176,1848,39,163,408,21,354,3,30,1800,152,1490,26,132,1667,89,1438,22,118,110,46,50,4,10,18,14,2,0,2,0,0,0,0,0,5,3,0,0,2,50,13,21,11,5
95II19,3770,458,3056,33,223,417,24,360,3,30,3396,445,2726,30,195,3050,234,2609,29,178,327,200,114,1,12,7,7,0,0,0,0,0,0,0,0,12,4,3,0,5,39,4,31,0,4
95II20,2780,1097,1384,41,258,288,91,161,4,32,2502,1029,1240,32,201,1904,552,1161,26,165,527,417,75,5,30,53,48,0,0,5,0,0,0,0,0,18,12,4,1,1,79,29,13,6,31
95II21,2419,87,2075,9,248,451,14,366,0,71,1975,73,1717,9,176,1887,41,1673,8,165,71,23,42,1,5,9,8,0,0,1,1,0,0,0,1,7,1,2,0,4,16,1,10,1,4
95II22,2248,143,1884,6,215,298,11,259,1,27,1969,132,1645,5,187,1821,72,1579,5,165,109,31,63,0,15,21,16,0,0,5,10,8,1,0,1,8,5,2,0,1,16,5,6,0,5
95II23,2190,990,970,31,199,294,91,170,0,33,1957,944,816,29,168,1406,486,756,22,142,506,423,59,7,17,19,14,1,0,4,5,5,0,0,0,21,16,0,0,5,30,9,6,12,3
95JJ01,2499,588,1792,16,103,541,144,363,2,32,1970,443,1441,14,72,1713,235,1396,14,68,250,202,44,0,4,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,22,12,10,0,0
95JJ02,2374,733,1451,15,175,409,101,266,3,39,2008,657,1201,12,138,1607,355,1127,9,116,346,256,70,3,17,39,39,0,0,0,0,0,0,0,0,16,7,4,0,5,18,5,10,1,2
95JJ03,2470,322,1888,22,238,818,83,638,8,89,1657,238,1256,14,149,1572,191,1232,12,137,71,40,21,1,9,2,2,0,0,0,0,0,0,0,0,12,5,3,1,3,14,5,5,1,3
95JJ04,3111,525,2418,32,136,617,114,477,0,26,2541,420,1982,31,108,2294,298,1878,20,98,223,111,97,8,7,8,8,0,0,0,3,1,2,0,0,13,2,5,3,3,29,4,16,5,4
95JJ05,1835,519,1165,7,144,555,141,374,1,39,1274,381,797,2,94,1061,221,753,1,86,106,62,40,1,3,100,97,0,0,3,0,0,0,0,0,7,1,4,0,2,30,4,8,4,14
95JJ06,2472,1001,1301,22,148,715,272,390,3,50,1766,738,917,18,93,1447,475,878,17,77,174,138,33,1,2,133,124,1,0,8,0,0,0,0,0,12,1,5,0,6,16,4,3,2,7
95JJ07,2665,585,1893,21,166,854,163,613,4,74,1809,422,1283,13,91,1644,306,1243,13,82,103,65,34,0,4,57,50,3,0,4,0,0,0,0,0,5,1,3,0,1,22,8,7,4,3
95JJ08,3276,793,2233,26,224,566,104,421,1,40,2760,703,1851,23,183,2328,411,1745,21,151,405,280,102,2,21,12,8,0,0,4,0,0,0,0,0,15,4,4,0,7,41,16,18,3,4
95JJ09,1990,121,1775,14,80,479,11,450,2,16,1531,117,1343,6,65,1410,85,1267,6,52,111,26,75,0,10,7,5,0,0,2,0,0,0,0,0,3,1,1,0,1,19,1,9,6,3
95JJ10,2795,1322,1395,12,66,732,333,385,2,12,2080,997,1021,9,53,1522,492,983,8,39,527,484,38,1,4,14,14,0,0,0,0,0,0,0,0,17,7,0,0,10,14,4,7,2,1
95JJ11,3770,838,2652,30,250,562,112,390,4,56,3263,749,2299,26,189,2845,524,2141,21,159,346,166,152,5,23,52,51,1,0,0,2,2,0,0,0,18,6,5,0,7,43,6,23,4,10
95JJ12,2724,1828,811,9,76,730,479,225,3,23,2012,1367,590,5,50,1292,717,537,4,34,639,576,51,1,11,64,64,0,0,0,0,0,0,0,0,17,10,2,0,5,21,15,1,1,4
95JJ13,3895,709,2888,52,246,530,98,385,3,44,3398,615,2539,44,200,3061,428,2413,29,191,258,124,114,13,7,58,55,1,1,1,1,1,0,0,0,20,7,11,1,1,41,21,7,11,2
95JJ14,2325,256,1960,14,95,563,64,477,1,21,1782,194,1504,10,74,1641,122,1439,9,71,133,68,61,1,3,1,1,0,0,0,0,0,0,0,0,7,3,4,0,0,15,0,12,3,0
95JJ15,1879,590,1154,25,110,367,117,235,1,14,1528,472,943,21,92,1218,263,870,10,75,223,136,67,11,9,63,62,1,0,0,4,4,0,0,0,20,7,5,0,8,57,17,22,8,10
95JJ16,1799,582,1046,24,147,398,106,254,2,36,1413,486,804,14,109,1121,276,744,13,88,264,193,57,1,13,12,12,0,0,0,0,0,0,0,0,16,5,3,0,8,25,4,9,10,2
95JJ17,2455,1222,1134,14,85,674,360,289,1,24,1816,879,862,14,61,1354,468,818,11,57,443,400,39,1,3,2,2,0,0,0,0,0,0,0,0,17,9,5,2,1,7,5,1,1,0
95JJ18,2032,565,1283,13,171,470,119,321,0,30,1578,449,978,13,138,1345,305,916,11,113,160,88,57,1,14,53,46,2,1,4,1,1,0,0,0,19,9,3,0,7,21,9,4,1,7
95JJ19,2942,1184,1588,37,133,290,87,171,11,21,2709,1137,1437,20,115,1989,554,1322,13,100,686,560,109,2,15,19,19,0,0,0,1,0,0,1,0,14,4,6,4,0,47,19,20,6,2
95JJ20,4092,884,2966,33,209,691,150,494,5,42,3434,749,2495,27,163,3049,513,2380,23,133,323,201,105,4,13,30,29,0,0,1,0,0,0,0,0,32,6,10,0,16,25,6,9,4,6
95JJ21,2873,696,1901,48,228,607,143,410,4,50,2190,548,1475,26,141,1838,302,1388,20,128,314,220,80,4,10,23,21,2,0,0,3,2,0,0,1,12,3,5,2,2,116,13,42,19,42
95JJ22,2794,689,1866,55,184,340,95,213,1,31,2487,606,1684,44,153,2114,371,1566,42,135,302,178,110,2,12,44,44,0,0,0,7,7,0,0,0,20,6,8,0,6,36,8,13,11,4
95KK01,2578,2449,118,4,7,743,713,29,0,1,1859,1763,88,3,5,981,904,72,1,4,870,851,16,2,1,3,3,0,0,0,0,0,0,0,0,5,5,0,0,0,14,11,1,1,1
95KK02,2029,709,1229,26,65,524,194,300,8,22,1523,528,936,18,41,1250,302,902,15,31,245,207,31,3,4,16,12,1,0,3,4,4,0,0,0,8,3,2,0,3,9,2,2,3,2
95KK03,2357,2168,170,5,14,606,557,42,3,4,1796,1656,129,0,11,890,759,122,0,9,895,887,7,0,1,2,2,0,0,0,5,5,0,0,0,4,3,0,0,1,7,4,1,2,0
95KK04,2787,2144,492,17,134,620,499,91,2,28,2205,1683,407,12,103,1226,813,364,8,41,736,704,24,2,6,58,56,0,2,0,40,34,3,0,3,145,76,16,0,53,21,11,1,4,5
95KK05,2616,2223,361,8,24,616,546,63,0,7,2040,1716,299,8,17,1222,917,282,7,16,810,792,16,1,1,0,0,0,0,0,6,6,0,0,0,2,1,1,0,0,14,12,2,0,0
95KK06,1885,1025,780,11,69,399,191,183,4,21,1501,843,603,6,49,1034,428,583,3,20,365,339,16,0,10,5,3,2,0,0,17,17,0,0,0,80,56,2,3,19,4,2,0,1,1
95KK07,2045,875,1138,10,22,562,216,340,0,6,1498,669,801,12,16,1121,328,768,9,16,365,337,26,2,0,4,2,2,0,0,0,0,0,0,0,8,2,5,1,0,5,3,2,0,0
95KK08,2646,1076,1482,23,65,687,283,386,1,17,1972,812,1102,13,45,1555,436,1064,13,42,376,340,33,0,3,26,26,0,0,0,7,7,0,0,0,8,3,5,0,0,27,8,6,10,3
95KK09,2187,902,1161,11,113,475,187,259,4,25,1719,725,905,7,82,1239,341,848,4,46,208,173,31,2,2,32,29,1,0,2,29,26,2,0,1,211,156,23,1,31,18,8,4,0,6
95KK10,2181,924,1210,13,34,559,229,318,2,10,1651,714,903,10,24,1272,371,870,10,21,377,341,33,0,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,2,0,1,0
95KK11,2373,748,1487,11,127,554,133,385,0,36,1836,629,1109,10,88,1468,320,1078,8,62,250,211,28,2,9,39,38,0,0,1,17,17,0,0,0,62,43,3,0,16,13,3,6,1,3
95KK12,2309,1858,421,2,28,590,458,122,0,10,1753,1428,307,0,18,862,586,269,0,7,812,771,36,0,5,43,43,0,0,0,15,10,0,0,5,21,18,2,0,1,19,16,0,2,1
95KK13,1817,315,1435,17,50,360,58,290,1,11,1484,267,1162,16,39,1277,153,1084,11,29,203,113,77,5,8,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,5,1,4,0,0
95KK14,2041,931,1089,2,19,543,216,317,2,8,1522,737,774,0,11,1167,405,751,0,11,350,328,22,0,0,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,10,7,3,0,0
95KK15,2946,1962,928,9,47,750,472,252,5,21,2234,1519,686,4,25,1504,821,659,4,20,720,690,27,0,3,2,2,0,0,0,0,0,0,0,0,8,6,0,0,2,16,10,5,0,1
95KK16,2216,1624,481,8,103,421,282,119,0,20,1837,1380,369,8,80,1081,692,338,8,43,610,580,23,0,7,23,22,0,0,1,9,8,1,0,0,114,78,7,0,29,27,19,1,0,7
95LL01,4931,4143,595,29,164,869,749,85,0,35,4150,3464,526,27,133,2266,1653,475,23,115,1829,1765,48,4,12,23,23,0,0,0,13,11,0,0,2,19,12,3,0,4,27,14,7,5,1
95LL02,3042,788,1973,49,232,541,109,378,5,49,2467,673,1607,21,166,1834,211,1516,17,90,195,110,72,0,13,223,205,2,0,16,91,76,6,0,9,124,71,11,4,38,84,24,14,24,22
95LL03,2436,251,1986,21,178,610,50,500,8,52,1820,193,1492,11,124,1553,55,1422,11,65,125,66,54,0,5,25,14,3,0,8,61,40,3,0,18,56,18,10,0,28,32,10,17,2,3
95LL04,2985,2382,526,7,70,640,491,123,0,26,2368,1911,406,7,44,1353,952,372,7,22,877,840,32,0,5,56,52,1,0,3,9,9,0,0,0,73,58,1,0,14,28,22,6,0,0
95LL05,4119,821,3011,85,202,523,127,341,4,51,3614,701,2684,83,146,3181,379,2605,72,125,385,301,68,11,5,10,6,4,0,0,6,0,1,0,5,32,15,6,0,11,46,13,16,12,5
95LL06,3372,427,2702,30,213,671,62,553,5,51,2719,366,2163,31,159,2316,122,2068,20,106,193,83,88,10,12,94,83,4,0,7,84,68,1,0,15,32,10,2,1,19,28,7,14,2,5
95LL07,2131,300,1620,25,186,572,43,470,1,58,1552,254,1154,18,126,1257,64,1086,16,91,91,30,55,0,6,150,136,5,2,7,19,14,4,0,1,35,10,4,0,21,15,5,1,6,3
95LL08,3320,2644,447,21,208,658,537,86,1,34,2676,2131,360,15,170,1183,809,329,13,32,932,887,20,1,24,145,129,1,0,15,95,73,2,0,20,321,233,8,1,79,31,18,3,6,4
95LL09,3150,2643,385,22,100,852,682,135,6,29,2324,1989,253,13,69,1211,940,227,5,39,946,918,15,7,6,109,105,1,0,3,17,9,3,0,5,41,17,7,1,16,30,20,5,3,2
95LL10,5475,4833,556,13,73,869,733,121,2,13,4711,4187,453,10,61,2209,1763,398,4,44,2386,2323,51,0,12,81,73,1,6,1,9,9,0,0,0,26,19,3,0,4,28,23,3,2,0
95LL11,3989,370,3322,38,259,693,71,533,4,85,3326,308,2812,30,176,3107,203,2719,27,158,204,98,91,3,12,4,1,0,0,3,0,0,0,0,0,11,6,2,0,3,49,9,34,4,2
95LL12,4212,3608,355,49,200,1087,944,87,3,53,3146,2700,271,35,140,1700,1346,243,24,87,1244,1191,22,9,22,102,94,1,0,7,51,38,0,2,11,49,31,5,0,13,33,12,2,12,7
95LL13,2745,1674,798,47,226,540,302,194,4,40,2244,1401,613,43,187,1405,699,559,33,114,526,452,39,7,28,107,102,1,0,4,118,92,2,0,24,88,56,12,3,17,15,9,4,1,1
