ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS402NI0001","Count","HOUSEHOLDS","All households"
"KS402NI0002","Count","HOUSEHOLDS","Owner occupied: Owns outright"
"KS402NI0003","Count","HOUSEHOLDS","Owner occupied: Owns with a mortgage or loan"
"KS402NI0004","Count","HOUSEHOLDS","Shared ownership"
"KS402NI0005","Count","HOUSEHOLDS","Rented from: Northern Ireland Housing Executive"
"KS402NI0006","Count","HOUSEHOLDS","Rented from: Housing association or charitable trust"
"KS402NI0007","Count","HOUSEHOLDS","Rented from: Private landlord or letting agency"
"KS402NI0008","Count","HOUSEHOLDS","Rented from: Other"
"KS402NI0009","Count","HOUSEHOLDS","Lives rent free"
"KS402NI0010","Percentage","HOUSEHOLDS","Owner occupied: Owns outright"
"KS402NI0011","Percentage","HOUSEHOLDS","Owner occupied: Owns with a mortgage or loan"
"KS402NI0012","Percentage","HOUSEHOLDS","Shared ownership"
"KS402NI0013","Percentage","HOUSEHOLDS","Rented from: Northern Ireland Housing Executive"
"KS402NI0014","Percentage","HOUSEHOLDS","Rented from: Housing association or charitable trust"
"KS402NI0015","Percentage","HOUSEHOLDS","Rented from: Private landlord or letting agency"
"KS402NI0016","Percentage","HOUSEHOLDS","Rented from: Other"
"KS402NI0017","Percentage","HOUSEHOLDS","Lives rent free"
