GeographyCode,KS608NI0001,KS608NI0002,KS608NI0003,KS608NI0004,KS608NI0005,KS608NI0006,KS608NI0007,KS608NI0008,KS608NI0009,KS608NI0010,KS608NI0011,KS608NI0012,KS608NI0013,KS608NI0014,KS608NI0015,KS608NI0016,KS608NI0017,KS608NI0018,KS608NI0019
UKN03,200970,17010,31156,16773,29039,30160,19223,18204,18283,21122,8.46,15.50,8.35,14.45,15.01,9.57,9.06,9.10,10.51
UKN04,114548,8594,18383,8960,14593,17665,10996,12819,9726,12812,7.50,16.05,7.82,12.74,15.42,9.60,11.19,8.49,11.18
UKN05,178924,13561,28605,12139,19629,35785,16805,15515,18066,18819,7.58,15.99,6.78,10.97,20.00,9.39,8.67,10.10,10.52
95AA,25595,2220,4064,2288,3545,3645,2435,2250,2088,3060,8.67,15.88,8.94,13.85,14.24,9.51,8.79,8.16,11.96
95BB,35743,3209,5124,3176,6394,5142,3520,3327,2356,3495,8.98,14.34,8.89,17.89,14.39,9.85,9.31,6.59,9.78
95CC,26586,2162,4205,1863,3276,4764,2702,2135,2673,2806,8.13,15.82,7.01,12.32,17.92,10.16,8.03,10.05,10.55
95DD,29920,2427,4684,2274,3798,4858,2590,2925,3184,3180,8.11,15.66,7.60,12.69,16.24,8.66,9.78,10.64,10.63
95EE,13426,1014,1849,939,1756,2727,1329,1162,1311,1339,7.55,13.77,6.99,13.08,20.31,9.90,8.65,9.76,9.97
95FF,22621,1991,3735,1962,3209,3651,2061,2016,1913,2083,8.80,16.51,8.67,14.19,16.14,9.11,8.91,8.46,9.21
95GG,118754,8186,24807,11796,17559,9290,10539,14564,6120,15893,6.89,20.89,9.93,14.79,7.82,8.87,12.26,5.15,13.38
95HH,18104,1509,2738,1861,3160,2100,1702,1779,1369,1886,8.34,15.12,10.28,17.45,11.60,9.40,9.83,7.56,10.42
95II,32116,2678,7303,3337,5546,2974,2782,2892,1594,3010,8.34,22.74,10.39,17.27,9.26,8.66,9.00,4.96,9.37
95JJ,25272,2130,4322,1918,3353,3609,2255,2875,1813,2997,8.43,17.10,7.59,13.27,14.28,8.92,11.38,7.17,11.86
95KK,15996,1186,2261,969,1694,3550,1403,1456,1730,1747,7.41,14.13,6.06,10.59,22.19,8.77,9.10,10.82,10.92
95LL,41320,3206,6223,3310,5345,5290,3701,4056,5403,4786,7.76,15.06,8.01,12.94,12.80,8.96,9.82,13.08,11.58
95MM,40612,3022,7253,3530,4959,4480,3854,5718,3343,4453,7.44,17.86,8.69,12.21,11.03,9.49,14.08,8.23,10.96
95NN,30910,2739,5395,2492,4509,5206,3456,2371,1902,2840,8.86,17.45,8.06,14.59,16.84,11.18,7.67,6.15,9.19
95OO,25646,1873,4069,1710,2465,5181,2301,1794,3479,2774,7.30,15.87,6.67,9.61,20.20,8.97,7.00,13.57,10.82
95PP,27574,2107,3953,1791,2997,5359,2840,2862,2703,2962,7.64,14.34,6.50,10.87,19.43,10.30,10.38,9.80,10.74
95QQ,14861,1218,1931,1271,2239,2368,1460,1259,1437,1678,8.20,12.99,8.55,15.07,15.93,9.82,8.47,9.67,11.29
95RR,13217,900,1849,1002,1977,2380,1310,1064,1200,1535,6.81,13.99,7.58,14.96,18.01,9.91,8.05,9.08,11.61
95SS,54962,5153,9995,5531,8800,5997,4939,5729,3654,5164,9.38,18.19,10.06,16.01,10.91,8.99,10.42,6.65,9.40
95TT,19983,1402,3419,1352,2205,4579,1735,1378,1870,2043,7.02,17.11,6.77,11.03,22.91,8.68,6.90,9.36,10.22
95UU,7021,548,1110,505,711,1521,795,479,537,815,7.81,15.81,7.19,10.13,21.66,11.32,6.82,7.65,11.61
95VV,41463,3272,6878,2937,4506,7828,3686,4197,3811,4348,7.89,16.59,7.08,10.87,18.88,8.89,10.12,9.19,10.49
95WW,39969,3402,6484,3913,6829,4344,3420,4613,2724,4240,8.51,16.22,9.79,17.09,10.87,8.56,11.54,6.82,10.61
95XX,36916,3807,6935,4393,6686,3187,3431,3796,1752,2929,10.31,18.79,11.90,18.11,8.63,9.29,10.28,4.75,7.93
95YY,21676,1559,3820,1517,2486,4524,2138,1693,1800,2139,7.19,17.62,7.00,11.47,20.87,9.86,7.81,8.30,9.87
95ZZ,15000,980,2000,1066,1837,2948,1453,1521,1522,1673,6.53,13.33,7.11,12.25,19.65,9.69,10.14,10.15,11.15
