GeographyCode,KS404NI0001,KS404NI0002,KS404NI0003,KS404NI0004,KS404NI0005,KS404NI0006,KS404NI0007,KS404NI0008,KS404NI0009,KS404NI0010,KS404NI0011,KS404NI0012,KS404NI0013,KS404NI0014,KS404NI0015
N92000002,703275,3766,120956,24671,437269,18120,4083,94410,0.54,17.20,3.51,62.18,2.58,0.58,13.42
BHSCT,148328,807,67107,7906,65170,1718,651,4969,0.54,45.24,5.33,43.94,1.16,0.44,3.35
NHSCT,177914,953,20090,5459,118256,5026,918,27212,0.54,11.29,3.07,66.47,2.82,0.52,15.30
SEHSCT,136698,773,27226,4899,84554,3307,665,15274,0.57,19.92,3.58,61.85,2.42,0.49,11.17
SHSCT,131129,676,3007,3696,94745,4171,1009,23825,0.52,2.29,2.82,72.25,3.18,0.77,18.17
WHSCT,109206,557,3526,2711,74544,3898,840,23130,0.51,3.23,2.48,68.26,3.57,0.77,21.18
BELB,120595,715,59897,6272,48073,1394,536,3708,0.59,49.67,5.20,39.86,1.16,0.44,3.07
NEELB,165010,871,20008,5344,109163,4562,773,24289,0.53,12.13,3.24,66.16,2.76,0.47,14.72
SEELB,164431,865,34436,6533,101651,3631,780,16535,0.53,20.94,3.97,61.82,2.21,0.47,10.06
SELB,144033,758,3089,3811,103838,4635,1154,26748,0.53,2.14,2.65,72.09,3.22,0.80,18.57
WELB,109206,557,3526,2711,74544,3898,840,23130,0.51,3.23,2.48,68.26,3.57,0.77,21.18
UKN01,120595,715,59897,6272,48073,1394,536,3708,0.59,49.67,5.20,39.86,1.16,0.44,3.07
UKN02,156882,638,42135,6798,92518,2529,622,11642,0.41,26.86,4.33,58.97,1.61,0.40,7.42
UKN03,170132,1039,12510,5347,119043,5197,873,26123,0.61,7.35,3.14,69.97,3.05,0.51,15.35
UKN04,109318,496,4636,3376,76191,3738,661,20220,0.45,4.24,3.09,69.70,3.42,0.60,18.50
UKN05,146348,878,1778,2878,101444,5262,1391,32717,0.60,1.21,1.97,69.32,3.60,0.95,22.36
95AA,20064,89,1584,454,14275,571,92,2999,0.44,7.89,2.26,71.15,2.85,0.46,14.95
95BB,31514,216,4937,989,20976,903,110,3383,0.69,15.67,3.14,66.56,2.87,0.35,10.73
95CC,21594,126,126,613,15194,848,177,4510,0.58,0.58,2.84,70.36,3.93,0.82,20.89
95DD,24817,171,933,935,17087,884,145,4662,0.69,3.76,3.77,68.85,3.56,0.58,18.79
95EE,11508,47,403,206,7989,351,57,2455,0.41,3.50,1.79,69.42,3.05,0.50,21.33
95FF,18303,102,552,364,13137,590,121,3437,0.56,3.02,1.99,71.78,3.22,0.66,18.78
95GG,120595,715,59897,6272,48073,1394,536,3708,0.59,49.67,5.20,39.86,1.16,0.44,3.07
95HH,16200,64,4530,583,9407,286,33,1297,0.40,27.96,3.60,58.07,1.77,0.20,8.01
95II,27733,92,7210,1634,17097,324,115,1261,0.33,26.00,5.89,61.65,1.17,0.41,4.55
95JJ,23508,113,937,1004,16784,775,125,3770,0.48,3.99,4.27,71.40,3.30,0.53,16.04
95KK,12904,82,82,115,9093,464,145,2923,0.64,0.64,0.89,70.47,3.60,1.12,22.65
95LL,35931,138,1225,1415,27082,934,189,4948,0.38,3.41,3.94,75.37,2.60,0.53,13.77
95MM,40779,161,2822,1673,28515,1252,243,6113,0.39,6.92,4.10,69.93,3.07,0.60,14.99
95NN,26206,180,826,784,18362,940,171,4943,0.69,3.15,2.99,70.07,3.59,0.65,18.86
95OO,20270,104,177,461,14139,722,171,4496,0.51,0.87,2.27,69.75,3.56,0.84,22.18
95PP,23069,172,204,459,15196,866,217,5955,0.75,0.88,1.99,65.87,3.75,0.94,25.81
95QQ,13297,143,2453,406,8124,375,45,1751,1.08,18.45,3.05,61.10,2.82,0.34,13.17
95RR,12098,48,274,165,8172,557,83,2799,0.40,2.26,1.36,67.55,4.60,0.69,23.14
95SS,45723,169,10955,1460,27349,976,294,4520,0.37,23.96,3.19,59.81,2.13,0.64,9.89
95TT,15037,78,98,156,10252,548,141,3764,0.52,0.65,1.04,68.18,3.64,0.94,25.03
95UU,6608,61,138,145,4447,317,45,1455,0.92,2.09,2.19,67.30,4.80,0.68,22.02
95VV,35031,206,927,843,25193,1077,351,6434,0.59,2.65,2.41,71.92,3.07,1.00,18.37
95WW,33971,105,8932,1455,20798,455,90,2136,0.31,26.29,4.28,61.22,1.34,0.26,6.29
95XX,33255,208,10508,1666,17867,488,90,2428,0.63,31.60,5.01,53.73,1.47,0.27,7.30
95YY,18443,110,164,231,12377,737,189,4635,0.60,0.89,1.25,67.11,4.00,1.02,25.13
95ZZ,14817,66,62,183,10284,486,108,3628,0.45,0.42,1.24,69.41,3.28,0.73,24.49
