ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS605NI0001","Count","PERSONS","All usual residents in employment: Aged 16-74 years"
"KS605NI0002","Count","PERSONS","Industry of employment: Agriculture, forestry and fishing: Aged 16-74 years"
"KS605NI0003","Count","PERSONS","Industry of employment: Mining and quarrying: Aged 16-74 years"
"KS605NI0004","Count","PERSONS","Industry of employment: Manufacturing: Aged 16-74 years"
"KS605NI0005","Count","PERSONS","Industry of employment: Electricity, gas, steam and air conditioning supply: Aged 16-74 years"
"KS605NI0006","Count","PERSONS","Industry of employment: Water supply; sewerage, waste management and remediation activities: Aged 16-74 years"
"KS605NI0007","Count","PERSONS","Industry of employment: Construction: Aged 16-74 years"
"KS605NI0008","Count","PERSONS","Industry of employment: Wholesale and retail trade; repair of motor vehicles and motor cycles: Aged 16-74 years"
"KS605NI0009","Count","PERSONS","Industry of employment: Transport and storage: Aged 16-74 years"
"KS605NI0010","Count","PERSONS","Industry of employment: Accommodation and food service activities: Aged 16-74 years"
"KS605NI0011","Count","PERSONS","Industry of employment: Information and communication: Aged 16-74 years"
"KS605NI0012","Count","PERSONS","Industry of employment: Financial and insurance activities: Aged 16-74 years"
"KS605NI0013","Count","PERSONS","Industry of employment: Real estate activities: Aged 16-74 years"
"KS605NI0014","Count","PERSONS","Industry of employment: Professional, scientific and technical activities: Aged 16-74 years"
"KS605NI0015","Count","PERSONS","Industry of employment: Administrative and support service activities: Aged 16-74 years"
"KS605NI0016","Count","PERSONS","Industry of employment: Public administration and defence; compulsory social security: Aged 16-74 years"
"KS605NI0017","Count","PERSONS","Industry of employment: Education: Aged 16-74 years"
"KS605NI0018","Count","PERSONS","Industry of employment: Human health and social work activities: Aged 16-74 years"
"KS605NI0019","Count","PERSONS","Industry of employment: Other: Aged 16-74 years"
"KS605NI0020","Percentage","PERSONS","Industry of employment: A Agriculture, forestry and fishing: Aged 16-74 years"
"KS605NI0021","Percentage","PERSONS","Industry of employment: B Mining and quarrying: Aged 16-74 years"
"KS605NI0022","Percentage","PERSONS","Industry of employment: C Manufacturing: Aged 16-74 years"
"KS605NI0023","Percentage","PERSONS","Industry of employment: D Electricity, gas, steam and air conditioning supply: Aged 16-74 years"
"KS605NI0024","Percentage","PERSONS","Industry of employment: E Water supply; sewerage, waste management and remediation activities: Aged 16-74 years"
"KS605NI0025","Percentage","PERSONS","Industry of employment: F Construction: Aged 16-74 years"
"KS605NI0026","Percentage","PERSONS","Industry of employment: G Wholesale and retail trade; repair of motor vehicles and motor cycles: Aged 16-74 years"
"KS605NI0027","Percentage","PERSONS","Industry of employment: H Transport and storage: Aged 16-74 years"
"KS605NI0028","Percentage","PERSONS","Industry of employment: I Accommodation and food service activities: Aged 16-74 years"
"KS605NI0029","Percentage","PERSONS","Industry of employment: J Information and communication: Aged 16-74 years"
"KS605NI0030","Percentage","PERSONS","Industry of employment: K Financial and insurance activities: Aged 16-74 years"
"KS605NI0031","Percentage","PERSONS","Industry of employment: L Real estate activities: Aged 16-74 years"
"KS605NI0032","Percentage","PERSONS","Industry of employment: M Professional, scientific and technical activities: Aged 16-74 years"
"KS605NI0033","Percentage","PERSONS","Industry of employment: N Administrative and support service activities: Aged 16-74 years"
"KS605NI0034","Percentage","PERSONS","Industry of employment: O Public administration and defence; compulsory social security: Aged 16-74 years"
"KS605NI0035","Percentage","PERSONS","Industry of employment: P Education: Aged 16-74 years"
"KS605NI0036","Percentage","PERSONS","Industry of employment: Q Human health and social work activities: Aged 16-74 years"
"KS605NI0037","Percentage","PERSONS","Industry of employment: R, S, T, U Other: Aged 16-74 years"
