GeographyCode,KS603NI0001,KS603NI0002,KS603NI0003,KS603NI0004,KS603NI0005,KS603NI0006,KS603NI0007,KS603NI0008,KS603NI0009,KS603NI0010,KS603NI0011,KS603NI0012,KS603NI0013,KS603NI0014,KS603NI0015,KS603NI0016,KS603NI0017,KS603NI0018,KS603NI0019,KS603NI0020,KS603NI0021,KS603NI0022,KS603NI0023,KS603NI0024,KS603NI0025,KS603NI0026,KS603NI0027,KS603NI0028,KS603NI0029,KS603NI0030,KS603NI0031
N92000002,666051,138729,194238,27847,21179,27003,97993,40580,50744,47620,20118,112643,5864,3052,3844,9975,20.83,29.16,4.18,3.18,4.05,14.71,6.09,7.62,7.15,3.02,16.91,27.69,14.41,18.15,47.10
BHSCT,132453,26121,39173,4047,4300,7532,18040,8873,9367,10888,4112,22710,1302,569,902,1919,19.72,29.58,3.06,3.25,5.69,13.62,6.70,7.07,8.22,3.10,17.15,30.28,13.23,20.98,44.63
NHSCT,170324,36637,50490,7532,4906,6737,26727,9901,12463,10308,4623,28701,1268,730,722,2353,21.51,29.64,4.42,2.88,3.96,15.69,5.81,7.32,6.05,2.71,16.85,25.85,14.88,14.72,47.96
SEHSCT,128478,28710,38585,6275,3499,4458,21236,6537,8738,7354,3086,22710,992,573,526,1571,22.35,30.03,4.88,2.72,3.47,16.53,5.09,6.80,5.72,2.40,17.68,28.35,16.38,15.03,44.90
SHSCT,128007,27123,37419,5730,4118,4426,17588,7644,10510,9347,4102,20909,1123,609,729,1953,21.19,29.23,4.48,3.22,3.46,13.74,5.97,8.21,7.30,3.20,16.33,27.27,14.79,17.70,47.43
WHSCT,106789,20138,28571,4263,4356,3850,14402,7625,9666,9723,4195,17613,1179,571,965,2179,18.86,26.75,3.99,4.08,3.61,13.49,7.14,9.05,9.10,3.93,16.49,27.07,13.11,22.15,50.02
BELB,107339,20528,30453,3124,3786,6578,13884,7654,8067,9658,3607,18104,1169,484,839,1682,19.12,28.37,2.91,3.53,6.13,12.93,7.13,7.52,9.00,3.36,16.87,30.88,12.78,22.16,44.43
NEELB,157002,33906,46913,6909,4482,6243,24941,8941,11295,9219,4153,26706,1156,673,632,2141,21.60,29.88,4.40,2.85,3.98,15.89,5.69,7.19,5.87,2.65,17.01,25.79,15.02,14.10,47.77
SEELB,153592,34303,47305,7198,4013,5412,25392,7756,10038,8584,3591,27316,1125,658,589,1808,22.33,30.80,4.69,2.61,3.52,16.53,5.05,6.54,5.59,2.34,17.78,28.03,16.40,14.68,45.05
SELB,141329,29854,40996,6353,4542,4920,19374,8604,11678,10436,4572,22904,1235,666,819,2165,21.12,29.01,4.50,3.21,3.48,13.71,6.09,8.26,7.38,3.24,16.21,27.19,14.66,18.03,47.67
WELB,106789,20138,28571,4263,4356,3850,14402,7625,9666,9723,4195,17613,1179,571,965,2179,18.86,26.75,3.99,4.08,3.61,13.49,7.14,9.05,9.10,3.93,16.49,27.07,13.11,22.15,50.02
UKN01,107339,20528,30453,3124,3786,6578,13884,7654,8067,9658,3607,18104,1169,484,839,1682,19.12,28.37,2.91,3.53,6.13,12.93,7.13,7.52,9.00,3.36,16.87,30.88,12.78,22.16,44.43
UKN02,145795,32792,46056,5991,3858,5650,23549,7408,9272,8057,3162,25682,983,623,520,1746,22.49,31.59,4.11,2.65,3.88,16.15,5.08,6.36,5.53,2.17,17.62,25.48,16.15,13.48,45.26
UKN03,160622,35419,48990,7500,4423,5455,25600,7939,10943,10085,4268,26561,1304,655,674,2034,22.05,30.50,4.67,2.75,3.40,15.94,4.94,6.81,6.28,2.66,16.54,29.48,14.81,15.24,45.99
UKN04,106155,20312,26756,4220,4431,4397,15393,7755,9615,9251,4025,17017,1184,569,930,2272,19.13,25.20,3.98,4.17,4.14,14.50,7.31,9.06,8.71,3.79,16.03,26.72,12.84,20.99,51.28
UKN05,146140,29678,41983,7012,4681,4923,19567,9824,12847,10569,5056,25279,1224,721,881,2241,20.31,28.73,4.80,3.20,3.37,13.39,6.72,8.79,7.23,3.46,17.30,26.15,15.40,18.82,47.87
95AA,19598,4359,6480,855,522,720,2791,892,1343,1161,475,3184,134,66,66,230,22.24,33.06,4.36,2.66,3.67,14.24,4.55,6.85,5.92,2.42,16.25,25.67,12.64,12.64,44.06
95BB,29258,6696,8602,1464,749,901,5388,1289,1931,1583,655,4816,237,122,116,319,22.89,29.40,5.00,2.56,3.08,18.42,4.41,6.60,5.41,2.24,16.46,31.64,16.29,15.49,42.59
95CC,21153,4582,6251,1043,680,693,3066,1313,1576,1320,629,3646,195,101,124,314,21.66,29.55,4.93,3.21,3.28,14.49,6.21,7.45,6.24,2.97,17.24,28.68,14.85,18.24,46.18
95DD,23346,5311,7123,1096,610,719,3928,1103,1636,1217,603,3990,185,90,82,307,22.75,30.51,4.69,2.61,3.08,16.83,4.72,7.01,5.21,2.58,17.09,30.33,14.75,13.44,50.33
95EE,11260,2289,3173,584,343,267,1694,763,1039,738,370,1792,72,54,52,191,20.33,28.18,5.19,3.05,2.37,15.04,6.78,9.23,6.55,3.29,15.91,20.99,15.74,15.16,55.69
95FF,17275,3855,5462,934,436,510,2519,828,1212,1095,424,2939,134,57,48,195,22.32,31.62,5.41,2.52,2.95,14.58,4.79,7.02,6.34,2.45,17.01,30.73,13.07,11.01,44.72
95GG,107339,20528,30453,3124,3786,6578,13884,7654,8067,9658,3607,18104,1169,484,839,1682,19.12,28.37,2.91,3.53,6.13,12.93,7.13,7.52,9.00,3.36,16.87,30.88,12.78,22.16,44.43
95HH,14752,3333,4570,538,486,570,2439,684,939,880,313,2505,133,76,71,232,22.59,30.98,3.65,3.29,3.86,16.53,4.64,6.37,5.97,2.12,16.98,27.37,15.64,14.61,47.74
95II,25114,5593,8720,923,514,954,4156,1219,1300,1230,505,4606,133,85,63,237,22.27,34.72,3.68,2.05,3.80,16.55,4.85,5.18,4.90,2.01,18.34,25.88,16.54,12.26,46.11
95JJ,22196,4411,5561,1116,668,1319,3816,1560,1760,1277,708,4202,176,98,94,340,19.87,25.05,5.03,3.01,5.94,17.19,7.03,7.93,5.75,3.19,18.93,26.35,14.67,14.07,50.90
95KK,13322,2731,3577,623,424,494,1786,960,1168,1089,470,1995,112,57,90,212,20.50,26.85,4.68,3.18,3.71,13.41,7.21,8.77,8.17,3.53,14.98,26.42,13.44,21.23,50.00
95LL,33936,7206,10262,1219,1057,1227,5011,1806,2375,2705,1068,5037,297,150,178,526,21.23,30.24,3.59,3.11,3.62,14.77,5.32,7.00,7.97,3.15,14.84,28.10,14.19,16.84,49.76
95MM,40231,7522,9844,1214,2015,1876,5084,3069,3734,4301,1572,6065,541,252,472,1029,18.70,24.47,3.02,5.01,4.66,12.64,7.63,9.28,10.69,3.91,15.08,26.85,12.51,23.42,51.07
95NN,25259,5373,7444,1347,725,972,3820,1500,1696,1647,735,4591,230,113,137,325,21.27,29.47,5.33,2.87,3.85,15.12,5.94,6.71,6.52,2.91,18.18,31.72,15.59,18.90,44.83
95OO,20371,4209,5915,991,684,702,2595,1383,1769,1403,720,3328,186,87,146,311,20.66,29.04,4.86,3.36,3.45,12.74,6.79,8.68,6.89,3.53,16.34,27.19,12.72,21.35,45.47
95PP,21957,4437,6672,1203,624,595,3125,1320,1872,1329,780,4250,149,102,107,298,20.21,30.39,5.48,2.84,2.71,14.23,6.01,8.53,6.05,3.55,19.36,23.88,16.35,17.15,47.76
95QQ,11950,2619,3617,585,324,406,2143,521,750,677,308,2004,87,57,47,132,21.92,30.27,4.90,2.71,3.40,17.93,4.36,6.28,5.67,2.58,16.77,26.85,17.59,14.51,40.74
95RR,12052,2280,3219,435,511,368,1618,908,1145,1016,552,1762,151,58,109,247,18.92,26.71,3.61,4.24,3.05,13.43,7.53,9.50,8.43,4.58,14.62,29.55,11.35,21.33,48.34
95SS,44194,10053,13469,1881,1212,1626,6396,2440,3296,2726,1095,7402,322,183,186,546,22.75,30.48,4.26,2.74,3.68,14.47,5.52,7.46,6.17,2.48,16.75,26.57,15.10,15.35,45.05
95TT,15821,3125,4662,705,444,548,2095,1243,1395,1067,537,2620,111,74,63,224,19.75,29.47,4.46,2.81,3.46,13.24,7.86,8.82,6.74,3.39,16.56,25.00,16.67,14.19,50.45
95UU,6111,1234,1500,364,252,153,1109,418,511,379,191,1141,66,34,44,135,20.19,24.55,5.96,4.12,2.50,18.15,6.84,8.36,6.20,3.13,18.67,26.19,13.49,17.46,53.57
95VV,35272,7271,9529,1543,1261,1294,4397,2314,3578,2824,1261,5959,311,214,233,607,20.61,27.02,4.37,3.58,3.67,12.47,6.56,10.14,8.01,3.58,16.89,24.66,16.97,18.48,48.14
95WW,31968,7225,10227,1066,833,1541,4926,1757,1922,1823,648,5268,192,124,113,350,22.60,31.99,3.33,2.61,4.82,15.41,5.50,6.01,5.70,2.03,16.48,23.05,14.89,13.57,42.02
95XX,29767,6588,9070,1583,813,959,5632,1308,1815,1398,601,5901,203,155,87,381,22.13,30.47,5.32,2.73,3.22,18.92,4.39,6.10,4.70,2.02,19.82,24.97,19.07,10.70,46.86
95YY,18244,3323,5377,904,564,597,2503,1291,1489,1537,659,3481,160,86,118,275,18.21,29.47,4.96,3.09,3.27,13.72,7.08,8.16,8.42,3.61,19.08,28.37,15.25,20.92,48.76
95ZZ,14305,2576,3459,507,642,414,2072,1037,1426,1540,632,2055,178,73,159,330,18.01,24.18,3.54,4.49,2.89,14.48,7.25,9.97,10.77,4.42,14.37,27.73,11.37,24.77,51.40
