ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS211NI0001","Count","PERSONS","All usual residents"
"KS211NI0002","Count","PERSONS","Religion: Catholic"
"KS211NI0003","Count","PERSONS","Religion: Presbyterian Church in Ireland"
"KS211NI0004","Count","PERSONS","Religion: Church of Ireland"
"KS211NI0005","Count","PERSONS","Religion: Methodist Church in Ireland"
"KS211NI0006","Count","PERSONS","Religion: Other Christian (including Christian related)"
"KS211NI0007","Count","PERSONS","Religion: Other religions"
"KS211NI0008","Count","PERSONS","Religion: No religion"
"KS211NI0009","Count","PERSONS","Religion: Religion not stated"
"KS211NI0010","Percentage","PERSONS","Religion: Catholic"
"KS211NI0011","Percentage","PERSONS","Religion: Presbyterian Church in Ireland"
"KS211NI0012","Percentage","PERSONS","Religion: Church of Ireland"
"KS211NI0013","Percentage","PERSONS","Religion: Methodist Church in Ireland"
"KS211NI0014","Percentage","PERSONS","Religion: Other Christian (including Christian related)"
"KS211NI0015","Percentage","PERSONS","Religion: Other religions"
"KS211NI0016","Percentage","PERSONS","Religion: No religion"
"KS211NI0017","Percentage","PERSONS","Religion: Religion not stated"
