ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS701NI0001","Count","PERSONS","All usual residents: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0002","Count","PERSONS","All usual residents: Work mainly at or from home: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0003","Count","PERSONS","Method of travel to work: Train: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0004","Count","PERSONS","Method of travel to work: Bus, minibus or coach: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0005","Count","PERSONS","Method of travel to work: Motorcycle, scooter or moped: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0006","Count","PERSONS","Method of travel to work: Driving a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0007","Count","PERSONS","Method of travel to work: Passenger in a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0008","Count","PERSONS","Method of travel to work: Car or van pool, shared driving: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0009","Count","PERSONS","Method of travel to work: Taxi: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0010","Count","PERSONS","Method of travel to work: Bicycle: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0011","Count","PERSONS","Method of travel to work: On foot: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0012","Count","PERSONS","Method of travel to work: Other method: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0013","Count","PERSONS","Usual residents in households with access to a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0014","Count","PERSONS","Usual residents in households with access to a car or van: Use public transport to travel to work: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0015","Count","PERSONS","Usual residents in households without access to a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0016","Count","PERSONS","Usual residents in households without access to a car or van: Use public transport to travel to work: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0017","Percentage","PERSONS","All usual residents: Work mainly at or from home: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0018","Percentage","PERSONS","Method of travel to work: Train: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0019","Percentage","PERSONS","Method of travel to work: Bus, minibus or coach: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0020","Percentage","PERSONS","Method of travel to work: Motorcycle, scooter or moped: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0021","Percentage","PERSONS","Method of travel to work: Driving a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0022","Percentage","PERSONS","Method of travel to work: Passenger in a car or van: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0023","Percentage","PERSONS","Method of travel to work: Car or van pool, shared driving: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0024","Percentage","PERSONS","Method of travel to work: Taxi: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0025","Percentage","PERSONS","Method of travel to work: Bicycle: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0026","Percentage","PERSONS","Method of travel to work: On foot: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0027","Percentage","PERSONS","Method of travel to work: Other method: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0028","Percentage","PERSONS","Usual residents in households with access to a car or van: Use public transport to travel to work: Aged 16-74 years (excluding students) in employment and currently working"
"KS701NI0029","Percentage","PERSONS","Usual residents in households without access to a car or van: Use public transport to travel to work: Aged 16-74 years (excluding students) in employment and currently working"
