GeographyCode,KS501NI0001,KS501NI0002,KS501NI0003,KS501NI0004,KS501NI0005,KS501NI0006,KS501NI0007,KS501NI0008,KS501NI0009,KS501NI0010,KS501NI0011,KS501NI0012,KS501NI0013,KS501NI0014,KS501NI0015,KS501NI0016,KS501NI0017,KS501NI0018,KS501NI0019,KS501NI0020,KS501NI0021,KS501NI0022,KS501NI0023
N92000002,1431540,416851,164798,213570,60462,176110,338544,61205,48119,78748,31480,5959,41309,29.12,11.51,14.92,4.22,12.30,23.65,4.28,39.98,7.57,52.46
BHSCT,283079,82416,30671,36764,9997,36650,75840,10741,8388,22504,9822,1781,10901,29.11,10.83,12.99,3.53,12.95,26.79,3.79,43.65,7.91,48.44
NHSCT,366872,106538,43450,56884,17053,45576,82138,15233,12011,18986,7663,1403,9920,29.04,11.84,15.51,4.65,12.42,22.39,4.15,40.36,7.39,52.25
SEHSCT,275606,67575,32900,44203,13260,34752,72479,10437,9056,11949,5087,873,5989,24.52,11.94,16.04,4.81,12.61,26.30,3.79,42.57,7.31,50.12
SHSCT,276654,83107,31412,41914,11933,32571,60400,15317,9882,12937,4864,874,7199,30.04,11.35,15.15,4.31,11.77,21.83,5.54,37.60,6.76,55.65
WHSCT,229329,77215,26365,33805,8219,26561,47687,9477,8782,12372,4044,1028,7300,33.67,11.50,14.74,3.58,11.58,20.79,4.13,32.69,8.31,59.00
BELB,228679,69498,24585,28773,7444,30052,59536,8791,6700,20010,8657,1592,9761,30.39,10.75,12.58,3.26,13.14,26.03,3.84,43.26,7.96,48.78
NEELB,338153,96871,40086,52525,15888,42220,76717,13846,10952,17422,7134,1306,8982,28.65,11.85,15.53,4.70,12.49,22.69,4.09,40.95,7.50,51.56
SEELB,330006,80493,38986,52194,15813,41350,88783,12387,10744,14443,6252,1062,7129,24.39,11.81,15.82,4.79,12.53,26.90,3.75,43.29,7.35,49.36
SELB,305373,92774,34776,46273,13098,35927,65821,16704,10941,14501,5393,971,8137,30.38,11.39,15.15,4.29,11.76,21.55,5.47,37.19,6.70,56.11
WELB,229329,77215,26365,33805,8219,26561,47687,9477,8782,12372,4044,1028,7300,33.67,11.50,14.74,3.58,11.58,20.79,4.13,32.69,8.31,59.00
UKN01,228679,69498,24585,28773,7444,30052,59536,8791,6700,20010,8657,1592,9761,30.39,10.75,12.58,3.26,13.14,26.03,3.84,43.26,7.96,48.78
UKN02,311648,75167,37367,48673,14493,39865,84597,11486,10068,15187,6737,1237,7213,24.12,11.99,15.62,4.65,12.79,27.15,3.69,44.36,8.15,47.49
UKN03,346252,97849,41019,54900,16592,41951,78507,15434,11271,14262,6026,999,7237,28.26,11.85,15.86,4.79,12.12,22.67,4.46,42.25,7.00,50.74
UKN04,226804,75017,26352,33746,8568,27495,47180,8446,8189,13850,4761,1219,7870,33.08,11.62,14.88,3.78,12.12,20.80,3.72,34.38,8.80,56.82
UKN05,318157,99320,35475,47478,13365,36747,68724,17048,11891,15439,5299,912,9228,31.22,11.15,14.92,4.20,11.55,21.60,5.36,34.32,5.91,59.77
95AA,41479,10904,5097,6863,1873,4979,9828,1935,1370,1691,833,131,727,26.29,12.29,16.55,4.52,12.00,23.69,4.67,49.26,7.75,42.99
