ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS612NI0001","Count","PERSONS","All usual residents: Aged 16-74 years (Males)"
"KS612NI0002","Count","PERSONS","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations: Aged 16-74 years (Males)"
"KS612NI0003","Count","PERSONS","NS-SeC: 1.2 Higher professional occupations: Aged 16-74 years (Males)"
"KS612NI0004","Count","PERSONS","NS-SeC: 2. Lower managerial, administrative and professional occupations: Aged 16-74 years (Males)"
"KS612NI0005","Count","PERSONS","NS-SeC: 3. Intermediate occupations: Aged 16-74 years (Males)"
"KS612NI0006","Count","PERSONS","NS-SeC: 4. Small employers and own account workers: Aged 16-74 years (Males)"
"KS612NI0007","Count","PERSONS","NS-SeC: 5. Lower supervisory and technical occupations: Aged 16-74 years (Males)"
"KS612NI0008","Count","PERSONS","NS-SeC: 6. Semi-routine occupations: Aged 16-74 years (Males)"
"KS612NI0009","Count","PERSONS","NS-SeC: 7. Routine occupations: Aged 16-74 years (Males)"
"KS612NI0010","Count","PERSONS","NS-SeC: L14.1 Never worked: Aged 16-74 years (Males)"
"KS612NI0011","Count","PERSONS","NS-SeC: L14.2 Long-term unemployed: Aged 16-74 years (Males)"
"KS612NI0012","Count","PERSONS","NS-SeC: Not classified: Full-time students: Aged 16-74 years (Males)"
"KS612NI0013","Percentage","PERSONS","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations: Aged 16-74 years (Males)"
"KS612NI0014","Percentage","PERSONS","NS-SeC: 1.2 Higher professional occupations: Aged 16-74 years (Males)"
"KS612NI0015","Percentage","PERSONS","NS-SeC: 2. Lower managerial, administrative and professional occupations: Aged 16-74 years (Males)"
"KS612NI0016","Percentage","PERSONS","NS-SeC: 3. Intermediate occupations: Aged 16-74 years (Males)"
"KS612NI0017","Percentage","PERSONS","NS-SeC: 4. Small employers and own account workers: Aged 16-74 years (Males)"
"KS612NI0018","Percentage","PERSONS","NS-SeC: 5. Lower supervisory and technical occupations: Aged 16-74 years (Males)"
"KS612NI0019","Percentage","PERSONS","NS-SeC: 6. Semi-routine occupations: Aged 16-74 years (Males)"
"KS612NI0020","Percentage","PERSONS","NS-SeC: 7. Routine occupations: Aged 16-74 years (Males)"
"KS612NI0021","Percentage","PERSONS","NS-SeC: L14.1 Never worked: Aged 16-74 years (Males)"
"KS612NI0022","Percentage","PERSONS","NS-SeC: L14.2 Long-term unemployed: Aged 16-74 years (Males)"
"KS612NI0023","Percentage","PERSONS","NS-SeC: Not classified: Full-time students: Aged 16-74 years (Males)"
