GeographyCode,KS613NI0001,KS613NI0002,KS613NI0003,KS613NI0004,KS613NI0005,KS613NI0006,KS613NI0007,KS613NI0008,KS613NI0009,KS613NI0010,KS613NI0011,KS613NI0012,KS613NI0013,KS613NI0014,KS613NI0015,KS613NI0016,KS613NI0017,KS613NI0018,KS613NI0019,KS613NI0020,KS613NI0021,KS613NI0022,KS613NI0023
UKN05,146140,1210,5371,30672,23029,7726,6177,28937,16302,10057,2241,14418,0.83,3.68,20.99,15.76,5.29,4.23,19.80,11.16,6.88,1.53,9.87
95AA,19598,237,790,4668,3726,868,828,3693,2194,771,230,1593,1.21,4.03,23.82,19.01,4.43,4.22,18.84,11.20,3.93,1.17,8.13
95BB,29258,311,1129,6664,6191,1611,1230,5932,2776,946,319,2149,1.06,3.86,22.78,21.16,5.51,4.20,20.27,9.49,3.23,1.09,7.34
95CC,21153,202,768,4734,3793,1145,875,3923,2301,1129,314,1969,0.95,3.63,22.38,17.93,5.41,4.14,18.55,10.88,5.34,1.48,9.31
95DD,23346,228,872,5168,4101,1151,990,5300,2505,938,307,1786,0.98,3.74,22.14,17.57,4.93,4.24,22.70,10.73,4.02,1.32,7.65
95EE,11260,96,310,2177,1886,647,477,2593,1304,575,191,1004,0.85,2.75,19.33,16.75,5.75,4.24,23.03,11.58,5.11,1.70,8.92
95FF,17275,204,731,4083,3296,942,718,3457,1723,618,195,1308,1.18,4.23,23.64,19.08,5.45,4.16,20.01,9.97,3.58,1.13,7.57
95GG,107339,1019,6370,20330,17241,2473,3877,18808,13326,8217,1682,13996,0.95,5.93,18.94,16.06,2.30,3.61,17.52,12.41,7.66,1.57,13.04
95HH,14752,160,576,3263,3145,549,650,2991,1469,490,232,1227,1.08,3.90,22.12,21.32,3.72,4.41,20.28,9.96,3.32,1.57,8.32
95II,25114,357,1699,6564,5386,843,861,4380,1991,667,237,2129,1.42,6.77,26.14,21.45,3.36,3.43,17.44,7.93,2.66,0.94,8.48
95JJ,22196,173,920,4628,3460,1204,993,4355,2131,1170,340,2822,0.78,4.14,20.85,15.59,5.42,4.47,19.62,9.60,5.27,1.53,12.71
95KK,13322,104,378,2614,1913,725,552,2802,1614,982,212,1426,0.78,2.84,19.62,14.36,5.44,4.14,21.03,12.12,7.37,1.59,10.70
95LL,33936,374,1204,6855,5957,1319,1663,7121,4306,1631,526,2980,1.10,3.55,20.20,17.55,3.89,4.90,20.98,12.69,4.81,1.55,8.78
95MM,40231,322,1326,7456,5882,1219,1645,7777,5396,3391,1029,4788,0.80,3.30,18.53,14.62,3.03,4.09,19.33,13.41,8.43,2.56,11.90
95NN,25259,274,1044,6093,4539,1456,1026,4666,2248,1175,325,2413,1.08,4.13,24.12,17.97,5.76,4.06,18.47,8.90,4.65,1.29,9.55
95OO,20371,174,775,4150,3071,1102,856,4137,2277,1474,311,2044,0.85,3.80,20.37,15.08,5.41,4.20,20.31,11.18,7.24,1.53,10.03
95PP,21957,183,762,4440,3497,1353,1019,4869,2226,1441,298,1869,0.83,3.47,20.22,15.93,6.16,4.64,22.18,10.14,6.56,1.36,8.51
95QQ,11950,123,434,2468,2370,664,614,2593,1178,472,132,902,1.03,3.63,20.65,19.83,5.56,5.14,21.70,9.86,3.95,1.10,7.55
95RR,12052,75,331,2215,1943,535,503,2420,1577,958,247,1248,0.62,2.75,18.38,16.12,4.44,4.17,20.08,13.08,7.95,2.05,10.36
95SS,44194,545,2323,10183,8739,1834,1661,8423,3943,2018,546,3979,1.23,5.26,23.04,19.77,4.15,3.76,19.06,8.92,4.57,1.24,9.00
95TT,15821,127,605,3549,2466,755,628,2883,1938,884,224,1762,0.80,3.82,22.43,15.59,4.77,3.97,18.22,12.25,5.59,1.42,11.14
95UU,6111,39,206,1352,904,422,227,1187,679,404,135,556,0.64,3.37,22.12,14.79,6.91,3.71,19.42,11.11,6.61,2.21,9.10
95VV,35272,275,1369,7064,5492,1685,1572,6913,4119,2672,607,3504,0.78,3.88,20.03,15.57,4.78,4.46,19.60,11.68,7.58,1.72,9.93
95WW,31968,411,1446,6999,6993,1073,1231,6218,2956,1051,350,3240,1.29,4.52,21.89,21.88,3.36,3.85,19.45,9.25,3.29,1.09,10.14
95XX,29767,441,1679,7944,6239,1459,1138,5465,2010,829,381,2182,1.48,5.64,26.69,20.96,4.90,3.82,18.36,6.75,2.78,1.28,7.33
95YY,18244,145,714,4121,2797,961,675,3410,1827,1475,275,1844,0.79,3.91,22.59,15.33,5.27,3.70,18.69,10.01,8.08,1.51,10.11
95ZZ,14305,77,349,2405,1987,631,639,2912,2251,1319,330,1405,0.54,2.44,16.81,13.89,4.41,4.47,20.36,15.74,9.22,2.31,9.82
