GeographyCode,KS105NI0001,KS105NI0002,KS105NI0003,KS105NI0004,KS105NI0005,KS105NI0006,KS105NI0007,KS105NI0008,KS105NI0009,KS105NI0010,KS105NI0011,KS105NI0012,KS105NI0013,KS105NI0014,KS105NI0015,KS105NI0016,KS105NI0017,KS105NI0018,KS105NI0019,KS105NI0020,KS105NI0021,KS105NI0022,KS105NI0023,KS105NI0024,KS105NI0025,KS105NI0026,KS105NI0027,KS105NI0028,KS105NI0029,KS105NI0030,KS105NI0031
WELB,109206,10956,18450,5810,9663,22907,10256,2497,2277,237,11233,6211,3602,71,590,4446,10.03,16.89,5.32,8.85,20.98,9.39,2.29,2.09,0.22,10.29,5.69,3.30,0.07,0.54,4.07
UKN01,120595,14555,27846,6375,8786,14162,6656,4445,2565,306,14184,6836,3542,1592,615,8130,12.07,23.09,5.29,7.29,11.74,5.52,3.69,2.13,0.25,11.76,5.67,2.94,1.32,0.51,6.74
UKN02,156882,18382,25143,12969,18990,31234,12216,5250,3765,446,13407,7022,3200,66,503,4289,11.72,16.03,8.27,12.10,19.91,7.79,3.35,2.40,0.28,8.55,4.48,2.04,0.04,0.32,2.73
UKN03,170132,18500,26155,12495,20256,35953,14875,4982,4360,528,13889,8149,4092,19,766,5113,10.87,15.37,7.34,11.91,21.13,8.74,2.93,2.56,0.31,8.16,4.79,2.41,0.01,0.45,3.01
UKN04,109318,11182,18382,6651,10310,21297,9747,2629,2437,267,11501,6041,3630,344,585,4315,10.23,16.82,6.08,9.43,19.48,8.92,2.40,2.23,0.24,10.52,5.53,3.32,0.31,0.54,3.95
UKN05,146348,15482,20787,8336,13926,36031,14982,3247,3059,313,11247,7954,4516,34,810,5624,10.58,14.20,5.70,9.52,24.62,10.24,2.22,2.09,0.21,7.69,5.43,3.09,0.02,0.55,3.84
95AA,20064,1866,3227,1289,2417,4503,1699,586,573,74,1667,888,585,8,60,622,9.30,16.08,6.42,12.05,22.44,8.47,2.92,2.86,0.37,8.31,4.43,2.92,0.04,0.30,3.10
95BB,31514,3640,4670,2784,4450,6289,2663,963,720,123,2307,1338,616,1,119,831,11.55,14.82,8.83,14.12,19.96,8.45,3.06,2.28,0.39,7.32,4.25,1.95,0.00,0.38,2.64
95CC,21594,2412,3052,1385,2257,5188,2224,494,426,34,1682,1120,540,3,104,673,11.17,14.13,6.41,10.45,24.03,10.30,2.29,1.97,0.16,7.79,5.19,2.50,0.01,0.48,3.12
95DD,24817,2849,3532,1996,3071,5093,2350,633,564,79,1819,1282,598,4,137,810,11.48,14.23,8.04,12.37,20.52,9.47,2.55,2.27,0.32,7.33,5.17,2.41,0.02,0.55,3.26
95EE,11508,1192,1549,819,1307,2676,1133,358,319,38,669,612,362,2,86,386,10.36,13.46,7.12,11.36,23.25,9.85,3.11,2.77,0.33,5.81,5.32,3.15,0.02,0.75,3.35
95FF,18303,1862,2751,1211,2181,4463,1659,569,438,38,1330,843,330,0,98,530,10.17,15.03,6.62,11.92,24.38,9.06,3.11,2.39,0.21,7.27,4.61,1.80,0,0.54,2.90
95GG,120595,14555,27846,6375,8786,14162,6656,4445,2565,306,14184,6836,3542,1592,615,8130,12.07,23.09,5.29,7.29,11.74,5.52,3.69,2.13,0.25,11.76,5.67,2.94,1.32,0.51,6.74
95HH,16200,1950,2724,1287,2012,3109,1276,502,355,53,1513,661,291,6,34,427,12.04,16.81,7.94,12.42,19.19,7.88,3.10,2.19,0.33,9.34,4.08,1.80,0.04,0.21,2.64
95II,27733,3658,4552,2492,3194,5634,2112,957,585,81,1808,1309,469,9,108,765,13.19,16.41,8.99,11.52,20.32,7.62,3.45,2.11,0.29,6.52,4.72,1.69,0.03,0.39,2.76
95JJ,23508,2858,3857,1879,2796,4241,1838,663,553,67,1904,1067,560,283,110,832,12.16,16.41,7.99,11.89,18.04,7.82,2.82,2.35,0.29,8.10,4.54,2.38,1.20,0.47,3.54
95KK,12904,1312,1711,762,1254,3253,1424,270,270,30,973,723,414,3,58,447,10.17,13.26,5.91,9.72,25.21,11.04,2.09,2.09,0.23,7.54,5.60,3.21,0.02,0.45,3.46
95LL,35931,3723,5805,2336,3719,7605,3008,1132,1092,106,3373,1748,956,3,155,1170,10.36,16.16,6.50,10.35,21.17,8.37,3.15,3.04,0.30,9.39,4.86,2.66,0.01,0.43,3.26
95MM,40779,3639,7727,1927,3034,7233,3398,890,814,79,5740,2453,1706,55,182,1902,8.92,18.95,4.73,7.44,17.74,8.33,2.18,2.00,0.19,14.08,6.02,4.18,0.13,0.45,4.66
95NN,26206,2957,3931,1824,2766,5652,2404,677,641,70,2241,1372,723,2,144,802,11.28,15.00,6.96,10.55,21.57,9.17,2.58,2.45,0.27,8.55,5.24,2.76,0.01,0.55,3.06
95OO,20270,2028,2828,1109,1875,5052,1982,437,438,42,1610,1057,789,4,118,901,10.00,13.95,5.47,9.25,24.92,9.78,2.16,2.16,0.21,7.94,5.21,3.89,0.02,0.58,4.44
95PP,23069,2716,3640,1342,2427,5136,2196,628,508,49,1488,1224,623,13,155,924,11.77,15.78,5.82,10.52,22.26,9.52,2.72,2.20,0.21,6.45,5.31,2.70,0.06,0.67,4.01
95QQ,13297,1603,2239,1055,1652,2348,1092,422,332,38,1152,678,284,1,53,348,12.06,16.84,7.93,12.42,17.66,8.21,3.17,2.50,0.29,8.66,5.10,2.14,0.01,0.40,2.62
95RR,12098,1086,1725,693,1241,2734,1265,338,332,33,1141,666,361,0,50,433,8.98,14.26,5.73,10.26,22.60,10.46,2.79,2.74,0.27,9.43,5.51,2.98,0,0.41,3.58
95SS,45723,4480,6904,3354,5253,9720,3735,1493,1176,131,4645,2073,1268,16,158,1317,9.80,15.10,7.34,11.49,21.26,8.17,3.27,2.57,0.29,10.16,4.53,2.77,0.03,0.35,2.88
95TT,15037,1445,1729,855,1415,4260,1736,309,304,35,936,844,492,1,98,578,9.61,11.50,5.69,9.41,28.33,11.54,2.05,2.02,0.23,6.22,5.61,3.27,0.01,0.65,3.84
95UU,6608,852,1098,502,668,1276,626,120,136,13,503,376,160,2,54,222,12.89,16.62,7.60,10.11,19.31,9.47,1.82,2.06,0.20,7.61,5.69,2.42,0.03,0.82,3.36
95VV,35031,3609,4895,1866,3001,8475,3510,728,773,84,3238,1985,1227,9,177,1454,10.30,13.97,5.33,8.57,24.19,10.02,2.08,2.21,0.24,9.24,5.67,3.50,0.03,0.51,4.15
95WW,33971,3977,5288,2691,4014,6668,2699,1141,851,90,3247,1617,634,31,105,918,11.71,15.57,7.92,11.82,19.63,7.95,3.36,2.51,0.26,9.56,4.76,1.87,0.09,0.31,2.70
95XX,33255,4317,5675,3145,4517,6103,2394,1157,798,91,2194,1362,538,4,98,862,12.98,17.07,9.46,13.58,18.35,7.20,3.48,2.40,0.27,6.60,4.10,1.62,0.01,0.29,2.59
95YY,18443,1960,2932,1017,1697,4667,1910,381,340,39,1320,1001,431,1,100,647,10.63,15.90,5.51,9.20,25.30,10.36,2.07,1.84,0.21,7.16,5.43,2.34,0.01,0.54,3.51
95ZZ,14817,1555,2426,831,1264,3137,1487,260,283,37,1544,867,481,2,103,540,10.49,16.37,5.61,8.53,21.17,10.04,1.75,1.91,0.25,10.42,5.85,3.25,0.01,0.70,3.64
