GeographyCode,KS301NI0001,KS301NI0002,KS301NI0003,KS301NI0004,KS301NI0005,KS301NI0006,KS301NI0007,KS301NI0008,KS301NI0009,KS301NI0010,KS301NI0011,KS301NI0012,KS301NI0013,KS301NI0014,KS301NI0015,KS301NI0016,KS301NI0017,KS301NI0018,KS301NI0019,KS301NI0020,KS301NI0021,KS301NI0022,KS301NI0023,KS301NI0024,KS301NI0025,KS301NI0026,KS301NI0027,KS301NI0028,KS301NI0029,KS301NI0030,KS301NI0031
95CC,59340,6558,4967,47815,3308,2595,31870,29927,18248,8417,2220,528,52736,3920,1100,1584,11.05,8.37,80.58,8.76,6.87,84.37,50.43,30.75,14.18,3.74,0.89,88.87,6.61,1.85,2.67
95DD,64044,6585,5582,51877,3037,2813,34681,30287,21760,9311,2184,502,56904,4249,1089,1802,10.28,8.72,81.00,7.49,6.94,85.57,47.29,33.98,14.54,3.41,0.78,88.85,6.63,1.70,2.81
95EE,31224,3572,2694,24958,1860,1436,16660,14605,10466,4583,1267,303,27799,1918,544,963,11.44,8.63,79.93,9.32,7.20,83.48,46.77,33.52,14.68,4.06,0.97,89.03,6.14,1.74,3.08
95FF,48339,5269,3965,39105,2681,2124,26026,24032,15244,6669,1900,494,42573,3399,916,1451,10.90,8.20,80.90,8.70,6.89,84.42,49.72,31.54,13.80,3.93,1.02,88.07,7.03,1.89,3.00
95GG,280962,41176,25560,214226,22034,14026,151728,127861,85293,45017,17584,5207,247097,17983,6139,9743,14.66,9.10,76.25,11.73,7.47,80.80,45.51,30.36,16.02,6.26,1.85,87.95,6.40,2.18,3.47
95HH,39114,4425,3769,30920,2192,1996,20968,17696,13283,6059,1689,387,34148,2979,699,1288,11.31,9.64,79.05,8.71,7.93,83.35,45.24,33.96,15.49,4.32,0.99,87.30,7.62,1.79,3.29
95II,67242,7409,6077,53756,3217,2888,36481,31987,21963,9859,2735,698,58194,5681,1245,2122,11.02,9.04,79.94,7.55,6.78,85.66,47.57,32.66,14.66,4.07,1.04,86.54,8.45,1.85,3.16
95JJ,59067,6159,5423,47485,3026,2852,31850,27436,20144,8819,2152,516,52706,3694,1029,1638,10.43,9.18,80.39,8.02,7.56,84.42,46.45,34.10,14.93,3.64,0.87,89.23,6.25,1.74,2.77
95KK,37013,4542,3241,29230,2465,1847,19649,17348,11613,5884,1692,476,32904,2306,748,1055,12.27,8.76,78.97,10.29,7.71,82.00,46.87,31.38,15.90,4.57,1.29,88.90,6.23,2.02,2.85
95LL,93023,11224,8000,73799,5959,4497,49430,43838,29623,14059,4386,1117,82183,6121,1860,2859,12.07,8.60,79.33,9.95,7.51,82.54,47.13,31.84,15.11,4.71,1.20,88.35,6.58,2.00,3.07
95MM,107877,14802,9353,83722,8782,5660,56369,52363,31722,16344,5809,1639,95649,6360,2249,3619,13.72,8.67,77.61,12.40,7.99,79.60,48.54,29.41,15.15,5.38,1.52,88.66,5.90,2.08,3.35
95NN,69731,8006,6370,55355,4124,3316,36890,33893,22281,10127,2731,699,61093,4920,1419,2299,11.48,9.14,79.38,9.30,7.48,83.22,48.61,31.95,14.52,3.92,1.00,87.61,7.06,2.03,3.30
95OO,57852,6367,4659,46826,3369,2511,31415,28488,18409,8092,2275,588,51766,3342,1174,1570,11.01,8.05,80.94,9.03,6.73,84.23,49.24,31.82,13.99,3.93,1.02,89.48,5.78,2.03,2.71
95PP,61805,6780,5527,49498,3327,2915,33198,30480,19595,9084,2098,548,55056,3908,1142,1699,10.97,8.94,80.09,8.44,7.39,84.17,49.32,31.70,14.70,3.39,0.89,89.08,6.32,1.85,2.75
95QQ,32180,3593,3132,25455,1706,1619,17190,14328,11140,5122,1287,303,28170,2368,596,1046,11.17,9.73,79.10,8.32,7.89,83.79,44.52,34.62,15.92,4.00,0.94,87.54,7.36,1.85,3.25
95RR,33536,3974,2980,26582,2289,1802,17967,15934,10634,5076,1542,350,30154,1770,593,1019,11.85,8.89,79.26,10.38,8.17,81.45,47.51,31.71,15.14,4.60,1.04,89.92,5.28,1.77,3.04
95SS,120165,12900,9964,97301,6643,5416,64907,59834,37889,16309,4837,1296,105287,8768,2312,3798,10.74,8.29,80.97,8.63,7.04,84.33,49.79,31.53,13.57,4.03,1.08,87.62,7.30,1.92,3.16
95TT,45038,4494,3817,36727,2294,2076,24462,22704,13964,6337,1587,446,40254,2740,853,1191,9.98,8.48,81.55,7.96,7.20,84.84,50.41,31.00,14.07,3.52,0.99,89.38,6.08,1.89,2.64
95UU,17050,2056,1557,13437,1031,799,8852,7918,5593,2688,647,204,15097,1081,315,557,12.06,9.13,78.81,9.65,7.48,82.87,46.44,32.80,15.77,3.79,1.20,88.55,6.34,1.85,3.27
95VV,99480,11573,7732,80175,6380,4308,53018,51104,29677,13432,4126,1141,88169,6070,2026,3215,11.63,7.77,80.59,10.01,6.76,83.22,51.37,29.83,13.50,4.15,1.15,88.63,6.10,2.04,3.23
95WW,85139,9272,7419,68448,4362,3753,46562,40056,28394,12270,3485,934,74369,6570,1560,2640,10.89,8.71,80.40,7.98,6.86,85.16,47.05,33.35,14.41,4.09,1.10,87.35,7.72,1.83,3.10
95XX,78937,7766,7227,63944,3431,3468,43051,37653,27039,10912,2624,709,68575,6758,1359,2245,9.84,9.16,81.01,6.87,6.94,86.19,47.70,34.25,13.82,3.32,0.90,86.87,8.56,1.72,2.84
95YY,51356,6524,4651,40181,3679,2628,26667,24943,15435,8066,2315,597,45637,3281,984,1454,12.70,9.06,78.24,11.16,7.97,80.87,48.57,30.05,15.71,4.51,1.16,88.86,6.39,1.92,2.83
95ZZ,39843,5908,3840,30095,3254,2173,20006,17890,12010,7088,2272,583,35428,2219,891,1305,14.83,9.64,75.53,12.79,8.54,78.66,44.90,30.14,17.79,5.70,1.46,88.92,5.57,2.24,3.28
