GeographyCode,KS106NI0001,KS106NI0002,KS106NI0003,KS106NI0004,KS106NI0005,KS106NI0006,KS106NI0007,KS106NI0008,KS106NI0009,KS106NI0010,KS106NI0011,KS106NI0012,KS106NI0013
N92000002,703275,40747,208641,238094,96030,65037,218296,5.79,29.67,33.86,13.65,9.25,31.04
BHSCT,148328,9789,48683,42961,17467,12793,48369,6.60,32.82,28.96,11.78,8.62,32.61
NHSCT,177914,8302,51031,60451,23977,15167,53851,4.67,28.68,33.98,13.48,8.52,30.27
SEHSCT,136698,6279,39945,45632,18003,11531,40207,4.59,29.22,33.38,13.17,8.44,29.41
SHSCT,131129,7632,35878,49029,20896,13276,39929,5.82,27.36,37.39,15.94,10.12,30.45
WHSCT,109206,8745,33104,40021,15687,12270,35940,8.01,30.31,36.65,14.36,11.24,32.91
BELB,120595,8981,40265,34464,14294,10796,40101,7.45,33.39,28.58,11.85,8.95,33.25
NEELB,165010,7580,47538,55541,21911,13677,49560,4.59,28.81,33.66,13.28,8.29,30.03
SEELB,164431,7087,48363,54129,21176,13528,48475,4.31,29.41,32.92,12.88,8.23,29.48
SELB,144033,8354,39371,53939,22962,14766,44220,5.80,27.33,37.45,15.94,10.25,30.70
WELB,109206,8745,33104,40021,15687,12270,35940,8.01,30.31,36.65,14.36,11.24,32.91
UKN01,120595,8981,40265,34464,14294,10796,40101,7.45,33.39,28.58,11.85,8.95,33.25
UKN02,156882,6604,45644,51608,20306,12477,45261,4.21,29.09,32.90,12.94,7.95,28.85
UKN03,170132,7913,48524,58295,23580,14876,51593,4.65,28.52,34.26,13.86,8.74,30.33
UKN04,109318,8820,34258,38869,14995,11553,35520,8.07,31.34,35.56,13.72,10.57,32.49
UKN05,146348,8429,39950,54858,22855,15335,45821,5.76,27.30,37.48,15.62,10.48,31.31
95AA,20064,848,4958,7328,3091,1723,5428,4.23,24.71,36.52,15.41,8.59,27.05
95BB,31514,1260,9697,9932,3745,2512,10060,4.00,30.77,31.52,11.88,7.97,31.92
95CC,21594,1062,5864,7836,3236,1986,6573,4.92,27.16,36.29,14.99,9.20,30.44
95DD,24817,1014,7075,8075,3134,1866,7401,4.09,28.51,32.54,12.63,7.52,29.82
95EE,11508,607,3361,4026,1645,1072,3692,5.27,29.21,34.98,14.29,9.32,32.08
95FF,18303,781,4761,6561,2765,1687,5356,4.27,26.01,35.85,15.11,9.22,29.26
95GG,120595,8981,40265,34464,14294,10796,40101,7.45,33.39,28.58,11.85,8.95,33.25
95HH,16200,708,4899,5268,1901,1369,4894,4.37,30.24,32.52,11.73,8.45,30.21
95II,27733,808,8418,8497,3173,1997,8268,2.91,30.35,30.64,11.44,7.20,29.81
95JJ,23508,1254,7551,7260,2681,1805,7109,5.33,32.12,30.88,11.40,7.68,30.24
95KK,12904,722,3493,4910,2066,1490,4291,5.60,27.07,38.05,16.01,11.55,33.25
95LL,35931,2073,10235,13026,5715,3519,11074,5.77,28.49,36.25,15.91,9.79,30.82
95MM,40779,4295,12796,15495,6006,4972,13275,10.53,31.38,38.00,14.73,12.19,32.55
95NN,26206,1381,7650,9257,3649,2530,8151,5.27,29.19,35.32,13.92,9.65,31.10
95OO,20270,1147,5335,7891,3422,2079,6207,5.66,26.32,38.93,16.88,10.26,30.62
95PP,23069,1048,6641,7755,3128,2049,7219,4.54,28.79,33.62,13.56,8.88,31.29
95QQ,13297,556,4148,4116,1481,1039,4123,4.18,31.20,30.95,11.14,7.81,31.01
95RR,12098,995,3496,4568,1798,1344,3780,8.22,28.90,37.76,14.86,11.11,31.24
95SS,45723,2602,12082,16809,6866,4498,12526,5.69,26.42,36.76,15.02,9.84,27.40
95TT,15037,757,3622,5993,2557,1653,4570,5.03,24.09,39.86,17.00,10.99,30.39
95UU,6608,386,2195,2075,798,528,2240,5.84,33.22,31.40,12.08,7.99,33.90
95VV,35031,2569,9683,13715,5758,4005,10719,7.33,27.64,39.15,16.44,11.43,30.60
95WW,33971,1450,9729,11400,4623,2622,10103,4.27,28.64,33.56,13.61,7.72,29.74
95XX,33255,1036,10516,9634,3743,1991,9470,3.12,31.62,28.97,11.26,5.99,28.48
95YY,18443,1124,5312,6758,2688,2073,6242,6.09,28.80,36.64,14.57,11.24,33.84
95ZZ,14817,1283,4859,5445,2067,1832,5424,8.66,32.79,36.75,13.95,12.36,36.61
