GeographyCode,KS602NI0001,KS602NI0002,KS602NI0003,KS602NI0004,KS602NI0005,KS602NI0006,KS602NI0007,KS602NI0008,KS602NI0009,KS602NI0010,KS602NI0011,KS602NI0012,KS602NI0013,KS602NI0014,KS602NI0015,KS602NI0016,KS602NI0017,KS602NI0018,KS602NI0019,KS602NI0020,KS602NI0021,KS602NI0022,KS602NI0023,KS602NI0024,KS602NI0025,KS602NI0026,KS602NI0027,KS602NI0028,KS602NI0029,KS602NI0030,KS602NI0031
N92000002,647369,33409,273567,88819,44017,20959,72023,40578,7654,47860,18483,92870,13006,7775,7113,19349,5.16,42.26,13.72,6.80,3.24,11.13,6.27,1.18,7.39,2.86,14.35,29.55,17.66,16.16,43.96
BHSCT,124707,6931,53226,10312,9117,5889,13290,9070,1817,11310,3745,18574,2727,1524,1837,3895,5.56,42.68,8.27,7.31,4.72,10.66,7.27,1.46,9.07,3.00,14.89,29.91,16.72,20.15,42.72
NHSCT,165437,8039,73839,24187,9757,4969,19012,9870,1527,10219,4018,23207,3025,1892,1365,4076,4.86,44.63,14.62,5.90,3.00,11.49,5.97,0.92,6.18,2.43,14.03,31.00,19.39,13.99,41.78
SEHSCT,123169,6040,54843,17523,6995,3621,16224,6808,1105,7147,2863,18527,2126,1402,932,2986,4.90,44.53,14.23,5.68,2.94,13.17,5.53,0.90,5.80,2.32,15.04,30.39,20.04,13.32,42.69
SHSCT,128028,6242,54050,20613,8971,3503,12249,7650,1541,9474,3735,17667,2597,1488,1258,4086,4.88,42.22,16.10,7.01,2.74,9.57,5.98,1.20,7.40,2.92,13.80,28.95,16.59,14.02,45.55
WHSCT,106028,6157,37609,16184,9177,2977,11248,7180,1664,9710,4122,14895,2531,1469,1721,4306,5.81,35.47,15.26,8.66,2.81,10.61,6.77,1.57,9.16,3.89,14.05,27.58,16.01,18.75,46.92
BELB,101270,5772,41453,7814,8046,5112,10242,7770,1637,10175,3249,14868,2388,1287,1695,3445,5.70,40.93,7.72,7.95,5.05,10.11,7.67,1.62,10.05,3.21,14.68,29.68,16.00,21.07,42.82
NEELB,152114,7336,68657,21665,8928,4636,17827,8985,1349,9149,3582,21495,2804,1756,1242,3712,4.82,45.14,14.24,5.87,3.05,11.72,5.91,0.89,6.01,2.35,14.13,31.41,19.67,13.91,41.58
SEELB,146606,7199,66616,20021,8066,4398,19272,8108,1285,8282,3359,22233,2465,1639,1074,3436,4.91,45.44,13.66,5.50,3.00,13.15,5.53,0.88,5.65,2.29,15.17,30.56,20.32,13.32,42.60
SELB,141351,6945,59232,23135,9800,3836,13434,8535,1719,10544,4171,19379,2818,1624,1381,4450,4.91,41.90,16.37,6.93,2.71,9.50,6.04,1.22,7.46,2.95,13.71,28.76,16.57,14.09,45.41
WELB,106028,6157,37609,16184,9177,2977,11248,7180,1664,9710,4122,14895,2531,1469,1721,4306,5.81,35.47,15.26,8.66,2.81,10.61,6.77,1.57,9.16,3.89,14.05,27.58,16.01,18.75,46.92
UKN01,101270,5772,41453,7814,8046,5112,10242,7770,1637,10175,3249,14868,2388,1287,1695,3445,5.70,40.93,7.72,7.95,5.05,10.11,7.67,1.62,10.05,3.21,14.68,29.68,16.00,21.07,42.82
UKN02,137423,6788,66651,15457,7064,4660,17650,7979,1108,7168,2898,20693,2228,1493,1000,2986,4.94,48.50,11.25,5.14,3.39,12.84,5.81,0.81,5.22,2.11,15.06,31.54,21.14,14.16,42.27
UKN03,156921,7242,70623,23280,9349,4277,18538,8270,1518,10135,3689,21660,2886,1774,1199,4060,4.62,45.01,14.84,5.96,2.73,11.81,5.27,0.97,6.46,2.35,13.80,30.87,18.98,12.82,43.43
