DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS603NI","ECONOMIC ACTIVITY - FEMALES","All female usual residents aged 16 to 74","1. 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 2. For 'Long-term unemployed' year last worked is 2009 or earlier.; 3. 'Unemployed' excludes full-time students."
