ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS405NI0001","Count","HOUSEHOLDS","All households"
"KS405NI0002","Count","HOUSEHOLDS","No cars or vans in household"
"KS405NI0003","Count","HOUSEHOLDS","1 car or van in household"
"KS405NI0004","Count","HOUSEHOLDS","2 cars or vans in household"
"KS405NI0005","Count","HOUSEHOLDS","3 cars or vans in household"
"KS405NI0006","Count","HOUSEHOLDS","4 or more cars or vans in household"
"KS405NI0007","Count","CARS OR VANS","All cars or vans"
"KS405NI0008","Percentage","HOUSEHOLDS","No cars or vans in household"
"KS405NI0009","Percentage","HOUSEHOLDS","1 car or van in household"
"KS405NI0010","Percentage","HOUSEHOLDS","2 cars or vans in household"
"KS405NI0011","Percentage","HOUSEHOLDS","3 cars or vans in household"
"KS405NI0012","Percentage","HOUSEHOLDS","4 or more cars or vans in household"
