DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC6105NI","NS-SEC BY AGE","All usual residents in households aged 16 to 74","1. NS-SeC stands for National Statistics Socio-economic Classification.; 2. In the NS-SeC classification, all full-time students are recorded in the 'full-time students' category regardless of whether they are economically active or not.; 3. 'Age' is age at last birthday."
