GeographyCode,LC2403NI0001,LC2403NI0002,LC2403NI0003,LC2403NI0004,LC2403NI0005,LC2403NI0006,LC2403NI0007,LC2403NI0008,LC2403NI0009,LC2403NI0010,LC2403NI0011,LC2403NI0012,LC2403NI0013,LC2403NI0014,LC2403NI0015,LC2403NI0016
95AA01S1,310,46,137,127,26,6,9,11,9,1,2,6,275,39,126,110
95AA01S2,624,277,248,99,540,241,215,84,12,7,4,1,72,29,29,14
95AA01S3,588,103,353,132,469,72,293,104,4,0,4,0,115,31,56,28
95AA02W1,839,223,451,165,503,134,286,83,148,35,84,29,188,54,81,53
95AA03W1,845,60,587,198,476,30,336,110,233,8,174,51,136,22,77,37
95AA04W1,1014,232,614,168,924,214,562,148,5,1,2,2,85,17,50,18
95AA05W1,920,495,300,125,730,407,241,82,68,35,15,18,122,53,44,25
95AA06S1,710,501,119,90,552,401,85,66,74,42,23,9,84,58,11,15
95AA06S2,860,589,155,116,679,480,118,81,85,47,19,19,96,62,18,16
95AA07W1,820,96,608,116,618,57,477,84,70,10,48,12,132,29,83,20
95AA08W1,699,268,274,157,416,135,193,88,161,86,47,28,122,47,34,41
95AA09W1,943,158,545,240,516,83,308,125,276,39,169,68,151,36,68,47
95AA10W1,792,296,339,157,489,152,245,92,222,108,67,47,81,36,27,18
95AA11S1,1123,341,526,256,800,221,417,162,88,24,44,20,235,96,65,74
95AA11S2,870,337,362,171,745,285,324,136,12,2,8,2,113,50,30,33
95AA12W1,971,37,772,162,838,27,675,136,33,2,27,4,100,8,70,22
95AA13S1,625,391,140,94,430,266,101,63,46,30,8,8,149,95,31,23
95AA13S2,614,356,172,86,420,270,100,50,70,12,46,12,124,74,26,24
95AA14W1,779,234,443,102,707,217,406,84,4,0,4,0,68,17,33,18
95AA15S1,1013,387,415,211,714,242,329,143,97,52,27,18,202,93,59,50
95AA15S2,582,231,201,150,283,100,117,66,183,69,62,52,116,62,22,32
95AA16W1,832,127,533,172,453,62,326,65,207,22,133,52,172,43,74,55
95AA17W1,855,264,371,220,598,191,262,145,158,33,81,44,99,40,28,31
95AA18W1,1004,100,696,208,842,80,607,155,10,1,7,2,152,19,82,51
95AA19W1,832,712,58,62,604,523,45,36,110,93,3,14,118,96,10,12
95BB01S1,548,79,380,89,484,69,339,76,25,6,14,5,39,4,27,8
95BB01S2,759,54,558,147,664,43,498,123,45,6,27,12,50,5,33,12
95BB02W1,1126,78,782,266,600,41,428,131,345,17,243,85,181,20,111,50
95BB03S1,877,19,707,151,568,10,457,101,157,2,128,27,152,7,122,23
95BB03S2,899,58,617,224,714,43,499,172,64,7,44,13,121,8,74,39
95BB04S1,638,43,428,167,417,21,289,107,109,8,79,22,112,14,60,38
95BB04S2,669,35,511,123,610,30,473,107,8,0,6,2,51,5,32,14
95BB05S1,564,19,436,109,464,12,362,90,32,2,24,6,68,5,50,13
95BB05S2,754,16,563,175,588,13,440,135,76,0,67,9,90,3,56,31
95BB06W1,1518,137,992,389,698,65,453,180,420,30,312,78,400,42,227,131
95BB07S1,819,32,585,202,375,9,280,86,239,7,182,50,205,16,123,66
95BB07S2,496,10,390,96,428,9,343,76,37,0,25,12,31,1,22,8
95BB08S1,589,27,439,123,294,8,220,66,205,9,160,36,90,10,59,21
95BB08S2,479,21,362,96,433,12,342,79,6,0,3,3,40,9,17,14
95BB09S1,561,13,421,127,471,10,367,94,17,0,12,5,73,3,42,28
95BB09S2,692,32,493,167,544,19,411,114,18,0,11,7,130,13,71,46
95BB10S1,874,46,588,240,525,21,361,143,150,6,121,23,199,19,106,74
95BB10S2,635,25,458,152,562,20,416,126,24,1,14,9,49,4,28,17
95BB11S1,621,20,472,129,351,9,272,70,218,8,166,44,52,3,34,15
95BB11S2,717,29,518,170,579,22,423,134,62,3,42,17,76,4,53,19
95BB12S1,626,71,377,178,303,27,190,86,198,20,122,56,125,24,65,36
95BB12S2,504,28,364,112,412,22,299,91,66,5,46,15,26,1,19,6
95BB13S1,508,26,346,136,305,21,213,71,170,3,110,57,33,2,23,8
95BB13S2,603,35,430,138,433,25,308,100,106,5,79,22,64,5,43,16
95BB13S3,576,28,412,136,519,22,381,116,8,0,4,4,49,6,27,16
95BB14S1,551,21,397,133,501,18,367,116,7,0,4,3,43,3,26,14
95BB14S2,621,24,418,179,525,20,369,136,23,0,19,4,73,4,30,39
95BB15S1,706,308,251,147,575,247,205,123,39,19,12,8,92,42,34,16
95BB15S2,581,340,147,94,374,222,100,52,83,47,20,16,124,71,27,26
95BB16S1,562,18,423,121,509,16,388,105,4,0,3,1,49,2,32,15
95BB16S2,614,22,456,136,549,16,410,123,26,0,22,4,39,6,24,9
95BB17S1,727,43,496,188,577,37,403,137,69,3,46,20,81,3,47,31
95BB17S2,672,29,455,188,493,25,335,133,111,1,79,31,68,3,41,24
95BB18S1,726,17,541,168,466,8,345,113,136,3,108,25,124,6,88,30
95BB18S2,912,37,656,219,818,32,595,191,8,0,5,3,86,5,56,25
95BB19S1,641,46,471,124,525,36,393,96,43,1,36,6,73,9,42,22
95BB19S2,599,34,424,141,559,28,405,126,3,1,1,1,37,5,18,14
95BB19S3,484,26,355,103,443,18,339,86,4,0,2,2,37,8,14,15
95BB20S1,677,467,116,94,525,365,92,68,50,40,4,6,102,62,20,20
95BB20S2,613,470,66,77,339,257,41,41,140,116,7,17,134,97,18,19
95BB21S1,932,17,730,185,726,5,588,133,86,3,69,14,120,9,73,38
95BB21S2,889,148,520,221,736,133,428,175,28,1,22,5,125,14,70,41
95BB22S1,596,18,422,156,387,12,290,85,148,4,93,51,61,2,39,20
95BB22S2,598,20,431,147,268,6,202,60,273,10,190,73,57,4,39,14
95BB23S1,638,55,435,148,584,47,407,130,6,0,3,3,48,8,25,15
95BB23S2,523,25,374,124,483,24,349,110,2,0,1,1,38,1,24,13
95CC01W1,904,766,33,105,580,497,16,67,96,84,1,11,228,185,16,27
95CC02W1,875,551,228,96,741,467,209,65,26,21,2,3,108,63,17,28
95CC03W1,1127,863,86,178,458,380,20,58,325,236,43,46,344,247,23,74
95CC04W1,790,506,205,79,646,425,165,56,44,22,14,8,100,59,26,15
95CC05W1,954,568,273,113,773,453,232,88,38,26,7,5,143,89,34,20
95CC06S1,579,291,194,94,481,230,173,78,3,3,0,0,95,58,21,16
95CC06S2,517,216,228,73,391,158,179,54,49,27,14,8,77,31,35,11
95CC07W1,1108,823,137,148,858,634,119,105,85,56,10,19,165,133,8,24
95CC08W1,990,831,22,137,573,489,12,72,185,163,1,21,232,179,9,44
95CC09S1,494,49,393,52,449,40,365,44,0,0,0,0,45,9,28,8
95CC09S2,696,25,573,98,544,6,466,72,31,1,24,6,121,18,83,20
95CC10W1,901,150,649,102,761,127,554,80,24,1,21,2,116,22,74,20
95CC11W1,786,644,21,121,465,390,11,64,115,99,2,14,206,155,8,43
95CC12W1,890,361,437,92,772,315,388,69,34,9,16,9,84,37,33,14
95CC13W1,817,381,362,74,677,323,291,63,50,19,27,4,90,39,44,7
95CC14W1,1132,89,889,154,926,71,727,128,44,1,38,5,162,17,124,21
95CC15W1,1007,347,546,114,806,280,450,76,61,22,33,6,140,45,63,32
95CC16W1,1076,153,789,134,722,97,554,71,135,16,97,22,219,40,138,41
95CC17W1,897,565,243,89,757,475,221,61,7,3,0,4,133,87,22,24
95CC18W1,937,450,351,136,628,285,269,74,130,61,46,23,179,104,36,39
95CC19W1,981,308,561,112,760,232,457,71,87,22,49,16,134,54,55,25
95CC20S1,484,15,398,71,412,9,346,57,19,0,16,3,53,6,36,11
95CC20S2,643,36,515,92,477,7,406,64,67,6,50,11,99,23,59,17
