GeographyCode,LC2115NI0001,LC2115NI0002,LC2115NI0003,LC2115NI0004,LC2115NI0005,LC2115NI0006,LC2115NI0007,LC2115NI0008,LC2115NI0009
95AA01S1,1003,45,958,553,27,526,450,18,432
95AA01S2,1764,222,1542,885,116,769,879,106,773
95AA01S3,1435,62,1373,708,30,678,727,32,695
95AA02W1,1683,99,1584,830,52,778,853,47,806
95AA03W1,1736,60,1676,807,26,781,929,34,895
95AA04W1,2922,187,2735,1517,104,1413,1405,83,1322
95AA05W1,2586,423,2163,1290,197,1093,1296,226,1070
95AA06S1,1860,365,1495,901,177,724,959,188,771
95AA06S2,2561,470,2091,1203,232,971,1358,238,1120
95AA07W1,2070,59,2011,1030,24,1006,1040,35,1005
95AA08W1,1616,104,1512,776,47,729,840,57,783
95AA09W1,2105,76,2029,991,36,955,1114,40,1074
95AA10W1,1884,93,1791,913,44,869,971,49,922
95AA11S1,2685,134,2551,1289,63,1226,1396,71,1325
95AA11S2,2424,167,2257,1258,80,1178,1166,87,1079
95AA12W1,2690,41,2649,1357,19,1338,1333,22,1311
95AA13S1,1660,221,1439,816,111,705,844,110,734
95AA13S2,1487,217,1270,717,105,612,770,112,658
95AA14W1,2275,209,2066,1119,94,1025,1156,115,1041
95AA15S1,2474,146,2328,1206,64,1142,1268,82,1186
95AA15S2,1432,88,1344,706,43,663,726,45,681
95AA16W1,1722,54,1668,838,26,812,884,28,856
95AA17W1,2044,117,1927,998,55,943,1046,62,984
95AA18W1,2369,78,2291,1143,35,1108,1226,43,1183
95AA19W1,2555,546,2009,1249,260,989,1306,286,1020
95BB01S1,1521,54,1467,742,26,716,779,28,751
95BB01S2,1964,58,1906,984,32,952,980,26,954
95BB02W1,2280,83,2197,1105,39,1066,1175,44,1131
95BB03S1,1942,34,1908,946,9,937,996,25,971
95BB03S2,2116,56,2060,1045,25,1020,1071,31,1040
95BB04S1,1396,27,1369,682,12,670,714,15,699
95BB04S2,1563,32,1531,770,15,755,793,17,776
95BB05S1,1454,28,1426,719,12,707,735,16,719
95BB05S2,1847,37,1810,916,18,898,931,19,912
95BB06W1,2778,95,2683,1328,40,1288,1450,55,1395
95BB07S1,1592,43,1549,719,22,697,873,21,852
95BB07S2,1258,16,1242,619,7,612,639,9,630
95BB08S1,1275,45,1230,572,18,554,703,27,676
95BB08S2,1233,24,1209,591,12,579,642,12,630
95BB09S1,1282,19,1263,625,8,617,657,11,646
95BB09S2,1568,16,1552,775,5,770,793,11,782
95BB10S1,1651,58,1593,774,22,752,877,36,841
95BB10S2,1591,44,1547,790,20,770,801,24,777
95BB11S1,1356,20,1336,665,7,658,691,13,678
95BB11S2,1512,35,1477,718,17,701,794,18,776
95BB12S1,1370,33,1337,647,9,638,723,24,699
95BB12S2,1281,31,1250,615,15,600,666,16,650
95BB13S1,1350,28,1322,637,9,628,713,19,694
95BB13S2,1413,27,1386,681,15,666,732,12,720
95BB13S3,1508,15,1493,748,4,744,760,11,749
95BB14S1,1479,26,1453,743,12,731,736,14,722
95BB14S2,1557,37,1520,757,18,739,800,19,781
95BB15S1,1924,174,1750,960,82,878,964,92,872
95BB15S2,1434,133,1301,711,65,646,723,68,655
95BB16S1,1497,22,1475,775,10,765,722,12,710
95BB16S2,1555,35,1520,767,14,753,788,21,767
95BB17S1,1707,36,1671,803,17,786,904,19,885
95BB17S2,1699,43,1656,817,21,796,882,22,860
95BB18S1,1619,23,1596,772,7,765,847,16,831
95BB18S2,2475,47,2428,1181,14,1167,1294,33,1261
95BB19S1,1548,23,1525,738,10,728,810,13,797
95BB19S2,1711,14,1697,866,9,857,845,5,840
95BB19S3,1344,31,1313,668,12,656,676,19,657
95BB20S1,1820,261,1559,914,128,786,906,133,773
95BB20S2,1477,166,1311,765,85,680,712,81,631
95BB21S1,2280,42,2238,1143,26,1117,1137,16,1121
95BB21S2,2234,122,2112,1080,46,1034,1154,76,1078
95BB22S1,1498,30,1468,718,11,707,780,19,761
95BB22S2,1413,39,1374,641,15,626,772,24,748
95BB23S1,1499,40,1459,724,16,708,775,24,751
95BB23S2,1442,26,1416,709,10,699,733,16,717
95CC01W1,2462,549,1913,1193,279,914,1269,270,999
95CC02W1,2613,581,2032,1365,290,1075,1248,291,957
95CC03W1,2649,577,2072,1252,270,982,1397,307,1090
95CC04W1,2348,500,1848,1212,237,975,1136,263,873
95CC05W1,2655,476,2179,1333,227,1106,1322,249,1073
95CC06S1,1397,276,1121,658,136,522,739,140,599
95CC06S2,1251,173,1078,574,83,491,677,90,587
95CC07W1,3309,698,2611,1678,297,1381,1631,401,1230
95CC08W1,2446,623,1823,1144,300,844,1302,323,979
95CC09S1,1439,62,1377,721,29,692,718,33,685
95CC09S2,1781,27,1754,874,14,860,907,13,894
95CC10W1,2505,170,2335,1290,82,1208,1215,88,1127
95CC11W1,1732,344,1388,843,163,680,889,181,708
95CC12W1,2650,368,2282,1356,172,1184,1294,196,1098
95CC13W1,2365,379,1986,1232,182,1050,1133,197,936
95CC14W1,2892,125,2767,1447,56,1391,1445,69,1376
95CC15W1,2781,305,2476,1399,161,1238,1382,144,1238
95CC16W1,2715,102,2613,1310,45,1265,1405,57,1348
95CC17W1,2609,527,2082,1360,268,1092,1249,259,990
95CC18W1,2270,330,1940,1070,152,918,1200,178,1022
95CC19W1,2599,240,2359,1310,133,1177,1289,107,1182
95CC20S1,1239,24,1215,601,10,591,638,14,624
95CC20S2,1618,39,1579,807,20,787,811,19,792
95CC21W1,2791,111,2680,1392,52,1340,1399,59,1340
95CC22W1,1676,110,1566,810,48,762,866,62,804
95DD01W1,2053,64,1989,992,32,960,1061,32,1029
95DD02S1,1398,15,1383,694,9,685,704,6,698
95DD02S2,2322,58,2264,1132,24,1108,1190,34,1156
95DD03W1,3354,142,3212,1586,63,1523,1768,79,1689
