GeographyCode,LC3102NI0001,LC3102NI0002,LC3102NI0003,LC3102NI0004,LC3102NI0005,LC3102NI0006,LC3102NI0007,LC3102NI0008,LC3102NI0009
95AA01S1,982,957,25,492,479,13,490,478,12
95AA01S2,1814,1584,230,914,816,98,900,768,132
95AA01S3,1494,1344,150,741,687,54,753,657,96
95AA02W1,1734,1521,213,860,776,84,874,745,129
95AA03W1,1822,1600,222,856,769,87,966,831,135
95AA04W1,3002,2591,411,1551,1366,185,1451,1225,226
95AA05W1,2654,2343,311,1335,1217,118,1319,1126,193
95AA06S1,1953,1715,238,947,861,86,1006,854,152
95AA06S2,2651,2329,322,1264,1141,123,1387,1188,199
95AA07W1,2119,1845,274,1064,937,127,1055,908,147
95AA08W1,1676,1466,210,823,740,83,853,726,127
95AA09W1,2143,1942,201,1013,936,77,1130,1006,124
95AA10W1,1953,1700,253,948,831,117,1005,869,136
95AA11S1,2698,2424,274,1322,1215,107,1376,1209,167
95AA11S2,2431,2191,240,1210,1115,95,1221,1076,145
95AA12W1,2775,2395,380,1401,1236,165,1374,1159,215
95AA13S1,1707,1531,176,847,777,70,860,754,106
95AA13S2,1561,1396,165,759,698,61,802,698,104
95AA14W1,2302,1999,303,1130,1005,125,1172,994,178
95AA15S1,2630,2397,233,1275,1181,94,1355,1216,139
95AA15S2,1472,1326,146,711,656,55,761,670,91
95AA16W1,1807,1614,193,876,794,82,931,820,111
95AA17W1,2142,1943,199,1051,974,77,1091,969,122
95AA18W1,2373,2040,333,1150,1028,122,1223,1012,211
95AA19W1,2645,2369,276,1283,1181,102,1362,1188,174
95BB01S1,1574,1340,234,766,671,95,808,669,139
95BB01S2,2035,1754,281,1017,896,121,1018,858,160
95BB02W1,2334,1997,337,1136,987,149,1198,1010,188
95BB03S1,2026,1745,281,990,881,109,1036,864,172
95BB03S2,2191,1891,300,1074,937,137,1117,954,163
95BB04S1,1399,1170,229,692,589,103,707,581,126
95BB04S2,1610,1362,248,799,701,98,811,661,150
95BB05S1,1490,1276,214,737,646,91,753,630,123
95BB05S2,1911,1629,282,945,830,115,966,799,167
95BB06W1,2870,2532,338,1369,1220,149,1501,1312,189
95BB07S1,1601,1417,184,745,679,66,856,738,118
95BB07S2,1295,1104,191,640,555,85,655,549,106
95BB08S1,1331,1150,181,603,527,76,728,623,105
95BB08S2,1294,1124,170,619,546,73,675,578,97
95BB09S1,1291,1091,200,638,556,82,653,535,118
95BB09S2,1618,1374,244,801,696,105,817,678,139
95BB10S1,1663,1434,229,783,685,98,880,749,131
95BB10S2,1615,1361,254,809,703,106,806,658,148
95BB11S1,1408,1237,171,696,628,68,712,609,103
95BB11S2,1495,1248,247,717,618,99,778,630,148
95BB12S1,1440,1274,166,681,617,64,759,657,102
95BB12S2,1336,1147,189,649,575,74,687,572,115
95BB13S1,1392,1197,195,661,583,78,731,614,117
95BB13S2,1466,1275,191,711,639,72,755,636,119
95BB13S3,1580,1392,188,783,710,73,797,682,115
