ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2304NI0001,Count,PERSONS,"All categories: Disability, All categories: Religion brought up in"
LC2304NI0002,Count,PERSONS,"All categories: Disability, Catholic"
LC2304NI0003,Count,PERSONS,"All categories: Disability, Protestant and Other Christian (including Christian related)"
LC2304NI0004,Count,PERSONS,"All categories: Disability, Other religions and none"
LC2304NI0005,Count,PERSONS,"Day-to-day activities limited a lot or a little, All categories: Religion brought up in"
LC2304NI0006,Count,PERSONS,"Day-to-day activities limited a lot or a little, Catholic"
LC2304NI0007,Count,PERSONS,"Day-to-day activities limited a lot or a little, Protestant and Other Christian (including Christian related)"
LC2304NI0008,Count,PERSONS,"Day-to-day activities limited a lot or a little, Other religions and none"
LC2304NI0009,Count,PERSONS,"Day-to-day activities not limited, All categories: Religion brought up in"
LC2304NI0010,Count,PERSONS,"Day-to-day activities not limited, Catholic"
LC2304NI0011,Count,PERSONS,"Day-to-day activities not limited, Protestant and Other Christian (including Christian related)"
LC2304NI0012,Count,PERSONS,"Day-to-day activities not limited, Other religions and none"
