GeographyCode,LC2204NI0001,LC2204NI0002,LC2204NI0003,LC2204NI0004,LC2204NI0005,LC2204NI0006,LC2204NI0007,LC2204NI0008,LC2204NI0009,LC2204NI0010,LC2204NI0011,LC2204NI0012
95AA01S1,1003,136,417,450,45,16,14,15,958,120,403,435
95AA01S2,1764,906,625,233,222,203,5,14,1542,703,620,219
95AA01S3,1435,264,848,323,62,44,6,12,1373,220,842,311
95AA02W1,1683,493,870,320,99,73,10,16,1584,420,860,304
95AA03W1,1736,129,1181,426,60,25,17,18,1676,104,1164,408
95AA04W1,2922,720,1734,468,187,141,16,30,2735,579,1718,438
95AA05W1,2586,1506,734,346,423,390,12,21,2163,1116,722,325
95AA06S1,1860,1416,234,210,365,333,6,26,1495,1083,228,184
95AA06S2,2561,1916,338,307,470,440,2,28,2091,1476,336,279
95AA07W1,2070,268,1513,289,59,29,14,16,2011,239,1499,273
95AA08W1,1616,648,601,367,104,82,6,16,1512,566,595,351
95AA09W1,2105,365,1197,543,76,53,7,16,2029,312,1190,527
95AA10W1,1884,681,792,411,93,66,12,15,1791,615,780,396
95AA11S1,2685,795,1266,624,134,97,16,21,2551,698,1250,603
95AA11S2,2424,971,955,498,167,140,9,18,2257,831,946,480
95AA12W1,2690,126,2107,457,41,20,12,9,2649,106,2095,448
95AA13S1,1660,1057,362,241,221,189,7,25,1439,868,355,216
95AA13S2,1487,974,325,188,217,199,7,11,1270,775,318,177
95AA14W1,2275,791,1186,298,209,189,4,16,2066,602,1182,282
95AA15S1,2474,940,991,543,146,103,19,24,2328,837,972,519
95AA15S2,1432,541,477,414,88,60,10,18,1344,481,467,396
95AA16W1,1722,274,1093,355,54,32,12,10,1668,242,1081,345
95AA17W1,2044,660,817,567,117,88,10,19,1927,572,807,548
95AA18W1,2369,270,1580,519,78,44,21,13,2291,226,1559,506
95AA19W1,2555,2224,161,170,546,518,2,26,2009,1706,159,144
95BB01S1,1521,220,1016,285,54,36,12,6,1467,184,1004,279
95BB01S2,1964,119,1431,414,58,9,37,12,1906,110,1394,402
95BB02W1,2280,183,1513,584,83,21,49,13,2197,162,1464,571
95BB03S1,1942,41,1537,364,34,4,24,6,1908,37,1513,358
95BB03S2,2116,130,1463,523,56,19,20,17,2060,111,1443,506
95BB04S1,1396,86,939,371,27,2,16,9,1369,84,923,362
95BB04S2,1563,75,1187,301,32,13,12,7,1531,62,1175,294
95BB05S1,1454,42,1099,313,28,6,14,8,1426,36,1085,305
95BB05S2,1847,33,1399,415,37,6,21,10,1810,27,1378,405
95BB06W1,2778,248,1760,770,95,26,44,25,2683,222,1716,745
95BB07S1,1592,62,1108,422,43,9,21,13,1549,53,1087,409
95BB07S2,1258,20,991,247,16,2,8,6,1242,18,983,241
95BB08S1,1275,62,922,291,45,22,18,5,1230,40,904,286
95BB08S2,1233,46,941,246,24,6,8,10,1209,40,933,236
95BB09S1,1282,42,952,288,19,10,6,3,1263,32,946,285
95BB09S2,1568,62,1139,367,16,1,10,5,1552,61,1129,362
95BB10S1,1651,107,1096,448,58,20,24,14,1593,87,1072,434
95BB10S2,1591,75,1136,380,44,12,22,10,1547,63,1114,370
95BB11S1,1356,38,1033,285,20,3,13,4,1336,35,1020,281
95BB11S2,1512,59,1093,360,35,13,17,5,1477,46,1076,355
95BB12S1,1370,125,806,439,33,10,12,11,1337,115,794,428
95BB12S2,1281,69,898,314,31,8,15,8,1250,61,883,306
95BB13S1,1350,66,924,360,28,6,20,2,1322,60,904,358
95BB13S2,1413,96,974,343,27,8,9,10,1386,88,965,333
95BB13S3,1508,86,1062,360,15,4,5,6,1493,82,1057,354
95BB14S1,1479,61,1095,323,26,9,10,7,1453,52,1085,316
95BB14S2,1557,95,1049,413,37,13,14,10,1520,82,1035,403
95BB15S1,1924,939,619,366,174,147,4,23,1750,792,615,343
95BB15S2,1434,862,357,215,133,115,4,14,1301,747,353,201
95BB16S1,1497,47,1110,340,22,3,11,8,1475,44,1099,332
95BB16S2,1555,75,1119,361,35,7,11,17,1520,68,1108,344
95BB17S1,1707,104,1145,458,36,14,11,11,1671,90,1134,447
95BB17S2,1699,79,1110,510,43,9,18,16,1656,70,1092,494
95BB18S1,1619,25,1175,419,23,3,12,8,1596,22,1163,411
95BB18S2,2475,106,1749,620,47,14,18,15,2428,92,1731,605
95BB19S1,1548,138,1082,328,23,7,12,4,1525,131,1070,324
95BB19S2,1711,105,1207,399,14,6,7,1,1697,99,1200,398
95BB19S3,1344,87,924,333,31,8,7,16,1313,79,917,317
95BB20S1,1820,1296,295,229,261,225,7,29,1559,1071,288,200
95BB20S2,1477,1193,127,157,166,151,4,11,1311,1042,123,146
95BB21S1,2280,48,1753,479,42,9,15,18,2238,39,1738,461
95BB21S2,2234,412,1273,549,122,72,35,15,2112,340,1238,534
95BB22S1,1498,49,1062,387,30,5,13,12,1468,44,1049,375
95BB22S2,1413,44,1010,359,39,5,13,21,1374,39,997,338
95BB23S1,1499,178,965,356,40,18,14,8,1459,160,951,348
95BB23S2,1442,93,1030,319,26,10,11,5,1416,83,1019,314
95CC01W1,2462,2053,168,241,549,508,5,36,1913,1545,163,205
95CC02W1,2613,1711,686,216,581,528,10,43,2032,1183,676,173
95CC03W1,2649,2066,139,444,577,497,6,74,2072,1569,133,370
95CC04W1,2348,1565,543,240,500,442,14,44,1848,1123,529,196
95CC05W1,2655,1616,746,293,476,422,11,43,2179,1194,735,250
95CC06S1,1397,737,447,213,276,237,6,33,1121,500,441,180
95CC06S2,1251,583,528,140,173,142,7,24,1078,441,521,116
95CC07W1,3309,2478,436,395,698,626,12,60,2611,1852,424,335
95CC08W1,2446,2090,71,285,623,581,6,36,1823,1509,65,249
95CC09S1,1439,158,1150,131,62,43,11,8,1377,115,1139,123
95CC09S2,1781,77,1440,264,27,2,16,9,1754,75,1424,255
95CC10W1,2505,437,1808,260,170,132,25,13,2335,305,1783,247
95CC11W1,1732,1435,42,255,344,291,2,51,1388,1144,40,204
95CC12W1,2650,1158,1243,249,368,334,5,29,2282,824,1238,220
95CC13W1,2365,1154,1004,207,379,330,27,22,1986,824,977,185
95CC14W1,2892,254,2231,407,125,66,39,20,2767,188,2192,387
95CC15W1,2781,1021,1457,303,305,266,19,20,2476,755,1438,283
95CC16W1,2715,358,2016,341,102,60,30,12,2613,298,1986,329
95CC17W1,2609,1688,691,230,527,480,18,29,2082,1208,673,201
95CC18W1,2270,1090,850,330,330,271,32,27,1940,819,818,303
95CC19W1,2599,830,1475,294,240,192,18,30,2359,638,1457,264
95CC20S1,1239,55,1026,158,24,12,10,2,1215,43,1016,156
95CC20S2,1618,106,1280,232,39,12,20,7,1579,94,1260,225
95CC21W1,2791,310,2078,403,111,65,31,15,2680,245,2047,388
95CC22W1,1676,322,1048,306,110,62,26,22,1566,260,1022,284
95DD01W1,2053,292,1466,295,64,41,16,7,1989,251,1450,288
95DD02S1,1398,31,1164,203,15,4,7,4,1383,27,1157,199
95DD02S2,2322,139,1877,306,58,32,18,8,2264,107,1859,298
95DD03W1,3354,477,2196,681,142,90,20,32,3212,387,2176,649
95DD04W1,1836,92,1346,398,36,9,22,5,1800,83,1324,393
95DD05W1,1665,66,1203,396,61,1,41,19,1604,65,1162,377
95DD06W1,2537,462,1662,413,101,84,11,6,2436,378,1651,407
95DD07S1,1519,79,1196,244,45,16,26,3,1474,63,1170,241
95DD07S2,1695,67,1402,226,26,7,14,5,1669,60,1388,221
95DD08W1,2051,682,862,507,178,115,28,35,1873,567,834,472
95DD09W1,2506,149,2042,315,50,30,16,4,2456,119,2026,311
95DD10W1,2710,77,2231,402,49,7,31,11,2661,70,2200,391
95DD11W1,2215,1144,588,483,183,142,10,31,2032,1002,578,452
