ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC4103NI0001,Count,PERSONS,"All categories: Tenure, All categories: Age of Household Reference Person (HRP)"
LC4103NI0002,Count,PERSONS,"All categories: Tenure, Age of Household Reference Person (HRP): Aged 34 and under"
LC4103NI0003,Count,PERSONS,"All categories: Tenure, Age of Household Reference Person (HRP): Aged 35 to 44"
LC4103NI0004,Count,PERSONS,"All categories: Tenure, Age of Household Reference Person (HRP): Aged 45 to 64"
LC4103NI0005,Count,PERSONS,"All categories: Tenure, Age of Household Reference Person (HRP): Aged 65 and over"
LC4103NI0006,Count,PERSONS,"Owner occupied, All categories: Age of Household Reference Person (HRP)"
LC4103NI0007,Count,PERSONS,"Owner occupied, Age of Household Reference Person (HRP): Aged 34 and under"
LC4103NI0008,Count,PERSONS,"Owner occupied, Age of Household Reference Person (HRP): Aged 35 to 44"
LC4103NI0009,Count,PERSONS,"Owner occupied, Age of Household Reference Person (HRP): Aged 45 to 64"
LC4103NI0010,Count,PERSONS,"Owner occupied, Age of Household Reference Person (HRP): Aged 65 and over"
LC4103NI0011,Count,PERSONS,"Social rented, All categories: Age of Household Reference Person (HRP)"
LC4103NI0012,Count,PERSONS,"Social rented, Age of Household Reference Person (HRP): Aged 34 and under"
LC4103NI0013,Count,PERSONS,"Social rented, Age of Household Reference Person (HRP): Aged 35 to 44"
LC4103NI0014,Count,PERSONS,"Social rented, Age of Household Reference Person (HRP): Aged 45 to 64"
LC4103NI0015,Count,PERSONS,"Social rented, Age of Household Reference Person (HRP): Aged 65 and over"
LC4103NI0016,Count,PERSONS,"Private rented, All categories: Age of Household Reference Person (HRP)"
LC4103NI0017,Count,PERSONS,"Private rented, Age of Household Reference Person (HRP): Aged 34 and under"
LC4103NI0018,Count,PERSONS,"Private rented, Age of Household Reference Person (HRP): Aged 35 to 44"
LC4103NI0019,Count,PERSONS,"Private rented, Age of Household Reference Person (HRP): Aged 45 to 64"
LC4103NI0020,Count,PERSONS,"Private rented, Age of Household Reference Person (HRP): Aged 65 and over"
