GeographyCode,LC4102NI0001,LC4102NI0002,LC4102NI0003,LC4102NI0004,LC4102NI0005,LC4102NI0006,LC4102NI0007,LC4102NI0008,LC4102NI0009,LC4102NI0010,LC4102NI0011,LC4102NI0012,LC4102NI0013,LC4102NI0014,LC4102NI0015,LC4102NI0016,LC4102NI0017,LC4102NI0018,LC4102NI0019,LC4102NI0020,LC4102NI0021,LC4102NI0022,LC4102NI0023,LC4102NI0024,LC4102NI0025,LC4102NI0026,LC4102NI0027,LC4102NI0028
95AA01S1,310,26,9,275,21,4,0,17,278,19,9,250,262,16,9,237,6,1,0,5,10,2,0,8,11,3,0,8
95AA01S2,624,540,12,72,120,88,9,23,465,424,3,38,345,325,2,18,47,42,1,4,73,57,0,16,39,28,0,11
95AA01S3,588,469,4,115,155,112,1,42,392,327,3,62,268,235,0,33,62,41,2,19,62,51,1,10,41,30,0,11
95AA02W1,839,503,148,188,346,158,95,93,450,320,48,82,236,191,18,27,102,58,17,27,112,71,13,28,43,25,5,13
95AA03W1,845,476,233,136,323,136,129,58,479,315,99,65,209,172,21,16,158,65,64,29,112,78,14,20,43,25,5,13
95AA04W1,1014,924,5,85,171,138,1,32,752,705,3,44,557,533,1,23,71,57,1,13,124,115,1,8,91,81,1,9
95AA05W1,920,730,68,122,192,116,31,45,675,573,33,69,468,425,13,30,94,57,17,20,113,91,3,19,53,41,4,8
95AA06S1,710,552,74,84,187,114,46,27,484,404,27,53,296,271,5,20,100,69,9,22,88,64,13,11,39,34,1,4
95AA06S2,860,679,85,96,169,103,35,31,637,534,45,58,436,403,14,19,129,71,27,31,72,60,4,8,54,42,5,7
95AA07W1,820,618,70,132,201,119,33,49,569,462,34,73,356,323,8,25,93,44,19,30,120,95,7,18,50,37,3,10
95AA08W1,699,416,161,122,215,118,50,47,436,274,103,59,189,146,26,17,148,61,59,28,99,67,18,14,48,24,8,16
95AA09W1,943,516,276,151,307,125,128,54,581,361,134,86,279,222,29,28,176,61,80,35,126,78,25,23,55,30,14,11
95AA10W1,792,489,222,81,199,79,96,24,542,383,113,46,276,239,26,11,150,64,67,19,116,80,20,16,51,27,13,11
95AA11S1,1123,800,88,235,330,193,53,84,707,563,32,112,424,377,6,41,116,71,12,33,167,115,14,38,86,44,3,39
95AA11S2,870,745,12,113,157,130,3,24,652,579,6,67,472,439,2,31,73,50,3,20,107,90,1,16,61,36,3,22
95AA12W1,971,838,33,100,180,126,13,41,733,660,20,53,568,529,8,31,59,41,5,13,106,90,7,9,58,52,0,6
95AA13S1,625,430,46,149,151,75,24,52,436,333,22,81,269,242,3,24,94,47,15,32,73,44,4,25,38,22,0,16
95AA13S2,614,420,70,124,175,90,48,37,400,306,22,72,234,202,4,28,80,48,8,24,86,56,10,20,39,24,0,15
95AA14W1,779,707,4,68,130,115,1,14,596,547,2,47,454,429,2,23,65,49,0,16,77,69,0,8,53,45,1,7
95AA15S1,1013,714,97,202,223,133,50,40,726,559,45,122,449,386,15,48,141,74,23,44,136,99,7,30,64,22,2,40
95AA15S2,582,283,183,116,172,63,78,31,365,207,98,60,185,133,23,29,117,38,58,21,63,36,17,10,45,13,7,25
95AA16W1,832,453,207,172,318,151,113,54,465,285,86,94,224,173,16,35,121,45,45,31,120,67,25,28,49,17,8,24
95AA17W1,855,598,158,99,237,131,73,33,571,440,80,51,310,273,19,18,155,79,51,25,106,88,10,8,47,27,5,15
95AA18W1,1004,842,10,152,257,192,1,64,693,610,7,76,426,395,3,28,70,50,4,16,197,165,0,32,54,40,2,12
95AA19W1,832,604,110,118,157,96,33,28,612,460,69,83,427,360,25,42,128,57,39,32,57,43,5,9,63,48,8,7
95BB01S1,548,484,25,39,105,81,11,13,400,364,12,24,290,275,5,10,47,32,6,9,63,57,1,5,43,39,2,2
95BB01S2,759,664,45,50,165,126,20,19,568,513,25,30,391,370,9,12,73,55,10,8,104,88,6,10,26,25,0,1
95BB02W1,1126,600,345,181,438,158,199,81,620,405,130,85,290,224,42,24,164,71,61,32,166,110,27,29,68,37,16,15
95BB03S1,877,568,157,152,263,142,66,55,567,400,81,86,314,256,26,32,107,43,36,28,146,101,19,26,47,26,10,11
95BB03S2,899,714,64,121,214,152,20,42,631,523,36,72,379,337,17,25,78,40,12,26,174,146,7,21,54,39,8,7
95BB04S1,638,417,109,112,192,101,47,44,405,295,55,55,233,201,12,20,64,26,20,18,108,68,23,17,41,21,7,13
95BB04S2,669,610,8,51,157,133,4,20,489,456,4,29,310,295,3,12,47,33,1,13,132,128,0,4,23,21,0,2
95BB05S1,564,464,32,68,107,78,10,19,423,360,19,44,295,257,5,33,39,26,8,5,89,77,6,6,34,26,3,5
95BB05S2,754,588,76,90,175,115,34,26,541,451,39,51,354,310,20,24,71,49,12,10,116,92,7,17,38,22,3,13
95BB06W1,1518,698,420,400,680,259,238,183,740,398,168,174,324,234,44,46,219,67,84,68,197,97,40,60,98,41,14,43
95BB07S1,819,375,239,205,343,136,120,87,450,231,116,103,179,125,29,25,132,43,58,31,139,63,29,47,26,8,3,15
95BB07S2,496,428,37,31,88,76,7,5,395,343,29,23,250,232,7,11,58,38,14,6,87,73,8,6,13,9,1,3
95BB08S1,589,294,205,90,199,77,91,31,364,205,103,56,196,137,36,23,90,31,40,19,78,37,27,14,26,12,11,3
95BB08S2,479,433,6,40,80,68,2,10,372,346,2,24,285,270,2,13,33,26,0,7,54,50,0,4,27,19,2,6
95BB09S1,561,471,17,73,141,109,11,21,388,337,6,45,240,222,0,18,51,38,2,11,97,77,4,16,32,25,0,7
95BB09S2,692,544,18,130,199,140,8,51,473,393,9,71,325,289,6,30,59,39,3,17,89,65,0,24,20,11,1,8
95BB10S1,874,525,150,199,401,197,98,106,441,308,47,86,221,180,12,29,83,36,15,32,137,92,20,25,32,20,5,7
95BB10S2,635,562,24,49,114,95,7,12,490,442,15,33,328,307,5,16,41,27,5,9,121,108,5,8,31,25,2,4
95BB11S1,621,351,218,52,206,85,95,26,397,258,115,24,195,159,28,8,109,40,61,8,93,59,26,8,18,8,8,2
