GeographyCode,LC6302NI0001,LC6302NI0002,LC6302NI0003,LC6302NI0004,LC6302NI0005,LC6302NI0006,LC6302NI0007,LC6302NI0008,LC6302NI0009
95AA01S1,757,110,647,30,4,26,727,106,621
95AA01S2,1393,244,1149,242,13,229,1151,231,920
95AA01S3,1194,219,975,189,26,163,1005,193,812
95AA02W1,1468,164,1304,453,34,419,1015,130,885
95AA03W1,1436,133,1303,428,25,403,1008,108,900
95AA04W1,2373,453,1920,420,47,373,1953,406,1547
95AA05W1,2083,324,1759,457,42,415,1626,282,1344
95AA06S1,1437,199,1238,336,38,298,1101,161,940
95AA06S2,1909,233,1676,396,41,355,1513,192,1321
95AA07W1,1714,281,1433,389,39,350,1325,242,1083
95AA08W1,1347,148,1199,422,45,377,925,103,822
95AA09W1,1772,198,1574,490,31,459,1282,167,1115
95AA10W1,1551,208,1343,441,44,397,1110,164,946
95AA11S1,2227,310,1917,537,48,489,1690,262,1428
95AA11S2,1925,216,1709,310,24,286,1615,192,1423
95AA12W1,2162,421,1741,354,52,302,1808,369,1439
95AA13S1,1330,184,1146,281,23,258,1049,161,888
95AA13S2,1198,168,1030,277,24,253,921,144,777
95AA14W1,1852,318,1534,379,41,338,1473,277,1196
95AA15S1,2016,222,1794,348,29,319,1668,193,1475
95AA15S2,1134,98,1036,269,16,253,865,82,783
95AA16W1,1463,117,1346,420,24,396,1043,93,950
95AA17W1,1669,170,1499,389,41,348,1280,129,1151
95AA18W1,2063,403,1660,449,54,395,1614,349,1265
95AA19W1,2006,243,1763,414,28,386,1592,215,1377
95BB01S1,1242,208,1034,232,27,205,1010,181,829
95BB01S2,1595,237,1358,292,31,261,1303,206,1097
95BB02W1,2020,232,1788,690,49,641,1330,183,1147
95BB03S1,1614,182,1432,498,26,472,1116,156,960
95BB03S2,1788,255,1533,507,45,462,1281,210,1071
95BB04S1,1258,171,1087,374,35,339,884,136,748
95BB04S2,1356,255,1101,303,37,266,1053,218,835
95BB05S1,1209,217,992,258,28,230,951,189,762
95BB05S2,1550,236,1314,379,30,349,1171,206,965
95BB06W1,2484,251,2233,856,69,787,1628,182,1446
95BB07S1,1390,153,1237,475,22,453,915,131,784
95BB07S2,1055,147,908,235,20,215,820,127,693
95BB08S1,1085,102,983,373,21,352,712,81,631
95BB08S2,1017,135,882,188,17,171,829,118,711
95BB09S1,1129,173,956,258,26,232,871,147,724
95BB09S2,1378,255,1123,222,29,193,1156,226,930
95BB10S1,1462,225,1237,427,39,388,1035,186,849
95BB10S2,1366,283,1083,275,41,234,1091,242,849
95BB11S1,1122,124,998,336,21,315,786,103,683
95BB11S2,1358,190,1168,469,39,430,889,151,738
95BB12S1,1115,118,997,327,32,295,788,86,702
95BB12S2,1062,213,849,204,30,174,858,183,675
95BB13S1,1050,163,887,216,12,204,834,151,683
95BB13S2,1197,146,1051,332,31,301,865,115,750
95BB13S3,1201,165,1036,205,26,179,996,139,857
95BB14S1,1234,219,1015,255,36,219,979,183,796
95BB14S2,1299,263,1036,248,29,219,1051,234,817
95BB15S1,1535,216,1319,379,34,345,1156,182,974
95BB15S2,1164,137,1027,281,16,265,883,121,762
95BB16S1,1281,238,1043,252,33,219,1029,205,824
95BB16S2,1290,245,1045,236,24,212,1054,221,833
95BB17S1,1352,147,1205,288,28,260,1064,119,945
95BB17S2,1359,211,1148,352,40,312,1007,171,836
95BB18S1,1328,165,1163,429,39,390,899,126,773
95BB18S2,1980,340,1640,446,40,406,1534,300,1234
95BB19S1,1318,187,1131,323,40,283,995,147,848
95BB19S2,1338,219,1119,210,29,181,1128,190,938
95BB19S3,1063,159,904,167,21,146,896,138,758
95BB20S1,1499,275,1224,408,44,364,1091,231,860
95BB20S2,1230,153,1077,408,29,379,822,124,698
95BB21S1,1853,194,1659,547,25,522,1306,169,1137
95BB21S2,1818,249,1569,504,58,446,1314,191,1123
95BB22S1,1145,124,1021,251,11,240,894,113,781
95BB22S2,1093,85,1008,307,16,291,786,69,717
95BB23S1,1303,220,1083,298,35,263,1005,185,820
95BB23S2,1228,193,1035,263,28,235,965,165,800
95CC01W1,2046,254,1792,637,43,594,1409,211,1198
95CC02W1,2140,388,1752,477,51,426,1663,337,1326
95CC03W1,2141,258,1883,594,46,548,1547,212,1335
95CC04W1,1879,278,1601,442,31,411,1437,247,1190
95CC05W1,2112,300,1812,536,44,492,1576,256,1320
95CC06S1,1173,218,955,219,26,193,954,192,762
95CC06S2,1013,164,849,258,35,223,755,129,626
95CC07W1,2554,369,2185,510,50,460,2044,319,1725
95CC08W1,1988,252,1736,585,43,542,1403,209,1194
95CC09S1,1164,218,946,212,24,188,952,194,758
95CC09S2,1466,233,1233,239,21,218,1227,212,1015
95CC10W1,2101,385,1716,487,41,446,1614,344,1270
95CC11W1,1482,146,1336,437,33,404,1045,113,932
95CC12W1,2119,331,1788,455,41,414,1664,290,1374
95CC13W1,1923,312,1611,415,36,379,1508,276,1232
95CC14W1,2328,339,1989,548,50,498,1780,289,1491
95CC15W1,2228,357,1871,525,51,474,1703,306,1397
95CC16W1,2155,321,1834,593,57,536,1562,264,1298
95CC17W1,2117,357,1760,416,45,371,1701,312,1389
95CC18W1,1899,331,1568,456,51,405,1443,280,1163
95CC19W1,2070,344,1726,482,43,439,1588,301,1287
95CC20S1,997,176,821,189,24,165,808,152,656
95CC20S2,1345,185,1160,311,40,271,1034,145,889
95CC21W1,2289,353,1936,544,58,486,1745,295,1450
95CC22W1,1466,180,1286,393,32,361,1073,148,925
95DD01W1,1765,316,1449,405,52,353,1360,264,1096
95DD02S1,1182,139,1043,276,17,259,906,122,784
95DD02S2,1859,298,1561,323,20,303,1536,278,1258
95DD03W1,2779,515,2264,522,62,460,2257,453,1804
95DD04W1,1512,135,1377,444,18,426,1068,117,951
95DD05W1,1330,114,1216,367,27,340,963,87,876
95DD06W1,2216,358,1858,565,61,504,1651,297,1354
95DD07S1,1320,237,1083,338,36,302,982,201,781
95DD07S2,1390,244,1146,305,37,268,1085,207,878
95DD08W1,1842,173,1669,577,46,531,1265,127,1138
95DD09W1,2059,364,1695,410,50,360,1649,314,1335
95DD10W1,2297,285,2012,549,32,517,1748,253,1495
95DD11W1,1718,167,1551,410,30,380,1308,137,1171
95DD12W1,2069,352,1717,445,40,405,1624,312,1312
95DD13W1,1435,158,1277,396,40,356,1039,118,921
