GeographyCode,LC2102NI0001,LC2102NI0002,LC2102NI0003,LC2102NI0004,LC2102NI0005,LC2102NI0006,LC2102NI0007,LC2102NI0008,LC2102NI0009,LC2102NI0010,LC2102NI0011,LC2102NI0012,LC2102NI0013,LC2102NI0014,LC2102NI0015,LC2102NI0016,LC2102NI0017,LC2102NI0018,LC2102NI0019,LC2102NI0020,LC2102NI0021
95AA01S1,1113,1057,56,610,31,45,427,608,588,20,331,17,21,239,505,469,36,279,14,24,188
95AA01S2,1829,1802,27,703,489,423,214,920,910,10,362,251,208,99,909,892,17,341,238,215,115
95AA01S3,1502,1451,51,853,118,267,264,744,710,34,416,57,133,138,758,741,17,437,61,134,126
95AA02W1,1734,1675,59,957,178,348,251,860,829,31,478,93,160,129,874,846,28,479,85,188,122
95AA03W1,1822,1782,40,1208,68,317,229,856,838,18,555,35,150,116,966,944,22,653,33,167,113
95AA04W1,3013,2990,23,1632,436,560,385,1557,1545,12,832,221,285,219,1456,1445,11,800,215,275,166
95AA05W1,2701,2655,46,871,778,798,254,1352,1331,21,432,403,382,135,1349,1324,25,439,375,416,119
95AA06S1,1953,1927,26,371,962,433,187,947,930,17,166,483,192,106,1006,997,9,205,479,241,81
95AA06S2,2694,2669,25,559,1397,558,180,1277,1266,11,251,673,267,86,1417,1403,14,308,724,291,94
95AA07W1,2140,2097,43,1348,113,344,335,1070,1049,21,683,52,157,178,1070,1048,22,665,61,187,157
95AA08W1,1698,1629,69,823,214,427,234,830,796,34,412,110,194,114,868,833,35,411,104,233,120
95AA09W1,2220,2122,98,1283,132,409,396,1036,989,47,568,73,198,197,1184,1133,51,715,59,211,199
95AA10W1,1953,1888,65,1007,181,458,307,948,914,34,483,90,215,160,1005,974,31,524,91,243,147
95AA11S1,2800,2591,209,1323,272,631,574,1353,1245,108,621,142,304,286,1447,1346,101,702,130,327,288
95AA11S2,2564,2445,119,1174,288,591,511,1325,1258,67,598,147,287,293,1239,1187,52,576,141,304,218
95AA12W1,2775,2765,10,1771,85,453,466,1401,1397,4,897,45,235,224,1374,1368,6,874,40,218,242
95AA13S1,1745,1638,107,533,470,477,265,859,807,52,264,241,229,125,886,831,55,269,229,248,140
95AA13S2,1562,1502,60,496,448,382,236,759,736,23,234,230,185,110,803,766,37,262,218,197,126
95AA14W1,2349,2336,13,1145,353,511,340,1150,1142,8,554,167,259,170,1199,1194,5,591,186,252,170
95AA15S1,2641,2386,255,1226,248,579,588,1286,1155,131,614,124,252,296,1355,1231,124,612,124,327,292
95AA15S2,1545,1389,156,649,204,341,351,761,668,93,314,103,155,189,784,721,63,335,101,186,162
95AA16W1,1807,1665,142,1032,40,353,382,876,805,71,474,22,166,214,931,860,71,558,18,187,168
95AA17W1,2142,2056,86,1105,216,536,285,1051,1008,43,530,113,262,146,1091,1048,43,575,103,274,139
95AA18W1,2439,2392,47,1454,132,426,427,1175,1152,23,680,66,216,213,1264,1240,24,774,66,210,214
95AA19W1,2687,2649,38,323,1344,854,166,1309,1287,22,154,667,401,87,1378,1362,16,169,677,453,79
95BB01S1,1574,1567,7,891,100,290,293,766,765,1,437,57,132,140,808,802,6,454,43,158,153
95BB01S2,2035,2022,13,1250,62,351,372,1017,1011,6,639,38,161,179,1018,1011,7,611,24,190,193
95BB02W1,2347,2307,40,1444,88,452,363,1141,1117,24,690,49,211,191,1206,1190,16,754,39,241,172
95BB03S1,2026,2008,18,1352,31,334,309,990,976,14,661,15,162,152,1036,1032,4,691,16,172,157
95BB03S2,2193,2184,9,1342,82,386,383,1075,1073,2,659,39,184,193,1118,1111,7,683,43,202,190
95BB04S1,1438,1414,24,867,42,277,252,706,697,9,426,19,127,134,732,717,15,441,23,150,118
95BB04S2,1610,1603,7,986,52,276,296,799,794,5,486,19,131,163,811,809,2,500,33,145,133
95BB05S1,1490,1483,7,875,57,306,252,737,733,4,436,31,150,120,753,750,3,439,26,156,132
