GeographyCode,LC6401NI0001,LC6401NI0002,LC6401NI0003,LC6401NI0004,LC6401NI0005,LC6401NI0006,LC6401NI0007,LC6401NI0008,LC6401NI0009,LC6401NI0010,LC6401NI0011,LC6401NI0012,LC6401NI0013,LC6401NI0014,LC6401NI0015,LC6401NI0016,LC6401NI0017,LC6401NI0018,LC6401NI0019,LC6401NI0020
95AA01S1,623,60,18,545,263,17,7,239,160,15,4,141,159,17,7,135,41,11,0,30
95AA01S2,1304,1169,14,121,436,412,0,24,364,339,1,24,348,282,7,59,156,136,6,14
95AA01S3,1106,909,7,190,398,349,0,49,299,269,0,30,290,201,2,87,119,90,5,24
95AA02W1,1319,876,179,264,256,202,19,35,252,181,24,47,670,420,102,148,141,73,34,34
95AA03W1,1317,847,268,202,214,160,24,30,227,165,39,23,736,449,169,118,140,73,36,31
95AA04W1,2218,2071,11,136,682,661,0,21,671,633,2,36,566,506,6,54,299,271,3,25
95AA05W1,1914,1612,101,201,554,493,11,50,490,446,10,34,617,473,59,85,253,200,21,32
95AA06S1,1322,1135,57,130,345,319,6,20,314,272,14,28,450,371,28,51,213,173,9,31
95AA06S2,1793,1518,135,140,464,427,8,29,415,372,20,23,623,487,69,67,291,232,38,21
95AA07W1,1572,1253,103,216,407,359,11,37,417,370,16,31,578,402,57,119,170,122,19,29
95AA08W1,1248,788,258,202,207,154,31,22,205,143,41,21,653,393,132,128,183,98,54,31
95AA09W1,1586,963,389,234,352,277,38,37,261,185,45,31,757,391,234,132,216,110,72,34
95AA10W1,1461,1016,317,128,330,290,26,14,285,241,27,17,617,366,176,75,229,119,88,22
95AA11S1,1974,1480,107,387,578,502,9,67,449,386,8,55,765,468,67,230,182,124,23,35
95AA11S2,1708,1488,19,201,585,533,2,50,399,362,3,34,564,455,8,101,160,138,6,16
95AA12W1,2037,1838,49,150,752,711,6,35,598,542,14,42,438,363,22,53,249,222,7,20
95AA13S1,1222,920,63,239,357,311,8,38,281,226,12,43,427,276,27,124,157,107,16,34
95AA13S2,1109,844,63,202,323,275,10,38,253,214,9,30,410,266,38,106,123,89,6,28
95AA14W1,1651,1536,5,110,555,516,1,38,453,429,0,24,433,403,4,26,210,188,0,22
95AA15S1,1919,1409,121,389,566,479,13,74,398,325,13,60,760,480,69,211,195,125,26,44
95AA15S2,1040,559,266,215,224,165,31,28,186,131,37,18,475,203,136,136,155,60,62,33
95AA16W1,1351,772,275,304,202,149,20,33,216,139,37,40,773,418,162,193,160,66,56,38
95AA17W1,1614,1223,220,171,356,309,24,23,304,257,25,22,731,523,114,94,223,134,57,32
95AA18W1,1791,1546,21,224,795,707,1,87,453,404,3,46,362,285,9,68,181,150,8,23
95AA19W1,1846,1450,185,211,404,356,16,32,460,406,19,35,659,463,101,95,323,225,49,49
95BB01S1,1143,1053,33,57,354,339,2,13,332,314,6,12,320,276,20,24,137,124,5,8
95BB01S2,1507,1358,76,73,419,395,7,17,466,439,10,17,452,383,40,29,170,141,19,10
95BB02W1,1706,1038,418,250,341,276,31,34,375,266,69,40,748,385,240,123,242,111,78,53
95BB03S1,1460,998,225,237,299,264,12,23,350,269,30,51,630,381,125,124,181,84,58,39
95BB03S2,1618,1327,108,183,414,370,5,39,459,402,21,36,581,438,62,81,164,117,20,27
95BB04S1,1093,789,136,168,322,275,10,37,273,217,24,32,357,205,75,77,141,92,27,22
95BB04S2,1177,1083,10,84,436,409,1,26,340,318,1,21,300,275,5,20,101,81,3,17
95BB05S1,1121,946,47,128,331,312,1,18,369,327,5,37,308,214,34,60,113,93,7,13
95BB05S2,1438,1171,114,153,406,356,6,44,442,394,15,33,453,326,69,58,137,95,24,18
95BB06W1,2163,1148,447,568,383,242,40,101,434,274,57,103,1061,507,268,286,285,125,82,78
95BB07S1,1144,595,256,293,292,201,28,63,283,167,50,66,443,181,139,123,126,46,39,41
95BB07S2,986,864,68,54,255,232,7,16,279,257,9,13,339,285,36,18,113,90,16,7
95BB08S1,952,540,283,129,139,94,25,20,214,146,47,21,477,249,166,62,122,51,45,26
95BB08S2,986,906,11,69,287,269,0,18,265,249,1,15,351,319,6,26,83,69,4,10
95BB09S1,995,861,20,114,338,304,6,28,285,259,4,22,289,234,9,46,83,64,1,18
95BB09S2,1292,1067,28,197,456,412,2,42,330,275,4,51,365,261,17,87,141,119,5,17
95BB10S1,1239,816,160,263,374,297,16,61,282,205,29,48,466,250,94,122,117,64,21,32
95BB10S2,1216,1089,37,90,504,476,5,23,379,354,1,24,207,157,22,28,126,102,9,15
95BB11S1,1023,662,298,63,184,154,24,6,205,160,37,8,498,277,180,41,136,71,57,8
95BB11S2,1119,957,62,100,313,280,9,24,288,251,15,22,394,326,33,35,124,100,5,19
95BB12S1,1043,545,299,199,164,127,17,20,173,106,31,36,547,248,193,106,159,64,58,37
95BB12S2,982,825,123,34,382,362,12,8,231,210,13,8,253,168,70,15,116,85,28,3
95BB13S1,1015,705,258,52,326,284,30,12,214,172,36,6,318,142,151,25,157,107,41,9
95BB13S2,1104,826,191,87,230,201,18,11,249,214,25,10,485,338,100,47,140,73,48,19
95BB13S3,1155,1058,12,85,364,342,0,22,323,297,0,26,351,319,6,26,117,100,6,11
95BB14S1,1127,1042,13,72,407,388,0,19,361,337,2,22,225,198,6,21,134,119,5,10
95BB14S2,1153,983,49,121,483,438,3,42,298,265,6,27,251,175,29,47,121,105,11,5
