GeographyCode,LC6104NI0001,LC6104NI0002,LC6104NI0003,LC6104NI0004,LC6104NI0005,LC6104NI0006,LC6104NI0007,LC6104NI0008,LC6104NI0009,LC6104NI0010,LC6104NI0011,LC6104NI0012,LC6104NI0013,LC6104NI0014,LC6104NI0015
95AA01S1,591,411,180,71,44,27,220,185,35,277,176,101,23,6,17
95AA01S2,939,515,424,233,127,106,288,210,78,337,128,209,81,50,31
95AA01S3,813,437,376,243,120,123,226,170,56,274,106,168,70,41,29
95AA02W1,826,425,401,98,46,52,198,147,51,375,149,226,155,83,72
95AA03W1,775,391,384,88,32,56,170,131,39,357,141,216,160,87,73
95AA04W1,1570,848,722,355,169,186,531,394,137,571,229,342,113,56,57
95AA05W1,1276,657,619,317,143,174,374,303,71,477,149,328,108,62,46
95AA06S1,892,442,450,148,74,74,216,154,62,441,161,280,87,53,34
95AA06S2,1201,589,612,229,119,110,266,191,75,579,204,375,127,75,52
95AA07W1,1046,555,491,223,108,115,288,230,58,415,156,259,120,61,59
95AA08W1,700,335,365,75,33,42,150,112,38,340,130,210,135,60,75
95AA09W1,915,454,461,162,80,82,180,126,54,397,165,232,176,83,93
95AA10W1,807,401,406,150,60,90,165,130,35,358,146,212,134,65,69
95AA11S1,1405,706,699,291,125,166,303,215,88,606,247,359,205,119,86
95AA11S2,1395,753,642,349,162,187,363,281,82,545,220,325,138,90,48
95AA12W1,1459,794,665,426,204,222,446,348,98,478,171,307,109,71,38
95AA13S1,823,424,399,209,96,113,226,177,49,303,105,198,85,46,39
95AA13S2,750,367,383,182,79,103,193,147,46,300,108,192,75,33,42
95AA14W1,1151,593,558,294,137,157,370,282,88,412,140,272,75,34,41
95AA15S1,1428,706,722,344,159,185,302,214,88,566,218,348,216,115,101
95AA15S2,687,351,336,117,58,59,136,101,35,308,124,184,126,68,58
95AA16W1,828,431,397,91,41,50,151,122,29,381,159,222,205,109,96
95AA17W1,1009,509,500,188,79,109,208,154,54,438,183,255,175,93,82
