ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2204NI0001,Count,PERSONS,"All categories: Knowledge of Irish, All categories: Religion"
LC2204NI0002,Count,PERSONS,"All categories: Knowledge of Irish, Catholic"
LC2204NI0003,Count,PERSONS,"All categories: Knowledge of Irish, Protestant and Other Christian (including Christian related)"
LC2204NI0004,Count,PERSONS,"All categories: Knowledge of Irish, Other religions, no religion and religion not stated"
LC2204NI0005,Count,PERSONS,"Some ability in Irish, All categories: Religion"
LC2204NI0006,Count,PERSONS,"Some ability in Irish, Catholic"
LC2204NI0007,Count,PERSONS,"Some ability in Irish, Protestant and Other Christian (including Christian related)"
LC2204NI0008,Count,PERSONS,"Some ability in Irish, Other religions, no religion and religion not stated"
LC2204NI0009,Count,PERSONS,"No ability in Irish, All categories: Religion"
LC2204NI0010,Count,PERSONS,"No ability in Irish, Catholic"
LC2204NI0011,Count,PERSONS,"No ability in Irish, Protestant and Other Christian (including Christian related)"
LC2204NI0012,Count,PERSONS,"No ability in Irish, Other religions, no religion and religion not stated"
