DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC1101NI","MARITAL AND CIVIL PARTNERSHIP STATUS BY AGE","All usual residents aged 16 and over","1. Marital and civil partnership status 'Other' includes: ;    - Separated (but still legally married or in a same-sex civil partnership);    - Divorced or formerly in a same-sex civil partnership which is now legally dissolved;    - Widowed or surviving partner from a same-sex civil partnership; 2. 'Age' is age at last birthday."
