GeographyCode,LC3303NI0001,LC3303NI0002,LC3303NI0003,LC3303NI0004,LC3303NI0005,LC3303NI0006,LC3303NI0007,LC3303NI0008,LC3303NI0009,LC3303NI0010,LC3303NI0011,LC3303NI0012,LC3303NI0013,LC3303NI0014,LC3303NI0015,LC3303NI0016,LC3303NI0017,LC3303NI0018,LC3303NI0019,LC3303NI0020,LC3303NI0021,LC3303NI0022,LC3303NI0023,LC3303NI0024,LC3303NI0025,LC3303NI0026,LC3303NI0027
95GG09S3,2110,614,1496,1627,406,1221,483,208,275,1573,377,1196,96,37,59,1477,340,1137,537,237,300,387,171,216,150,66,84
95GG10S1,1826,871,955,1407,623,784,419,248,171,1340,575,765,60,24,36,1280,551,729,486,296,190,359,224,135,127,72,55
95GG10S2,2171,1039,1132,1693,751,942,478,288,190,1609,694,915,76,42,34,1533,652,881,562,345,217,402,246,156,160,99,61
95GG11S1,1895,857,1038,1431,576,855,464,281,183,1355,535,820,74,35,39,1281,500,781,540,322,218,390,246,144,150,76,74
95GG11S2,1636,214,1422,1348,134,1214,288,80,208,1362,145,1217,84,20,64,1278,125,1153,274,69,205,204,60,144,70,9,61
95GG11S3,1858,713,1145,1430,486,944,428,227,201,1412,470,942,93,39,54,1319,431,888,446,243,203,335,188,147,111,55,56
95GG12S1,1488,592,896,1397,541,856,91,51,40,1390,533,857,41,21,20,1349,512,837,98,59,39,50,30,20,48,29,19
95GG12S2,1958,783,1175,1760,667,1093,198,116,82,1751,661,1090,64,26,38,1687,635,1052,207,122,85,134,90,44,73,32,41
95GG12S3,1477,619,858,1351,545,806,126,74,52,1329,532,797,36,19,17,1293,513,780,148,87,61,90,55,35,58,32,26
95GG12S4,1626,847,779,1469,736,733,157,111,46,1413,714,699,46,32,14,1367,682,685,213,133,80,111,79,32,102,54,48
95GG12S5,2177,1137,1040,1720,865,855,457,272,185,1699,847,852,94,47,47,1605,800,805,478,290,188,363,225,138,115,65,50
95GG13S1,1329,486,843,995,302,693,334,184,150,972,291,681,61,28,33,911,263,648,357,195,162,273,156,117,84,39,45
95GG13S2,1731,211,1520,1419,121,1298,312,90,222,1442,127,1315,99,22,77,1343,105,1238,289,84,205,213,68,145,76,16,60
95GG13S3,1637,422,1215,1191,224,967,446,198,248,1177,215,962,84,32,52,1093,183,910,460,207,253,362,166,196,98,41,57
95GG14S1,1617,138,1479,1317,88,1229,300,50,250,1371,92,1279,96,13,83,1275,79,1196,246,46,200,204,37,167,42,9,33
95GG14S2,1597,135,1462,1364,90,1274,233,45,188,1382,93,1289,82,12,70,1300,81,1219,215,42,173,151,33,118,64,9,55
95GG14S3,1606,127,1479,1339,76,1263,267,51,216,1363,85,1278,85,16,69,1278,69,1209,243,42,201,182,35,147,61,7,54
95GG15S1,1805,84,1721,1533,41,1492,272,43,229,1545,52,1493,89,12,77,1456,40,1416,260,32,228,183,31,152,77,1,76
95GG15S2,2004,171,1833,1717,114,1603,287,57,230,1732,124,1608,98,18,80,1634,106,1528,272,47,225,189,39,150,83,8,75
95GG15S3,1881,382,1499,1405,200,1205,476,182,294,1401,199,1202,106,35,71,1295,164,1131,480,183,297,370,147,223,110,36,74
95GG16S1,1960,665,1295,1539,461,1078,421,204,217,1490,442,1048,82,37,45,1408,405,1003,470,223,247,339,167,172,131,56,75
95GG16S2,1920,457,1463,1524,302,1222,396,155,241,1544,307,1237,91,32,59,1453,275,1178,376,150,226,305,123,182,71,27,44
95GG16S3,1486,294,1192,1193,184,1009,293,110,183,1194,180,1014,69,18,51,1125,162,963,292,114,178,224,92,132,68,22,46
95GG17S1,2031,832,1199,1579,605,974,452,227,225,1546,593,953,90,48,42,1456,545,911,485,239,246,362,179,183,123,60,63
95GG17S2,1595,251,1344,1206,137,1069,389,114,275,1199,133,1066,73,18,55,1126,115,1011,396,118,278,316,96,220,80,22,58
95GG17S3,1704,672,1032,1223,428,795,481,244,237,1191,426,765,93,44,49,1098,382,716,513,246,267,388,200,188,125,46,79
95GG18S1,2553,1373,1180,1804,921,883,749,452,297,1770,901,869,92,52,40,1678,849,829,783,472,311,657,400,257,126,72,54
95GG18S2,2422,1318,1104,1724,889,835,698,429,269,1701,869,832,106,59,47,1595,810,785,721,449,272,592,370,222,129,79,50
95GG19S1,1961,1161,800,1109,578,531,852,583,269,1062,545,517,108,65,43,954,480,474,899,616,283,744,518,226,155,98,57
95GG19S2,2563,1313,1250,1712,789,923,851,524,327,1692,777,915,141,77,64,1551,700,851,871,536,335,710,447,263,161,89,72
95GG20S1,2698,1410,1288,1955,942,1013,743,468,275,1909,916,993,116,71,45,1793,845,948,789,494,295,627,397,230,162,97,65
95GG20S2,2094,991,1103,1478,633,845,616,358,258,1449,609,840,102,56,46,1347,553,794,645,382,263,514,302,212,131,80,51
95GG21S1,1482,959,523,925,560,365,557,399,158,939,569,370,83,63,20,856,506,350,543,390,153,474,336,138,69,54,15
95GG21S2,1699,1182,517,1156,773,383,543,409,134,1145,766,379,75,56,19,1070,710,360,554,416,138,468,353,115,86,63,23
95GG21S3,1898,1181,717,1290,763,527,608,418,190,1251,743,508,76,53,23,1175,690,485,647,438,209,532,365,167,115,73,42
95GG22S1,1687,545,1142,1257,346,911,430,199,231,1265,341,924,93,33,60,1172,308,864,422,204,218,337,166,171,85,38,47
95GG22S2,1894,464,1430,1307,225,1082,587,239,348,1324,233,1091,117,43,74,1207,190,1017,570,231,339,470,196,274,100,35,65
95GG22S3,1709,447,1262,1234,261,973,475,186,289,1217,251,966,84,22,62,1133,229,904,492,196,296,391,164,227,101,32,69
95GG23S1,1418,106,1312,1177,60,1117,241,46,195,1200,70,1130,74,14,60,1126,56,1070,218,36,182,167,32,135,51,4,47
95GG23S2,1496,163,1333,1218,68,1150,278,95,183,1259,76,1183,71,14,57,1188,62,1126,237,87,150,207,81,126,30,6,24
95GG23S3,1585,155,1430,1289,78,1211,296,77,219,1309,86,1223,83,18,65,1226,68,1158,276,69,207,213,59,154,63,10,53
95GG24S1,1286,231,1055,988,132,856,298,99,199,995,130,865,69,20,49,926,110,816,291,101,190,229,79,150,62,22,40
95GG24S2,1540,483,1057,1152,307,845,388,176,212,1152,318,834,74,36,38,1078,282,796,388,165,223,314,140,174,74,25,49
95GG24S3,1538,264,1274,1294,184,1110,244,80,164,1283,178,1105,64,15,49,1219,163,1056,255,86,169,180,65,115,75,21,54
95GG25S1,2112,709,1403,1490,400,1090,622,309,313,1523,407,1116,111,40,71,1412,367,1045,589,302,287,511,269,242,78,33,45
95GG25S2,1839,496,1343,1331,305,1026,508,191,317,1328,294,1034,91,29,62,1237,265,972,511,202,309,417,162,255,94,40,54
95GG25S3,1576,585,991,1174,390,784,402,195,207,1177,380,797,72,26,46,1105,354,751,399,205,194,330,169,161,69,36,33
95GG26S1,1948,777,1171,1392,534,858,556,243,313,1381,518,863,103,37,66,1278,481,797,567,259,308,453,206,247,114,53,61
95GG26S2,1727,736,991,1194,467,727,533,269,264,1164,435,729,84,31,53,1080,404,676,563,301,262,449,238,211,114,63,51
95GG27S1,1500,193,1307,1208,123,1085,292,70,222,1224,124,1100,71,10,61,1153,114,1039,276,69,207,221,60,161,55,9,46
95GG27S2,1614,536,1078,1214,357,857,400,179,221,1198,350,848,63,23,40,1135,327,808,416,186,230,337,156,181,79,30,49
95GG27S3,1705,569,1136,1214,362,852,491,207,284,1209,365,844,91,42,49,1118,323,795,496,204,292,400,165,235,96,39,57
95GG27S4,1587,663,924,1070,411,659,517,252,265,1049,396,653,74,32,42,975,364,611,538,267,271,443,220,223,95,47,48
95GG28S1,2149,304,1845,1721,188,1533,428,116,312,1681,171,1510,81,15,66,1600,156,1444,468,133,335,347,101,246,121,32,89
95GG28S2,1717,453,1264,1229,271,958,488,182,306,1238,269,969,115,36,79,1123,233,890,479,184,295,373,146,227,106,38,68
95GG28S3,1769,842,927,1291,575,716,478,267,211,1232,546,686,77,38,39,1155,508,647,537,296,241,401,229,172,136,67,69
95GG29S1,2257,1052,1205,1626,684,942,631,368,263,1609,677,932,111,56,55,1498,621,877,648,375,273,520,312,208,128,63,65
95GG29S2,2747,937,1810,2198,644,1554,549,293,256,2176,624,1552,109,45,64,2067,579,1488,571,313,258,440,248,192,131,65,66
95GG30S1,1604,429,1175,1184,235,949,420,194,226,1169,223,946,79,24,55,1090,199,891,435,206,229,341,170,171,94,36,58
95GG30S2,1685,130,1555,1396,56,1340,289,74,215,1416,65,1351,82,15,67,1334,50,1284,269,65,204,207,59,148,62,6,56
95GG30S3,1538,147,1391,1230,87,1143,308,60,248,1224,93,1131,85,14,71,1139,79,1060,314,54,260,223,46,177,91,8,83
95GG31S1,2227,241,1986,1807,163,1644,420,78,342,1799,158,1641,93,18,75,1706,140,1566,428,83,345,327,60,267,101,23,78
95GG31S2,2032,492,1540,1482,311,1171,550,181,369,1466,307,1159,97,25,72,1369,282,1087,566,185,381,453,156,297,113,29,84
95GG31S3,2260,925,1335,1610,608,1002,650,317,333,1632,616,1016,121,55,66,1511,561,950,628,309,319,529,262,267,99,47,52
95GG32S1,3232,987,2245,2550,695,1855,682,292,390,2521,682,1839,121,40,81,2400,642,1758,711,305,406,561,252,309,150,53,97
95GG32S2,1553,536,1017,1106,335,771,447,201,246,1103,329,774,73,26,47,1030,303,727,450,207,243,374,175,199,76,32,44
95GG32S3,1606,344,1262,1215,210,1005,391,134,257,1194,195,999,81,20,61,1113,175,938,412,149,263,310,114,196,102,35,67
95GG33S1,1945,83,1862,1732,58,1674,213,25,188,1766,57,1709,84,8,76,1682,49,1633,179,26,153,129,17,112,50,9,41
95GG33S2,1595,106,1489,1403,60,1343,192,46,146,1439,72,1367,78,18,60,1361,54,1307,156,34,122,114,28,86,42,6,36
95GG33S3,1912,263,1649,1684,201,1483,228,62,166,1703,205,1498,87,19,68,1616,186,1430,209,58,151,141,43,98,68,15,53
95GG34S1,1441,431,1010,1080,250,830,361,181,180,1056,240,816,61,28,33,995,212,783,385,191,194,300,153,147,85,38,47
95GG34S2,1590,105,1485,1296,62,1234,294,43,251,1319,68,1251,86,16,70,1233,52,1181,271,37,234,208,27,181,63,10,53
95GG34S3,1835,182,1653,1573,113,1460,262,69,193,1554,117,1437,71,12,59,1483,105,1378,281,65,216,191,57,134,90,8,82
95GG35S1,1889,1154,735,1224,723,501,665,431,234,1177,677,500,86,47,39,1091,630,461,712,477,235,579,384,195,133,93,40
95GG35S2,1478,959,519,905,540,365,573,419,154,894,532,362,70,42,28,824,490,334,584,427,157,503,377,126,81,50,31
95GG35S3,1502,874,628,1038,577,461,464,297,167,1032,573,459,74,42,32,958,531,427,470,301,169,390,255,135,80,46,34
95GG36S1,1794,334,1460,1443,205,1238,351,129,222,1415,202,1213,73,21,52,1342,181,1161,379,132,247,278,108,170,101,24,77
95GG36S2,1926,204,1722,1510,86,1424,416,118,298,1523,106,1417,106,27,79,1417,79,1338,403,98,305,310,91,219,93,7,86
95GG36S3,1899,203,1696,1518,99,1419,381,104,277,1554,112,1442,111,28,83,1443,84,1359,345,91,254,270,76,194,75,15,60
95GG37S1,1972,189,1783,1733,144,1589,239,45,194,1772,150,1622,95,12,83,1677,138,1539,200,39,161,144,33,111,56,6,50
95GG37S2,1786,385,1401,1499,271,1228,287,114,173,1460,263,1197,66,21,45,1394,242,1152,326,122,204,221,93,128,105,29,76
95GG37S3,2133,444,1689,1823,330,1493,310,114,196,1793,324,1469,63,18,45,1730,306,1424,340,120,220,247,96,151,93,24,69
95GG38S1,3044,355,2689,2608,226,2382,436,129,307,2635,233,2402,139,32,107,2496,201,2295,409,122,287,297,97,200,112,25,87
95GG38S2,1752,323,1429,1422,178,1244,330,145,185,1424,183,1241,87,31,56,1337,152,1185,328,140,188,243,114,129,85,26,59
95GG38S3,1583,187,1396,1323,89,1234,260,98,162,1338,95,1243,78,15,63,1260,80,1180,245,92,153,182,83,99,63,9,54
95GG39S1,2401,1314,1087,1822,946,876,579,368,211,1771,900,871,92,50,42,1679,850,829,630,414,216,487,318,169,143,96,47
95GG39S2,2709,1417,1292,1934,898,1036,775,519,256,1879,862,1017,133,77,56,1746,785,961,830,555,275,642,442,200,188,113,75
95GG39S3,2062,1151,911,1492,775,717,570,376,194,1450,746,704,89,49,40,1361,697,664,612,405,207,481,327,154,131,78,53
95GG40S1,1697,912,785,1131,548,583,566,364,202,1095,519,576,94,51,43,1001,468,533,602,393,209,472,313,159,130,80,50
95GG40S2,2008,1162,846,1304,709,595,704,453,251,1263,676,587,115,68,47,1148,608,540,745,486,259,589,385,204,156,101,55
95GG41S1,1891,60,1831,1583,22,1561,308,38,270,1625,32,1593,103,12,91,1522,20,1502,266,28,238,205,26,179,61,2,59
95GG41S2,1524,100,1424,1290,50,1240,234,50,184,1336,61,1275,98,15,83,1238,46,1192,188,39,149,136,35,101,52,4,48
95GG41S3,1857,215,1642,1552,143,1409,305,72,233,1571,147,1424,99,16,83,1472,131,1341,286,68,218,206,56,150,80,12,68
95GG42S1,1826,98,1728,1591,60,1531,235,38,197,1631,63,1568,98,10,88,1533,53,1480,195,35,160,137,28,109,58,7,51
95GG42S2,516,88,428,449,63,386,67,25,42,458,65,393,28,9,19,430,56,374,58,23,35,39,16,23,19,7,12
95GG42S3,2003,432,1571,1884,403,1481,119,29,90,1869,396,1473,52,14,38,1817,382,1435,134,36,98,67,15,52,67,21,46
95GG42S4,2247,254,1993,2012,188,1824,235,66,169,2034,202,1832,103,30,73,1931,172,1759,213,52,161,132,36,96,81,16,65
95GG43S1,1424,460,964,1036,260,776,388,200,188,1006,262,744,56,29,27,950,233,717,418,198,220,332,171,161,86,27,59
95GG43S2,1635,329,1306,1287,214,1073,348,115,233,1292,212,1080,89,23,66,1203,189,1014,343,117,226,259,92,167,84,25,59
95GG43S3,1724,522,1202,1360,352,1008,364,170,194,1338,347,991,84,36,48,1254,311,943,386,175,211,280,134,146,106,41,65
95GG44S1,2864,1454,1410,2138,990,1148,726,464,262,2028,911,1117,106,59,47,1922,852,1070,836,543,293,620,405,215,216,138,78
95GG44S2,2727,1367,1360,2041,947,1094,686,420,266,1961,901,1060,122,73,49,1839,828,1011,766,466,300,564,347,217,202,119,83
95GG45S1,1646,90,1556,1372,47,1325,274,43,231,1427,49,1378,111,12,99,1316,37,1279,219,41,178,163,31,132,56,10,46
95GG45S2,1554,625,929,1080,387,693,474,238,236,1054,377,677,83,37,46,971,340,631,500,248,252,391,201,190,109,47,62
95GG45S3,1617,338,1279,1299,212,1087,318,126,192,1306,223,1083,86,27,59,1220,196,1024,311,115,196,232,99,133,79,16,63
95GG46S1,1712,761,951,1180,483,697,532,278,254,1153,475,678,77,40,37,1076,435,641,559,286,273,455,238,217,104,48,56
95GG46S2,1828,811,1017,1273,530,743,555,281,274,1279,543,736,97,48,49,1182,495,687,549,268,281,458,233,225,91,35,56
95GG46S3,1664,876,788,1103,549,554,561,327,234,1090,544,546,85,50,35,1005,494,511,574,332,242,476,277,199,98,55,43
95GG47S1,2270,1237,1033,1593,806,787,677,431,246,1568,782,786,101,55,46,1467,727,740,702,455,247,576,376,200,126,79,47
95GG47S2,1696,877,819,1152,526,626,544,351,193,1157,525,632,97,56,41,1060,469,591,539,352,187,447,295,152,92,57,35
95GG47S3,1798,793,1005,1309,512,797,489,281,208,1303,518,785,95,51,44,1208,467,741,495,275,220,394,230,164,101,45,56
95GG48S1,1612,820,792,1134,553,581,478,267,211,1132,555,577,73,36,37,1059,519,540,480,265,215,405,231,174,75,34,41
95GG48S2,2321,1328,993,1600,880,720,721,448,273,1608,883,725,113,69,44,1495,814,681,713,445,268,608,379,229,105,66,39
95GG48S3,1668,900,768,1106,569,537,562,331,231,1108,556,552,84,37,47,1024,519,505,560,344,216,478,294,184,82,50,32
95GG49S1,1617,347,1270,1446,266,1180,171,81,90,1426,258,1168,37,13,24,1389,245,1144,191,89,102,134,68,66,57,21,36
95GG49S2,2214,849,1365,2002,729,1273,212,120,92,1966,709,1257,60,36,24,1906,673,1233,248,140,108,152,84,68,96,56,40
95GG49S3,2139,982,1157,1972,887,1085,167,95,72,1908,851,1057,30,15,15,1878,836,1042,231,131,100,137,80,57,94,51,43
95GG49S4,2066,851,1215,1820,732,1088,246,119,127,1782,713,1069,70,31,39,1712,682,1030,284,138,146,176,88,88,108,50,58
95GG50S1,1499,639,860,1176,453,723,323,186,137,1138,444,694,70,39,31,1068,405,663,361,195,166,253,147,106,108,48,60
95GG50S2,2061,1044,1017,1553,719,834,508,325,183,1516,705,811,100,63,37,1416,642,774,545,339,206,408,262,146,137,77,60
95GG50S3,1885,827,1058,1443,573,870,442,254,188,1418,559,859,96,42,54,1322,517,805,467,268,199,346,212,134,121,56,65
95GG51S1,1353,628,725,905,400,505,448,228,220,854,367,487,57,30,27,797,337,460,499,261,238,391,198,193,108,63,45
95GG51S2,1399,720,679,894,399,495,505,321,184,855,381,474,62,41,21,793,340,453,544,339,205,443,280,163,101,59,42
95GG51S3,1321,751,570,851,462,389,470,289,181,828,452,376,64,40,24,764,412,352,493,299,194,406,249,157,87,50,37
95HH01W1,1981,264,1717,1553,153,1400,428,111,317,1585,156,1429,117,17,100,1468,139,1329,396,108,288,311,94,217,85,14,71
95HH02S1,1358,90,1268,1120,62,1058,238,28,210,1126,63,1063,71,5,66,1055,58,997,232,27,205,167,23,144,65,4,61
95HH02S2,1604,36,1568,1390,23,1367,214,13,201,1392,22,1370,64,2,62,1328,20,1308,212,14,198,150,11,139,62,3,59
95HH03W1,1663,174,1489,1257,70,1187,406,104,302,1302,88,1214,122,27,95,1180,61,1119,361,86,275,284,77,207,77,9,68
95HH04S1,1709,68,1641,1373,41,1332,336,27,309,1368,44,1324,75,5,70,1293,39,1254,341,24,317,261,22,239,80,2,78
95HH04S2,1358,75,1283,1088,33,1055,270,42,228,1112,35,1077,74,8,66,1038,27,1011,246,40,206,196,34,162,50,6,44
95HH05W1,2171,637,1534,1711,429,1282,460,208,252,1693,427,1266,103,39,64,1590,388,1202,478,210,268,357,169,188,121,41,80
95HH06S1,2231,97,2134,1970,61,1909,261,36,225,1952,60,1892,75,6,69,1877,54,1823,279,37,242,186,30,156,93,7,86
95HH06S2,2557,198,2359,2158,133,2025,399,65,334,2164,136,2028,110,16,94,2054,120,1934,393,62,331,289,49,240,104,13,91
95HH07W1,1493,429,1064,1088,243,845,405,186,219,1089,242,847,88,37,51,1001,205,796,404,187,217,317,149,168,87,38,49
95HH08W1,2553,216,2337,2104,131,1973,449,85,364,2103,138,1965,134,21,113,1969,117,1852,450,78,372,315,64,251,135,14,121
95HH09W1,2543,838,1705,1819,476,1343,724,362,362,1814,503,1311,164,81,83,1650,422,1228,729,335,394,560,281,279,169,54,115
95HH10W1,2488,145,2343,2112,80,2032,376,65,311,2151,88,2063,111,14,97,2040,74,1966,337,57,280,265,51,214,72,6,66
95HH11W1,1366,444,922,1006,297,709,360,147,213,990,297,693,87,38,49,903,259,644,376,147,229,273,109,164,103,38,65
95HH12W1,1552,228,1324,1210,173,1037,342,55,287,1211,169,1042,91,15,76,1120,154,966,341,59,282,251,40,211,90,19,71
95HH13W1,1407,469,938,1077,334,743,330,135,195,1009,322,687,52,25,27,957,297,660,398,147,251,278,110,168,120,37,83
95HH14W1,1530,504,1026,1027,297,730,503,207,296,1009,286,723,99,31,68,910,255,655,521,218,303,404,176,228,117,42,75
95HH15W1,2585,436,2149,2002,236,1766,583,200,383,2028,241,1787,143,33,110,1885,208,1677,557,195,362,440,167,273,117,28,89
95HH16W1,2159,245,1914,1738,152,1586,421,93,328,1755,147,1608,123,15,108,1632,132,1500,404,98,306,298,78,220,106,20,86
95HH17W1,2477,112,2365,2099,73,2026,378,39,339,2068,67,2001,88,2,86,1980,65,1915,409,45,364,290,37,253,119,8,111
95II01S1,1532,101,1431,1270,56,1214,262,45,217,1247,50,1197,61,1,60,1186,49,1137,285,51,234,201,44,157,84,7,77
95II01S2,1534,58,1476,1272,34,1238,262,24,238,1256,32,1224,63,4,59,1193,28,1165,278,26,252,199,20,179,79,6,73
95II02S1,1485,30,1455,1330,15,1315,155,15,140,1331,21,1310,58,8,50,1273,13,1260,154,9,145,97,7,90,57,2,55
95II02S2,1700,160,1540,1415,98,1317,285,62,223,1428,96,1332,85,11,74,1343,85,1258,272,64,208,200,51,149,72,13,59
95II02S3,1415,272,1143,1018,137,881,397,135,262,1045,147,898,97,27,70,948,120,828,370,125,245,300,108,192,70,17,53
95II03S1,1739,43,1696,1573,26,1547,166,17,149,1590,26,1564,61,2,59,1529,24,1505,149,17,132,105,15,90,44,2,42
95II03S2,1784,103,1681,1550,66,1484,234,37,197,1547,70,1477,65,7,58,1482,63,1419,237,33,204,169,30,139,68,3,65
95II04S1,2293,128,2165,1979,77,1902,314,51,263,1987,80,1907,93,10,83,1894,70,1824,306,48,258,221,41,180,85,7,78
95II04S2,1952,420,1532,1526,282,1244,426,138,288,1470,262,1208,71,15,56,1399,247,1152,482,158,324,355,123,232,127,35,92
95II05S1,1586,39,1547,1346,24,1322,240,15,225,1372,26,1346,86,6,80,1286,20,1266,214,13,201,154,9,145,60,4,56
95II05S2,1826,174,1652,1467,85,1382,359,89,270,1483,98,1385,107,23,84,1376,75,1301,343,76,267,252,66,186,91,10,81
95II06S1,1519,49,1470,1307,29,1278,212,20,192,1316,29,1287,63,4,59,1253,25,1228,203,20,183,149,16,133,54,4,50
95II06S2,1879,142,1737,1621,99,1522,258,43,215,1647,103,1544,93,10,83,1554,93,1461,232,39,193,165,33,132,67,6,61
95II07W1,2077,678,1399,1486,377,1109,591,301,290,1463,365,1098,111,43,68,1352,322,1030,614,313,301,480,258,222,134,55,79
95II08W1,2417,396,2021,1878,210,1668,539,186,353,1896,226,1670,140,39,101,1756,187,1569,521,170,351,399,147,252,122,23,99
95II09S1,1934,198,1736,1558,106,1452,376,92,284,1595,130,1465,119,29,90,1476,101,1375,339,68,271,257,63,194,82,5,77
95II09S2,1413,115,1298,1176,60,1116,237,55,182,1180,58,1122,57,10,47,1123,48,1075,233,57,176,180,45,135,53,12,41
95II10W1,2592,605,1987,1884,324,1560,708,281,427,1848,300,1548,145,40,105,1703,260,1443,744,305,439,563,241,322,181,64,117
95II11W1,2555,226,2329,2126,141,1985,429,85,344,2169,152,2017,132,20,112,2037,132,1905,386,74,312,297,65,232,89,9,80
95II12W1,2481,132,2349,2049,69,1980,432,63,369,2085,73,2012,147,12,135,1938,61,1877,396,59,337,285,51,234,111,8,103
95II13W1,2701,583,2118,2000,330,1670,701,253,448,1982,334,1648,139,49,90,1843,285,1558,719,249,470,562,204,358,157,45,112
95II14W1,2521,111,2410,2099,60,2039,422,51,371,2161,69,2092,147,10,137,2014,59,1955,360,42,318,275,41,234,85,1,84
95II15S1,1793,63,1730,1621,37,1584,172,26,146,1620,43,1577,66,10,56,1554,33,1521,173,20,153,106,16,90,67,4,63
95II15S2,1564,84,1480,1254,49,1205,310,35,275,1300,51,1249,113,9,104,1187,42,1145,264,33,231,197,26,171,67,7,60
95II16W1,2126,421,1705,1594,230,1364,532,191,341,1578,233,1345,117,34,83,1461,199,1262,548,188,360,415,157,258,133,31,102
95II17W1,2493,410,2083,1882,213,1669,611,197,414,1875,213,1662,129,29,100,1746,184,1562,618,197,421,482,168,314,136,29,107
95II18W1,2226,518,1708,1585,261,1324,641,257,384,1564,263,1301,133,44,89,1431,219,1212,662,255,407,508,213,295,154,42,112
95II19S1,1826,82,1744,1582,55,1527,244,27,217,1591,55,1536,70,6,64,1521,49,1472,235,27,208,174,21,153,61,6,55
95II19S2,1939,104,1835,1553,44,1509,386,60,326,1544,50,1494,87,10,77,1457,40,1417,395,54,341,299,50,249,96,4,92
95II20W1,2743,334,2409,2274,211,2063,469,123,346,2285,204,2081,151,27,124,2134,177,1957,458,130,328,318,96,222,140,34,106
95II21W1,2419,647,1772,1841,412,1429,578,235,343,1802,408,1394,126,45,81,1676,363,1313,617,239,378,452,190,262,165,49,116
95II22W1,2248,331,1917,1739,182,1557,509,149,360,1731,172,1559,119,21,98,1612,151,1461,517,159,358,390,128,262,127,31,96
95II23W1,2190,343,1847,1768,205,1563,422,138,284,1770,206,1564,119,29,90,1651,177,1474,420,137,283,303,109,194,117,28,89
95JJ01W1,2495,92,2403,2041,38,2003,454,54,400,2075,42,2033,136,9,127,1939,33,1906,420,50,370,318,45,273,102,5,97
95JJ02W1,2367,445,1922,1903,302,1601,464,143,321,1912,295,1617,134,28,106,1778,267,1511,455,150,305,330,115,215,125,35,90
95JJ03S1,1406,544,862,1080,396,684,326,148,178,1068,391,677,86,39,47,982,352,630,338,153,185,240,109,131,98,44,54
95JJ03S2,1064,292,772,837,204,633,227,88,139,835,192,643,53,10,43,782,182,600,229,100,129,174,78,96,55,22,33
95JJ04S1,1546,172,1374,1256,118,1138,290,54,236,1278,126,1152,91,14,77,1187,112,1075,268,46,222,199,40,159,69,6,63
95JJ04S2,1565,195,1370,1272,134,1138,293,61,232,1294,139,1155,93,19,74,1201,120,1081,271,56,215,200,42,158,71,14,57
95JJ05W1,1775,746,1029,1261,469,792,514,277,237,1253,455,798,107,48,59,1146,407,739,522,291,231,407,229,178,115,62,53
95JJ06W1,2432,807,1625,1875,516,1359,557,291,266,1844,509,1335,114,55,59,1730,454,1276,588,298,290,443,236,207,145,62,83
95JJ07W1,2596,878,1718,2025,605,1420,571,273,298,1987,593,1394,109,51,58,1878,542,1336,609,285,324,462,222,240,147,63,84
95JJ08S1,1377,153,1224,1086,105,981,291,48,243,1090,103,987,68,9,59,1022,94,928,287,50,237,223,39,184,64,11,53
95JJ08S2,1720,128,1592,1520,107,1413,200,21,179,1513,101,1412,65,4,61,1448,97,1351,207,27,180,135,17,118,72,10,62
95JJ09W1,1986,127,1859,1586,61,1525,400,66,334,1591,72,1519,111,17,94,1480,55,1425,395,55,340,289,49,240,106,6,100
95JJ10W1,2795,261,2534,2258,153,2105,537,108,429,2250,145,2105,123,14,109,2127,131,1996,545,116,429,414,94,320,131,22,109
95JJ11S1,1821,287,1534,1495,202,1293,326,85,241,1516,201,1315,97,21,76,1419,180,1239,305,86,219,229,64,165,76,22,54
95JJ11S2,1943,203,1740,1579,135,1444,364,68,296,1610,141,1469,107,20,87,1503,121,1382,333,62,271,257,48,209,76,14,62
95JJ12W1,2709,304,2405,2189,184,2005,520,120,400,2192,175,2017,124,10,114,2068,165,1903,517,129,388,396,110,286,121,19,102
95JJ13S1,2144,165,1979,1890,131,1759,254,34,220,1842,126,1716,62,4,58,1780,122,1658,302,39,263,192,30,162,110,9,101
95JJ13S2,1751,102,1649,1474,79,1395,277,23,254,1474,77,1397,79,3,76,1395,74,1321,277,25,252,198,20,178,79,5,74
95JJ14W1,2325,183,2142,1911,128,1783,414,55,359,1901,113,1788,108,10,98,1793,103,1690,424,70,354,306,45,261,118,25,93
95JJ15W1,1762,255,1507,1409,191,1218,353,64,289,1449,185,1264,108,16,92,1341,169,1172,313,70,243,245,48,197,68,22,46
95JJ16W1,1755,482,1273,1295,296,999,460,186,274,1282,295,987,94,36,58,1188,259,929,473,187,286,366,150,216,107,37,70
95JJ17W1,2443,102,2341,2018,62,1956,425,40,385,2016,62,1954,109,4,105,1907,58,1849,427,40,387,316,36,280,111,4,107
95JJ18W1,1937,509,1428,1486,325,1161,451,184,267,1485,320,1165,103,33,70,1382,287,1095,452,189,263,348,151,197,104,38,66
95JJ19S1,1645,167,1478,1392,132,1260,253,35,218,1402,133,1269,96,16,80,1306,117,1189,243,34,209,157,19,138,86,15,71
95JJ19S2,1251,127,1124,1089,88,1001,162,39,123,1082,92,990,53,13,40,1029,79,950,169,35,134,109,26,83,60,9,51
95JJ20S1,2173,153,2020,1870,107,1763,303,46,257,1862,105,1757,85,8,77,1777,97,1680,311,48,263,218,38,180,93,10,83
