ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2601NI0001,Count,PERSONS,"All categories: Economic Activity, All categories: Country of Birth"
LC2601NI0002,Count,PERSONS,"All categories: Economic Activity, Northern Ireland"
LC2601NI0003,Count,PERSONS,"All categories: Economic Activity, Elsewhere"
LC2601NI0004,Count,PERSONS,"Economically Active: All ages, All categories: Country of Birth"
LC2601NI0005,Count,PERSONS,"Economically Active: All ages, Northern Ireland"
LC2601NI0006,Count,PERSONS,"Economically Active: All ages, Elsewhere"
LC2601NI0007,Count,PERSONS,"Economically Active: Aged 16 to 44, All categories: Country of Birth"
LC2601NI0008,Count,PERSONS,"Economically Active: Aged 16 to 44, Northern Ireland"
LC2601NI0009,Count,PERSONS,"Economically Active: Aged 16 to 44, Elsewhere"
LC2601NI0010,Count,PERSONS,"Economically Active: Aged 45 to 74, All categories: Country of Birth"
LC2601NI0011,Count,PERSONS,"Economically Active: Aged 45 to 74, Northern Ireland"
LC2601NI0012,Count,PERSONS,"Economically Active: Aged 45 to 74, Elsewhere"
LC2601NI0013,Count,PERSONS,"Economically Inactive: All ages, All categories: Country of Birth"
LC2601NI0014,Count,PERSONS,"Economically Inactive: All ages, Northern Ireland"
LC2601NI0015,Count,PERSONS,"Economically Inactive: All ages, Elsewhere"
LC2601NI0016,Count,PERSONS,"Economically Inactive: Aged 16 to 44, All categories: Country of Birth"
LC2601NI0017,Count,PERSONS,"Economically Inactive: Aged 16 to 44, Northern Ireland"
LC2601NI0018,Count,PERSONS,"Economically Inactive: Aged 16 to 44, Elsewhere"
LC2601NI0019,Count,PERSONS,"Economically Inactive: Aged 45 to 74, All categories: Country of Birth"
LC2601NI0020,Count,PERSONS,"Economically Inactive: Aged 45 to 74, Northern Ireland"
LC2601NI0021,Count,PERSONS,"Economically Inactive: Aged 45 to 74, Elsewhere"
