GeographyCode,LC2203NI0001,LC2203NI0002,LC2203NI0003,LC2203NI0004,LC2203NI0005,LC2203NI0006,LC2203NI0007,LC2203NI0008,LC2203NI0009,LC2203NI0010,LC2203NI0011,LC2203NI0012,LC2203NI0013,LC2203NI0014,LC2203NI0015,LC2203NI0016
95AA01S1,1113,161,516,436,269,47,142,80,699,90,302,307,145,24,72,49
95AA01S2,1829,1003,736,90,1666,931,662,73,109,41,55,13,54,31,19,4
95AA01S3,1502,321,1032,149,1320,262,956,102,98,29,50,19,84,30,26,28
95AA02W1,1734,570,1048,116,1505,482,956,67,137,43,78,16,92,45,14,33
95AA03W1,1822,195,1422,205,1632,146,1322,164,111,21,74,16,79,28,26,25
95AA04W1,3013,832,1979,202,2791,776,1852,163,168,49,92,27,54,7,35,12
95AA05W1,2701,1683,900,118,2477,1558,834,85,137,71,44,22,87,54,22,11
95AA06S1,1953,1585,319,49,1792,1475,288,29,116,73,27,16,45,37,4,4
95AA06S2,2694,2170,455,69,2504,2047,408,49,139,86,35,18,51,37,12,2
95AA07W1,2140,336,1680,124,1956,259,1592,105,114,33,67,14,70,44,21,5
95AA08W1,1698,757,761,180,1465,636,683,146,134,64,56,14,99,57,22,20
95AA09W1,2220,491,1466,263,1898,376,1344,178,164,41,92,31,158,74,30,54
95AA10W1,1953,806,939,208,1721,702,860,159,145,56,70,19,87,48,9,30
95AA11S1,2800,955,1548,297,2344,768,1396,180,194,51,110,33,262,136,42,84
95AA11S2,2564,1130,1190,244,2094,920,1023,151,263,79,132,52,207,131,35,41
95AA12W1,2775,197,2395,183,2582,165,2259,158,157,28,110,19,36,4,26,6
95AA13S1,1745,1201,456,88,1512,1049,404,59,121,63,44,14,112,89,8,15
95AA13S2,1562,1081,412,69,1383,961,373,49,87,55,24,8,92,65,15,12
95AA14W1,2349,872,1373,104,2185,816,1290,79,130,45,66,19,34,11,17,6
95AA15S1,2641,1091,1226,324,2096,819,1079,198,184,67,82,35,361,205,65,91
95AA15S2,1545,665,652,228,1232,508,566,158,116,38,58,20,197,119,28,50
95AA16W1,1807,344,1276,187,1490,218,1150,122,144,27,92,25,173,99,34,40
95AA17W1,2142,813,1067,262,1857,689,959,209,165,54,82,29,120,70,26,24
95AA18W1,2439,341,1891,207,2201,290,1767,144,146,29,85,32,92,22,39,31
95AA19W1,2687,2410,231,46,2551,2303,210,38,84,63,16,5,52,44,5,3
95BB01S1,1574,255,1197,122,1481,236,1135,110,67,14,46,7,26,5,16,5
95BB01S2,2035,150,1697,188,1903,136,1605,162,97,8,72,17,35,6,20,9
95BB02W1,2347,224,1881,242,2122,167,1769,186,147,20,91,36,78,37,21,20
95BB03S1,2026,59,1781,186,1815,39,1635,141,165,7,126,32,46,13,20,13
95BB03S2,2193,174,1782,237,1969,148,1627,194,187,19,134,34,37,7,21,9
95BB04S1,1438,127,1150,161,1306,98,1080,128,88,16,56,16,44,13,14,17
95BB04S2,1610,100,1388,122,1471,82,1285,104,106,14,84,8,33,4,19,10
95BB05S1,1490,54,1289,147,1360,41,1194,125,103,10,78,15,27,3,17,7
95BB05S2,1911,57,1658,196,1743,45,1541,157,120,8,86,26,48,4,31,13
95BB06W1,2870,335,2173,362,2564,262,2022,280,153,26,94,33,153,47,57,49
95BB07S1,1658,90,1367,201,1472,55,1271,146,102,13,67,22,84,22,29,33
95BB07S2,1295,28,1154,113,1209,22,1083,104,68,5,56,7,18,1,15,2
95BB08S1,1331,90,1087,154,1236,66,1039,131,58,11,35,12,37,13,13,11
95BB08S2,1294,69,1116,109,1182,46,1056,80,73,8,53,12,39,15,7,17
95BB09S1,1325,56,1138,131,1191,28,1063,100,84,10,59,15,50,18,16,16
95BB09S2,1618,74,1375,169,1489,51,1292,146,84,6,60,18,45,17,23,5
95BB10S1,1690,143,1347,200,1425,84,1193,148,173,13,122,38,92,46,32,14
95BB10S2,1637,107,1379,151,1473,91,1254,128,143,14,108,21,21,2,17,2
95BB11S1,1408,52,1214,142,1289,40,1136,113,94,11,63,20,25,1,15,9
95BB11S2,1547,88,1319,140,1375,65,1191,119,129,18,97,14,43,5,31,7
95BB12S1,1440,142,1039,259,1300,121,974,205,73,8,47,18,67,13,18,36
95BB12S2,1336,91,1107,138,1206,75,1008,123,99,9,81,9,31,7,18,6
95BB13S1,1392,82,1130,180,1262,67,1047,148,98,13,68,17,32,2,15,15
95BB13S2,1472,128,1190,154,1369,103,1132,134,57,8,42,7,46,17,16,13
95BB13S3,1580,101,1281,198,1444,88,1195,161,97,8,64,25,39,5,22,12
95BB14S1,1510,81,1301,128,1377,65,1207,105,93,10,68,15,40,6,26,8
95BB14S2,1606,127,1306,173,1379,91,1176,112,161,26,106,29,66,10,24,32
95BB15S1,2005,1059,810,136,1864,1009,750,105,101,33,51,17,40,17,9,14
95BB15S2,1484,958,442,84,1364,888,406,70,77,33,35,9,43,37,1,5
95BB16S1,1533,67,1328,138,1429,59,1251,119,87,5,69,13,17,3,8,6
95BB16S2,1603,108,1338,157,1477,83,1250,144,91,16,69,6,35,9,19,7
95BB17S1,1793,122,1421,250,1645,98,1332,215,106,10,71,25,42,14,18,10
95BB17S2,1763,110,1394,259,1589,95,1282,212,132,9,93,30,42,6,19,17
95BB18S1,1688,45,1431,212,1543,38,1339,166,109,5,75,29,36,2,17,17
95BB18S2,2591,153,2119,319,2347,114,1962,271,193,31,126,36,51,8,31,12
95BB19S1,1613,166,1300,147,1492,143,1223,126,67,6,52,9,54,17,25,12
