GeographyCode,LC2408NI0001,LC2408NI0002,LC2408NI0003,LC2408NI0004,LC2408NI0005,LC2408NI0006,LC2408NI0007,LC2408NI0008,LC2408NI0009,LC2408NI0010,LC2408NI0011,LC2408NI0012,LC2408NI0013,LC2408NI0014,LC2408NI0015,LC2408NI0016
95AA01S1,310,54,161,95,23,6,11,6,199,36,95,68,88,12,55,21
95AA01S2,624,302,299,23,44,21,23,0,209,99,99,11,371,182,177,12
95AA01S3,588,120,423,45,46,9,35,2,219,50,147,22,323,61,241,21
95AA02W1,839,259,546,34,287,93,186,8,392,126,250,16,160,40,110,10
95AA03W1,845,87,699,59,293,24,250,19,399,39,327,33,153,24,122,7
95AA04W1,1014,274,697,43,46,14,32,0,312,103,193,16,656,157,472,27
95AA05W1,920,532,357,31,86,46,35,5,357,199,151,7,477,287,171,19
95AA06S1,710,536,153,21,125,86,35,4,302,231,62,9,283,219,56,8
95AA06S2,860,645,198,17,126,84,39,3,367,264,93,10,367,297,66,4
95AA07W1,820,121,673,26,107,22,78,7,319,54,259,6,394,45,336,13
95AA08W1,699,305,336,58,230,126,85,19,333,133,170,30,136,46,81,9
95AA09W1,943,200,657,86,357,76,248,33,370,87,252,31,216,37,157,22
95AA10W1,792,335,406,51,228,115,98,15,335,144,170,21,229,76,138,15
95AA11S1,1123,401,622,100,229,85,118,26,499,190,268,41,395,126,236,33
95AA11S2,870,376,440,54,74,42,29,3,385,172,185,28,411,162,226,23
95AA12W1,971,62,873,36,46,4,42,0,251,23,217,11,674,35,614,25
95AA13S1,625,426,176,23,104,73,27,4,240,165,64,11,281,188,85,8
95AA13S2,614,382,211,21,117,55,58,4,276,170,95,11,221,157,58,6
95AA14W1,779,254,503,22,45,13,32,0,230,67,154,9,504,174,317,13
95AA15S1,1013,431,499,83,153,87,54,12,489,218,229,42,371,126,216,29
95AA15S2,582,263,264,55,166,87,62,17,264,119,119,26,152,57,83,12
95AA16W1,832,158,610,64,290,54,211,25,411,78,301,32,131,26,98,7
95AA17W1,855,319,466,70,220,78,123,19,405,161,205,39,230,80,138,12
95AA18W1,1004,124,821,59,66,5,52,9,404,44,332,28,534,75,437,22
95AA19W1,832,736,86,10,108,97,11,0,321,284,31,6,403,355,44,4
95BB01S1,548,89,432,27,45,10,32,3,155,24,123,8,348,55,277,16
95BB01S2,759,59,652,48,54,10,39,5,288,22,249,17,417,27,364,26
95BB02W1,1126,95,951,80,398,36,335,27,490,43,409,38,238,16,207,15
95BB03S1,877,25,800,52,168,2,156,10,434,14,392,28,275,9,252,14
95BB03S2,899,77,747,75,110,13,87,10,398,23,347,28,391,41,313,37
95BB04S1,638,55,528,55,147,15,120,12,268,21,222,25,223,19,186,18
95BB04S2,669,38,606,25,52,8,43,1,262,13,241,8,355,17,322,16
95BB05S1,564,25,508,31,40,0,38,2,174,13,147,14,350,12,323,15
95BB05S2,754,26,678,50,84,3,76,5,264,6,236,22,406,17,366,23
95BB06W1,1518,175,1204,139,642,60,525,57,675,85,522,68,201,30,157,14
95BB07S1,819,43,713,63,212,10,189,13,420,25,360,35,187,8,164,15
95BB07S2,496,12,455,29,42,2,33,7,207,7,187,13,247,3,235,9
95BB08S1,589,38,508,43,174,9,157,8,280,18,240,22,135,11,111,13
95BB08S2,479,30,422,27,22,3,16,3,195,13,170,12,262,14,236,12
95BB09S1,561,21,498,42,49,4,41,4,234,7,211,16,278,10,246,22
95BB09S2,692,35,599,58,63,2,54,7,302,20,255,27,327,13,290,24
95BB10S1,874,63,729,82,255,19,216,20,391,34,318,39,228,10,195,23
95BB10S2,635,37,561,37,34,1,29,4,176,16,149,11,425,20,383,22
95BB11S1,621,25,557,39,181,9,156,16,289,7,266,16,151,9,135,7
95BB11S2,717,44,629,44,136,13,118,5,346,18,306,22,235,13,205,17
95BB12S1,626,81,484,61,258,36,197,25,261,33,199,29,107,12,88,7
95BB12S2,504,35,436,33,53,3,41,9,175,11,155,9,276,21,240,15
95BB13S1,508,34,422,52,76,6,59,11,184,10,152,22,248,18,211,19
95BB13S2,603,52,511,40,147,10,126,11,282,25,236,21,174,17,149,8
95BB13S3,576,33,491,52,32,0,27,5,232,14,194,24,312,19,270,23
95BB14S1,551,29,481,41,21,1,17,3,147,6,128,13,383,22,336,25
95BB14S2,621,35,534,52,38,3,30,5,214,11,191,12,369,21,313,35
95BB15S1,706,340,332,34,48,20,25,3,260,121,127,12,398,199,180,19
95BB15S2,581,375,185,21,122,79,38,5,244,165,69,10,215,131,78,6
95BB16S1,562,28,504,30,35,5,29,1,148,6,132,10,379,17,343,19
95BB16S2,614,37,547,30,26,2,22,2,189,12,171,6,399,23,354,22
95BB17S1,727,51,612,64,99,4,80,15,361,21,304,36,267,26,228,13
95BB17S2,672,38,572,62,101,3,85,13,276,12,243,21,295,23,244,28
95BB18S1,726,25,644,57,148,5,134,9,349,13,306,30,229,7,204,18
95BB18S2,912,56,797,59,45,2,42,1,334,18,286,30,533,36,469,28
95BB19S1,641,55,544,42,112,9,96,7,290,27,247,16,239,19,201,19
95BB19S2,599,45,513,41,18,2,15,1,201,17,173,11,380,26,325,29
95BB19S3,484,36,416,32,23,1,20,2,183,15,156,12,278,20,240,18
95BB20S1,677,494,158,25,104,80,19,5,256,183,64,9,317,231,75,11
95BB20S2,613,496,92,25,169,142,24,3,300,246,42,12,144,108,26,10
95BB21S1,932,32,853,47,117,8,102,7,444,12,409,23,371,12,342,17
95BB21S2,889,171,652,66,99,8,85,6,333,53,259,21,457,110,308,39
95BB22S1,596,36,499,61,121,6,98,17,278,19,237,22,197,11,164,22
95BB22S2,598,44,507,47,223,22,184,17,242,14,205,23,133,8,118,7
95BB23S1,638,65,529,44,72,10,57,5,278,23,230,25,288,32,242,14
95BB23S2,523,39,449,35,18,2,13,3,194,13,166,15,311,24,270,17
95CC01W1,904,819,68,17,236,214,18,4,393,358,26,9,275,247,24,4
95CC02W1,875,606,258,11,55,33,21,1,297,218,75,4,523,355,162,6
95CC03W1,1127,953,125,49,434,360,59,15,498,420,53,25,195,173,13,9
95CC04W1,790,534,243,13,99,63,35,1,266,175,84,7,425,296,124,5
95CC05W1,954,617,317,20,111,78,33,0,361,235,116,10,482,304,168,10
95CC06S1,579,328,224,27,48,29,14,5,243,145,90,8,288,154,120,14
95CC06S2,517,251,256,10,74,40,34,0,249,123,122,4,194,88,100,6
95CC07W1,1108,902,194,12,92,80,11,1,439,358,73,8,577,464,110,3
95CC08W1,990,903,65,22,289,262,18,9,434,395,32,7,267,246,15,6
95CC09S1,494,57,418,19,18,0,15,3,137,18,112,7,339,39,291,9
95CC09S2,696,43,630,23,29,2,26,1,283,26,246,11,384,15,358,11
95CC10W1,901,165,708,28,52,6,43,3,310,62,241,7,539,97,424,18
95CC11W1,786,716,59,11,246,231,12,3,343,310,28,5,197,175,19,3
95CC12W1,890,395,477,18,51,27,21,3,318,144,165,9,521,224,291,6
95CC13W1,817,411,395,11,61,28,31,2,260,129,130,1,496,254,234,8
95CC14W1,1132,109,982,41,104,5,97,2,455,50,391,14,573,54,494,25
95CC15W1,1007,373,605,29,95,42,51,2,384,150,219,15,528,181,335,12
95CC16W1,1076,175,871,30,205,41,156,8,438,74,349,15,433,60,366,7
95CC17W1,897,598,280,19,75,45,23,7,302,204,91,7,520,349,166,5
95CC18W1,937,483,425,29,174,100,68,6,379,190,175,14,384,193,182,9
95CC19W1,981,334,620,27,110,34,72,4,349,132,208,9,522,168,340,14
95CC20S1,484,18,449,17,39,1,35,3,186,9,174,3,259,8,240,11
95CC20S2,643,43,565,35,85,8,70,7,269,24,228,17,289,11,267,11
95CC21W1,1167,153,961,53,179,26,139,14,494,62,412,20,494,65,410,19
95CC22W1,842,179,626,37,249,47,188,14,410,92,299,19,183,40,139,4
95DD01W1,836,123,685,28,116,28,82,6,334,47,274,13,386,48,329,9
95DD02S1,599,20,554,25,106,5,93,8,260,6,243,11,233,9,218,6
95DD02S2,891,62,803,26,62,5,53,4,342,22,310,10,487,35,440,12
95DD03W1,1389,207,1091,91,110,18,86,6,628,92,494,42,651,97,511,43
95DD04W1,859,62,749,48,388,30,336,22,370,29,318,23,101,3,95,3
95DD05W1,685,35,612,38,254,16,223,15,290,15,262,13,141,4,127,10
95DD06W1,944,175,736,33,79,14,58,7,403,74,319,10,462,87,359,16
95DD07S1,689,39,616,34,103,3,95,5,336,23,295,18,250,13,226,11
95DD07S2,723,35,663,25,93,3,88,2,316,19,290,7,314,13,285,16
95DD08W1,1041,382,594,65,488,168,288,32,455,180,249,26,98,34,57,7
95DD09W1,929,59,843,27,43,1,39,3,293,24,257,12,593,34,547,12
95DD10W1,1180,44,1084,52,226,8,204,14,515,18,480,17,439,18,400,21
