GeographyCode,LC2401NI0001,LC2401NI0002,LC2401NI0003,LC2401NI0004,LC2401NI0005,LC2401NI0006,LC2401NI0007,LC2401NI0008,LC2401NI0009,LC2401NI0010,LC2401NI0011,LC2401NI0012,LC2401NI0013,LC2401NI0014,LC2401NI0015,LC2401NI0016,LC2401NI0017,LC2401NI0018,LC2401NI0019,LC2401NI0020,LC2401NI0021,LC2401NI0022,LC2401NI0023,LC2401NI0024,LC2401NI0025,LC2401NI0026,LC2401NI0027,LC2401NI0028
95AA01S1,982,123,404,69,48,287,455,93,28,37,24,5,8,28,26,3,6,0,0,6,17,863,92,361,45,43,273,410
95AA01S2,1814,935,627,285,217,125,252,1623,845,570,257,199,114,208,22,16,5,2,3,0,1,169,74,52,26,15,11,43
95AA01S3,1494,273,876,558,168,150,345,1232,208,749,482,142,125,275,8,0,8,5,3,0,0,254,65,119,71,23,25,70
95AA02W1,1734,504,888,461,348,79,342,1156,345,625,333,243,49,186,231,56,129,61,59,9,46,347,103,134,67,46,21,110
95AA03W1,1822,135,1222,684,378,160,465,1132,78,782,439,254,89,272,419,15,303,165,89,49,101,271,42,137,80,35,22,92
95AA04W1,3002,747,1768,1195,316,257,487,2791,706,1655,1126,290,239,430,13,3,6,2,0,4,4,198,38,107,67,26,14,53
95AA05W1,2654,1564,727,456,153,118,363,2229,1362,616,396,122,98,251,132,73,28,16,9,3,31,293,129,83,44,22,17,81
95AA06S1,1953,1489,238,83,122,33,226,1613,1258,182,64,97,21,173,121,75,32,14,12,6,14,219,156,24,5,13,6,39
95AA06S2,2651,2003,329,149,132,48,319,2212,1722,261,120,105,36,229,208,129,37,16,17,4,42,231,152,31,13,10,8,48
95AA07W1,2119,274,1544,1036,297,211,301,1680,187,1276,864,232,180,217,146,20,107,65,27,15,19,293,67,161,107,38,16,65
95AA08W1,1676,671,610,346,188,76,395,1021,362,433,239,141,53,226,389,210,103,67,20,16,76,266,99,74,40,27,7,93
95AA09W1,2143,378,1188,638,399,151,577,1248,236,706,418,195,93,306,557,57,338,154,147,37,162,338,85,144,66,57,21,109
95AA10W1,1953,712,810,437,224,149,431,1304,401,626,358,171,97,277,456,227,128,51,37,40,101,193,84,56,28,16,12,53
95AA11S1,2698,817,1250,636,409,205,631,2026,555,1036,538,339,159,435,149,47,71,34,30,7,31,523,215,143,64,40,39,165
95AA11S2,2431,1011,926,502,285,139,494,2112,863,837,471,246,120,412,32,6,20,5,7,8,6,287,142,69,26,32,11,76
95AA12W1,2775,133,2161,1491,357,313,481,2492,120,1964,1357,311,296,408,71,2,52,35,17,0,17,212,11,145,99,29,17,56
95AA13S1,1707,1105,344,200,85,59,258,1272,838,263,145,71,47,171,86,54,17,13,0,4,15,349,213,64,42,14,8,72
95AA13S2,1561,1023,333,186,88,59,205,1181,835,219,122,56,41,127,98,21,57,35,14,8,20,282,167,57,29,18,10,58
95AA14W1,2302,803,1186,816,162,208,313,2110,750,1107,766,153,188,253,8,0,7,4,1,2,1,184,53,72,46,8,18,59
95AA15S1,2630,994,1035,548,291,196,601,1932,664,857,456,244,157,411,165,86,44,21,16,7,35,533,244,134,71,31,32,155
95AA15S2,1472,580,489,230,160,99,403,741,260,291,162,92,37,190,425,168,128,49,47,32,129,306,152,70,19,21,30,84
95AA16W1,1807,291,1128,608,366,154,388,1028,128,751,417,237,97,149,378,40,225,133,63,29,113,401,123,152,58,66,28,126
95AA17W1,2142,694,852,407,301,144,596,1567,526,634,333,203,98,407,326,72,154,46,74,34,100,249,96,64,28,24,12,89
95AA18W1,2373,269,1563,1014,335,214,541,2044,231,1394,911,294,189,419,31,4,18,14,4,0,9,298,34,151,89,37,25,113
95AA19W1,2645,2313,156,85,33,38,176,2041,1818,128,75,24,29,95,274,235,6,2,2,2,33,330,260,22,8,7,7,48
95BB01S1,1574,224,1051,679,158,214,299,1430,205,962,613,150,199,263,46,11,22,18,3,1,13,98,8,67,48,5,14,23
95BB01S2,2035,124,1473,928,283,262,438,1834,98,1360,848,266,246,376,97,16,49,42,5,2,32,104,10,64,38,12,14,30
95BB02W1,2334,183,1538,857,387,294,613,1375,110,935,520,243,172,330,590,28,401,221,94,86,161,369,45,202,116,50,36,122
95BB03S1,2026,42,1590,811,535,244,394,1388,25,1090,531,371,188,273,302,3,239,134,88,17,60,336,14,261,146,76,39,61
95BB03S2,2191,131,1509,803,368,338,551,1765,105,1248,703,282,263,412,147,11,108,37,44,27,28,279,15,153,63,42,48,111
95BB04S1,1399,82,932,525,199,208,385,988,44,684,379,142,163,260,188,12,129,77,28,24,47,223,26,119,69,29,21,78
95BB04S2,1610,83,1215,620,299,296,312,1472,66,1135,579,282,274,271,16,0,13,8,3,2,3,122,17,67,33,14,20,38
