GeographyCode,LC2209NI0001,LC2209NI0002,LC2209NI0003,LC2209NI0004,LC2209NI0005,LC2209NI0006,LC2209NI0007,LC2209NI0008,LC2209NI0009,LC2209NI0010,LC2209NI0011,LC2209NI0012
95AA01S1,1003,866,28,126,47,32,1,15,956,834,27,111
95AA01S2,1764,1163,453,210,119,98,18,10,1645,1065,435,200
95AA01S3,1435,1110,147,217,155,131,12,21,1280,979,135,196
95AA02W1,1683,1186,153,373,183,142,11,33,1500,1044,142,340
95AA03W1,1736,1201,59,491,206,156,7,45,1530,1045,52,446
95AA04W1,2922,2280,388,333,295,240,25,45,2627,2040,363,288
95AA05W1,2586,1499,636,500,230,164,41,37,2356,1335,595,463
95AA06S1,1860,914,736,273,77,43,14,21,1783,871,722,252
95AA06S2,2561,1262,1003,343,79,56,10,13,2482,1206,993,330
95AA07W1,2070,1497,133,482,373,299,24,66,1697,1198,109,416
95AA08W1,1616,946,177,517,132,78,6,48,1484,868,171,469
95AA09W1,2105,1537,116,471,225,182,12,34,1880,1355,104,437
95AA10W1,1884,1311,198,399,160,134,10,17,1724,1177,188,382
95AA11S1,2685,1873,236,626,197,147,9,44,2488,1726,227,582
95AA11S2,2424,1893,281,312,187,150,12,33,2237,1743,269,279
95AA12W1,2690,2249,128,360,515,422,20,80,2175,1827,108,280
95AA13S1,1660,995,382,319,114,69,24,23,1546,926,358,296
95AA13S2,1487,882,334,319,107,68,11,31,1380,814,323,288
95AA14W1,2275,1538,340,450,435,334,43,68,1840,1204,297,382
95AA15S1,2474,1789,236,497,162,133,9,21,2312,1656,227,476
95AA15S2,1432,862,151,439,80,50,4,28,1352,812,147,411
95AA16W1,1722,1192,63,486,189,137,4,50,1533,1055,59,436
95AA17W1,2044,1463,153,452,152,124,6,24,1892,1339,147,428
95AA18W1,2369,1943,197,320,334,291,19,35,2035,1652,178,285
95AA19W1,2555,1030,901,701,133,77,47,22,2422,953,854,679
95BB01S1,1521,1247,103,201,174,134,14,31,1347,1113,89,170
95BB01S2,1964,1618,89,293,163,128,8,29,1801,1490,81,264
95BB02W1,2280,1620,130,574,308,234,10,71,1972,1386,120,503
95BB03S1,1942,1518,65,385,395,296,13,96,1547,1222,52,289
95BB03S2,2116,1696,104,347,477,369,30,92,1639,1327,74,255
95BB04S1,1396,1155,69,212,174,142,9,31,1222,1013,60,181
95BB04S2,1563,1356,89,160,222,183,14,36,1341,1173,75,124
95BB05S1,1454,1189,94,201,302,242,13,51,1152,947,81,150
95BB05S2,1847,1480,100,308,380,300,24,68,1467,1180,76,240
95BB06W1,2778,1956,147,715,320,240,21,69,2458,1716,126,646
95BB07S1,1592,1176,74,368,167,127,14,31,1425,1049,60,337
95BB07S2,1258,1076,33,167,127,106,6,20,1131,970,27,147
95BB08S1,1275,902,39,347,95,56,3,37,1180,846,36,310
95BB08S2,1233,1066,36,140,111,94,8,11,1122,972,28,129
95BB09S1,1282,1070,59,189,164,140,4,22,1118,930,55,167
95BB09S2,1568,1345,56,201,164,144,5,19,1404,1201,51,182
95BB10S1,1651,1280,87,327,239,185,10,47,1412,1095,77,280
95BB10S2,1591,1354,126,186,214,175,20,29,1377,1179,106,157
95BB11S1,1356,1020,39,311,176,128,9,41,1180,892,30,270
95BB11S2,1512,1214,87,249,208,178,12,30,1304,1036,75,219
95BB12S1,1370,921,64,399,170,114,5,54,1200,807,59,345
95BB12S2,1281,1060,88,169,185,149,16,27,1096,911,72,142
95BB13S1,1350,1153,60,158,139,125,5,13,1211,1028,55,145
95BB13S2,1413,1078,65,291,213,146,20,53,1200,932,45,238
95BB13S3,1508,1326,54,159,183,154,6,27,1325,1172,48,132
95BB14S1,1479,1251,78,196,195,146,8,44,1284,1105,70,152
95BB14S2,1557,1281,116,201,222,189,14,28,1335,1092,102,173
95BB15S1,1924,1254,329,380,235,157,28,54,1689,1097,301,326
95BB15S2,1434,882,223,356,168,118,18,37,1266,764,205,319
95BB16S1,1497,1254,64,217,202,163,10,35,1295,1091,54,182
95BB16S2,1555,1291,93,217,212,166,13,40,1343,1125,80,177
95BB17S1,1707,1415,63,251,121,100,7,18,1586,1315,56,233
95BB17S2,1699,1327,101,311,247,194,13,43,1452,1133,88,268
95BB18S1,1619,1282,49,301,204,155,7,42,1415,1127,42,259
95BB18S2,2475,2087,139,306,285,234,6,47,2190,1853,133,259
95BB19S1,1548,1243,79,250,183,154,7,26,1365,1089,72,224
95BB19S2,1711,1540,65,144,123,113,4,13,1588,1427,61,131
95BB19S3,1344,1177,62,130,113,102,4,11,1231,1075,58,119
95BB20S1,1820,989,494,396,138,89,35,26,1682,900,459,370
95BB20S2,1477,754,351,409,110,66,23,26,1367,688,328,383
95BB21S1,2280,1787,69,450,724,594,16,120,1556,1193,53,330
95BB21S2,2234,1680,198,402,416,319,28,81,1818,1361,170,321
95BB22S1,1498,1172,63,276,125,109,5,11,1373,1063,58,265
95BB22S2,1413,1023,52,347,125,85,3,38,1288,938,49,309
95BB23S1,1499,1218,131,188,206,167,21,27,1293,1051,110,161
95BB23S2,1442,1177,105,193,167,137,17,21,1275,1040,88,172
95CC01W1,2462,734,1038,731,63,25,24,15,2399,709,1014,716
95CC02W1,2613,1102,1079,498,131,71,37,24,2482,1031,1042,474
95CC03W1,2649,780,1000,918,49,16,12,23,2600,764,988,895
95CC04W1,2348,784,995,613,99,59,20,20,2249,725,975,593
95CC05W1,2655,1160,915,648,89,51,17,22,2566,1109,898,626
95CC06S1,1397,758,455,223,86,58,17,13,1311,700,438,210
95CC06S2,1251,739,340,211,69,51,7,13,1182,688,333,198
95CC07W1,3309,1025,1686,672,102,45,38,22,3207,980,1648,650
95CC08W1,2446,778,1103,630,43,19,20,6,2403,759,1083,624
95CC09S1,1439,1086,133,250,141,105,5,31,1298,981,128,219
95CC09S2,1781,1366,72,364,166,136,12,20,1615,1230,60,344
95CC10W1,2505,1781,329,475,226,189,17,32,2279,1592,312,443
