GeographyCode,LC2407NI0001,LC2407NI0002,LC2407NI0003,LC2407NI0004,LC2407NI0005,LC2407NI0006,LC2407NI0007,LC2407NI0008,LC2407NI0009,LC2407NI0010,LC2407NI0011,LC2407NI0012,LC2407NI0013,LC2407NI0014,LC2407NI0015,LC2407NI0016,LC2407NI0017,LC2407NI0018,LC2407NI0019,LC2407NI0020,LC2407NI0021,LC2407NI0022,LC2407NI0023,LC2407NI0024,LC2407NI0025,LC2407NI0026,LC2407NI0027,LC2407NI0028
95AA01S1,310,46,137,19,16,102,127,23,6,8,2,1,5,9,199,30,79,6,9,64,90,88,10,50,11,6,33,28
95AA01S2,624,277,248,116,91,41,99,44,19,20,9,8,3,5,209,87,80,42,27,11,42,371,171,148,65,56,27,52
95AA01S3,588,103,353,230,69,54,132,46,8,30,19,8,3,8,219,41,118,83,24,11,60,323,54,205,128,37,40,64
95AA02W1,839,223,451,249,160,42,165,287,80,149,79,55,15,58,392,106,209,120,73,16,77,160,37,93,50,32,11,30
95AA03W1,845,60,587,341,162,84,198,293,18,217,123,61,33,58,399,25,266,161,69,36,108,153,17,104,57,32,15,32
95AA04W1,1014,232,614,424,106,84,168,46,9,26,19,7,0,11,312,92,170,119,32,19,50,656,131,418,286,67,65,107
95AA05W1,920,495,300,185,69,46,125,86,41,28,20,6,2,17,357,179,128,66,39,23,50,477,275,144,99,24,21,58
95AA06S1,710,501,119,41,58,20,90,125,83,33,13,14,6,9,302,215,46,18,22,6,41,283,203,40,10,22,8,40
95AA06S2,860,589,155,71,68,16,116,126,67,28,11,15,2,31,367,244,78,36,33,9,45,367,278,49,24,20,5,40
95AA07W1,820,96,608,405,124,79,116,107,16,71,50,16,5,20,319,44,235,159,45,31,40,394,36,302,196,63,43,56
95AA08W1,699,268,274,170,72,32,157,230,111,64,40,16,8,55,333,118,138,85,39,14,77,136,39,72,45,17,10,25
95AA09W1,943,158,545,301,169,75,240,357,55,206,108,74,24,96,370,70,212,120,66,26,88,216,33,127,73,29,25,56
95AA10W1,792,296,339,187,85,67,157,228,104,76,34,23,19,48,335,128,145,82,36,27,62,229,64,118,71,26,21,47
95AA11S1,1123,341,526,277,165,84,256,229,72,92,52,27,13,65,499,159,231,122,75,34,109,395,110,203,103,63,37,82
95AA11S2,870,337,362,199,108,55,171,74,39,22,7,9,6,13,385,154,156,88,46,22,75,411,144,184,104,53,27,83
95AA12W1,971,37,772,545,132,95,162,46,2,38,33,4,1,6,251,16,195,147,36,12,40,674,19,539,365,92,82,116
95AA13S1,625,391,140,88,33,19,94,104,68,23,17,6,0,13,240,146,51,30,9,12,43,281,177,66,41,18,7,38
95AA13S2,614,356,172,99,48,25,86,117,50,51,28,20,3,16,276,155,77,47,16,14,44,221,151,44,24,12,8,26
95AA14W1,779,234,443,308,64,71,102,45,12,27,19,4,4,6,230,59,136,95,23,18,35,504,163,280,194,37,49,61
95AA15S1,1013,387,415,229,114,72,211,153,76,44,21,16,7,33,489,198,191,106,59,26,100,371,113,180,102,39,39,78
95AA15S2,582,231,201,106,57,38,150,166,75,46,20,16,10,45,264,107,90,45,26,19,67,152,49,65,41,15,9,38
95AA16W1,832,127,533,298,168,67,172,290,43,183,87,72,24,64,411,62,263,156,76,31,86,131,22,87,55,20,12,22
95AA17W1,855,264,371,171,139,61,220,220,61,101,45,47,9,58,405,137,155,70,60,25,113,230,66,115,56,32,27,49
95AA18W1,1004,100,696,443,159,94,208,66,4,47,30,9,8,15,404,34,283,177,67,39,87,534,62,366,236,83,47,106
95AA19W1,832,712,58,31,14,13,62,108,93,4,1,2,1,11,321,270,21,12,4,5,30,403,349,33,18,8,7,21
95BB01S1,548,79,380,256,58,66,89,45,10,25,21,2,2,10,155,20,109,79,15,15,26,348,49,246,156,41,49,53
95BB01S2,759,54,558,353,104,101,147,54,9,32,26,3,3,13,288,20,212,133,42,37,56,417,25,314,194,59,61,78
95BB02W1,1126,78,782,435,206,141,266,398,34,274,161,73,40,90,490,31,334,178,90,66,125,238,13,174,96,43,35,51
95BB03S1,877,19,707,347,253,107,151,168,2,141,68,60,13,25,434,8,347,164,125,58,79,275,9,219,115,68,36,47
95BB03S2,899,58,617,330,151,136,224,110,11,72,33,23,16,27,398,17,285,146,76,63,96,391,30,260,151,52,57,101
95BB04S1,638,43,428,250,92,86,167,147,12,99,62,17,20,36,268,18,176,108,38,30,74,223,13,153,80,37,36,57
95BB04S2,669,35,511,264,127,120,123,52,7,34,22,7,5,11,262,12,202,103,56,43,48,355,16,275,139,64,72,64
95BB05S1,564,19,436,265,98,73,109,40,0,32,20,10,2,8,174,12,126,72,34,20,36,350,7,278,173,54,51,65
95BB05S2,754,16,563,304,163,96,175,84,2,69,28,34,7,13,264,4,184,96,52,36,76,406,10,310,180,77,53,86
95BB06W1,1518,137,992,598,222,172,389,642,51,440,267,95,78,151,675,67,426,256,99,71,182,201,19,126,75,28,23,56
95BB07S1,819,32,585,357,124,104,202,212,10,159,98,35,26,43,420,17,294,168,68,58,109,187,5,132,91,21,20,50
95BB07S2,496,10,390,248,73,69,96,42,1,26,15,7,4,15,207,6,165,105,33,27,36,247,3,199,128,33,38,45
95BB08S1,589,27,439,280,84,75,123,174,8,138,87,26,25,28,280,11,204,119,48,37,65,135,8,97,74,10,13,30
95BB08S2,479,21,362,233,75,54,96,22,2,14,8,5,1,6,195,8,142,90,30,22,45,262,11,206,135,40,31,45
95BB09S1,561,13,421,261,88,72,127,49,2,32,19,7,6,15,234,5,182,110,40,32,47,278,6,207,132,41,34,65
95BB09S2,692,32,493,312,108,73,167,63,2,44,26,11,7,17,302,19,205,128,46,31,78,327,11,244,158,51,35,72
95BB10S1,874,46,588,265,211,112,240,255,10,188,89,68,31,57,391,29,252,112,84,56,110,228,7,148,64,59,25,73
95BB10S2,635,25,458,253,112,93,152,34,1,24,14,5,5,9,176,13,121,67,27,27,42,425,11,313,172,80,61,101
95BB11S1,621,20,472,261,138,73,129,181,8,138,79,38,21,35,289,6,225,126,62,37,58,151,6,109,56,38,15,36
95BB11S2,717,29,518,260,161,97,170,136,9,100,50,36,14,27,346,11,245,128,64,53,90,235,9,173,82,61,30,53
95BB12S1,626,71,377,212,95,70,178,258,32,157,100,32,25,69,261,28,153,76,45,32,80,107,11,67,36,18,13,29
95BB12S2,504,28,364,198,96,70,112,53,2,35,21,9,5,16,175,9,132,71,34,27,34,276,17,197,106,53,38,62
95BB13S1,508,26,346,168,93,85,136,76,3,50,28,11,11,23,184,7,121,56,36,29,56,248,16,175,84,46,45,57
