DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2603NI","ECONOMIC ACTIVITY BY PASSPORTS HELD (CLASSIFICATION 1)","All usual residents aged 16 to 74","1. 'United Kingdom' includes British Overseas Territories.; "
