GeographyCode,LC2201NI0001,LC2201NI0002,LC2201NI0003,LC2201NI0004,LC2201NI0005,LC2201NI0006,LC2201NI0007,LC2201NI0008,LC2201NI0009,LC2201NI0010,LC2201NI0011,LC2201NI0012,LC2201NI0013,LC2201NI0014,LC2201NI0015,LC2201NI0016,LC2201NI0017,LC2201NI0018,LC2201NI0019,LC2201NI0020,LC2201NI0021,LC2201NI0022,LC2201NI0023,LC2201NI0024,LC2201NI0025
95AA14W1,2349,816,1215,318,178,1145,124,873,148,71,353,315,10,28,15,511,295,148,68,34,340,82,184,74,58
95AA15S1,2641,998,1040,603,423,1226,237,698,291,205,248,210,7,31,22,579,306,138,135,101,588,245,197,146,95
95AA15S2,1545,588,502,455,273,649,135,308,206,119,204,154,8,42,18,341,151,84,106,69,351,148,102,101,67
95AA16W1,1807,291,1128,388,256,1032,64,778,190,130,40,21,8,11,3,353,82,185,86,51,382,124,157,101,72
95AA17W1,2142,694,852,596,395,1105,217,569,319,205,216,159,20,37,15,536,229,131,176,133,285,89,132,64,42
95AA18W1,2439,283,1608,548,348,1454,82,1082,290,168,132,67,31,34,24,426,95,215,116,80,427,39,280,108,76
95AA19W1,2687,2335,170,182,56,323,153,115,55,20,1344,1278,11,55,18,854,791,23,40,7,166,113,21,32,11
95BB01S1,1574,224,1051,299,190,891,65,675,151,92,100,72,18,10,5,290,67,154,69,44,293,20,204,69,49
95BB01S2,2035,124,1473,438,333,1250,38,993,219,156,62,24,18,20,17,351,50,210,91,76,372,12,252,108,84
95BB02W1,2347,184,1546,617,390,1444,66,1034,344,200,88,31,31,26,15,452,42,276,134,94,363,45,205,113,81
95BB03S1,2026,42,1590,394,268,1352,15,1119,218,139,31,5,22,4,2,334,10,230,94,62,309,12,219,78,65
95BB03S2,2193,132,1510,551,401,1342,54,969,319,213,82,32,32,18,17,386,25,251,110,88,383,21,258,104,83
95BB04S1,1438,90,959,389,239,867,31,618,218,124,42,11,10,21,13,277,28,173,76,50,252,20,158,74,52
95BB04S2,1610,83,1215,312,237,986,24,791,171,126,52,13,20,19,6,276,33,186,57,50,296,13,218,65,55
95BB05S1,1490,44,1116,330,212,875,12,701,162,93,57,21,24,12,9,306,5,214,87,66,252,6,177,69,44
95BB05S2,1911,35,1443,433,308,1196,6,958,232,153,62,14,32,16,11,309,10,208,91,63,344,5,245,94,81
95BB06W1,2870,255,1795,820,520,1732,87,1192,453,260,89,40,32,17,12,586,81,317,188,136,463,47,254,162,112
95BB07S1,1658,66,1142,450,313,1025,15,775,235,154,42,15,19,8,4,309,21,176,112,85,282,15,172,95,70
95BB07S2,1295,20,1013,262,199,875,6,741,128,92,17,3,10,4,3,224,10,126,88,71,179,1,136,42,33
95BB08S1,1331,69,948,314,209,856,19,659,178,116,38,10,14,14,8,266,23,179,64,48,171,17,96,58,37
95BB08S2,1294,53,983,258,198,838,10,695,133,95,19,5,7,7,6,192,19,116,57,39,245,19,165,61,58
95BB09S1,1325,44,978,303,229,801,7,638,156,114,37,11,20,6,5,197,10,131,56,42,290,16,189,85,68
95BB09S2,1618,63,1171,384,311,1005,15,790,200,162,29,15,8,6,2,274,11,188,75,61,310,22,185,103,86
95BB10S1,1690,112,1114,464,330,973,37,706,230,155,55,13,24,18,14,293,19,177,97,74,369,43,207,119,87
95BB10S2,1637,80,1164,393,284,1023,31,774,218,145,75,25,28,22,9,252,18,167,67,54,287,6,195,86,76
95BB11S1,1408,39,1064,305,216,943,16,747,180,113,17,5,7,5,2,203,10,138,55,42,245,8,172,65,59
95BB11S2,1547,59,1109,379,263,944,22,728,194,139,45,18,18,9,7,289,12,188,89,58,269,7,175,87,59
95BB12S1,1440,126,833,481,326,902,66,574,262,171,46,21,15,10,9,264,18,126,120,83,228,21,118,89,63
95BB12S2,1336,70,930,336,244,811,16,600,195,135,42,16,15,11,8,226,26,132,68,57,257,12,183,62,44
95BB13S1,1392,67,945,380,282,873,17,637,219,151,26,13,3,10,7,255,26,163,66,50,238,11,142,85,74
95BB13S2,1472,100,1012,360,224,976,37,741,198,108,33,11,12,10,8,275,28,160,87,59,188,24,99,65,49
95BB13S3,1580,89,1099,392,317,979,33,733,213,174,32,16,6,10,9,253,28,154,71,58,316,12,206,98,76
95BB14S1,1510,63,1115,332,261,915,25,732,158,111,35,13,10,12,10,268,18,167,83,75,292,7,206,79,65
95BB14S2,1606,99,1077,430,330,889,29,672,188,129,97,40,31,26,20,260,13,172,75,62,360,17,202,141,119
95BB15S1,2005,977,636,392,236,793,195,428,170,114,392,343,14,35,14,565,343,103,119,69,255,96,91,68,39
95BB15S2,1484,890,363,231,145,595,258,238,99,61,237,190,6,41,13,473,351,63,59,41,179,91,56,32,30
95BB16S1,1533,48,1131,354,265,986,17,761,208,144,34,8,18,8,5,237,16,147,74,63,276,7,205,64,53
95BB16S2,1603,82,1147,374,291,985,28,757,200,147,54,12,22,20,20,250,21,161,68,55,314,21,207,86,69
95BB17S1,1793,108,1192,493,391,1192,37,846,309,240,35,23,3,9,9,285,23,167,95,74,281,25,176,80,68
95BB17S2,1763,80,1142,541,396,1033,25,729,279,202,52,8,21,23,14,358,33,195,130,91,320,14,197,109,89
95BB18S1,1688,27,1215,446,302,1106,5,841,260,174,27,8,17,2,1,279,11,179,89,53,276,3,178,95,74
95BB18S2,2591,108,1817,666,527,1585,39,1217,329,252,76,28,19,29,21,458,20,263,175,142,472,21,318,133,112
95BB19S1,1613,142,1119,352,240,1044,57,789,198,137,55,27,16,12,5,258,36,153,69,52,256,22,161,73,46
95BB19S2,1784,113,1241,430,359,1081,49,803,229,197,41,20,18,3,2,314,31,184,99,74,348,13,236,99,86
95BB19S3,1391,88,946,357,280,853,38,632,183,144,47,19,15,13,10,233,22,126,85,75,258,9,173,76,51
95BB20S1,1889,1348,302,239,138,550,274,191,85,58,612,558,8,46,23,539,432,42,65,31,188,84,61,43,26
95BB20S2,1524,1224,129,171,100,426,276,77,73,39,445,408,10,27,9,527,459,25,43,29,126,81,17,28,23
95BB21S1,2387,51,1823,513,324,1595,5,1293,297,186,50,9,22,19,5,310,5,220,85,59,432,32,288,112,74
95BB21S2,2332,433,1320,579,434,1254,97,888,269,205,185,138,17,30,16,488,142,201,145,110,405,56,214,135,103
95BB22S1,1557,53,1092,412,319,990,27,743,220,170,32,8,10,14,3,290,13,165,112,94,245,5,174,66,52
95BB22S2,1483,44,1050,389,291,957,14,711,232,182,21,6,6,9,3,256,10,153,93,64,249,14,180,55,42
95BB23S1,1540,179,986,375,276,920,49,663,208,139,76,33,18,25,21,291,56,157,78,60,253,41,148,64,56
95BB23S2,1485,94,1056,335,227,877,34,679,164,122,46,17,10,19,11,248,25,141,82,53,314,18,226,70,41
95CC01W1,2558,2136,170,252,76,262,107,95,60,15,1288,1210,5,73,23,709,597,46,66,12,299,222,24,53,26
95CC02W1,2725,1789,711,225,103,606,63,482,61,16,1226,1119,24,83,40,683,507,112,64,35,210,100,93,17,12
95CC03W1,2817,2195,143,479,170,285,96,87,102,32,1446,1269,12,165,31,614,533,12,69,13,472,297,32,143,94
95CC04W1,2440,1625,560,255,46,543,67,399,77,13,1198,1109,25,64,8,530,383,74,73,8,169,66,62,41,17
95CC05W1,2774,1701,767,306,109,785,75,624,86,20,1096,998,19,79,29,631,486,64,81,22,262,142,60,60,38
95CC06S1,1468,785,455,228,98,432,49,302,81,36,518,445,12,61,20,321,204,73,44,21,197,87,68,42,21
95CC06S2,1308,610,545,153,66,504,54,393,57,22,393,347,5,41,15,238,151,60,27,18,173,58,87,28,11
95CC07W1,3475,2597,457,421,68,508,98,297,113,16,1884,1724,14,146,32,827,656,77,94,6,256,119,69,68,14
95CC08W1,2565,2184,71,310,55,181,80,24,77,5,1502,1396,7,99,22,654,559,20,75,8,228,149,20,59,20
95CC09S1,1496,170,1186,140,62,971,14,870,87,37,128,95,22,11,1,224,50,151,23,16,173,11,143,19,8
95CC09S2,1858,79,1498,281,146,1242,7,1061,174,94,50,14,16,20,1,264,9,217,38,21,302,49,204,49,30
95CC10W1,2577,455,1855,267,163,1479,32,1324,123,70,272,216,37,19,8,436,169,211,56,35,390,38,283,69,50
95CC11W1,1795,1488,43,264,44,195,92,26,77,6,936,845,2,89,8,488,413,8,67,12,176,138,7,31,18
95CC12W1,2785,1222,1301,262,98,1079,44,952,83,25,989,896,23,70,14,462,226,171,65,37,255,56,155,44,22
95CC13W1,2474,1212,1042,220,87,887,29,780,78,22,874,800,28,46,11,538,322,151,65,32,175,61,83,31,22
95CC14W1,3035,262,2341,432,280,1997,55,1685,257,156,172,113,32,27,14,466,57,332,77,55,400,37,292,71,55
95CC15W1,2903,1067,1519,317,158,1323,56,1129,138,64,656,586,20,50,17,549,315,167,67,41,375,110,203,62,36
95CC16W1,2820,374,2086,360,200,1708,38,1462,208,120,257,194,38,25,15,457,81,299,77,27,398,61,287,50,38
95CC17W1,2730,1771,710,249,80,644,69,488,87,21,1225,1127,26,72,24,632,489,95,48,13,229,86,101,42,22
95CC18W1,2342,1125,869,348,163,759,85,546,128,53,674,590,29,55,31,452,239,153,60,35,457,211,141,105,44
95CC19W1,2720,877,1535,308,157,1338,76,1123,139,60,556,487,16,53,23,517,242,193,82,54,309,72,203,34,20
95CC20S1,1308,57,1084,167,102,796,8,710,78,43,42,14,22,6,2,217,15,161,41,26,253,20,191,42,31
95CC20S2,1702,113,1340,249,160,1048,12,928,108,64,32,12,14,6,4,296,28,210,58,45,326,61,188,77,47
95CC21W1,2925,333,2161,431,276,1821,66,1517,238,155,149,104,21,24,8,522,118,320,84,63,433,45,303,85,50
95CC22W1,1740,336,1079,325,174,964,47,780,137,60,188,121,36,31,11,235,53,120,62,33,353,115,143,95,70
95DD01W1,2099,302,1480,317,188,1259,80,1020,159,90,125,79,14,32,15,288,56,178,54,35,427,87,268,72,48
95DD02S1,1453,36,1206,211,118,1060,20,910,130,72,20,3,12,5,4,141,9,102,30,13,232,4,182,46,29
95DD02S2,2435,143,1957,335,219,1688,39,1449,200,123,81,62,12,7,2,298,22,207,69,47,368,20,289,59,47
95DD03W1,3503,501,2270,732,462,2025,122,1539,364,203,156,99,25,32,21,604,137,333,134,99,718,143,373,202,139
95DD04W1,1926,95,1397,434,207,1361,40,1051,270,113,58,20,24,14,2,291,27,177,87,58,216,8,145,63,34
95DD05W1,1739,67,1244,428,221,1283,41,951,291,139,30,2,8,20,6,213,20,138,55,34,213,4,147,62,42
95DD06W1,2588,476,1684,428,262,1533,115,1186,232,124,169,127,19,23,16,407,112,216,79,51,479,122,263,94,71
95DD07S1,1596,83,1240,273,183,1036,23,849,164,96,38,13,17,8,5,258,34,169,55,44,264,13,205,46,38
95DD07S2,1767,70,1450,247,179,1218,17,1066,135,102,40,11,15,14,8,247,30,156,61,39,262,12,213,37,30
95DD08W1,2126,709,883,534,255,939,144,559,236,92,209,154,17,38,20,390,144,148,98,55,588,267,159,162,88
95DD09W1,2590,154,2100,336,207,1773,26,1523,224,119,72,46,17,9,7,369,56,260,53,39,376,26,300,50,42
95DD10W1,2805,79,2297,429,267,1971,26,1668,277,177,40,5,25,10,7,351,14,272,65,32,443,34,332,77,51
95DD11W1,2363,1225,609,529,237,1012,335,415,262,116,349,297,8,44,11,526,312,103,111,64,476,281,83,112,46
95DD12W1,2610,373,1904,333,201,1581,48,1367,166,91,203,171,21,11,5,423,121,201,101,74,403,33,315,55,31
95DD13W1,1784,878,481,425,183,691,183,329,179,80,324,273,3,48,11,413,249,57,107,51,356,173,92,91,41
95DD14S1,1603,43,1286,274,169,1059,12,911,136,80,33,9,14,10,1,242,14,170,58,40,269,8,191,70,48
95DD14S2,1674,154,1278,242,167,1053,41,878,134,88,68,43,12,13,7,244,46,151,47,34,309,24,237,48,38
95DD15W1,3451,1981,1127,343,149,1176,228,797,151,70,1005,931,16,58,15,925,670,158,97,48,345,152,156,37,16
95DD16W1,2981,349,2207,425,260,1911,80,1590,241,137,146,108,25,13,6,459,118,264,77,62,465,43,328,94,55
95DD17W1,3461,1318,1746,397,226,1546,92,1261,193,109,701,636,22,43,16,805,487,208,110,66,409,103,255,51,35
95DD18W1,1885,112,1394,379,183,1212,33,978,201,100,49,10,14,25,4,284,12,190,82,45,340,57,212,71,34
95DD19S1,1904,64,1565,275,195,1352,22,1152,178,125,26,2,15,9,4,209,11,155,43,33,317,29,243,45,33
95DD19S2,1460,83,1150,227,156,936,13,783,140,87,56,39,12,5,4,198,21,144,33,24,270,10,211,49,41
95DD20W1,1746,91,1283,372,196,1139,27,906,206,102,54,10,26,18,4,340,39,217,84,56,213,15,134,64,34
95DD21W1,2139,663,1004,472,261,1030,154,661,215,108,213,175,21,17,7,400,139,142,119,73,496,195,180,121,73
95DD22S1,1555,513,881,161,51,850,78,680,92,33,272,239,13,20,6,262,161,80,21,6,171,35,108,28,6
95DD22S2,1581,529,901,151,79,854,78,684,92,46,230,214,6,10,6,340,185,122,33,20,157,52,89,16,7
95DD23W1,2509,266,1873,370,245,1612,47,1354,211,138,142,93,30,19,14,432,106,251,75,48,323,20,238,65,45
95DD24W1,2711,1714,634,363,220,900,312,439,149,82,733,680,15,38,18,658,476,82,100,55,420,246,98,76,65
95EE01W1,1895,1668,111,116,44,238,148,61,29,12,836,790,6,40,10,691,645,20,26,9,130,85,24,21,13
95EE02W1,2095,87,1695,313,193,1407,28,1202,177,111,75,25,31,19,6,338,28,240,70,44,275,6,222,47,32
95EE03W1,1999,292,1368,339,205,1293,100,988,205,125,88,59,10,19,4,299,56,180,63,33,319,77,190,52,43
95EE04W1,1993,741,987,265,160,953,91,707,155,85,352,325,10,17,9,483,291,137,55,38,205,34,133,38,28
95EE05W1,1509,143,1147,219,133,905,40,746,119,75,58,35,15,8,4,297,53,193,51,26,249,15,193,41,28
95EE06W1,2278,1806,307,165,67,439,144,232,63,32,1034,976,13,45,11,619,545,33,41,15,186,141,29,16,9
95EE07W1,1798,272,1255,271,173,1139,92,870,177,105,86,63,11,12,8,372,94,229,49,36,201,23,145,33,24
95EE08W1,1719,245,1185,289,175,1064,79,833,152,89,81,52,15,14,10,336,72,193,71,43,238,42,144,52,33
95EE09W1,1890,602,1029,259,145,902,67,709,126,72,322,269,26,27,8,426,226,139,61,33,240,40,155,45,32
95EE10W1,1797,1011,607,179,75,590,71,442,77,20,559,518,6,35,15,432,305,89,38,20,216,117,70,29,20
95EE11W1,1677,561,926,190,118,788,78,628,82,56,212,184,14,14,8,449,265,138,46,21,228,34,146,48,33
95EE12W1,2507,285,1802,420,261,1581,103,1239,239,145,98,46,29,23,7,435,79,274,82,52,393,57,260,76,57
95EE13W1,1529,307,972,250,152,910,104,667,139,83,92,51,19,22,10,298,115,137,46,31,229,37,149,43,28
95EE14W1,2684,343,1888,453,296,1717,112,1340,265,170,128,91,21,16,3,478,96,279,103,77,361,44,248,69,46
95EE15W1,1728,337,1137,254,166,1011,79,805,127,80,118,92,14,12,7,346,128,164,54,35,253,38,154,61,44
95EE16W1,2126,552,1301,273,156,1091,66,894,131,76,279,241,11,27,11,503,211,227,65,35,253,34,169,50,34
95FF01S1,2129,523,1268,338,237,1162,133,869,160,113,232,184,25,23,16,427,152,206,69,49,308,54,168,86,59
95FF01S2,2667,830,1403,434,297,1256,146,938,172,116,416,330,32,54,40,568,235,195,138,94,427,119,238,70,47
95FF02W1,2817,1519,1025,273,152,959,139,726,94,44,783,714,12,57,19,774,553,152,69,49,301,113,135,53,40
95FF03W1,3006,1038,1439,529,356,1480,256,952,272,173,386,317,16,53,32,714,366,218,130,98,426,99,253,74,53
95FF04W1,2629,926,1391,312,174,1240,108,992,140,79,457,400,18,39,17,618,353,186,79,40,314,65,195,54,38
95FF05W1,2563,419,1626,518,338,1455,96,1091,268,162,130,72,35,23,17,579,156,277,146,106,399,95,223,81,53
95FF06S1,2036,260,1342,434,303,1207,83,935,189,129,80,41,18,21,7,382,73,198,111,81,367,63,191,113,86
95FF06S2,2080,240,1425,415,280,1239,63,966,210,147,111,70,21,20,9,410,81,231,98,71,320,26,207,87,53
95FF07W1,2769,1232,1061,476,274,1274,297,764,213,129,463,396,27,40,16,714,414,159,141,74,318,125,111,82,55
95FF08W1,2364,591,1450,323,203,1391,155,1055,181,109,224,184,23,17,6,447,189,195,63,43,302,63,177,62,45
95FF09W1,2522,913,1224,385,212,1250,188,885,177,101,417,356,28,33,11,563,306,152,105,56,292,63,159,70,44
95FF10W1,3473,434,2438,601,430,2162,69,1759,334,237,223,170,21,32,17,615,169,305,141,106,473,26,353,94,70
95FF11W1,2582,725,1565,292,187,1400,70,1174,156,95,367,318,31,18,9,526,297,158,71,45,289,40,202,47,38
95FF12W1,2724,1373,981,370,203,907,167,605,135,56,665,594,22,49,20,800,523,162,115,72,352,89,192,71,55
95FF13W1,2708,890,1473,345,192,1303,150,988,165,92,469,387,35,47,22,589,282,234,73,43,347,71,216,60,35
95FF14W1,2432,310,1764,358,221,1436,63,1198,175,93,158,105,33,20,7,450,107,248,95,72,388,35,285,68,49
95FF15W1,2740,983,1414,343,175,1272,134,981,157,71,484,420,17,47,21,637,298,242,97,50,347,131,174,42,33
95FF16W1,2374,476,1548,350,239,1443,110,1138,195,128,181,131,21,29,11,443,183,184,76,58,307,52,205,50,42
95FF17W1,1724,553,878,293,184,843,135,577,131,75,227,181,16,30,15,429,182,167,80,53,225,55,118,52,41
95GG01S1,1768,1567,19,182,48,138,90,8,40,2,1180,1099,2,79,26,382,336,4,42,13,68,42,5,21,7
95GG01S2,1523,1290,10,223,37,133,81,6,46,9,965,855,1,109,18,357,300,1,56,7,68,54,2,12,3
95GG01S3,1616,1387,12,217,78,123,87,4,32,7,1099,988,0,111,43,313,262,4,47,16,81,50,4,27,12
95GG02S1,1745,1432,27,286,29,155,86,15,54,4,1059,935,4,120,16,444,356,5,83,5,87,55,3,29,4
95GG02S2,2018,1610,40,368,57,287,182,16,89,12,1089,922,5,162,14,528,437,15,76,19,114,69,4,41,12
95GG02S3,2224,1830,24,370,58,301,198,7,96,15,1398,1185,9,204,29,432,385,3,44,5,93,62,5,26,9
95GG03S1,2003,329,1071,603,449,934,67,645,222,164,167,86,19,62,32,474,87,192,195,155,428,89,215,124,98
95GG03S2,1833,236,1014,583,455,923,43,633,247,185,171,96,18,57,41,352,53,169,130,114,387,44,194,149,115
95GG03S3,2103,190,1210,703,517,1015,39,724,252,195,169,53,40,76,37,438,50,203,185,139,481,48,243,190,146
95GG04S1,1708,942,398,368,129,509,80,287,142,51,742,661,11,70,23,287,167,48,72,24,170,34,52,84,31
95GG04S2,1564,1119,245,200,65,348,122,173,53,21,817,730,4,83,19,327,227,53,47,17,72,40,15,17,8
95GG04S3,1636,93,993,550,273,988,9,770,209,120,129,21,20,88,14,241,9,117,115,53,278,54,86,138,86
95GG05S1,1813,987,258,568,390,409,100,158,151,96,642,487,16,139,105,412,232,41,139,100,350,168,43,139,89
95GG05S2,2009,898,364,747,505,466,79,194,193,103,607,415,19,173,120,471,207,91,173,130,465,197,60,208,152
95GG05S3,2106,743,470,893,581,619,107,281,231,134,553,341,16,196,107,422,157,80,185,136,512,138,93,281,204
95GG06S1,1925,47,1448,430,228,1350,20,1105,225,139,100,12,25,63,15,227,5,148,74,35,248,10,170,68,39
95GG06S2,1779,92,1246,441,244,1136,14,895,227,136,104,27,24,53,9,294,30,166,98,69,245,21,161,63,30
95GG06S3,1922,112,1353,457,276,1273,12,1015,246,150,87,53,6,28,11,287,24,161,102,60,275,23,171,81,55
95GG07S1,1862,1509,65,288,81,252,141,25,86,21,1127,1005,11,111,27,306,252,13,41,17,177,111,16,50,16
95GG07S2,1922,1560,49,313,90,184,103,23,58,17,1249,1087,3,159,46,352,307,6,39,10,137,63,17,57,17
95GG07S3,1701,1469,21,211,44,134,79,10,45,4,1170,1065,3,102,22,317,278,4,35,9,80,47,4,29,9
95GG08S1,1394,987,151,256,133,309,123,90,96,38,609,536,4,69,32,369,281,29,59,37,107,47,28,32,26
95GG08S2,1730,958,411,361,164,547,138,289,120,54,542,458,15,69,26,436,263,58,115,54,205,99,49,57,30
95GG08S3,1786,845,532,409,224,607,78,370,159,92,544,456,11,77,34,379,204,78,97,57,256,107,73,76,41
95GG09S1,2151,126,1493,532,407,1240,15,957,268,188,87,36,24,27,14,407,59,234,114,99,417,16,278,123,106
95GG09S2,1896,133,1288,475,359,1128,28,859,241,181,100,53,16,31,21,338,18,203,117,91,330,34,210,86,66
95GG09S3,2118,133,1427,558,385,1307,16,992,299,201,97,43,24,30,10,362,33,215,114,84,352,41,196,115,90
95GG10S1,1826,190,1052,584,340,924,10,702,212,105,129,47,20,62,18,298,15,165,118,86,475,118,165,192,131
95GG10S2,2172,209,1332,631,365,1189,18,930,241,135,170,68,39,63,35,366,34,199,133,82,447,89,164,194,113
95GG11S1,1895,176,977,742,441,1042,25,691,326,191,132,38,14,80,26,340,18,141,181,123,381,95,131,155,101
95GG11S2,1687,171,1012,504,338,917,29,660,228,149,116,62,16,38,21,342,38,185,119,92,312,42,151,119,76
95GG11S3,1871,237,991,643,405,923,20,654,249,162,141,51,18,72,25,361,44,159,158,111,446,122,160,164,107
95GG12S1,1555,574,356,625,431,272,26,128,118,74,477,337,28,112,73,325,119,88,118,101,481,92,112,277,183
95GG12S2,1958,947,311,700,420,354,57,142,155,72,885,649,39,197,123,379,155,66,158,106,340,86,64,190,119
95GG12S3,1488,795,167,526,291,233,34,84,115,59,658,539,8,111,62,257,116,33,108,62,340,106,42,192,108
95GG12S4,1703,695,258,750,439,256,34,92,130,66,620,434,29,157,92,314,106,75,133,90,513,121,62,330,191
95GG12S5,2241,1473,146,622,230,401,194,67,140,48,999,816,11,172,59,477,304,38,135,41,364,159,30,175,82
95GG13S1,1333,214,778,341,195,697,15,543,139,73,146,94,16,36,7,232,44,113,75,56,258,61,106,91,59
95GG13S2,1752,992,419,341,217,502,74,308,120,83,740,638,6,96,49,348,221,53,74,52,162,59,52,51,33
95GG13S3,1637,355,974,308,189,876,22,720,134,82,276,199,19,58,27,272,78,130,64,47,213,56,105,52,33
95GG14S1,1617,736,607,274,163,573,75,410,88,48,481,417,12,52,17,359,173,103,83,57,204,71,82,51,41
95GG14S2,1597,1164,209,224,127,298,110,119,69,34,795,721,9,65,30,330,235,40,55,36,174,98,41,35,27
95GG14S3,1606,559,715,332,187,681,68,498,115,63,427,333,11,83,32,257,103,86,68,53,241,55,120,66,39
95GG15S1,1959,246,1286,427,353,1017,46,803,168,136,183,104,42,37,27,412,67,223,122,100,347,29,218,100,90
95GG15S2,2052,240,1226,586,470,1061,67,758,236,199,150,72,27,51,32,366,43,185,138,105,475,58,256,161,134
95GG15S3,1909,167,1269,473,307,1143,38,877,228,145,94,32,21,41,10,332,51,177,104,80,340,46,194,100,72
95GG16S1,1996,1292,157,547,272,388,152,91,145,54,924,727,5,192,91,469,300,37,132,79,215,113,24,78,48
95GG16S2,1970,1399,108,463,254,315,145,71,99,36,1002,847,6,149,79,452,313,12,127,79,201,94,19,88,60
95GG16S3,1486,780,361,345,206,435,77,246,112,76,567,488,4,75,37,270,148,45,77,47,214,67,66,81,46
95GG17S1,2031,1595,61,375,141,269,147,39,83,30,1234,1068,2,164,55,384,311,12,61,17,144,69,8,67,39
95GG17S2,1595,1121,209,265,116,320,98,152,70,27,744,651,8,85,39,403,301,29,73,33,128,71,20,37,17
95GG17S3,1704,651,715,338,164,742,78,529,135,63,450,365,5,80,22,329,167,85,77,46,183,41,96,46,33
95GG18S1,2553,2082,39,432,84,295,155,25,115,23,1665,1478,5,182,33,449,368,4,77,13,144,81,5,58,15
95GG18S2,2422,1922,44,456,90,228,92,21,115,14,1484,1305,4,175,36,463,373,2,88,12,247,152,17,78,28
95GG19S1,2019,43,1617,359,151,1496,8,1290,198,92,109,26,28,55,1,217,9,162,46,18,197,0,137,60,40
95GG19S2,2563,277,1740,546,246,1688,50,1354,284,135,270,148,29,93,9,313,49,182,82,45,292,30,175,87,57
95GG20S1,2807,530,1403,874,497,1353,68,970,315,195,446,248,38,160,49,401,71,196,134,94,607,143,199,265,159
95GG20S2,2094,287,1247,560,267,1170,23,923,224,113,250,126,28,96,21,340,68,142,130,72,334,70,154,110,61
95GG21S1,1497,1198,39,260,37,156,82,23,51,2,901,775,8,118,11,341,284,2,55,6,99,57,6,36,18
95GG21S2,1752,1380,32,340,37,252,137,14,101,7,1020,895,7,118,15,395,299,7,89,13,85,49,4,32,2
95GG21S3,1935,1384,74,477,129,229,103,22,104,19,1037,888,3,146,37,390,306,21,63,19,279,87,28,164,54
95GG22S1,1687,1404,29,254,102,129,71,12,46,21,1172,1035,4,133,51,301,255,2,44,15,85,43,11,31,15
95GG22S2,1935,1689,16,230,69,159,104,6,49,7,1259,1152,1,106,33,410,355,4,51,14,107,78,5,24,15
95GG22S3,1721,1511,14,196,55,99,64,4,31,4,1165,1044,4,117,35,369,333,4,32,12,88,70,2,16,4
95GG23S1,1418,414,721,283,187,629,38,480,111,71,265,212,12,41,23,277,120,94,63,54,247,44,135,68,39
95GG23S2,1552,1065,270,217,126,294,53,185,56,28,795,713,5,77,47,289,203,35,51,27,174,96,45,33,24
