ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC4102NI0001,Count,HOUSEHOLDS,"All categories: Household Composition, All categories: Tenure"
LC4102NI0002,Count,HOUSEHOLDS,"All categories: Household Composition, Owner occupied"
LC4102NI0003,Count,HOUSEHOLDS,"All categories: Household Composition, Social rented"
LC4102NI0004,Count,HOUSEHOLDS,"All categories: Household Composition, Private rented"
LC4102NI0005,Count,HOUSEHOLDS,"One person household, All categories: Tenure"
LC4102NI0006,Count,HOUSEHOLDS,"One person household, Owner occupied"
LC4102NI0007,Count,HOUSEHOLDS,"One person household, Social rented"
LC4102NI0008,Count,HOUSEHOLDS,"One person household, Private rented"
LC4102NI0009,Count,HOUSEHOLDS,"One family and no other people: Total, All categories: Tenure"
LC4102NI0010,Count,HOUSEHOLDS,"One family and no other people: Total, Owner occupied"
LC4102NI0011,Count,HOUSEHOLDS,"One family and no other people: Total, Social rented"
LC4102NI0012,Count,HOUSEHOLDS,"One family and no other people: Total, Private rented"
LC4102NI0013,Count,HOUSEHOLDS,"One family and no other people: Married couple and same-sex civil partnership couple, All categories: Tenure"
LC4102NI0014,Count,HOUSEHOLDS,"One family and no other people: Married couple and same-sex civil partnership couple, Owner occupied"
LC4102NI0015,Count,HOUSEHOLDS,"One family and no other people: Married couple and same-sex civil partnership couple, Social rented"
LC4102NI0016,Count,HOUSEHOLDS,"One family and no other people: Married couple and same-sex civil partnership couple, Private rented"
LC4102NI0017,Count,HOUSEHOLDS,"One family and no other people: Lone parent, All categories: Tenure"
LC4102NI0018,Count,HOUSEHOLDS,"One family and no other people: Lone parent, Owner occupied"
LC4102NI0019,Count,HOUSEHOLDS,"One family and no other people: Lone parent, Social rented"
LC4102NI0020,Count,HOUSEHOLDS,"One family and no other people: Lone parent, Private rented"
LC4102NI0021,Count,HOUSEHOLDS,"One family and no other people: Other 'one family and no other people', All categories: Tenure"
LC4102NI0022,Count,HOUSEHOLDS,"One family and no other people: Other 'one family and no other people', Owner occupied"
LC4102NI0023,Count,HOUSEHOLDS,"One family and no other people: Other 'one family and no other people', Social rented"
LC4102NI0024,Count,HOUSEHOLDS,"One family and no other people: Other 'one family and no other people', Private rented"
LC4102NI0025,Count,HOUSEHOLDS,"Other household types, All categories: Tenure"
LC4102NI0026,Count,HOUSEHOLDS,"Other household types, Owner occupied"
LC4102NI0027,Count,HOUSEHOLDS,"Other household types, Social rented"
LC4102NI0028,Count,HOUSEHOLDS,"Other household types, Private rented"
