DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2110NI","RELIGION OR RELIGION BROUGHT UP IN BY AGE","All usual residents","1. ‘Religion’ indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. 'Age' is age at last birthday.; "
