GeographyCode,LC2402NI0001,LC2402NI0002,LC2402NI0003,LC2402NI0004,LC2402NI0005,LC2402NI0006,LC2402NI0007,LC2402NI0008,LC2402NI0009,LC2402NI0010,LC2402NI0011,LC2402NI0012,LC2402NI0013,LC2402NI0014,LC2402NI0015,LC2402NI0016
95AA01S1,982,142,457,383,93,29,42,22,26,3,7,16,863,110,408,345
95AA01S2,1814,998,728,88,1623,902,653,68,22,16,6,0,169,80,69,20
95AA01S3,1494,318,1029,147,1232,245,878,109,8,0,8,0,254,73,143,38
95AA02W1,1734,570,1048,116,1156,377,719,60,231,67,153,11,347,126,176,45
95AA03W1,1822,195,1422,205,1132,110,917,105,419,31,336,52,271,54,169,48
95AA04W1,3002,828,1973,201,2791,769,1837,185,13,3,6,4,198,56,130,12
95AA05W1,2654,1668,869,117,2229,1432,715,82,132,85,38,9,293,151,116,26
95AA06S1,1953,1585,319,49,1613,1335,244,34,121,81,39,1,219,169,36,14
95AA06S2,2651,2150,436,65,2212,1828,344,40,208,154,46,8,231,168,46,17
95AA07W1,2119,327,1670,122,1680,219,1384,77,146,21,113,12,293,87,173,33
95AA08W1,1676,748,748,180,1021,411,522,88,389,219,122,48,266,118,104,44
95AA09W1,2143,482,1399,262,1248,292,830,126,557,84,403,70,338,106,166,66
95AA10W1,1953,806,939,208,1304,460,714,130,456,249,160,47,193,97,65,31
95AA11S1,2698,937,1466,295,2026,635,1200,191,149,53,83,13,523,249,183,91
95AA11S2,2431,1097,1124,210,2112,932,1010,170,32,6,22,4,287,159,92,36
95AA12W1,2775,197,2395,183,2492,173,2164,155,71,6,58,7,212,18,173,21
95AA13S1,1707,1190,430,87,1272,893,323,56,86,60,21,5,349,237,86,26
95AA13S2,1561,1081,411,69,1181,873,269,39,98,25,68,5,282,183,74,25
95AA14W1,2302,859,1343,100,2110,795,1233,82,8,0,8,0,184,64,102,18
95AA15S1,2630,1086,1220,324,1932,727,993,212,165,99,52,14,533,260,175,98
95AA15S2,1472,640,612,220,741,286,366,89,425,188,150,87,306,166,96,44
