GeographyCode,LC2112NI0001,LC2112NI0002,LC2112NI0003,LC2112NI0004,LC2112NI0005,LC2112NI0006,LC2112NI0007,LC2112NI0008,LC2112NI0009,LC2112NI0010,LC2112NI0011,LC2112NI0012
95AA01S1,1113,161,516,436,608,92,282,234,505,69,234,202
95AA01S2,1829,1003,736,90,920,499,373,48,909,504,363,42
95AA01S3,1502,321,1032,149,744,160,505,79,758,161,527,70
95AA02W1,1734,570,1048,116,860,271,525,64,874,299,523,52
95AA03W1,1822,195,1422,205,856,96,646,114,966,99,776,91
95AA04W1,3013,832,1979,202,1557,437,1007,113,1456,395,972,89
95AA05W1,2701,1683,900,118,1352,839,448,65,1349,844,452,53
95AA06S1,1953,1585,319,49,947,763,152,32,1006,822,167,17
95AA06S2,2694,2170,455,69,1277,1034,207,36,1417,1136,248,33
95AA07W1,2140,336,1680,124,1070,148,860,62,1070,188,820,62
95AA08W1,1698,757,761,180,830,367,369,94,868,390,392,86
95AA09W1,2220,491,1466,263,1036,237,660,139,1184,254,806,124
95AA10W1,1953,806,939,208,948,377,460,111,1005,429,479,97
95AA11S1,2800,955,1548,297,1353,451,729,173,1447,504,819,124
95AA11S2,2564,1130,1190,244,1325,560,614,151,1239,570,576,93
95AA12W1,2775,197,2395,183,1401,97,1203,101,1374,100,1192,82
95AA13S1,1745,1201,456,88,859,581,234,44,886,620,222,44
95AA13S2,1562,1081,412,69,759,525,192,42,803,556,220,27
95AA14W1,2349,872,1373,104,1150,422,676,52,1199,450,697,52
95AA15S1,2641,1091,1226,324,1286,517,581,188,1355,574,645,136
95AA15S2,1545,665,652,228,761,320,317,124,784,345,335,104
95AA16W1,1807,344,1276,187,876,173,597,106,931,171,679,81
95AA17W1,2142,813,1067,262,1051,394,515,142,1091,419,552,120
95AA18W1,2439,341,1891,207,1175,151,893,131,1264,190,998,76
95AA19W1,2687,2410,231,46,1309,1177,110,22,1378,1233,121,24
95BB01S1,1574,255,1197,122,766,129,577,60,808,126,620,62
95BB01S2,2035,150,1697,188,1017,71,839,107,1018,79,858,81
95BB02W1,2347,224,1881,242,1141,107,902,132,1206,117,979,110
95BB03S1,2026,59,1781,186,990,31,859,100,1036,28,922,86
95BB03S2,2193,174,1782,237,1075,84,863,128,1118,90,919,109
95BB04S1,1438,127,1150,161,706,57,554,95,732,70,596,66
95BB04S2,1610,100,1388,122,799,47,674,78,811,53,714,44
95BB05S1,1490,54,1289,147,737,23,641,73,753,31,648,74
95BB05S2,1911,57,1658,196,945,30,815,100,966,27,843,96
95BB06W1,2870,335,2173,362,1369,154,1016,199,1501,181,1157,163
95BB07S1,1658,90,1367,201,756,40,604,112,902,50,763,89
95BB07S2,1295,28,1154,113,640,9,570,61,655,19,584,52
95BB08S1,1331,90,1087,154,603,35,487,81,728,55,600,73
95BB08S2,1294,69,1116,109,619,27,537,55,675,42,579,54
95BB09S1,1325,56,1138,131,647,21,547,79,678,35,591,52
95BB09S2,1618,74,1375,169,801,33,672,96,817,41,703,73
95BB10S1,1690,143,1347,200,792,67,619,106,898,76,728,94
95BB10S2,1637,107,1379,151,814,48,682,84,823,59,697,67
95BB11S1,1408,52,1214,142,696,18,594,84,712,34,620,58
95BB11S2,1547,88,1319,140,737,40,614,83,810,48,705,57
95BB12S1,1440,142,1039,259,681,52,496,133,759,90,543,126
95BB12S2,1336,91,1107,138,649,45,524,80,687,46,583,58
95BB13S1,1392,82,1130,180,661,35,545,81,731,47,585,99
95BB13S2,1472,128,1190,154,713,64,566,83,759,64,624,71
95BB13S3,1580,101,1281,198,783,45,625,113,797,56,656,85
95BB14S1,1510,81,1301,128,759,40,645,74,751,41,656,54
95BB14S2,1606,127,1306,173,783,57,624,102,823,70,682,71
95BB15S1,2005,1059,810,136,999,521,402,76,1006,538,408,60
95BB15S2,1484,958,442,84,737,471,218,48,747,487,224,36
95BB16S1,1533,67,1328,138,793,33,687,73,740,34,641,65
95BB16S2,1603,108,1338,157,791,48,647,96,812,60,691,61
95BB17S1,1793,122,1421,250,848,55,668,125,945,67,753,125
95BB17S2,1763,110,1394,259,849,53,656,140,914,57,738,119
95BB18S1,1688,45,1431,212,813,22,682,109,875,23,749,103
95BB18S2,2591,153,2119,319,1232,56,1018,158,1359,97,1101,161
