GeographyCode,LC4407NI0001,LC4407NI0002,LC4407NI0003,LC4407NI0004,LC4407NI0005,LC4407NI0006,LC4407NI0007,LC4407NI0008,LC4407NI0009,LC4407NI0010,LC4407NI0011,LC4407NI0012,LC4407NI0013,LC4407NI0014,LC4407NI0015,LC4407NI0016,LC4407NI0017,LC4407NI0018,LC4407NI0019,LC4407NI0020,LC4407NI0021,LC4407NI0022,LC4407NI0023,LC4407NI0024,LC4407NI0025,LC4407NI0026,LC4407NI0027,LC4407NI0028,LC4407NI0029,LC4407NI0030,LC4407NI0031,LC4407NI0032
95BB11S2,717,579,62,76,4,3,1,0,130,94,23,13,42,32,5,5,471,386,33,52,6,6,0,0,2,2,0,0,62,56,0,6
95BB12S1,626,303,198,125,7,4,1,2,295,73,167,55,18,7,5,6,248,183,14,51,14,9,2,3,0,0,0,0,44,27,9,8
95BB12S2,504,412,66,26,3,2,0,1,140,73,59,8,2,2,0,0,306,290,5,11,9,7,1,1,1,0,0,1,43,38,1,4
95BB13S1,508,305,170,33,2,2,0,0,127,17,94,16,5,1,2,2,310,257,40,13,35,5,29,1,0,0,0,0,29,23,5,1
95BB13S2,603,433,106,64,6,5,0,1,135,50,69,16,7,6,1,0,403,332,29,42,18,13,4,1,1,1,0,0,33,26,3,4
95BB13S3,576,519,8,49,0,0,0,0,85,72,0,13,10,8,0,2,392,357,6,29,12,10,2,0,3,3,0,0,74,69,0,5
95BB14S1,551,501,7,43,9,6,0,3,14,10,3,1,6,5,1,0,380,344,1,35,15,11,2,2,5,5,0,0,122,120,0,2
95BB14S2,621,525,23,73,9,6,0,3,22,15,3,4,10,7,1,2,470,403,18,49,20,17,0,3,3,2,0,1,87,75,1,11
95BB15S1,706,575,39,92,9,4,1,4,10,6,4,0,2,2,0,0,495,403,22,70,25,14,11,0,7,7,0,0,158,139,1,18
95BB15S2,581,374,83,124,6,5,0,1,5,3,1,1,3,2,0,1,419,270,58,91,51,20,20,11,5,3,1,1,92,71,3,18
95BB16S1,562,509,4,49,8,5,0,3,13,9,0,4,6,6,0,0,417,382,4,31,7,5,0,2,2,2,0,0,109,100,0,9
95BB16S2,614,549,26,39,5,4,1,0,27,26,1,0,8,7,0,1,452,404,20,28,21,18,3,0,2,2,0,0,99,88,1,10
95BB17S1,727,577,69,81,3,0,3,0,75,40,24,11,11,9,1,1,552,473,17,62,29,7,21,1,3,0,0,3,54,48,3,3
95BB17S2,672,493,111,68,4,4,0,0,101,45,38,18,3,1,1,1,443,370,34,39,53,17,34,2,3,2,1,0,65,54,3,8
95BB18S1,726,466,136,124,3,3,0,0,36,17,3,16,31,8,17,6,564,373,99,92,28,11,16,1,3,3,0,0,61,51,1,9
95BB18S2,912,818,8,86,8,6,0,2,51,43,1,7,11,8,0,3,710,643,4,63,16,13,2,1,3,3,0,0,113,102,1,10
95BB19S1,641,525,43,73,1,1,0,0,144,100,31,13,16,10,1,5,419,365,7,47,16,8,4,4,0,0,0,0,45,41,0,4
95BB19S2,599,559,3,37,1,1,0,0,51,48,0,3,3,2,1,0,486,454,1,31,3,2,1,0,0,0,0,0,55,52,0,3
95BB19S3,484,443,4,37,0,0,0,0,60,49,2,9,0,0,0,0,386,359,1,26,2,1,1,0,1,1,0,0,35,33,0,2
95BB20S1,677,525,50,102,4,2,0,2,8,5,0,3,3,2,1,0,505,400,32,73,34,11,15,8,4,3,1,0,119,102,1,16
95BB20S2,613,339,140,134,0,0,0,0,8,6,0,2,33,1,23,9,467,275,102,90,24,6,8,10,2,0,0,2,79,51,7,21
95BB21S1,932,726,86,120,7,5,0,2,12,9,2,1,8,3,4,1,743,579,69,95,26,15,9,2,1,1,0,0,135,114,2,19
95BB21S2,889,736,28,125,12,7,2,3,50,30,4,16,6,4,1,1,659,556,16,87,24,18,5,1,3,3,0,0,135,118,0,17
95BB22S1,596,387,148,61,2,1,1,0,241,116,90,35,60,8,50,2,237,219,3,15,12,10,1,1,1,0,1,0,43,33,2,8
95BB22S2,598,268,273,57,4,0,4,0,228,40,163,25,98,6,91,1,230,196,7,27,15,11,3,1,2,0,2,0,21,15,3,3
95BB23S1,638,584,6,48,0,0,0,0,116,99,4,13,12,11,1,0,456,425,1,30,6,6,0,0,0,0,0,0,48,43,0,5
95BB23S2,523,483,2,38,4,4,0,0,65,59,1,5,1,1,0,0,392,361,1,30,4,4,0,0,1,1,0,0,56,53,0,3
95CC01W1,904,580,96,228,6,2,2,2,3,3,0,0,34,9,10,15,682,442,65,175,41,20,13,8,6,2,1,3,132,102,5,25
95CC02W1,875,741,26,108,8,5,0,3,5,5,0,0,4,3,1,0,602,516,19,67,27,22,3,2,12,12,0,0,217,178,3,36
95CC03W1,1127,458,325,344,8,5,2,1,3,2,0,1,126,11,65,50,805,358,221,226,51,14,29,8,10,7,1,2,124,61,7,56
95CC04W1,790,646,44,100,5,4,0,1,1,0,0,1,3,1,0,2,545,450,36,59,41,28,5,8,9,8,0,1,186,155,3,28
95CC05W1,954,773,38,143,7,5,1,1,5,4,0,1,7,3,0,4,660,530,26,104,39,30,5,4,6,6,0,0,230,195,6,29
95CC06S1,579,481,3,95,3,2,0,1,7,4,0,3,11,7,1,3,459,383,1,75,6,6,0,0,3,3,0,0,90,76,1,13
95CC06S2,517,391,49,77,0,0,0,0,0,0,0,0,16,4,8,4,407,312,34,61,10,5,4,1,3,1,1,1,81,69,2,10
95CC07W1,1108,858,85,165,9,6,0,3,3,3,0,0,25,5,19,1,749,577,53,119,41,31,9,1,14,11,2,1,267,225,2,40
95CC08W1,990,573,185,232,3,1,1,1,5,4,1,0,45,16,24,5,702,439,97,166,72,11,51,10,9,1,5,3,154,101,6,47
95CC09S1,494,449,0,45,2,1,0,1,5,1,0,4,5,3,0,2,330,305,0,25,11,10,0,1,3,2,0,1,138,127,0,11
95CC09S2,696,544,31,121,5,2,0,3,1,0,0,1,4,3,0,1,492,383,23,86,27,18,6,3,7,5,0,2,160,133,2,25
95CC10W1,901,761,24,116,5,3,0,2,4,4,0,0,9,8,1,0,614,511,17,86,28,24,1,3,5,4,1,0,236,207,4,25
95CC11W1,786,465,115,206,3,2,0,1,2,2,0,0,57,13,17,27,578,361,83,134,33,18,7,8,3,1,0,2,110,68,8,34
95CC12W1,890,772,34,84,6,6,0,0,4,4,0,0,1,1,0,0,647,564,27,56,24,15,5,4,5,5,0,0,203,177,2,24
95CC13W1,817,677,50,90,3,2,0,1,2,2,0,0,4,4,0,0,532,429,43,60,34,27,2,5,8,7,1,0,234,206,4,24
95CC14W1,1132,926,44,162,9,6,1,2,5,5,0,0,15,11,2,2,814,671,28,115,32,19,12,1,6,4,0,2,251,210,1,40
95CC15W1,1007,806,61,140,6,3,0,3,5,4,0,1,9,6,1,2,670,532,45,93,41,29,8,4,10,7,0,3,266,225,7,34
95CC16W1,1076,722,135,219,5,1,3,1,5,3,0,2,19,6,9,4,760,513,95,152,47,22,20,5,6,4,1,1,234,173,7,54
95CC17W1,897,757,7,133,7,7,0,0,3,3,0,0,1,0,0,1,615,519,7,89,20,15,0,5,8,7,0,1,243,206,0,37
95CC18W1,937,628,130,179,7,3,1,3,29,20,0,9,33,9,10,14,700,484,95,121,27,2,19,6,9,6,1,2,132,104,4,24
95CC19W1,981,760,87,134,10,8,1,1,9,5,2,2,6,3,0,3,701,532,76,93,32,26,5,1,11,9,1,1,212,177,2,33
95CC20S1,484,412,19,53,0,0,0,0,1,1,0,0,2,1,1,0,349,298,14,37,10,6,2,2,3,3,0,0,119,103,2,14
95CC20S2,643,477,67,99,2,1,0,1,6,2,0,4,31,7,19,5,456,349,44,63,11,8,1,2,4,3,0,1,133,107,3,23
95CC21W1,1167,839,138,190,1,0,0,1,7,6,0,1,59,11,34,14,814,617,70,127,57,21,31,5,6,2,1,3,223,182,2,39
95CC22W1,842,432,236,174,6,3,2,1,6,5,0,1,87,11,61,15,511,302,101,108,86,21,58,7,11,4,4,3,135,86,10,39
95DD01W1,836,696,26,114,7,5,0,2,40,26,1,13,15,9,3,3,637,535,20,82,16,15,0,1,4,2,0,2,117,104,2,11
95DD02S1,599,413,116,70,3,3,0,0,1,1,0,0,15,3,8,4,441,296,93,52,20,12,8,0,1,0,1,0,118,98,6,14
95DD02S2,891,740,18,133,2,1,0,1,27,16,1,10,4,1,0,3,636,526,14,96,19,12,3,4,1,1,0,0,202,183,0,19
95DD03W1,1389,1092,21,276,4,3,0,1,73,53,0,20,23,16,1,6,1089,857,18,214,11,9,1,1,3,2,0,1,186,152,1,33
95DD04W1,859,353,404,102,4,0,4,0,21,3,16,2,229,46,158,25,505,253,195,57,35,16,12,7,11,3,7,1,54,32,12,10
95DD05W1,685,347,266,72,1,0,0,1,117,7,106,4,11,4,7,0,385,224,117,44,69,34,27,8,3,3,0,0,99,75,9,15
95DD06W1,944,837,5,102,1,1,0,0,16,4,0,12,10,10,0,0,765,684,5,76,8,6,0,2,2,2,0,0,142,130,0,12
95DD07S1,689,473,76,140,3,2,1,0,35,21,1,13,16,6,8,2,511,359,59,93,28,17,6,5,4,3,0,1,92,65,1,26
95DD07S2,723,526,77,120,3,2,0,1,73,49,4,20,20,5,0,15,499,369,58,72,13,9,4,0,0,0,0,0,115,92,11,12
95DD08W1,1041,427,202,412,11,6,1,4,51,12,28,11,141,41,26,74,680,290,126,264,39,14,17,8,11,2,1,8,108,62,3,43
95DD09W1,929,797,22,110,10,7,1,2,7,7,0,0,8,4,1,3,619,539,17,63,34,30,0,4,6,5,0,1,245,205,3,37
95DD10W1,1180,779,233,168,11,8,2,1,3,1,2,0,29,4,20,5,844,558,170,116,54,21,26,7,3,2,0,1,236,185,13,38
95DD11W1,955,410,298,247,2,0,0,2,29,9,1,19,116,22,75,19,685,305,203,177,33,20,11,2,7,0,6,1,83,54,2,27
95DD12W1,890,777,22,91,4,4,0,0,3,2,0,1,7,2,4,1,554,472,14,68,36,31,4,1,10,6,0,4,276,260,0,16
95DD13W1,741,454,124,163,4,2,0,2,15,9,0,6,72,16,38,18,470,313,55,102,50,20,24,6,3,0,3,0,127,94,4,29
95DD14S1,626,505,30,91,6,5,0,1,4,2,0,2,12,3,5,4,454,368,22,64,18,14,0,4,0,0,0,0,132,113,3,16
95DD14S2,607,548,13,46,4,4,0,0,25,19,1,5,5,4,0,1,476,435,10,31,9,7,1,1,1,1,0,0,87,78,1,8
95DD15W1,1174,948,50,176,10,8,0,2,18,18,0,0,9,7,2,0,766,608,30,128,56,42,8,6,16,13,1,2,299,252,9,38
95DD16W1,1019,897,15,107,11,9,0,2,9,7,1,1,8,5,1,2,655,580,12,63,39,35,0,4,11,11,0,0,286,250,1,35
95DD17W1,1148,996,28,124,15,10,1,4,8,5,0,3,4,4,0,0,784,685,21,78,43,30,5,8,8,7,0,1,286,255,1,30
95DD18W1,873,540,92,241,7,2,0,5,56,18,32,6,38,12,3,23,589,395,44,150,40,22,8,10,5,5,0,0,138,86,5,47
95DD19S1,732,515,98,119,2,1,0,1,7,2,2,3,15,8,4,3,516,360,75,81,32,18,13,1,4,0,1,3,156,126,3,27
95DD19S2,543,462,16,65,3,2,1,0,2,2,0,0,7,3,4,0,366,308,11,47,22,17,0,5,1,1,0,0,142,129,0,13
95DD20W1,826,374,307,145,3,2,0,1,192,29,149,14,77,19,49,9,410,240,82,88,46,24,13,9,10,3,2,5,88,57,12,19
95DD21W1,891,595,19,277,5,3,0,2,58,21,0,37,24,5,0,19,634,440,17,177,26,18,2,6,3,3,0,0,141,105,0,36
95DD22S1,559,438,28,93,11,8,0,3,10,6,0,4,6,1,1,4,360,280,21,59,22,19,2,1,5,5,0,0,145,119,4,22
95DD22S2,597,415,82,100,3,2,0,1,16,4,1,11,8,3,3,2,408,280,68,60,19,9,7,3,5,4,0,1,138,113,3,22
95DD23W1,881,743,8,130,19,14,0,5,8,6,0,2,2,2,0,0,581,493,3,85,29,21,2,6,5,4,1,0,237,203,2,32
95DD24W1,990,747,82,161,2,2,0,0,9,5,0,4,4,2,0,2,768,573,70,125,18,8,8,2,2,1,1,0,187,156,3,28
95EE01W1,592,458,66,68,2,1,1,0,3,3,0,0,1,1,0,0,410,312,53,45,14,11,1,2,3,3,0,0,159,127,11,21
95EE02W1,790,545,125,120,8,7,1,0,3,1,1,1,5,1,1,3,582,388,105,89,22,11,8,3,4,4,0,0,166,133,9,24
95EE03W1,808,490,213,105,2,1,0,1,37,7,27,3,31,2,28,1,565,366,128,71,31,4,24,3,4,1,1,2,138,109,5,24
95EE04W1,736,552,64,120,1,0,0,1,10,7,0,3,2,1,0,1,517,373,61,83,23,17,2,4,6,5,0,1,177,149,1,27
95EE05W1,577,443,34,100,6,5,0,1,8,4,0,4,4,2,0,2,387,289,30,68,23,17,2,4,1,1,0,0,148,125,2,21
95EE06W1,692,530,72,90,2,2,0,0,2,0,0,2,2,0,0,2,501,372,63,66,13,10,2,1,8,7,1,0,164,139,6,19
95EE07W1,740,494,83,163,2,2,0,0,15,5,9,1,20,16,2,2,535,355,62,118,17,12,4,1,5,4,0,1,146,100,6,40
95EE08W1,711,518,22,171,1,1,0,0,37,13,9,15,29,5,6,18,500,397,4,99,8,5,1,2,3,1,0,2,133,96,2,35
95EE09W1,605,465,65,75,2,2,0,0,3,3,0,0,1,1,0,0,403,305,53,45,31,17,6,8,0,0,0,0,165,137,6,22
95EE10W1,598,434,50,114,1,1,0,0,2,2,0,0,1,0,0,1,437,309,44,84,27,20,2,5,3,2,0,1,127,100,4,23
95EE11W1,551,462,30,59,5,3,2,0,5,2,0,3,4,4,0,0,357,298,20,39,22,15,4,3,3,1,1,1,155,139,3,13
95EE12W1,1059,559,241,259,2,1,0,1,190,26,113,51,16,5,8,3,688,423,101,164,19,6,9,4,5,1,1,3,139,97,9,33
95EE13W1,718,369,181,168,5,3,2,0,43,7,20,16,83,8,49,26,483,290,100,93,17,8,4,5,3,0,2,1,84,53,4,27
95EE14W1,1016,748,83,185,3,2,1,0,36,30,3,3,2,0,1,1,739,542,57,140,40,24,13,3,4,3,0,1,192,147,8,37
95EE15W1,606,478,63,65,5,5,0,0,2,2,0,0,2,2,0,0,413,316,53,44,23,14,4,5,3,2,1,0,158,137,5,16
95EE16W1,709,575,45,89,0,0,0,0,7,6,0,1,3,2,1,0,472,375,39,58,21,14,2,5,2,2,0,0,204,176,3,25
95FF01S1,781,672,2,107,0,0,0,0,12,11,0,1,3,3,0,0,591,512,2,77,7,5,0,2,3,3,0,0,165,138,0,27
95FF01S2,959,742,11,206,2,1,0,1,34,17,1,16,10,2,0,8,763,593,8,162,9,7,0,2,4,3,0,1,137,119,2,16
95FF02W1,923,781,25,117,3,2,0,1,7,6,0,1,1,1,0,0,617,520,14,83,34,21,9,4,13,12,1,0,248,219,1,28
95FF03W1,1169,771,118,280,1,1,0,0,40,8,26,6,16,5,8,3,871,566,74,231,12,8,3,1,3,3,0,0,226,180,7,39
95FF04W1,862,755,36,71,4,2,1,1,6,5,0,1,1,0,1,0,595,517,32,46,27,22,1,4,9,8,1,0,220,201,0,19
95FF05W1,1119,718,192,209,7,4,0,3,12,7,0,5,42,4,26,12,818,532,138,148,56,25,20,11,4,2,1,1,180,144,7,29
95FF06S1,820,615,55,150,1,0,1,0,15,10,0,5,22,10,1,11,620,466,44,110,20,13,5,2,7,4,2,1,135,112,2,21
95FF06S2,720,601,36,83,3,2,1,0,1,1,0,0,9,2,6,1,563,469,25,69,19,15,3,1,6,3,0,3,119,109,1,9
95FF07W1,1154,610,310,234,4,3,1,0,160,16,115,29,34,16,14,4,801,471,169,161,27,15,7,5,0,0,0,0,128,89,4,35
95FF08W1,993,667,187,139,7,7,0,0,115,10,87,18,35,13,12,10,667,514,71,82,17,7,6,4,6,4,1,1,146,112,10,24
95FF09W1,1000,677,143,180,6,3,1,2,19,7,2,10,34,8,15,11,693,484,98,111,56,28,18,10,6,4,1,1,186,143,8,35
95FF10W1,1216,1040,48,128,21,18,1,2,6,5,0,1,8,5,0,3,830,709,34,87,52,38,8,6,8,7,1,0,291,258,4,29
95FF11W1,873,760,30,83,4,2,0,2,5,5,0,0,5,3,0,2,611,539,25,47,30,18,5,7,14,12,0,2,204,181,0,23
95FF12W1,1018,804,73,141,6,5,0,1,9,6,1,2,11,7,2,2,761,593,57,111,33,25,4,4,9,6,1,2,189,162,8,19
95FF13W1,977,794,49,134,10,8,1,1,4,3,0,1,6,4,1,1,700,580,31,89,33,14,15,4,3,3,0,0,221,182,1,38
95FF14W1,862,770,11,81,7,7,0,0,4,3,1,0,4,4,0,0,585,529,7,49,28,24,2,2,6,5,0,1,228,198,1,29
95FF15W1,1073,648,185,240,8,6,1,1,17,7,0,10,29,4,21,4,774,487,117,170,59,13,36,10,5,2,1,2,181,129,9,43
95FF16W1,927,711,107,109,7,3,2,2,47,13,28,6,17,9,6,2,677,544,55,78,41,26,13,2,6,4,0,2,132,112,3,17
95FF17W1,857,409,188,260,1,0,1,0,39,15,7,17,77,14,27,36,600,312,135,153,30,9,13,8,9,3,3,3,101,56,2,43
95GG01S1,739,489,158,92,2,1,1,0,260,156,63,41,40,5,31,4,413,311,61,41,1,1,0,0,4,1,2,1,19,14,0,5
95GG01S2,624,365,117,142,4,2,1,1,275,118,82,75,14,6,5,3,305,228,21,56,5,3,2,0,4,1,2,1,17,7,4,6
95GG01S3,641,507,54,80,0,0,0,0,242,170,38,34,17,5,11,1,351,309,3,39,4,4,0,0,2,1,1,0,25,18,1,6
95GG02S1,749,362,223,164,14,5,5,4,496,199,197,100,2,0,1,1,211,145,12,54,6,1,3,2,1,1,0,0,19,11,5,3
95GG02S2,859,373,278,208,14,8,0,6,538,169,241,128,8,5,0,3,269,185,18,66,6,1,3,2,0,0,0,0,24,5,16,3
95GG02S3,960,217,635,108,1,0,0,1,749,142,531,76,62,1,54,7,112,73,24,15,5,0,5,0,10,0,6,4,21,1,15,5
95GG03S1,895,662,30,203,5,4,0,1,325,221,27,77,41,26,0,15,479,377,3,99,11,8,0,3,0,0,0,0,34,26,0,8
95GG03S2,767,616,41,110,5,4,0,1,277,194,28,55,55,40,4,11,380,332,7,41,3,3,0,0,2,1,0,1,45,42,2,1
95GG03S3,1005,593,158,254,3,3,0,0,485,216,133,136,87,46,13,28,387,297,9,81,12,10,1,1,2,0,1,1,29,21,1,7
95GG04S1,801,256,408,137,3,0,1,2,462,92,286,84,66,11,29,26,248,149,77,22,3,0,3,0,4,0,3,1,15,4,9,2
95GG04S2,640,227,350,63,1,1,0,0,415,102,279,34,6,0,5,1,203,119,59,25,1,0,1,0,1,1,0,0,13,4,6,3
95GG04S3,856,233,400,223,3,1,1,1,495,91,262,142,25,5,15,5,294,125,105,64,17,8,9,0,2,0,2,0,20,3,6,11
95GG05S1,845,414,129,302,9,4,2,3,439,182,110,147,24,8,4,12,331,194,9,128,10,7,0,3,2,0,0,2,30,19,4,7
95GG05S2,948,513,84,351,10,8,0,2,383,191,70,122,16,9,4,3,479,271,8,200,9,6,2,1,1,0,0,1,50,28,0,22
95GG05S3,1007,300,353,354,5,5,0,0,595,156,250,189,54,8,40,6,314,114,54,146,16,9,3,4,1,0,1,0,22,8,5,9
95GG06S1,794,408,262,124,0,0,0,0,426,137,227,62,22,5,14,3,326,257,12,57,11,7,3,1,2,1,1,0,7,1,5,1
95GG06S2,833,566,100,167,6,3,0,3,302,153,92,57,9,7,0,2,480,374,6,100,20,16,0,4,1,1,0,0,15,12,2,1
95GG06S3,754,552,114,88,4,2,1,1,322,191,92,39,20,11,7,2,374,324,8,42,8,6,1,1,3,1,1,1,23,17,4,2
95GG07S1,796,465,91,240,4,2,0,2,314,171,72,71,24,9,4,11,390,267,11,112,6,3,0,3,33,3,0,30,25,10,4,11
95GG07S2,788,302,262,224,4,4,0,0,390,132,160,98,12,4,4,4,355,155,89,111,4,1,0,3,2,0,2,0,21,6,7,8
95GG07S3,685,388,172,125,8,4,0,4,229,144,35,50,11,2,9,0,422,229,125,68,7,5,1,1,2,1,1,0,6,3,1,2
95GG08S1,554,443,53,58,1,1,0,0,205,133,44,28,8,6,2,0,302,272,6,24,8,6,1,1,1,1,0,0,29,24,0,5
95GG08S2,810,446,198,166,3,2,0,1,397,147,164,86,21,7,12,2,357,272,13,72,11,10,0,1,3,0,2,1,18,8,7,3
95GG08S3,787,443,182,162,3,3,0,0,457,193,151,113,19,5,11,3,275,220,11,44,10,6,4,0,1,1,0,0,22,15,5,2
95GG09S1,844,711,30,103,6,1,3,2,308,250,9,49,48,9,18,21,448,421,0,27,5,5,0,0,2,1,0,1,27,24,0,3
95GG09S2,808,634,101,73,4,3,0,1,259,160,72,27,26,20,3,3,489,429,24,36,5,3,2,0,3,2,0,1,22,17,0,5
95GG09S3,952,431,356,165,2,1,0,1,456,131,247,78,46,9,19,18,394,264,65,65,12,0,12,0,9,2,7,0,33,24,6,3
95GG10S1,966,363,249,354,17,7,6,4,456,129,171,156,52,30,8,14,377,170,48,159,30,13,9,8,4,2,0,2,30,12,7,11
