ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2114NI0001,Count,PERSONS,"All categories: Age, All categories: Knowledge of Ulster-Scots"
LC2114NI0002,Count,PERSONS,"All categories: Age, Some ability in Ulster-Scots"
LC2114NI0003,Count,PERSONS,"All categories: Age, No ability in Ulster-Scots"
LC2114NI0004,Count,PERSONS,"Aged 3 to 24, All categories: Knowledge of Ulster-Scots"
LC2114NI0005,Count,PERSONS,"Aged 3 to 24, Some ability in Ulster-Scots"
LC2114NI0006,Count,PERSONS,"Aged 3 to 24, No ability in Ulster-Scots"
LC2114NI0007,Count,PERSONS,"Aged 25 to 44, All categories: Knowledge of Ulster-Scots"
LC2114NI0008,Count,PERSONS,"Aged 25 to 44, Some ability in Ulster-Scots"
LC2114NI0009,Count,PERSONS,"Aged 25 to 44, No ability in Ulster-Scots"
LC2114NI0010,Count,PERSONS,"Aged 45 to 64, All categories: Knowledge of Ulster-Scots"
LC2114NI0011,Count,PERSONS,"Aged 45 to 64, Some ability in Ulster-Scots"
LC2114NI0012,Count,PERSONS,"Aged 45 to 64, No ability in Ulster-Scots"
LC2114NI0013,Count,PERSONS,"Aged 65 and over, All categories: Knowledge of Ulster-Scots"
LC2114NI0014,Count,PERSONS,"Aged 65 and over, Some ability in Ulster-Scots"
LC2114NI0015,Count,PERSONS,"Aged 65 and over, No ability in Ulster-Scots"
