GeographyCode,LC2210NI0001,LC2210NI0002,LC2210NI0003,LC2210NI0004,LC2210NI0005,LC2210NI0006,LC2210NI0007,LC2210NI0008,LC2210NI0009,LC2210NI0010,LC2210NI0011,LC2210NI0012,LC2210NI0013,LC2210NI0014,LC2210NI0015,LC2210NI0016,LC2210NI0017,LC2210NI0018,LC2210NI0019,LC2210NI0020
95AA01S1,1113,161,516,436,610,65,294,251,31,25,4,2,45,15,23,7,427,56,195,176
95AA01S2,1829,1003,736,90,703,152,509,42,489,467,14,8,423,287,116,20,214,97,97,20
95AA01S3,1502,321,1032,149,853,92,693,68,118,105,9,4,267,75,153,39,264,49,177,38
95AA02W1,1734,570,1048,116,957,187,721,49,178,161,14,3,348,158,167,23,251,64,146,41
95AA03W1,1822,195,1422,205,1208,85,1009,114,68,48,14,6,317,31,246,40,229,31,153,45
95AA04W1,3013,832,1979,202,1632,139,1390,103,436,398,31,7,560,246,261,53,385,49,297,39
95AA05W1,2701,1683,900,118,871,229,592,50,778,752,15,11,798,583,180,35,254,119,113,22
95AA06S1,1953,1585,319,49,371,155,202,14,962,943,8,11,433,374,52,7,187,113,57,17
95AA06S2,2694,2170,455,69,559,244,286,29,1397,1371,19,7,558,443,95,20,180,112,55,13
95AA07W1,2140,336,1680,124,1348,71,1209,68,113,94,15,4,344,96,220,28,335,75,236,24
95AA08W1,1698,757,761,180,823,181,557,85,214,187,13,14,427,278,102,47,234,111,89,34
95AA09W1,2220,491,1466,263,1283,133,991,159,132,105,20,7,409,146,228,35,396,107,227,62
95AA10W1,1953,806,939,208,1007,279,615,113,181,163,14,4,458,256,159,43,307,108,151,48
95AA11S1,2800,955,1548,297,1323,238,966,119,272,230,31,11,631,273,306,52,574,214,245,115
95AA11S2,2564,1130,1190,244,1174,264,773,137,288,271,8,9,591,370,187,34,511,225,222,64
95AA12W1,2775,197,2395,183,1771,64,1604,103,85,47,28,10,453,42,368,43,466,44,395,27
95AA13S1,1745,1201,456,88,533,208,286,39,470,444,19,7,477,371,93,13,265,178,58,29
95AA13S2,1562,1081,412,69,496,193,273,30,448,436,8,4,382,304,60,18,236,148,71,17
95AA14W1,2349,872,1373,104,1145,136,960,49,353,333,15,5,511,307,179,25,340,96,219,25
95AA15S1,2641,1091,1226,324,1226,261,817,148,248,229,10,9,579,334,179,66,588,267,220,101
95AA15S2,1545,665,652,228,649,149,390,110,204,181,12,11,341,179,125,37,351,156,125,70
95AA16W1,1807,344,1276,187,1032,84,860,88,40,29,9,2,353,100,219,34,382,131,188,63
95AA17W1,2142,813,1067,262,1105,250,717,138,216,186,21,9,536,274,175,87,285,103,154,28
95AA18W1,2439,341,1891,207,1454,96,1258,100,132,84,36,12,426,114,272,40,427,47,325,55
95AA19W1,2687,2410,231,46,323,164,142,17,1344,1314,19,11,854,806,38,10,166,126,32,8
95BB01S1,1574,255,1197,122,891,77,746,68,100,77,22,1,290,80,177,33,293,21,252,20
95BB01S2,2035,150,1697,188,1250,44,1122,84,62,26,23,13,351,56,254,41,372,24,298,50
95BB02W1,2347,224,1881,242,1444,78,1229,137,88,37,43,8,452,57,350,45,363,52,259,52
95BB03S1,2026,59,1781,186,1352,19,1236,97,31,6,22,3,334,20,266,48,309,14,257,38
95BB03S2,2193,174,1782,237,1342,77,1135,130,82,35,38,9,386,31,304,51,383,31,305,47
95BB04S1,1438,127,1150,161,867,45,737,85,42,19,14,9,277,38,205,34,252,25,194,33
95BB04S2,1610,100,1388,122,986,34,894,58,52,17,29,6,276,36,210,30,296,13,255,28
95BB05S1,1490,54,1289,147,875,17,786,72,57,22,30,5,306,7,260,39,252,8,213,31
95BB05S2,1911,57,1658,196,1196,20,1077,99,62,15,38,9,309,16,255,38,344,6,288,50
95BB06W1,2870,335,2173,362,1732,127,1420,185,89,43,41,5,586,105,388,93,463,60,324,79
95BB07S1,1658,90,1367,201,1025,19,901,105,42,17,24,1,309,30,236,43,282,24,206,52
95BB07S2,1295,28,1154,113,875,7,814,54,17,4,13,0,224,16,161,47,179,1,166,12
95BB08S1,1331,90,1087,154,856,26,741,89,38,16,15,7,266,27,211,28,171,21,120,30
95BB08S2,1294,69,1116,109,838,14,779,45,19,7,8,4,192,26,137,29,245,22,192,31
95BB09S1,1325,56,1138,131,801,12,726,63,37,12,23,2,197,13,159,25,290,19,230,41
95BB09S2,1618,74,1375,169,1005,16,914,75,29,18,9,2,274,15,225,34,310,25,227,58
95BB10S1,1690,143,1347,200,973,49,825,99,55,16,30,9,293,26,217,50,369,52,275,42
95BB10S2,1637,107,1379,151,1023,40,900,83,75,37,33,5,252,19,198,35,287,11,248,28
