GeographyCode,LC2117NI0001,LC2117NI0002,LC2117NI0003,LC2117NI0004,LC2117NI0005,LC2117NI0006,LC2117NI0007,LC2117NI0008,LC2117NI0009,LC2117NI0010,LC2117NI0011,LC2117NI0012,LC2117NI0013,LC2117NI0014,LC2117NI0015,LC2117NI0016,LC2117NI0017,LC2117NI0018,LC2117NI0019,LC2117NI0020,LC2117NI0021,LC2117NI0022,LC2117NI0023,LC2117NI0024,LC2117NI0025,LC2117NI0026,LC2117NI0027,LC2117NI0028
95AA01S1,310,46,137,127,21,3,10,8,278,41,124,113,262,39,117,106,6,0,3,3,10,2,4,4,11,2,3,6
95AA01S2,624,277,248,99,120,42,54,24,465,213,184,68,345,167,129,49,47,24,20,3,73,22,35,16,39,22,10,7
95AA01S3,588,103,353,132,155,23,94,38,392,72,236,84,268,48,166,54,62,8,36,18,62,16,34,12,41,8,23,10
95AA02W1,839,223,451,165,346,88,181,77,450,127,244,79,236,69,126,41,102,32,53,17,112,26,65,21,43,8,26,9
95AA03W1,845,60,587,198,323,14,222,87,479,43,338,98,209,23,144,42,158,6,117,35,112,14,77,21,43,3,27,13
95AA04W1,1014,232,614,168,171,34,97,40,752,175,461,116,557,128,343,86,71,21,39,11,124,26,79,19,91,23,56,12
95AA05W1,920,495,300,125,192,91,68,33,675,371,218,86,468,269,141,58,94,56,24,14,113,46,53,14,53,33,14,6
95AA06S1,710,501,119,90,187,116,47,24,484,361,67,56,296,223,42,31,100,79,10,11,88,59,15,14,39,24,5,10
95AA06S2,860,589,155,116,169,77,52,40,637,472,96,69,436,334,63,39,129,95,12,22,72,43,21,8,54,40,7,7
95AA07W1,820,96,608,116,201,24,143,34,569,64,430,75,356,33,279,44,93,18,63,12,120,13,88,19,50,8,35,7
95AA08W1,699,268,274,157,215,76,86,53,436,169,173,94,189,70,75,44,148,64,51,33,99,35,47,17,48,23,15,10
95AA09W1,943,158,545,240,307,46,181,80,581,96,341,144,279,42,162,75,176,32,108,36,126,22,71,33,55,16,23,16
95AA10W1,792,296,339,157,199,82,80,37,542,189,243,110,276,84,134,58,150,79,45,26,116,26,64,26,51,25,16,10
95AA11S1,1123,341,526,256,330,102,155,73,707,201,349,157,424,123,221,80,116,39,52,25,167,39,76,52,86,38,22,26
95AA11S2,870,337,362,171,157,54,74,29,652,261,268,123,472,193,194,85,73,30,23,20,107,38,51,18,61,22,20,19
95AA12W1,971,37,772,162,180,10,141,29,733,25,586,122,568,17,457,94,59,4,47,8,106,4,82,20,58,2,45,11
95AA13S1,625,391,140,94,151,86,34,31,436,286,97,53,269,179,62,28,94,60,17,17,73,47,18,8,38,19,9,10
95AA13S2,614,356,172,86,175,72,75,28,400,260,89,51,234,164,41,29,80,49,20,11,86,47,28,11,39,24,8,7
95AA14W1,779,234,443,102,130,29,86,15,596,188,330,78,454,148,252,54,65,24,29,12,77,16,49,12,53,17,27,9
95AA15S1,1013,387,415,211,223,96,85,42,726,259,323,144,449,156,203,90,141,59,57,25,136,44,63,29,64,32,7,25
95AA15S2,582,231,201,150,172,75,48,49,365,130,143,92,185,56,84,45,117,51,37,29,63,23,22,18,45,26,10,9
95AA16W1,832,127,533,172,318,42,200,76,465,75,309,81,224,39,151,34,121,16,81,24,120,20,77,23,49,10,24,15
95AA17W1,855,264,371,220,237,60,110,67,571,191,245,135,310,105,138,67,155,51,63,41,106,35,44,27,47,13,16,18
